Genes,Transcript_Count,Norm_Symbol
TIPARP,7.0,TIPARP
AGPAT5,7.0,AGPAT5
FYB2,5.0,FYB2
SIX2,1.0,SIX2
SMAGP,8.0,SMAGP
PCDHB10,1.0,PCDHB10
CRYBB3,2.0,CRYBB3
DYDC1,5.0,DYDC1
DAND5,2.0,DAND5
TSTD2,6.0,TSTD2
CCT2,14.0,CCT2
OR2T8,2.0,OR2T8
SIX6,1.0,SIX6
AC005833.1,3.0,AC005833.1
USP44,8.0,USP44
PSMD9,11.0,PSMD9
FIGNL2,2.0,FIGNL2
ZFYVE1,9.0,ZFYVE1
PSMC3IP,9.0,PSMC3IP
UCN3,1.0,UCN3
BLOC1S4,1.0,BLOC1S4
OIT3,2.0,OIT3
CCDC144A,13.0,CCDC144A
ARHGEF19,6.0,ARHGEF19
SNHG32,10.047619047619047,SNHG32
MSANTD1,4.0,MSANTD1
CATSPER2,12.0,CATSPER2
FSIP1,5.0,FSIP1
AC270272.2,2.0,AC270272.2
AC006518.7,1.0,AC006518.7
IDH3B,12.0,IDH3B
CLYBL,7.0,CLYBL
LIPI,4.0,LIPI
AC012314.6,2.0,AC012314.6
ZNF408,5.0,ZNF408
PLXDC2,3.0,PLXDC2
DCANP1,1.0,DCANP1
C1orf189,1.0,C1orf189
B4GALT4,20.0,B4GALT4
CHRM5,3.0,CHRM5
TAF1D,22.0,TAF1D
THY1,10.0,THY1
RFPL3,2.0,RFPL3
SLC44A2,15.0,SLC44A2
CATSPER1,2.0,CATSPER1
RNASE7,2.0,RNASE7
HMGA2,11.0,HMGA2
CD28,3.0,CD28
SLC27A1,9.0,SLC27A1
C9orf85,6.0,C9orf85
ELF2,13.0,ELF2
PITX2,14.0,PITX2
ARV1,7.0,ARV1
CCDC50,3.0,CCDC50
CMAS,5.0,CMAS
HNF4A,9.0,HNF4A
TLE4,28.0,TLE4
REST,12.0,REST
MVK,17.0,MVK
CPPED1,4.0,CPPED1
LPAR4,5.0,LPAR4
EIF4E3,10.0,EIF4E3
SEPT7,19.0,SEPT7
PLCZ1,20.0,PLCZ1
ACTRT1,1.0,ACTRT1
AC008878.3,1.0,AC008878.3
WDR97,6.0,WDR97
TAF11L10,1.0,TAF11L10
ZNF277,7.0,ZNF277
AC004080.3,1.0,AC004080.3
FAM241B,3.0,FAM241B
CPNE8,9.0,CPNE8
MGLL,15.0,MGLL
PEX5,20.0,PEX5
GFPT1,4.0,GFPT1
NUS1,1.0,NUS1
AP000351.3,1.0,AP000351.3
MPPE1,30.0,MPPE1
SEC11C,8.0,SEC11C
NR0B2,1.0,NR0B2
ITPR1,56.0,ITPR1
CLASP1,16.0,CLASP1
EPB41L3,36.0,EPB41L3
AC104389.5,2.0,AC104389.5
AC011462.1,2.0,AC011462.1
HINFP,14.0,HINFP
SPANXN1,1.0,SPANXN1
GATA5,1.0,GATA5
MAPKAP1,20.0,MAPKAP1
CHMP5,3.0,CHMP5
HIST1H2BL,1.0,HIST1H2BL
OXA1L,12.0,OXA1L
MAT2B,8.0,MAT2B
OR10V1,1.0,OR10V1
PHLDA2,1.0,PHLDA2
N4BP3,1.0,N4BP3
PLA2G6,38.0,PLA2G6
OXNAD1,9.0,OXNAD1
GSTP1,8.0,GSTP1
MRPL2,9.0,MRPL2
ZFAND1,25.0,ZFAND1
CCNJ,3.0,CCNJ
MTPN,2.0,MTPN
STRN3,8.0,STRN3
HAPLN3,5.0,HAPLN3
LAMTOR1,8.0,LAMTOR1
FAM122A,1.0,FAM122A
NMB,2.0,NMB
STRADA,54.0,STRADA
STAB2,6.0,STAB2
CXCR2,7.0,CXCR2
MRAS,11.0,MRAS
EMC1,13.0,EMC1
INAVA,7.0,INAVA
LRRC7,14.0,LRRC7
ZNF33A,8.0,ZNF33A
PLCB2,15.0,PLCB2
ANKRD30BL,6.0,ANKRD30BL
HDHD3,3.0,HDHD3
ATP6V0E1,4.0,ATP6V0E1
TBCB,15.0,TBCB
MYOG,1.0,MYOG
AC106774.4,1.0,AC106774.4
SS18L2,3.0,SS18L2
DHRS12,10.0,DHRS12
CLDN9,1.0,CLDN9
OR4K2,4.0,OR4K2
ZBED2,1.0,ZBED2
SBSPON,2.0,SBSPON
ID3,3.0,ID3
ADI1,2.5,ADI1
SEMG2,1.0,SEMG2
OR5B3,2.0,OR5B3
GLE1,3.0,GLE1
ADD3,20.0,ADD3
CSTF2T,1.0,CSTF2T
USP27X,1.0,USP27X
IFNA21,1.0,IFNA21
SH2D1A,7.0,SH2D1A
FKBP11,13.0,FKBP11
CPNE7,9.0,CPNE7
AC256309.2,2.0,AC256309.2
ARHGAP11B,2.0,ARHGAP11B
SLC22A23,12.0,SLC22A23
PPP2R1B,12.0,PPP2R1B
PET117,1.0,PET117
ZYX,10.0,ZYX
PIAS2,16.0,PIAS2
ZNF846,12.0,ZNF846
GSTA5,3.0,GSTA5
AC084121.6,1.0,AC084121.6
CABP2,4.0,CABP2
ZFPM2,10.0,ZFPM2
CERS1,5.0,CERS1
ZNF878,1.0,ZNF878
SEMA7A,4.0,SEMA7A
SCTR,5.0,SCTR
TAF11,3.0,TAF11
MEN1,16.0,MEN1
CLEC2B,4.0,CLEC2B
ZAN,8.0,ZAN
HPSE2,6.0,HPSE2
SEPHS2,1.0,SEPHS2
FBXL8,9.0,FBXL8
KRTAP12-2,1.0,KRTAP12-2
ITPRIPL1,5.0,ITPRIPL1
GREM2,1.0,GREM2
TUBE1,11.0,TUBE1
LAP3,11.0,LAP3
CISD3,3.0,CISD3
PRRG1,9.0,PRRG1
INSIG1,6.0,INSIG1
CDCA5,10.0,CDCA5
ANO2,13.0,ANO2
EXOC3L4,7.0,EXOC3L4
HOXB4,1.0,HOXB4
CERS2,14.0,CERS2
RUFY3,15.0,RUFY3
PACSIN3,11.0,PACSIN3
CHCHD1,2.0,CHCHD1
MSH5,16.757142857142856,MSH5
ALDOB,9.0,ALDOB
AC136616.1,2.0,AC136616.1
SPHAR,1.0,SPHAR
OXCT2,1.0,OXCT2
LYVE1,4.0,LYVE1
HMBOX1,16.0,HMBOX1
ELP3,19.0,ELP3
DENND1A,12.0,DENND1A
TNFRSF11A,7.0,TNFRSF11A
TRIM15,5.428571428571429,TRIM15
EXOC1L,2.0,EXOC1L
ACKR1,4.0,ACKR1
NOMO2,12.0,NOMO2
AC002094.3,1.0,AC002094.3
CACYBP,9.0,CACYBP
OR2F1,4.0,OR2F1
LAIR1,25.96551724137931,LAIR1
BCL7B,14.0,BCL7B
NUP133,4.0,NUP133
TAF5,1.0,TAF5
OR2M2,3.0,OR2M2
SEPT8,16.0,SEPT8
DCTN5,8.0,DCTN5
MAP3K13,15.0,MAP3K13
IFNA1,1.0,IFNA1
LCE3C,1.0,LCE3C
TMEM132C,1.0,TMEM132C
TIMM13,2.0,TIMM13
CD164L2,3.0,CD164L2
SOX4,1.0,SOX4
CIART,7.0,CIART
ILVBL,14.0,ILVBL
B4GALT2,8.0,B4GALT2
DKC1,13.0,DKC1
OR5B21,1.0,OR5B21
CEP41,19.0,CEP41
COL27A1,8.0,COL27A1
MDGA2,10.0,MDGA2
RPS6KB2,12.0,RPS6KB2
SARDH,8.0,SARDH
NKAPD1,9.0,NKAPD1
NPIPB8,2.0,NPIPB8
STEAP1,3.0,STEAP1
RBM5,26.0,RBM5
PDGFD,3.0,PDGFD
ZFYVE9,5.0,ZFYVE9
GSTO1,7.0,GSTO1
CACNG8,2.0,CACNG8
SLC7A4,3.0,SLC7A4
LINGO1,14.0,LINGO1
FRS2,11.0,FRS2
GU182357.2,1.0,GU182357.2
TSEN34,5.863636363636362,TSEN34
SERAC1,18.0,SERAC1
AL662796.1,1.0,AL662796.1
INPP1,15.0,INPP1
INHBA,5.0,INHBA
FCGR2C,12.0,FCGR2C
EFR3B,5.0,EFR3B
ETFBKMT,6.0,ETFBKMT
UTP15,8.0,UTP15
ATP1A4,6.0,ATP1A4
ZNF418,12.0,ZNF418
SRMS,1.0,SRMS
GANC,13.0,GANC
PSTPIP1,18.0,PSTPIP1
EFCAB7,6.0,EFCAB7
ARL6,9.0,ARL6
FUT10,11.0,FUT10
AL354761.1,2.0,AL354761.1
FBN2,7.0,FBN2
EDN3,6.0,EDN3
SBK1,2.0,SBK1
CRP,7.0,CRP
PHTF1,12.0,PHTF1
GPLD1,6.0,GPLD1
TENM4,11.0,TENM4
RYR3,35.0,RYR3
ATOH8,5.0,ATOH8
ERBB4,9.0,ERBB4
EIF3L,15.0,EIF3L
ZNF534,5.0,ZNF534
USP32,15.0,USP32
ZSCAN21,5.0,ZSCAN21
UGGT1,7.0,UGGT1
LY6G6E,4.0,LY6G6E
BMP10,1.0,BMP10
SLC1A2,50.0,SLC1A2
FATE1,2.0,FATE1
TMEM207,1.0,TMEM207
SNX5,19.0,SNX5
ARAP2,10.0,ARAP2
RFX6,3.0,RFX6
AMELY,3.0,AMELY
ANAPC10,18.0,ANAPC10
BDP1,6.333333333333332,BDP1
SPRR2F,1.0,SPRR2F
IFI35,8.0,IFI35
ZNF841,7.0,ZNF841
ACTR10,16.0,ACTR10
SLC44A4,9.034482758620689,SLC44A4
GJD4,1.0,GJD4
STK33,17.0,STK33
CEP78,24.0,CEP78
FAM153A,23.0,FAM153A
CENPI,5.0,CENPI
IRF4,5.0,IRF4
STIMATE,6.0,STIMATE
SIRPB2,8.0,SIRPB2
CAPN12,12.0,CAPN12
LUC7L,21.0,LUC7L
ECT2L,5.0,ECT2L
PLCXD1,11.0,PLCXD1
NDUFA2,4.0,NDUFA2
ESCO1,4.0,ESCO1
ASTN2,8.0,ASTN2
KLK4,8.0,KLK4
FMO2,7.0,FMO2
PPP1R3E,9.0,PPP1R3E
ZNF80,3.0,ZNF80
NGEF,9.0,NGEF
HAVCR1,6.0,HAVCR1
PHF14,16.0,PHF14
OR10K1,6.0,OR10K1
TIFAB,1.0,TIFAB
ZNF444,12.0,ZNF444
CARD8,31.0,CARD8
CGGBP1,6.0,CGGBP1
CCL4,2.6666666666666665,CCL4
AC134684.8,1.0,AC134684.8
CD248,1.0,CD248
BROX,9.0,BROX
RASIP1,4.0,RASIP1
DHCR7,12.0,DHCR7
RSPO1,4.0,RSPO1
PRPF38B,5.0,PRPF38B
ZNF419,17.0,ZNF419
TAS2R41,1.0,TAS2R41
GAL3ST4,8.0,GAL3ST4
COPZ2,10.0,COPZ2
OR5T1,1.6666666666666667,OR5T1
ZCRB1,5.0,ZCRB1
TRIM44,2.0,TRIM44
ATP6V1E2,6.0,ATP6V1E2
OR7G3,1.0,OR7G3
MGA,12.0,MGA
ANKRD66,2.0,ANKRD66
ZNF24,6.0,ZNF24
ZNF280D,13.0,ZNF280D
EDARADD,5.0,EDARADD
HHEX,4.0,HHEX
GU182355.4,2.0,GU182355.4
CLCN2,22.0,CLCN2
GU182352.7,1.0,GU182352.7
PRIMA1,4.0,PRIMA1
LTBP2,6.0,LTBP2
CLTCL1,12.0,CLTCL1
IFNK,1.0,IFNK
COQ10A,10.0,COQ10A
SHMT2,35.0,SHMT2
TEX29,2.0,TEX29
PIWIL3,5.0,PIWIL3
UQCRC2,13.0,UQCRC2
LIMCH1,22.0,LIMCH1
IQGAP3,4.0,IQGAP3
NEK1,9.0,NEK1
ZNF215,9.0,ZNF215
TROAP,16.0,TROAP
CABP4,7.0,CABP4
MB,10.0,MB
POLR1D,22.0,POLR1D
SP140,14.0,SP140
OR4D9,3.0,OR4D9
CCN2,1.0,CCN2
TTN,17.0,TTN
ATP5F1A,20.0,ATP5F1A
SLC22A17,11.0,SLC22A17
RAPH1,13.0,RAPH1
KLHDC10,4.0,KLHDC10
PLTP,5.0,PLTP
SMPDL3B,6.0,SMPDL3B
LIN28B,3.0,LIN28B
DDX21,2.0,DDX21
THUMPD2,9.0,THUMPD2
BEND2,2.0,BEND2
RASA1,6.0,RASA1
TRMO,7.0,TRMO
KRT82,1.0,KRT82
HSPB1,3.0,HSPB1
SLC35G5,1.0,SLC35G5
AC245748.1,1.0,AC245748.1
MRPL24,6.0,MRPL24
AC012314.10,2.0,AC012314.10
PFN2,18.0,PFN2
ST18,24.0,ST18
TYW1B,3.0,TYW1B
OR7A5,2.0,OR7A5
GDF5,2.0,GDF5
MOS,1.0,MOS
PDZD9,3.0,PDZD9
ADAMDEC1,4.0,ADAMDEC1
AL627230.3,1.0,AL627230.3
ASCL1,1.0,ASCL1
CYP4A11,9.0,CYP4A11
ACYP2,9.0,ACYP2
MUSK,7.0,MUSK
CDC5L,1.0,CDC5L
DCSTAMP,8.0,DCSTAMP
SMR3B,4.0,SMR3B
VCX2,1.0,VCX2
BSPH1,1.0,BSPH1
NPIPA9,9.0,NPIPA9
LARP6,5.0,LARP6
UROC1,2.0,UROC1
SHTN1,7.0,SHTN1
PTAR1,6.0,PTAR1
COQ2,6.0,COQ2
ZSCAN16,1.0,ZSCAN16
MAPK15,8.0,MAPK15
DEPDC5,64.0,DEPDC5
ADAMTS6,8.0,ADAMTS6
KRT77,3.0,KRT77
ARL10,4.0,ARL10
SATB2,11.0,SATB2
ERF,7.0,ERF
PNOC,4.0,PNOC
CKLF,8.0,CKLF
SLC19A1,14.0,SLC19A1
USP14,9.0,USP14
RGS10,5.0,RGS10
CLDN34,1.0,CLDN34
NECAP1,27.0,NECAP1
GU182357.1,1.0,GU182357.1
C7orf33,1.0,C7orf33
KAT2B,5.0,KAT2B
UHRF1BP1,2.0,UHRF1BP1
PLAAT3,6.0,PLAAT3
B3GNT9,1.0,B3GNT9
PODN,7.0,PODN
MTHFD2,8.0,MTHFD2
NEDD1,13.0,NEDD1
KCNMB2,10.0,KCNMB2
AC068533.4,1.0,AC068533.4
HPS6,1.0,HPS6
ARX,5.0,ARX
PSPH,12.0,PSPH
SMC1A,6.0,SMC1A
FLT4,12.0,FLT4
TGM7,2.0,TGM7
CNIH2,6.0,CNIH2
GABRP,10.0,GABRP
GMPS,3.0,GMPS
MYL12A,12.0,MYL12A
ZNF345,16.0,ZNF345
CLCN6,10.0,CLCN6
FAXC,4.0,FAXC
PIEZO1,15.0,PIEZO1
CD2,2.0,CD2
PHKB,17.0,PHKB
GRSF1,8.0,GRSF1
CFAP43,7.0,CFAP43
AGFG2,5.0,AGFG2
ATP5F1C,10.0,ATP5F1C
ZNF443,2.0,ZNF443
OR13C8,1.0,OR13C8
POLR2I,7.0,POLR2I
VSIR,3.0,VSIR
MINDY1,7.0,MINDY1
C6orf141,7.0,C6orf141
LGI2,2.0,LGI2
PCGF6,5.0,PCGF6
RIMS2,16.0,RIMS2
SPCS2,9.0,SPCS2
PRELID3A,9.0,PRELID3A
OXGR1,4.0,OXGR1
PLEKHG1,8.0,PLEKHG1
P2RY1,1.0,P2RY1
ABCG2,5.0,ABCG2
PRKCSH,20.0,PRKCSH
GNRH1,2.0,GNRH1
CD1A,1.0,CD1A
ZNHIT3,12.0,ZNHIT3
JUN,1.0,JUN
HYKK,6.0,HYKK
SGTA,5.0,SGTA
CMTM1,20.0,CMTM1
TANK,23.0,TANK
TARDBP,32.0,TARDBP
MTMR1,14.0,MTMR1
EIF2S3B,2.0,EIF2S3B
MED12,9.0,MED12
PAPSS2,4.0,PAPSS2
AC019117.3,1.0,AC019117.3
PPIAL4D,1.0,PPIAL4D
CLPS,3.0,CLPS
MXRA8,10.0,MXRA8
EID2,1.0,EID2
FBXO11,10.0,FBXO11
PLSCR5,3.0,PLSCR5
ACTL9,2.0,ACTL9
OTUB1,12.0,OTUB1
ZMYM4,6.0,ZMYM4
PABPC1L,17.0,PABPC1L
ZNF34,5.0,ZNF34
PHF20L1,20.0,PHF20L1
PTPN20,29.0,PTPN20
MAST3,5.0,MAST3
MAPKBP1,17.0,MAPKBP1
JAK3,7.0,JAK3
ZNF746,5.0,ZNF746
SYF2,4.0,SYF2
SESN1,7.0,SESN1
SYT13,3.0,SYT13
KIF1C,4.0,KIF1C
KRTAP9-1,4.0,KRTAP9-1
ZSCAN10,10.0,ZSCAN10
TCP1,18.0,TCP1
CYP2A13,1.0,CYP2A13
LTF,9.0,LTF
PPEF1,9.0,PPEF1
MUC4,22.921052631578952,MUC4
PLA2G5,8.0,PLA2G5
ASB18,6.0,ASB18
CREB3L4,13.0,CREB3L4
VARS2,8.166666666666666,VARS2
C1QTNF4,2.0,C1QTNF4
CCDC71,1.0,CCDC71
CBY3,1.0,CBY3
MUCL3,2.2,MUCL3
CASP12,12.0,CASP12
TOMM40L,9.0,TOMM40L
EDC4,14.0,EDC4
KAT7,18.0,KAT7
SPIN4,1.0,SPIN4
DEFB121,2.0,DEFB121
CYP2A7,5.0,CYP2A7
ATP6V1A,6.0,ATP6V1A
USP28,15.0,USP28
CDH6,5.0,CDH6
SZT2,19.0,SZT2
BMPER,28.0,BMPER
KCNH4,2.0,KCNH4
PTBP3,8.0,PTBP3
AC011476.11,4.0,AC011476.11
SDHB,8.0,SDHB
ANKZF1,26.0,ANKZF1
PLA2G12A,4.0,PLA2G12A
MADCAM1,10.0,MADCAM1
WDR70,7.0,WDR70
OR6Y1,3.0,OR6Y1
S1PR1,6.0,S1PR1
NR2F6,2.0,NR2F6
PLPP6,1.0,PLPP6
NPIPB3,14.0,NPIPB3
LIPM,2.0,LIPM
SIMC1,11.0,SIMC1
PSENEN,3.0,PSENEN
SLC5A5,2.0,SLC5A5
C4orf33,6.0,C4orf33
BICC1,3.0,BICC1
SENP3,10.0,SENP3
C1QL3,2.0,C1QL3
NXPE3,7.0,NXPE3
FGF5,5.0,FGF5
FARSB,2.0,FARSB
PLEC,15.0,PLEC
PTGES3L,6.0,PTGES3L
AAGAB,7.0,AAGAB
SRCAP,5.0,SRCAP
GDPD2,5.0,GDPD2
QPCTL,4.0,QPCTL
POLI,16.0,POLI
EEA1,5.0,EEA1
MUC5B,5.0,MUC5B
MED27,7.0,MED27
SCN11A,5.0,SCN11A
CMA1,2.0,CMA1
LARP4B,12.0,LARP4B
SHARPIN,10.0,SHARPIN
ODR4,5.0,ODR4
ATP6V1B1,7.0,ATP6V1B1
SLC35A3,24.0,SLC35A3
ACAD8,17.0,ACAD8
PPP1R3F,6.0,PPP1R3F
AADACL4,1.0,AADACL4
TRIM34,4.0,TRIM34
TGFBI,15.0,TGFBI
AQP6,5.0,AQP6
TEX51,11.0,TEX51
KYNU,9.0,KYNU
METTL3,14.0,METTL3
NFKBIZ,11.0,NFKBIZ
CP,15.0,CP
SFRP1,2.0,SFRP1
FDXACB1,3.0,FDXACB1
SLC29A4,6.0,SLC29A4
MKS1,13.0,MKS1
DMRT1,3.0,DMRT1
UVRAG,9.0,UVRAG
SRGAP2C,5.0,SRGAP2C
SUSD6,3.0,SUSD6
DHRS4L2,11.0,DHRS4L2
AC270289.2,2.0,AC270289.2
FASTKD3,8.0,FASTKD3
SPATA31A7,9.0,SPATA31A7
SLC22A3,1.0,SLC22A3
FAM161A,7.0,FAM161A
ZNF436,2.0,ZNF436
GTF2H3,14.0,GTF2H3
SCAND1,3.0,SCAND1
CXorf56,4.0,CXorf56
TRIM3,15.0,TRIM3
GPR173,2.0,GPR173
ASF1A,2.0,ASF1A
ZNF609,4.0,ZNF609
PARP3,9.0,PARP3
PPP1R11,6.0,PPP1R11
CFAP52,10.0,CFAP52
HABP4,3.0,HABP4
DGKA,49.0,DGKA
C1QTNF1,12.0,C1QTNF1
GAS2L3,9.0,GAS2L3
ELP1,4.0,ELP1
GLB1,19.0,GLB1
OR13J1,1.0,OR13J1
NWD1,7.0,NWD1
CT45A9,2.0,CT45A9
GIMAP1,2.0,GIMAP1
DMRTC1,4.0,DMRTC1
OR1S1,2.0,OR1S1
ADNP,8.0,ADNP
HOXD13,1.0,HOXD13
BCAS4,6.0,BCAS4
ZFP14,2.0,ZFP14
CHL1,16.0,CHL1
AC007325.4,1.0,AC007325.4
DKK4,1.0,DKK4
EED,11.0,EED
RRN3,6.0,RRN3
ERN1,8.0,ERN1
TMPRSS9,7.0,TMPRSS9
DIPK1B,2.0,DIPK1B
KIAA1671,6.0,KIAA1671
ZNF136,7.0,ZNF136
STH,1.0,STH
DSN1,10.0,DSN1
TTC31,13.0,TTC31
GPR15,1.0,GPR15
CHMP1B,2.0,CHMP1B
CYP2R1,10.0,CYP2R1
DDIAS,12.0,DDIAS
ANKRD37,6.0,ANKRD37
VIPR1,17.0,VIPR1
ZNF589,7.0,ZNF589
URGCP,13.0,URGCP
SPATA1,6.0,SPATA1
COL6A3,14.0,COL6A3
COX7C,7.0,COX7C
USP30,10.0,USP30
CYP27A1,5.0,CYP27A1
OR2J3,1.6,OR2J3
DEFB1,1.0,DEFB1
GSTA1,3.0,GSTA1
ABRACL,2.0,ABRACL
MYOZ3,9.0,MYOZ3
TMEM102,2.0,TMEM102
SSU72P5,1.0,SSU72P5
NAAA,9.0,NAAA
SUFU,4.0,SUFU
KRT76,1.0,KRT76
TREML2,1.0,TREML2
SHISAL2B,5.0,SHISAL2B
GALR1,2.0,GALR1
KCNA4,2.0,KCNA4
MAGEB2,1.0,MAGEB2
ST20,3.0,ST20
PDZD11,4.0,PDZD11
GUCA1A,3.0,GUCA1A
PSG1,11.0,PSG1
OR8A1,4.0,OR8A1
OR2V2,3.0,OR2V2
RPL18,16.0,RPL18
TNFRSF11B,3.0,TNFRSF11B
PRKCQ,4.0,PRKCQ
OR12D3,1.9090909090909087,OR12D3
CXorf51A,1.0,CXorf51A
KRIT1,24.0,KRIT1
LCE3B,1.0,LCE3B
ACSM5,7.0,ACSM5
NPRL3,14.0,NPRL3
MTIF3,12.0,MTIF3
OLFM1,12.0,OLFM1
IL22RA1,1.0,IL22RA1
THBS3,11.0,THBS3
SERF2,17.0,SERF2
LATS1,7.0,LATS1
JUNB,1.0,JUNB
AFAP1L2,6.0,AFAP1L2
AC026464.3,1.0,AC026464.3
MIEF2,9.0,MIEF2
NXPE4,2.0,NXPE4
CTNS,10.0,CTNS
TMEM230,11.0,TMEM230
HYLS1,3.0,HYLS1
DYRK3,6.0,DYRK3
ACAD11,10.0,ACAD11
CCDC173,3.0,CCDC173
PIP4P2,6.0,PIP4P2
SLC25A4,2.0,SLC25A4
C7orf31,5.0,C7orf31
TLR3,5.0,TLR3
GGH,8.0,GGH
C14orf119,2.0,C14orf119
ANKRD12,9.0,ANKRD12
AC058822.1,1.0,AC058822.1
AL032819.3,1.0,AL032819.3
RBL2,8.0,RBL2
NSMCE3,1.0,NSMCE3
SNX31,7.0,SNX31
STK32C,6.0,STK32C
LYRM1,11.0,LYRM1
CENPX,11.0,CENPX
AC003002.3,3.0,AC003002.3
TTC26,10.0,TTC26
AC067752.1,6.0,AC067752.1
ARHGAP44,12.0,ARHGAP44
ZNF708,4.0,ZNF708
AC037482.3,1.0,AC037482.3
KISS1R,3.0,KISS1R
STK11IP,14.0,STK11IP
RELA,27.0,RELA
ATOH7,1.0,ATOH7
WASF2,2.0,WASF2
AC099811.2,3.0,AC099811.2
YPEL1,3.0,YPEL1
MDGA1,11.0,MDGA1
ALDH3A1,17.0,ALDH3A1
GABRE,12.0,GABRE
PUS7,6.0,PUS7
AC256203.1,2.0,AC256203.1
HOXA1,2.0,HOXA1
NARS,12.0,NARS
TPD52L2,10.0,TPD52L2
CCL22,1.0,CCL22
UGGT2,13.0,UGGT2
SNAPC2,6.0,SNAPC2
MARCH7,9.0,MARCH7
TSPAN13,2.0,TSPAN13
GRN,22.0,GRN
RHPN2,7.0,RHPN2
DYRK2,6.0,DYRK2
DEFB135,1.0,DEFB135
KLHDC3,3.0,KLHDC3
IRAK4,14.0,IRAK4
CERS5,28.0,CERS5
ACAT2,3.0,ACAT2
LMTK2,2.0,LMTK2
MTPAP,5.0,MTPAP
CNTD2,5.0,CNTD2
HDGFL1,1.0,HDGFL1
SLFN13,11.0,SLFN13
KRT83,1.0,KRT83
TPGS2,21.0,TPGS2
PLSCR2,7.0,PLSCR2
AC119676.1,1.0,AC119676.1
ETV3,3.0,ETV3
TCAF2C,1.0,TCAF2C
TJP3,9.0,TJP3
ZC3H12C,3.0,ZC3H12C
F12,6.0,F12
LRTOMT,25.0,LRTOMT
YIPF1,7.0,YIPF1
HIST1H2BF,1.0,HIST1H2BF
ZNF485,4.0,ZNF485
TMSB4Y,1.0,TMSB4Y
AL365214.3,4.0,AL365214.3
EPDR1,4.0,EPDR1
CASTOR3,13.0,CASTOR3
SCAP,16.0,SCAP
CLMN,9.0,CLMN
C9orf24,7.0,C9orf24
PRADC1,3.0,PRADC1
CIB3,4.0,CIB3
DDX47,12.0,DDX47
KCTD18,5.0,KCTD18
TRIM23,7.0,TRIM23
PRAF2,3.0,PRAF2
STIMATE-MUSTN1,3.0,STIMATE-MUSTN1
FAM98B,4.0,FAM98B
LSM1,5.0,LSM1
GPBP1,9.0,GPBP1
USP46,9.0,USP46
CSF1,9.0,CSF1
TMEM63C,8.0,TMEM63C
AC243837.3,2.0,AC243837.3
GYG1,14.0,GYG1
IL17RD,8.0,IL17RD
GPR50,1.0,GPR50
CTSA,20.0,CTSA
HEATR4,7.0,HEATR4
ANGEL1,6.0,ANGEL1
KLHL10,4.0,KLHL10
TMLHE,6.0,TMLHE
ADPRHL2,1.0,ADPRHL2
FAM170A,7.0,FAM170A
GPR31,1.0,GPR31
SAA4,1.0,SAA4
BANF1,8.0,BANF1
STK40,8.0,STK40
FKBP5,4.0,FKBP5
GFER,5.0,GFER
DPPA3,1.0,DPPA3
CRACR2A,6.0,CRACR2A
DEFB4B,1.0,DEFB4B
CIDEB,6.0,CIDEB
AC068631.2,1.0,AC068631.2
MEP1A,2.0,MEP1A
TRUB2,3.0,TRUB2
LRFN2,1.0,LRFN2
TXNDC12,5.0,TXNDC12
ANKRD30B,5.0,ANKRD30B
MEGF9,1.0,MEGF9
NDUFAF3,6.0,NDUFAF3
IKBKE,6.0,IKBKE
SYNRG,15.529411764705882,SYNRG
PMVK,1.0,PMVK
AC136616.2,2.0,AC136616.2
RAB41,3.0,RAB41
IGSF23,4.0,IGSF23
P2RX2,8.0,P2RX2
TAS2R31,1.0,TAS2R31
TBX19,4.0,TBX19
ZRANB2,7.0,ZRANB2
TKT,14.0,TKT
ASB10,4.0,ASB10
RAB17,11.0,RAB17
CCDC166,1.0,CCDC166
SH2D5,7.0,SH2D5
DDX20,5.0,DDX20
UBXN1,18.0,UBXN1
ANTXR2,9.0,ANTXR2
PPP4R1,29.0,PPP4R1
PCBP3,21.0,PCBP3
KHNYN,6.0,KHNYN
ETV4,11.0,ETV4
KATNAL1,5.0,KATNAL1
HERC2,6.666666666666668,HERC2
ZBTB2,1.0,ZBTB2
LCE2A,1.0,LCE2A
OR51E1,2.0,OR51E1
EBF2,4.0,EBF2
PCBP4,18.0,PCBP4
SYTL3,5.0,SYTL3
ZBTB5,1.0,ZBTB5
SNRPB,3.0,SNRPB
CD14,5.0,CD14
ASPHD1,6.0,ASPHD1
FAM78B,5.0,FAM78B
ATP13A2,15.0,ATP13A2
HOXA6,2.0,HOXA6
UBE2K,7.0,UBE2K
PCDHGB7,2.0,PCDHGB7
FRG2,2.0,FRG2
TEX11,4.0,TEX11
TATDN3,17.0,TATDN3
SULT1C3,1.0,SULT1C3
CSDE1,18.0,CSDE1
C18orf54,7.0,C18orf54
NOS2,3.0,NOS2
SLITRK6,3.0,SLITRK6
GLRA4,4.0,GLRA4
MIER2,7.0,MIER2
DMKN,68.0,DMKN
ARFGAP2,30.0,ARFGAP2
SEMA6D,17.0,SEMA6D
TAAR2,2.0,TAAR2
FOXJ2,3.0,FOXJ2
C12orf10,10.0,C12orf10
OPN1SW,1.0,OPN1SW
ORC4,16.0,ORC4
PDSS2,3.0,PDSS2
NKX2-8,1.0,NKX2-8
MAGEB10,2.0,MAGEB10
ZNF845,2.0,ZNF845
ACSL3,11.0,ACSL3
DHX16,4.0,DHX16
CACHD1,6.0,CACHD1
