Genes,Amino_Acid_Length,Norm_Symbol
ZNF548,153.0909090909091,ZNF548
DNAJC16,532.3333333333334,DNAJC16
TXNDC16,317.0,TXNDC16
ARID1A,1186.0,ARID1A
LCE5A,118.0,LCE5A
C4orf54,1793.0,C4orf54
ZNF749,422.0,ZNF749
CRCT1,99.0,CRCT1
TRAPPC2B,140.0,TRAPPC2B
LCE3E,92.0,LCE3E
FES,441.0,FES
DAPP1,271.5,DAPP1
LCE3D,92.0,LCE3D
ZNF772,258.0,ZNF772
AFF1,604.875,AFF1
MAP3K14,734.75,MAP3K14
LCE3C,94.0,LCE3C
LCE3B,95.0,LCE3B
TMCO4,607.0,TMCO4
LIPN,398.0,LIPN
LCE3A,89.0,LCE3A
GU182359.1,348.0,GU182359.1
LCE2D,110.0,LCE2D
DEFB103A,67.0,DEFB103A
LCE2C,110.0,LCE2C
ZNF99,950.5,ZNF99
ILDR2,498.0,ILDR2
PCSK4,434.0,PCSK4
REEP6,157.66666666666666,REEP6
THEM5,183.0,THEM5
RPL19,194.25,RPL19
SLC47A2,441.0,SLC47A2
CDKN2D,166.0,CDKN2D
FAM24B,94.0,FAM24B
ALDH9A1,518.0,ALDH9A1
GJB6,213.66666666666663,GJB6
TMEM213,100.25,TMEM213
AREG,263.0,AREG
PBX1,248.0,PBX1
OPA1,620.1481481481483,OPA1
FP565260.1,499.0,FP565260.1
DMGDH,297.1666666666667,DMGDH
CCDC190,270.3333333333333,CCDC190
PLEKHO1,317.5,PLEKHO1
SRRM5,715.0,SRRM5
TERF2,200.6,TERF2
DIABLO,128.5,DIABLO
AC048338.1,538.0,AC048338.1
CCHCR1,354.1428571428572,CCHCR1
GU182355.3,348.0,GU182355.3
ANO2,658.0,ANO2
AC073612.1,84.0,AC073612.1
TLR9,1032.0,TLR9
C2orf83,123.0,C2orf83
SAMHD1,298.9473684210526,SAMHD1
ATP2A2,518.6666666666666,ATP2A2
PDE4DIP,712.5185185185185,PDE4DIP
AC126283.2,631.0,AC126283.2
AKR7A3,331.0,AKR7A3
HS2ST1,232.0,HS2ST1
KIF18B,842.3333333333335,KIF18B
HKDC1,917.0,HKDC1
MORF4L1,211.46153846153842,MORF4L1
MTERF4,239.41666666666663,MTERF4
CAPN15,383.6,CAPN15
FOXN2,339.0,FOXN2
ZSCAN31,197.7647058823529,ZSCAN31
TRAPPC6B,98.0,TRAPPC6B
FAM124B,333.0,FAM124B
SLC38A8,247.66666666666663,SLC38A8
SREBF2,684.0,SREBF2
PDCD11,1260.3333333333333,PDCD11
UROD,281.4,UROD
BHLHE23,233.0,BHLHE23
CKB,153.28571428571428,CKB
NUP37,188.4,NUP37
EBI3,229.0,EBI3
UGT1A10,485.5,UGT1A10
SEC24D,405.1428571428572,SEC24D
UBE2Z,146.66666666666666,UBE2Z
CLCA2,943.0,CLCA2
PHIP,1821.0,PHIP
MS4A4A,140.66666666666666,MS4A4A
LRRC46,128.25,LRRC46
CSF2,144.0,CSF2
STK19,278.8636363636364,STK19
THAP1,128.0,THAP1
AL590132.1,407.5,AL590132.1
SCRN2,253.0,SCRN2
ADAMTS16,897.0,ADAMTS16
CRISP2,254.66666666666663,CRISP2
OTUD1,481.0,OTUD1
ZNF212,171.6,ZNF212
TEX10,671.0,TEX10
TC2N,427.6,TC2N
TTC8,363.06666666666666,TTC8
ZNF18,395.1428571428572,ZNF18
METTL14,173.4,METTL14
CEP126,543.3333333333334,CEP126
IL3,152.0,IL3
TMEM256,69.5,TMEM256
OSGIN1,317.3333333333333,OSGIN1
TMEM256-PLSCR3,51.25,TMEM256-PLSCR3
CCL1,96.0,CCL1
TTPA,278.0,TTPA
MLYCD,493.0,MLYCD
ACTR1B,376.0,ACTR1B
HMGCLL1,209.0,HMGCLL1
UQCRC2,228.375,UQCRC2
DENND1A,623.25,DENND1A
NUP62CL,147.5,NUP62CL
MRPL1,278.0,MRPL1
ARMCX6,300.0,ARMCX6
RASSF6,333.5,RASSF6
NME3,97.4,NME3
SEMA3E,586.8,SEMA3E
MYO1B,553.6,MYO1B
CCL13,80.5,CCL13
FAM69C,269.5,FAM69C
GUCA1C,188.66666666666663,GUCA1C
TMCC1,309.42857142857144,TMCC1
PLSCR3,210.54545454545453,PLSCR3
CCL8,99.0,CCL8
FTL,175.0,FTL
JDP2,159.2,JDP2
STK40,431.75,STK40
DCT,434.66666666666674,DCT
CDKL4,219.0,CDKL4
KRAS,123.75,KRAS
DNAH9,1489.571428571429,DNAH9
CD40,197.5,CD40
XPO6,297.3636363636364,XPO6
GGH,318.0,GGH
MINDY4,757.0,MINDY4
PRSS50,385.0,PRSS50
LASP1,165.71428571428572,LASP1
RNF208,261.0,RNF208
INMT,262.5,INMT
SYNCRIP,458.5,SYNCRIP
AC004691.2,449.0,AC004691.2
NODAL,319.5,NODAL
TNFSF8,199.0,TNFSF8
KCTD16,428.0,KCTD16
ZNF567,430.83333333333326,ZNF567
KLHL24,233.0909090909091,KLHL24
BDP1,1164.75,BDP1
PPP4R3A,459.33333333333326,PPP4R3A
DIDO1,1128.4285714285713,DIDO1
HSBP1,72.66666666666667,HSBP1
AC002310.4,93.0,AC002310.4
ZNF764,407.5,ZNF764
NDUFB4,93.4,NDUFB4
NKX6-3,200.0,NKX6-3
PLXND1,478.66666666666674,PLXND1
NIPAL2,375.5,NIPAL2
MARK3,540.9166666666666,MARK3
PRPSAP1,207.83333333333331,PRPSAP1
PRR32,298.0,PRR32
FMNL2,776.5,FMNL2
EIF4EBP2,120.0,EIF4EBP2
FIBCD1,364.8,FIBCD1
C18orf63,685.0,C18orf63
NHLRC2,726.0,NHLRC2
TOM1,232.28571428571428,TOM1
GTF2H2C_2,211.4,GTF2H2C_2
C13orf42,325.0,C13orf42
IL17B,180.0,IL17B
MFSD2A,428.25,MFSD2A
CYR61,381.0,CYR61
NDUFS6,148.0,NDUFS6
NUTF2,122.0,NUTF2
ANGPT2,473.5,ANGPT2
NIPA2,303.5,NIPA2
WDR63,535.8333333333334,WDR63
SH3RF1,342.25,SH3RF1
CLDN4,209.0,CLDN4
GK,237.5,GK
COL19A1,412.66666666666674,COL19A1
LPCAT1,456.0,LPCAT1
B9D1,143.64705882352942,B9D1
FGGY,323.46153846153845,FGGY
LDLR,698.1111111111112,LDLR
ASTE1,272.0,ASTE1
RGPD3,1759.0,RGPD3
ISX,245.0,ISX
KCNT1,862.0666666666667,KCNT1
OR4D5,318.0,OR4D5
OR6T1,323.0,OR6T1
C3orf38,234.5,C3orf38
OR10S1,326.5,OR10S1
METTL27,167.5,METTL27
ZNF654,854.5,ZNF654
C17orf99,201.66666666666663,C17orf99
YPEL5,121.0,YPEL5
PIP4K2B,243.5,PIP4K2B
OR10G6,332.0,OR10G6
HNMT,162.4,HNMT
CGGBP1,154.8,CGGBP1
OR10G4,311.0,OR10G4
OR10G9,311.0,OR10G9
OR10G8,311.0,OR10G8
PSMA2,94.8,PSMA2
LMBRD1,317.1481481481481,LMBRD1
FAM25A,89.0,FAM25A
OR10G7,311.0,OR10G7
LTB,225.44444444444446,LTB
IL36G,113.66666666666669,IL36G
SYNGR2,172.0,SYNGR2
EXD1,380.33333333333326,EXD1
TMEM270,162.5,TMEM270
SYNC,279.25,SYNC
TNFAIP2,268.5,TNFAIP2
SNCG,126.5,SNCG
FGD4,443.9090909090909,FGD4
SMN2,239.07142857142856,SMN2
GARS,243.5,GARS
CHCHD4,148.5,CHCHD4
CCDC83,391.66666666666674,CCDC83
SBSN,328.6666666666667,SBSN
ADIRF,63.33333333333334,ADIRF
ENC1,389.33333333333326,ENC1
MRPL32,112.33333333333331,MRPL32
THAP10,192.0,THAP10
ATE1,444.1428571428572,ATE1
MMRN2,336.0,MMRN2
AC010132.3,141.0,AC010132.3
TMEM191C,197.5,TMEM191C
LRRC49,231.73684210526315,LRRC49
ACCS,239.0,ACCS
AC005154.5,103.0,AC005154.5
C7orf25,343.83333333333326,C7orf25
YBX3,255.66666666666663,YBX3
HIST1H2BO,126.0,HIST1H2BO
RBM6,436.5,RBM6
GGCT,118.625,GGCT
LRRFIP2,283.90909090909093,LRRFIP2
GFM2,525.3333333333334,GFM2
GRM1,1021.6,GRM1
SLC15A5,579.0,SLC15A5
MCF2L2,669.5,MCF2L2
RPS8,198.0,RPS8
ETNPPL,266.875,ETNPPL
VKORC1,127.0,VKORC1
CASP7,294.2,CASP7
SLC39A6,554.0,SLC39A6
MIPOL1,333.0,MIPOL1
CR2,783.75,CR2
PRSS53,553.0,PRSS53
EIF3J,178.8,EIF3J
IPCEF1,274.125,IPCEF1
PARD6G,181.33333333333331,PARD6G
ZNF646,988.75,ZNF646
MAP3K9,975.3333333333335,MAP3K9
AC135050.2,130.33333333333334,AC135050.2
AL365214.3,77.66666666666667,AL365214.3
CCNI,144.0,CCNI
LST1,55.31012658227848,LST1
DLST,143.33333333333334,DLST
TUBA3D,450.0,TUBA3D
CCKAR,428.0,CCKAR
SPC24,168.14285714285714,SPC24
IL36A,158.0,IL36A
MZT2A,149.0,MZT2A
C8orf44,134.33333333333334,C8orf44
FOXL2,376.0,FOXL2
ARHGAP31,804.5,ARHGAP31
OR2H1,316.0,OR2H1
CRAT,171.0,CRAT
SGK3,329.1818181818182,SGK3
ZNF613,322.8,ZNF613
BMP15,392.0,BMP15
TSTA3,181.1875,TSTA3
HERC2,1131.0,HERC2
ZNF771,187.0,ZNF771
MESP1,268.0,MESP1
NR3C1,529.3846153846154,NR3C1
CR1,1701.2857142857142,CR1
DCTPP1,77.6,DCTPP1
B3GNT5,221.16666666666663,B3GNT5
CACNA2D1,695.75,CACNA2D1
ZNF350,175.2,ZNF350
NSA2,182.33333333333331,NSA2
FAM153C,131.66666666666666,FAM153C
IL36B,160.5,IL36B
CCNG2,299.2,CCNG2
APIP,218.5,APIP
OR2B2,357.0,OR2B2
AGO4,861.0,AGO4
HEXB,224.33333333333331,HEXB
BOK,212.0,BOK
ADGRL3,1360.6,ADGRL3
MESP2,248.0,MESP2
RAB32,225.0,RAB32
NPIPB4,204.25,NPIPB4
ZFP90,177.4375,ZFP90
DMRTA2,542.0,DMRTA2
IL36RN,119.75,IL36RN
LACRT,116.66666666666669,LACRT
SYDE2,1194.0,SYDE2
TMEM260,227.11111111111111,TMEM260
VCPKMT,189.0,VCPKMT
C1orf52,174.5,C1orf52
PDHX,297.1666666666667,PDHX
RALB,136.28571428571428,RALB
HSD17B14,199.5,HSD17B14
PISD,229.4,PISD
CMA1,191.5,CMA1
FAM120C,743.0,FAM120C
FAF1,534.6666666666666,FAF1
ADAM18,362.6,ADAM18
WDR89,346.75,WDR89
ZNF615,440.5384615384616,ZNF615
PIEZO2,1309.6,PIEZO2
APOM,144.33333333333334,APOM
PCF11,726.8,PCF11
SGPP1,441.0,SGPP1
LIPH,214.6,LIPH
DCD,102.66666666666669,DCD
OPRM1,369.0,OPRM1
CTSG,255.0,CTSG
PAEP,141.55555555555554,PAEP
SUSD2,822.0,SUSD2
HACE1,330.4444444444445,HACE1
AC104452.1,244.8,AC104452.1
NCR3,171.0,NCR3
PPA1,215.0,PPA1
MGST1,105.8,MGST1
FAM169A,288.14285714285717,FAM169A
DDX21,749.0,DDX21
GZMB,144.11111111111111,GZMB
MUCL1,85.0,MUCL1
LMO1,152.0,LMO1
LARP6,173.25,LARP6
BAG6,436.98795180722885,BAG6
FBXO15,114.2,FBXO15
CIZ1,718.0,CIZ1
RPS6KB1,314.85714285714283,RPS6KB1
IL27,133.0,IL27
PLEKHA4,270.42857142857144,PLEKHA4
PCGF1,259.0,PCGF1
HIPK4,616.0,HIPK4
DRG1,147.0,DRG1
UCP3,227.66666666666663,UCP3
MYCL,273.5,MYCL
OR2B6,313.0,OR2B6
EIF5,207.7,EIF5
PLD3,225.8125,PLD3
GZMH,173.66666666666663,GZMH
LMO3,111.96551724137932,LMO3
ANKRD42,323.75,ANKRD42
STMN4,210.66666666666663,STMN4
VWA5A,566.6,VWA5A
ARHGAP32,1337.4,ARHGAP32
MDK,129.0,MDK
BTK,600.75,BTK
RPS6KL1,262.4,RPS6KL1
ANKRD28,748.2,ANKRD28
PDE6C,858.0,PDE6C
ZFP14,307.0,ZFP14
NUDT10,164.0,NUDT10
SMC5,1101.0,SMC5
VCY,125.0,VCY
TMEM39A,163.25,TMEM39A
ST8SIA2,353.66666666666674,ST8SIA2
SFI1,646.5833333333334,SFI1
ZFP82,290.5,ZFP82
VCY1B,125.0,VCY1B
CXorf67,503.0,CXorf67
EXT2,512.6666666666666,EXT2
AFP,615.5,AFP
SHISA6,429.25,SHISA6
ATG4B,187.6923076923077,ATG4B
ESRRA,289.5,ESRRA
SOS2,780.0,SOS2
CCDC90B,123.33333333333331,CCDC90B
RNFT1,229.2,RNFT1
CHP1,124.0,CHP1
KDM8,243.83333333333331,KDM8
N4BP3,544.0,N4BP3
UBALD2,110.66666666666669,UBALD2
HOOK1,432.5,HOOK1
NUPR1,75.0,NUPR1
AC092073.1,170.5,AC092073.1
RTN2,371.66666666666674,RTN2
CR1L,478.5,CR1L
GPI,237.14814814814812,GPI
ZNF804A,1166.5,ZNF804A
TUBA1B,158.5,TUBA1B
XRCC6,585.5,XRCC6
NUDT11,164.0,NUDT11
TRMT112,99.0,TRMT112
CENPVL3,287.0,CENPVL3
CENPVL2,272.0,CENPVL2
AC005702.1,54.0,AC005702.1
HELT,270.0,HELT
FOXL2NB,108.0,FOXL2NB
TMEM184B,230.16666666666663,TMEM184B
PPP1R15A,466.0,PPP1R15A
NDST3,873.0,NDST3
PPT2,226.12222222222226,PPT2
RPL21,129.71428571428572,RPL21
IMPA1,193.63636363636363,IMPA1
CD46,342.8181818181818,CD46
TMEM145,353.0,TMEM145
TESPA1,219.6923076923077,TESPA1
ZGPAT,443.83333333333326,ZGPAT
TK1,191.0,TK1
OOSP3,193.0,OOSP3
CWC25,124.6,CWC25
GAPDHS,210.33333333333331,GAPDHS
AL354761.1,181.0,AL354761.1
CENPVL1,272.0,CENPVL1
PCNX1,1238.6,PCNX1
GLT6D1,291.5,GLT6D1
RHOH,153.14285714285714,RHOH
THAP11,314.0,THAP11
PDIA6,400.71428571428567,PDIA6
BCL10,192.0,BCL10
AGO1,590.6666666666666,AGO1
COL9A3,519.6666666666666,COL9A3
CENPT,192.78571428571428,CENPT
PPM1N,193.375,PPM1N
SPOPL,218.0,SPOPL
C19orf47,206.625,C19orf47
FRA10AC1,315.0,FRA10AC1
TMEM147,153.5,TMEM147
DDAH1,208.5,DDAH1
AOX1,468.0,AOX1
CXCL13,109.0,CXCL13
LILRA5,280.25,LILRA5
ANPEP,263.6,ANPEP
FBXW9,369.33333333333326,FBXW9
MARCH6,556.5,MARCH6
TLX2,259.5,TLX2
WNK3,1461.4,WNK3
LILRA4,422.66666666666674,LILRA4
SOS1,1021.5,SOS1
GLRA1,314.3333333333333,GLRA1
AL121845.3,292.0,AL121845.3
PTGES3L,146.25,PTGES3L
CDKN2C,168.0,CDKN2C
GNG14,88.0,GNG14
RTEL1-TNFRSF6B,785.0,RTEL1-TNFRSF6B
ADGB,402.2,ADGB
NPM1,213.66666666666663,NPM1
ABL1,781.0,ABL1
CREBBP,945.0,CREBBP
PGF,177.25,PGF
GRPEL2,158.33333333333334,GRPEL2
ARHGAP29,896.3333333333335,ARHGAP29
MYH11,1958.5,MYH11
MROH1,1190.2,MROH1
ZBTB46,589.0,ZBTB46
PPT2-EGFL8,216.63636363636363,PPT2-EGFL8
CDK5RAP1,490.2,CDK5RAP1
IL1F10,152.0,IL1F10
TULP2,245.4,TULP2
TNFRSF6B,300.0,TNFRSF6B
AARSD1,151.16666666666666,AARSD1
ZNF566,290.85714285714283,ZNF566
NOC2L,749.0,NOC2L
LIME1,195.16666666666663,LIME1
FOXA1,254.0,FOXA1
ZNF623,509.33333333333326,ZNF623
NSMCE4A,350.5,NSMCE4A
TTC6,579.375,TTC6
AUH,324.5,AUH
ZNF614,225.5,ZNF614
GSPT2,628.0,GSPT2
MUM1,340.5,MUM1
ZNF383,324.0,ZNF383
LCN9,176.0,LCN9
CYP2J2,335.75,CYP2J2
EIF4ENIF1,487.66666666666674,EIF4ENIF1
AC023509.3,463.0,AC023509.3
C1orf185,163.0,C1orf185
SERF1B,73.76190476190476,SERF1B
NPFF,113.0,NPFF
TIMM21,182.33333333333331,TIMM21
ARFRP1,165.75,ARFRP1
SOHLH1,357.5,SOHLH1
TGM4,387.5,TGM4
ATF7,251.75,ATF7
NFIL3,462.0,NFIL3
RNF11,154.0,RNF11
SAMD11,477.0,SAMD11
ABCD3,354.0,ABCD3
TCFL5,491.5,TCFL5
AC012309.1,108.0,AC012309.1
CTDSP2,149.5,CTDSP2
NPFFR1,430.0,NPFFR1
DGKD,553.1666666666666,DGKD
ZNF420,217.625,ZNF420
ANKRD30A,1384.75,ANKRD30A
RAMP3,149.0,RAMP3
EIF2B2,207.0,EIF2B2
RMND5B,202.875,RMND5B
THAP4,275.75,THAP4
PTGES3L-AARSD1,366.57142857142856,PTGES3L-AARSD1
LGALS9B,199.25,LGALS9B
PDCD2L,207.0,PDCD2L
ATP6V1C2,398.25,ATP6V1C2
MRPL36,89.4,MRPL36
OOSP1,192.0,OOSP1
ACTG1,291.46153846153845,ACTG1
ZNF260,412.0,ZNF260
OOSP4A,184.0,OOSP4A
ZNF585B,251.5,ZNF585B
AFM,599.0,AFM
RHO,348.0,RHO
UNC5D,859.6666666666665,UNC5D
ZNF841,651.6,ZNF841
ZNF382,376.4285714285714,ZNF382
CTAGE9,777.0,CTAGE9
SEPHS2,448.0,SEPHS2
OR2A4,310.0,OR2A4
HNRNPDL,318.5,HNRNPDL
CNOT6L,381.5,CNOT6L
MLIP,368.0,MLIP
H1FOO,276.5,H1FOO
ENPP3,503.8,ENPP3
ZNF432,287.3333333333333,ZNF432
CFAP126,177.0,CFAP126
RAC3,152.66666666666666,RAC3
HLA-DPB1,237.80645161290326,HLA-DPB1
MTERF2,242.0,MTERF2
PHETA1,190.2,PHETA1
TAF13,124.0,TAF13
PYCR2,225.8,PYCR2
SUSD1,543.0,SUSD1
TMEM263,107.42857142857143,TMEM263
ARL4C,196.5,ARL4C
RBP5,100.33333333333331,RBP5
HEBP1,147.75,HEBP1
SNRPA,175.28571428571428,SNRPA
HIST2H3C,136.0,HIST2H3C
HIST2H4A,103.0,HIST2H4A
GPRC5D,255.0,GPRC5D
TMEM132A,415.16666666666674,TMEM132A
KLHL18,210.75,KLHL18
TMEM109,243.0,TMEM109
C19orf54,124.22222222222223,C19orf54
TUBGCP6,1019.25,TUBGCP6
GU182357.3,375.0,GU182357.3
TMEM63A,335.6666666666667,TMEM63A
MYL2,159.0,MYL2
FCGR1A,307.0,FCGR1A
KIR2DL2,341.84210526315786,KIR2DL2
PROSER3,208.0,PROSER3
AC104151.1,53.0,AC104151.1
MPND,380.5,MPND
BSG,175.27272727272728,BSG
C1orf159,158.84615384615384,C1orf159
CEP120,573.875,CEP120
AC142391.1,205.0,AC142391.1
KIF21A,1077.9,KIF21A
TMEM272,95.66666666666669,TMEM272
CAPZB,274.0,CAPZB
ABO,364.0,ABO
CAPS2,244.0,CAPS2
AL162377.3,56.0,AL162377.3
BAZ1A,717.0,BAZ1A
SRP9,76.4,SRP9
HLA-DOA,168.0,HLA-DOA
FETUB,248.57142857142856,FETUB
SND1,570.5,SND1
LHFPL2,228.0,LHFPL2
WDFY2,231.0,WDFY2
DEFB4B,64.0,DEFB4B
LRRC4,218.75,LRRC4
ZNRD1,126.0,ZNRD1
ATG12,78.33333333333333,ATG12
KIAA2012,986.6666666666665,KIAA2012
ZFP69B,399.66666666666674,ZFP69B
ZNF583,351.0,ZNF583
AP3S1,172.33333333333337,AP3S1
TMBIM6,136.95454545454547,TMBIM6
HTR3D,342.5,HTR3D
MED22,149.625,MED22
AP000349.,249.0,AP000349.
AC012314.4,166.5,AC012314.4
GIPC2,315.0,GIPC2
JOSD2,170.75,JOSD2
DLK1,261.8,DLK1
AC020909.1,397.0,AC020909.1
CAMKK2,463.3076923076923,CAMKK2
CCDC28A,244.0,CCDC28A
GVQW2,108.0,GVQW2
HEBP2,123.25,HEBP2
PCYT1A,220.8181818181818,PCYT1A
TCTEX1D2,106.33333333333331,TCTEX1D2
C12orf43,211.0,C12orf43
CENPBD1,187.0,CENPBD1
CD5,330.0,CD5
UNC119B,251.0,UNC119B
STK17B,177.2,STK17B
SIN3B,734.8,SIN3B
POP5,138.0,POP5
SLC9A3R2,237.14285714285717,SLC9A3R2
FAM13A,454.75,FAM13A
OR2T27,317.0,OR2T27
SATL1,641.2,SATL1
OR2W3,314.0,OR2W3
SLC6A12,447.16666666666674,SLC6A12
OR14K1,314.0,OR14K1
OR2B11,317.0,OR2B11
ZNF605,656.5,ZNF605
CKS1B,69.66666666666667,CKS1B
GPR1,213.6,GPR1
KLHDC9,318.5,KLHDC9
KLF18,1052.0,KLF18
RDH16,317.0,RDH16
POLE,1031.8,POLE
HSD17B6,249.7142857142857,HSD17B6
MC1R,338.6666666666667,MC1R
LRCOL1,101.25,LRCOL1
B3GNT10,209.5,B3GNT10
AHDC1,1603.0,AHDC1
DPP9,256.0555555555556,DPP9
RNASEL,696.5,RNASEL
RGS7,436.6,RGS7
GPR3,330.0,GPR3
PRKAB1,137.0,PRKAB1
MTO1,311.8333333333333,MTO1
FOXJ2,550.0,FOXJ2
FOXC1,553.0,FOXC1
AC009879.3,255.0,AC009879.3
RRS1,365.0,RRS1
MAP3K6,984.5,MAP3K6
MTR,1099.3333333333333,MTR
C8orf33,235.0,C8orf33
SMARCD1,299.57142857142856,SMARCD1
DUS4L,125.66666666666669,DUS4L
RBMS2,214.57142857142856,RBMS2
BRWD3,1802.0,BRWD3
ZNF831,1677.0,ZNF831
PIGM,423.0,PIGM
ZRANB2,323.3333333333333,ZRANB2
MXD3,198.5,MXD3
AP1M2,216.0,AP1M2
SEMA6C,803.0,SEMA6C
ABCB8,318.15384615384613,ABCB8
ROBO4,934.5,ROBO4
TENT5D,389.0,TENT5D
LIPT1,212.83333333333331,LIPT1
PNRC1,203.66666666666663,PNRC1
CRIPT,101.0,CRIPT
BRPF1,828.5,BRPF1
NAA11,170.0,NAA11
HLA-DRA,242.33333333333331,HLA-DRA
LIPF,386.5,LIPF
ABHD15,468.0,ABHD15
MEDAG,204.5,MEDAG
QKI,216.53333333333333,QKI
CPSF1,681.4,CPSF1
DENR,179.0,DENR
ABHD16A,374.07692307692315,ABHD16A
TTC39B,511.16666666666674,TTC39B
SART3,430.0,SART3
UNCX,531.0,UNCX
MMACHC,253.5,MMACHC
ZIM2,352.125,ZIM2
HK2,903.0,HK2
NOS1AP,329.6,NOS1AP
IRGQ,460.66666666666674,IRGQ
L34079.1,131.0,L34079.1
SPATA46,150.5,SPATA46
ZNF835,314.5,ZNF835
GLIPR1,185.25,GLIPR1
ZFAND2A,155.0,ZFAND2A
ETHE1,151.0,ETHE1
CHMP1B,199.0,CHMP1B
KCNJ3,368.0,KCNJ3
FCRLA,261.0,FCRLA
TUFT1,322.25,TUFT1
SYCE1L,133.0,SYCE1L
KLLN,178.0,KLLN
SMIM7,69.64705882352939,SMIM7
BCKDHB,334.0,BCKDHB
FCGR3A,260.42857142857144,FCGR3A
HLA-DPA1,165.23076923076925,HLA-DPA1
LEP,167.0,LEP
ALDH3A2,240.4,ALDH3A2
HIST2H3A,136.0,HIST2H3A
RUFY1,435.71428571428567,RUFY1
ECSCR,205.0,ECSCR
TRIM42,723.0,TRIM42
ARHGEF17,1100.0,ARHGEF17
UBXN11,310.5833333333333,UBXN11
PNPO,136.25,PNPO
CDCA8,280.0,CDCA8
BMP2K,677.4,BMP2K
RPS15,112.41666666666669,RPS15
RPS6KB2,175.66666666666663,RPS6KB2
ZSCAN5A,255.11111111111111,ZSCAN5A
BACH1,213.91666666666663,BACH1
STK32A,319.75,STK32A
TMSB15A,45.0,TMSB15A
OLFML2A,469.33333333333326,OLFML2A
ODF2,550.4705882352941,ODF2
CNIH3,160.0,CNIH3
NID2,996.0,NID2
SACM1L,288.0,SACM1L
JUNB,347.0,JUNB
PPP1CC,230.375,PPP1CC
KRI1,280.4,KRI1
NOC3L,800.0,NOC3L
CFL2,118.16666666666669,CFL2
PSMB8,266.6666666666667,PSMB8
ZCCHC8,346.5,ZCCHC8
NR1I3,250.1379310344828,NR1I3
ZSCAN5B,324.0,ZSCAN5B
IL17A,155.0,IL17A
GRIK1,914.2857142857144,GRIK1
PSMB4,264.0,PSMB4
GALP,71.33333333333333,GALP
TIMD4,269.3333333333333,TIMD4
UGCG,394.0,UGCG
TAP1,754.1111111111112,TAP1
MAST1,652.75,MAST1
MRPS18B,238.15384615384616,MRPS18B
LYSMD3,168.25,LYSMD3
PON1,216.0,PON1
ZFYVE1,610.6,ZFYVE1
BRF2,191.25,BRF2
WDR87,2892.5,WDR87
PID1,184.8,PID1
TESK2,556.5,TESK2
TCP11L2,179.22222222222226,TCP11L2
RHOBTB1,696.0,RHOBTB1
ZNF257,163.83333333333334,ZNF257
MSN,340.0,MSN
SLC48A1,71.33333333333333,SLC48A1
TMEM11,192.0,TMEM11
NUAK1,251.25,NUAK1
SLK,1219.5,SLK
WFIKKN2,529.5,WFIKKN2
CHST1,411.0,CHST1
C12orf75,59.4,C12orf75
ZNF208,407.28571428571433,ZNF208
PTGDR2,395.0,PTGDR2
SMAP2,355.0,SMAP2
SPHKAP,1685.5,SPHKAP
DDX47,352.33333333333326,DDX47
PCDH11Y,932.0,PCDH11Y
SWSAP1,229.0,SWSAP1
MAP3K4,1063.75,MAP3K4
SELENBP1,241.54545454545453,SELENBP1
CDKN1B,169.0,CDKN1B
DEGS1,302.3333333333333,DEGS1
DCLK3,732.5,DCLK3
NXF2B,626.0,NXF2B
SMCR8,937.0,SMCR8
TRIM24,1033.0,TRIM24
APPL2,303.22222222222223,APPL2
AC235565.2,105.33333333333331,AC235565.2
NUFIP2,407.5,NUFIP2
TCP11X2,252.75,TCP11X2
TRIM54,379.0,TRIM54
PHLDB2,867.1666666666665,PHLDB2
ZNF268,218.25,ZNF268
ZNF43,481.07692307692315,ZNF43
MYO9A,1080.0,MYO9A
HVCN1,212.25,HVCN1
SLC52A2,298.54545454545456,SLC52A2
RAPGEF3,523.0909090909091,RAPGEF3
CLIP1,900.6428571428571,CLIP1
ZNF444,138.125,ZNF444
KRT5,240.66666666666663,KRT5
PUS10,260.4,PUS10
AL449266.1,182.0,AL449266.1
P2RY6,281.75,P2RY6
APOA2,75.44444444444444,APOA2
ZNF100,338.22222222222223,ZNF100
ESAM,231.0,ESAM
ADH1B,355.0,ADH1B
TRPM8,436.28571428571433,TRPM8
ARL6,152.28571428571428,ARL6
ANGEL1,246.4,ANGEL1
FCER1G,99.0,FCER1G
TMEM249,225.0,TMEM249
S1PR5,281.25,S1PR5
ZNF891,544.0,ZNF891
ADH1C,245.66666666666663,ADH1C
HGSNAT,282.1666666666667,HGSNAT
FAM160B1,421.75,FAM160B1
CCL20,72.0,CCL20
TP53BP2,424.66666666666674,TP53BP2
CREBL2,120.0,CREBL2
FRRS1,609.0,FRRS1
AKNAD1,659.1666666666666,AKNAD1
MRPL12,198.0,MRPL12
VGLL2,230.0,VGLL2
ZBED9,1097.6666666666667,ZBED9
ZNF140,171.77777777777774,ZNF140
RFX6,928.0,RFX6
KRT6C,564.0,KRT6C
CCDC169-SOHLH2,502.0,CCDC169-SOHLH2
PPP1R9A,935.75,PPP1R9A
STON1,574.5,STON1
MS4A18,361.5,MS4A18
REXO2,144.0909090909091,REXO2
SPTB,2047.666666666667,SPTB
CPNE8,340.25,CPNE8
PSG9,348.5,PSG9
GAS7,284.07692307692315,GAS7
RAD50,434.28571428571433,RAD50
NEUROD6,337.0,NEUROD6
IGFALS,459.66666666666674,IGFALS
