Genes,Isoform_No,Norm_Symbol
KCNJ3,2,KCNJ3
FCRLA,12,FCRLA
TUFT1,4,TUFT1
SYCE1L,2,SYCE1L
KLLN,3,KLLN
SMIM7,17,SMIM7
BCKDHB,3,BCKDHB
FCGR3A,7,FCGR3A
HLA-DPA1,39,HLA-DPA1
LEP,1,LEP
ALDH3A2,20,ALDH3A2
HIST2H3A,1,HIST2H3A
RUFY1,14,RUFY1
ECSCR,1,ECSCR
TRIM42,1,TRIM42
ARHGEF17,3,ARHGEF17
UBXN11,12,UBXN11
PNPO,12,PNPO
CDCA8,2,CDCA8
BMP2K,5,BMP2K
RPS15,12,RPS15
RPS6KB2,6,RPS6KB2
ZSCAN5A,9,ZSCAN5A
BACH1,12,BACH1
STK32A,4,STK32A
TMSB15A,1,TMSB15A
OLFML2A,3,OLFML2A
ODF2,17,ODF2
CNIH3,1,CNIH3
NID2,3,NID2
SACM1L,6,SACM1L
JUNB,1,JUNB
PPP1CC,8,PPP1CC
KRI1,5,KRI1
NOC3L,1,NOC3L
CFL2,6,CFL2
PSMB8,24,PSMB8
ZCCHC8,6,ZCCHC8
NR1I3,29,NR1I3
ZSCAN5B,4,ZSCAN5B
IL17A,2,IL17A
GRIK1,7,GRIK1
PSMB4,1,PSMB4
GALP,3,GALP
TIMD4,3,TIMD4
UGCG,1,UGCG
TAP1,9,TAP1
MAST1,4,MAST1
MRPS18B,13,MRPS18B
LYSMD3,4,LYSMD3
PON1,2,PON1
ZFYVE1,5,ZFYVE1
BRF2,4,BRF2
WDR87,2,WDR87
PID1,5,PID1
TESK2,2,TESK2
TCP11L2,9,TCP11L2
RHOBTB1,2,RHOBTB1
ZNF257,6,ZNF257
MSN,2,MSN
SLC48A1,6,SLC48A1
TMEM11,1,TMEM11
NUAK1,4,NUAK1
SLK,2,SLK
WFIKKN2,2,WFIKKN2
CHST1,1,CHST1
C12orf75,5,C12orf75
ZNF208,7,ZNF208
PTGDR2,1,PTGDR2
SMAP2,5,SMAP2
SPHKAP,2,SPHKAP
DDX47,3,DDX47
PCDH11Y,6,PCDH11Y
SWSAP1,1,SWSAP1
MAP3K4,8,MAP3K4
SELENBP1,11,SELENBP1
CDKN1B,3,CDKN1B
DEGS1,3,DEGS1
DCLK3,2,DCLK3
NXF2B,2,NXF2B
SMCR8,2,SMCR8
TRIM24,2,TRIM24
APPL2,9,APPL2
AC235565.2,3,AC235565.2
NUFIP2,2,NUFIP2
TCP11X2,4,TCP11X2
TRIM54,2,TRIM54
PHLDB2,12,PHLDB2
ZNF268,16,ZNF268
ZNF43,13,ZNF43
MYO9A,11,MYO9A
HVCN1,8,HVCN1
SLC52A2,22,SLC52A2
RAPGEF3,11,RAPGEF3
CLIP1,14,CLIP1
ZNF444,8,ZNF444
KRT5,6,KRT5
PUS10,5,PUS10
AL449266.1,1,AL449266.1
P2RY6,12,P2RY6
APOA2,9,APOA2
ZNF100,9,ZNF100
ESAM,4,ESAM
ADH1B,4,ADH1B
TRPM8,7,TRPM8
ARL6,7,ARL6
ANGEL1,5,ANGEL1
FCER1G,2,FCER1G
TMEM249,4,TMEM249
S1PR5,4,S1PR5
ZNF891,1,ZNF891
ADH1C,3,ADH1C
HGSNAT,6,HGSNAT
FAM160B1,4,FAM160B1
CCL20,3,CCL20
TP53BP2,6,TP53BP2
CREBL2,1,CREBL2
FRRS1,2,FRRS1
AKNAD1,6,AKNAD1
MRPL12,1,MRPL12
VGLL2,2,VGLL2
ZBED9,3,ZBED9
ZNF140,9,ZNF140
RFX6,1,RFX6
KRT6C,1,KRT6C
CCDC169-SOHLH2,1,CCDC169-SOHLH2
PPP1R9A,8,PPP1R9A
STON1,4,STON1
MS4A18,2,MS4A18
REXO2,11,REXO2
SPTB,6,SPTB
CPNE8,4,CPNE8
PSG9,8,PSG9
GAS7,13,GAS7
RAD50,7,RAD50
NEUROD6,1,NEUROD6
IGFALS,3,IGFALS
RAD9B,6,RAD9B
ZBTB1,5,ZBTB1
NYAP2,2,NYAP2
DMWD,6,DMWD
ZNF253,4,ZNF253
ELOVL4,1,ELOVL4
SCYGR5,1,SCYGR5
TICAM2,1,TICAM2
TMED7,2,TMED7
ABCB11,7,ABCB11
AC240274.1,4,AC240274.1
TRPM1,14,TRPM1
AC011476.5,4,AC011476.5
AC012314.28,1,AC012314.28
FAN1,7,FAN1
MTMR10,9,MTMR10
HPD,2,HPD
TAL2,1,TAL2
ANAPC5,8,ANAPC5
ECT2L,4,ECT2L
KDM5A,5,KDM5A
AC118549.1,4,AC118549.1
HCN3,2,HCN3
FAM189B,12,FAM189B
WDR25,7,WDR25
NANOS3,2,NANOS3
SPPL3,6,SPPL3
ZNF711,3,ZNF711
NEMP1,3,NEMP1
ZNF207,11,ZNF207
C1QTNF1,10,C1QTNF1
CYLC1,2,CYLC1
DOK3,10,DOK3
C6orf48,42,C6orf48
HSPA1B,8,HSPA1B
SDR9C7,1,SDR9C7
TPR,3,TPR
AC092111.3,1,AC092111.3
CATSPERE,4,CATSPERE
TCF25,13,TCF25
MTX3,4,MTX3
SMG7,11,SMG7
GCNT3,5,GCNT3
BCAP29,26,BCAP29
GRAMD2B,10,GRAMD2B
NARF,17,NARF
SLC39A10,7,SLC39A10
SBF1,3,SBF1
UBE2J2,16,UBE2J2
SH3BGRL,1,SH3BGRL
WDR64,5,WDR64
TLDC1,6,TLDC1
FCN3,2,FCN3
GREM2,1,GREM2
URI1,10,URI1
STX6,2,STX6
FBXL4,2,FBXL4
LGALS8,18,LGALS8
SOAT1,4,SOAT1
TBL3,4,TBL3
SEC16B,4,SEC16B
MICAL1,5,MICAL1
LHFPL5,2,LHFPL5
ZSCAN22,1,ZSCAN22
ZNF205,6,ZNF205
VRK1,4,VRK1
RBM34,4,RBM34
ST20-MTHFS,3,ST20-MTHFS
PYHIN1,6,PYHIN1
SLC22A7,6,SLC22A7
DLX6,2,DLX6
SLC35A4,4,SLC35A4
AC067968.1,1,AC067968.1
PDLIM1,1,PDLIM1
NEUROD2,1,NEUROD2
NUP210L,3,NUP210L
ZNF221,5,ZNF221
PLIN5,3,PLIN5
POU3F1,1,POU3F1
TBC1D17,6,TBC1D17
PRAG1,2,PRAG1
AC025263.2,1,AC025263.2
GJA10,2,GJA10
DLG2,24,DLG2
SPRTN,4,SPRTN
AC010522.1,6,AC010522.1
FHL3,1,FHL3
PIGC,2,PIGC
TTC13,7,TTC13
ZNF664,4,ZNF664
AC011462.1,1,AC011462.1
CAPN9,3,CAPN9
INO80D,6,INO80D
CDA,1,CDA
MUL1,1,MUL1
FMO4,1,FMO4
PRSS57,2,PRSS57
RXFP2,2,RXFP2
ZSCAN4,2,ZSCAN4
EIF4E1B,5,EIF4E1B
GPR61,5,GPR61
LY6G6E,23,LY6G6E
CA2,3,CA2
CCDC93,3,CCDC93
CA3,2,CA3
SERAC1,16,SERAC1
PRCC,3,PRCC
SNX30,2,SNX30
PLA2G5,1,PLA2G5
PXYLP1,13,PXYLP1
DCAF6,5,DCAF6
RPL6,8,RPL6
MPZL1,5,MPZL1
RCSD1,3,RCSD1
PITPNM2,6,PITPNM2
NBR1,5,NBR1
ZADH2,4,ZADH2
TMPRSS7,5,TMPRSS7
SP5,1,SP5
SPRR2B,1,SPRR2B
OR5H2,2,OR5H2
SPRR1A,1,SPRR1A
USP30,7,USP30
TMEM176B,6,TMEM176B
OR5K4,1,OR5K4
FBXO43,2,FBXO43
POU2F1,9,POU2F1
E2F5,7,E2F5
ZNF304,4,ZNF304
S100A10,2,S100A10
CYP8B1,2,CYP8B1
PSRC1,9,PSRC1
AL583836.1,1,AL583836.1
FAM198A,3,FAM198A
ZNF678,4,ZNF678
CYP2C18,2,CYP2C18
LHX1,4,LHX1
CYP2C19,2,CYP2C19
CD163,6,CD163
ZNF662,3,ZNF662
LIPK,1,LIPK
JMJD4,4,JMJD4
HLA-DRB3,3,HLA-DRB3
KCNAB1,9,KCNAB1
RAB2B,3,RAB2B
ACKR2,6,ACKR2
CIART,5,CIART
TBXT,4,TBXT
SNAPC3,6,SNAPC3
OR5AC2,1,OR5AC2
MICALL2,2,MICALL2
SNAP47,8,SNAP47
FAM78B,5,FAM78B
OR5H1,2,OR5H1
CABCOCO1,3,CABCOCO1
OR5H14,2,OR5H14
C8orf48,1,C8orf48
GIMAP5,2,GIMAP5
NPPA,3,NPPA
DLC1,18,DLC1
PTGDR,2,PTGDR
C1orf167,4,C1orf167
GIMAP1-GIMAP5,1,GIMAP1-GIMAP5
GIMAP1,1,GIMAP1
PTGER2,2,PTGER2
FAM227A,3,FAM227A
PRSS38,1,PRSS38
ZNF805,2,ZNF805
ABCA13,6,ABCA13
HMGB2,4,HMGB2
CTSH,7,CTSH
IL4,3,IL4
WNT9A,1,WNT9A
CCT3,11,CCT3
ZNF460,3,ZNF460
SSH1,6,SSH1
CADM4,1,CADM4
WNT3A,1,WNT3A
MTHFR,12,MTHFR
POGK,3,POGK
SIMC1,5,SIMC1
MYBPHL,1,MYBPHL
TNNT1,15,TNNT1
ARF1,3,ARF1
CD163L1,6,CD163L1
CR388407.,1,CR388407.
CNOT3,47,CNOT3
AC011476.10,4,AC011476.10
AC243790.,1,AC243790.
MAFIP,1,MAFIP
CACFD1,10,CACFD1
AC007325.2,2,AC007325.2
AC213203.1,1,AC213203.1
AC133551.1,1,AC133551.1
AC136352.2,2,AC136352.2
OSGEPL1,6,OSGEPL1
EPHA4,10,EPHA4
NUP35,7,NUP35
STMN3,5,STMN3
MRTFA,10,MRTFA
HIST1H3E,2,HIST1H3E
RAPGEF5,7,RAPGEF5
DDRGK1,2,DDRGK1
TCEANC2,4,TCEANC2
BPIFA1,4,BPIFA1
ELK4,4,ELK4
GABRD,10,GABRD
SCN3B,5,SCN3B
FNBP1L,5,FNBP1L
TVP23A,9,TVP23A
EPM2A,17,EPM2A
VIP,3,VIP
PPP4R3C,1,PPP4R3C
MFAP3,5,MFAP3
WISP1,5,WISP1
LGALS7,4,LGALS7
IRAK4,12,IRAK4
MAMDC2,2,MAMDC2
LSM14A,12,LSM14A
MARCH2,7,MARCH2
ASCC3,5,ASCC3
UBE2K,5,UBE2K
TRIQK,16,TRIQK
METAP2,9,METAP2
NHLH2,3,NHLH2
LGI3,4,LGI3
GPR84,2,GPR84
LDLRAD1,4,LDLRAD1
ZBTB8B,1,ZBTB8B
KPTN,4,KPTN
FAM135A,10,FAM135A
SGTA,3,SGTA
CALML6,2,CALML6
FAM200A,2,FAM200A
CCL23,6,CCL23
HIF1A,5,HIF1A
TM6SF2,1,TM6SF2
DIRAS1,3,DIRAS1
PCDHB10,1,PCDHB10
OR2S2,1,OR2S2
TEK,5,TEK
PFN1,3,PFN1
GNRH2,4,GNRH2
KIN,2,KIN
GAGE12F,2,GAGE12F
AP4S1,12,AP4S1
MYBL1,3,MYBL1
OR7A17,3,OR7A17
FLT3,2,FLT3
KL,1,KL
STOX1,5,STOX1
ARSF,2,ARSF
GCG,2,GCG
AC013717.1,1,AC013717.1
C7,1,C7
URAD,1,URAD
CMPK1,4,CMPK1
NR1I2,5,NR1I2
TRMT12,2,TRMT12
PPP1R3F,5,PPP1R3F
ATP10B,3,ATP10B
GPR107,5,GPR107
CCL16,6,CCL16
FAM229A,2,FAM229A
KCNK10,4,KCNK10
BIVM,2,BIVM
P2RX6,6,P2RX6
FRMD4B,9,FRMD4B
HELB,4,HELB
TMEM50A,1,TMEM50A
AC026954.2,2,AC026954.2
GPR65,1,GPR65
DHX34,2,DHX34
NR2C1,7,NR2C1
ATF7IP2,11,ATF7IP2
GLIS1,2,GLIS1
SOX4,1,SOX4
DTX3,9,DTX3
TRAPPC6A,4,TRAPPC6A
CCDC9,5,CCDC9
FAM209B,1,FAM209B
SYT6,10,SYT6
C11orf42,1,C11orf42
C22orf23,6,C22orf23
WDR97,2,WDR97
KRTAP16-1,2,KRTAP16-1
VPS33B,3,VPS33B
CHST4,2,CHST4
ZNF19,12,ZNF19
FAM91A1,5,FAM91A1
CASK,21,CASK
FAM221B,4,FAM221B
CCDC30,5,CCDC30
AP000350.4,1,AP000350.4
GUCA2B,1,GUCA2B
HADH,15,HADH
PTP4A1,4,PTP4A1
TMEM207,1,TMEM207
SP4,4,SP4
CSKMT,1,CSKMT
KCNK13,1,KCNK13
NPY4R,2,NPY4R
EFS,3,EFS
PTPN7,15,PTPN7
CCNB1IP1,12,CCNB1IP1
LRIT2,2,LRIT2
ORAI3,4,ORAI3
CYP2U1,2,CYP2U1
MBOAT1,1,MBOAT1
CDCA3,5,CDCA3
AP2S1,7,AP2S1
COMMD3,6,COMMD3
RUBCN,7,RUBCN
DLL4,2,DLL4
PDK3,3,PDK3
PLP2,2,PLP2
HIST1H3C,1,HIST1H3C
RCAN2,4,RCAN2
TFEB,16,TFEB
FGF7,5,FGF7
HTR5A,3,HTR5A
AKAP10,9,AKAP10
C4B,10,C4B
CMTR2,9,CMTR2
SCMH1,12,SCMH1
SPANXD,1,SPANXD
DRG2,12,DRG2
TIMM50,13,TIMM50
DBI,9,DBI
F2RL2,2,F2RL2
CLDN15,6,CLDN15
AC012651.1,4,AC012651.1
SPANXA1,1,SPANXA1
PCNX4,8,PCNX4
ATAT1,42,ATAT1
KLK9,2,KLK9
APOC2,5,APOC2
POLR1A,4,POLR1A
BORCS8-MEF2B,6,BORCS8-MEF2B
FANCF,1,FANCF
SLC12A4,10,SLC12A4
ECHDC2,8,ECHDC2
EIF2AK3,3,EIF2AK3
OBSL1,7,OBSL1
ZNF384,12,ZNF384
SMC6,8,SMC6
EIF3G,8,EIF3G
CHRNE,3,CHRNE
USP7,12,USP7
NFKB1,8,NFKB1
PPAN-P2RY11,2,PPAN-P2RY11
ST3GAL4,16,ST3GAL4
NRXN3,12,NRXN3
COA7,1,COA7
IRF2,7,IRF2
ST7L,10,ST7L
ADGRE3,5,ADGRE3
RFC1,7,RFC1
NBPF20,5,NBPF20
CTTNBP2NL,2,CTTNBP2NL
DCP2,4,DCP2
C1orf174,1,C1orf174
TSSK1B,1,TSSK1B
PTTG1IP,4,PTTG1IP
HOGA1,3,HOGA1
FAM72D,1,FAM72D
INKA2,3,INKA2
SEPT5-GP1BB,2,SEPT5-GP1BB
AC004922.1,2,AC004922.1
WDR77,2,WDR77
KLK1,2,KLK1
BPIFC,4,BPIFC
LRRC6,8,LRRC6
OPLAH,2,OPLAH
ENPP6,2,ENPP6
EMILIN1,2,EMILIN1
GPNMB,4,GPNMB
USP17L30,1,USP17L30
TIMM44,5,TIMM44
PDGFRA,7,PDGFRA
FUZ,14,FUZ
USP17L27,1,USP17L27
ZHX1-C8orf76,2,ZHX1-C8orf76
CASC10,1,CASC10
USP17L23,1,USP17L23
ST8SIA1,7,ST8SIA1
ME2,15,ME2
USP17L24,2,USP17L24
SNAPC2,3,SNAPC2
ZNF70,1,ZNF70
SON,9,SON
USP17L25,2,USP17L25
THUMPD1,4,THUMPD1
VPREB3,2,VPREB3
ADCY5,6,ADCY5
MCRS1,11,MCRS1
TGFB2,2,TGFB2
DNAJC25-GNG10,1,DNAJC25-GNG10
ANKS1A,3,ANKS1A
PSG7,3,PSG7
AC093155.3,1,AC093155.3
MS4A12,4,MS4A12
HBZ,1,HBZ
ZNF83,13,ZNF83
ZNF593,2,ZNF593
NPIPB8,2,NPIPB8
GCC2,8,GCC2
RBM39,23,RBM39
C12orf71,1,C12orf71
RER1,7,RER1
NGEF,6,NGEF
ZNF534,5,ZNF534
SUPT3H,5,SUPT3H
CDK16,15,CDK16
PPP1R18,18,PPP1R18
FAM83H,4,FAM83H
TIGD6,2,TIGD6
CCDC134,2,CCDC134
HAMP,2,HAMP
DEFB113,1,DEFB113
PGLS,4,PGLS
PLCZ1,15,PLCZ1
CPNE7,6,CPNE7
SERPINE3,4,SERPINE3
ABHD12B,4,ABHD12B
CNDP2,19,CNDP2
SRL,3,SRL
DPPA2,1,DPPA2
GU182353.1,1,GU182353.1
AC110275.1,1,AC110275.1
KLC1,22,KLC1
TMEM238,1,TMEM238
TMEM190,1,TMEM190
ZNF37A,3,ZNF37A
C2CD4B,1,C2CD4B
P2RY2,3,P2RY2
EPS15,3,EPS15
GPR89B,5,GPR89B
IPO4,18,IPO4
TBRG1,5,TBRG1
KLF2,2,KLF2
BIRC7,3,BIRC7
TM7SF3,15,TM7SF3
TUBB8,6,TUBB8
MECR,3,MECR
DSE,9,DSE
VNN3,12,VNN3
USF2,11,USF2
MDP1,4,MDP1
SLC16A6,5,SLC16A6
PDZD9,6,PDZD9
ZNF517,6,ZNF517
ADH5,6,ADH5
ZNF800,7,ZNF800
CHMP4A,12,CHMP4A
LILRB2,28,LILRB2
PHF1,16,PHF1
IGF2R,3,IGF2R
TEP1,10,TEP1
CPEB4,7,CPEB4
FBLN5,6,FBLN5
DEFA3,2,DEFA3
DNM1L,17,DNM1L
CGB7,3,CGB7
FRMPD3,2,FRMPD3
MOG,85,MOG
CUTA,15,CUTA
GRASP,3,GRASP
SMIM8,6,SMIM8
C1QL4,1,C1QL4
MS4A5,5,MS4A5
C6orf163,2,C6orf163
ZNF880,5,ZNF880
C2CD4A,1,C2CD4A
KCNJ6,2,KCNJ6
CLCA1,2,CLCA1
HRASLS,2,HRASLS
CGB3,1,CGB3
MAGED1,4,MAGED1
SCD5,2,SCD5
CGB2,2,CGB2
PAH,6,PAH
CGB1,2,CGB1
AMY1C,1,AMY1C
AC017083.3,1,AC017083.3
NPLOC4,11,NPLOC4
CAB39L,10,CAB39L
AC008687.4,1,AC008687.4
CDH1,8,CDH1
AL353588.1,1,AL353588.1
TIAM2,13,TIAM2
CNOT8,20,CNOT8
AAGAB,4,AAGAB
TMEM151B,2,TMEM151B
STX7,2,STX7
DTL,2,DTL
DEFA6,2,DEFA6
ERG28,1,ERG28
ACTB,12,ACTB
SUZ12,2,SUZ12
SIRT2,26,SIRT2
HNRNPC,27,HNRNPC
KATNAL1,4,KATNAL1
NDRG3,5,NDRG3
GMPR2,52,GMPR2
TDRD15,2,TDRD15
MORC1,2,MORC1
CATSPERB,12,CATSPERB
ANGPTL5,2,ANGPTL5
TNK1,10,TNK1
CDADC1,4,CDADC1
AL096814.1,2,AL096814.1
CHPT1,7,CHPT1
AC002310.5,1,AC002310.5
ZSWIM9,2,ZSWIM9
CCDC173,3,CCDC173
TMEM179B,3,TMEM179B
ZKSCAN8,4,ZKSCAN8
C17orf58,3,C17orf58
EPHA3,3,EPHA3
AC068987.5,1,AC068987.5
MRGPRX3,3,MRGPRX3
MROH7,9,MROH7
BVES,3,BVES
PGR,9,PGR
TUBA1C,7,TUBA1C
NRBP1,5,NRBP1
ZNF146,2,ZNF146
CHST14,2,CHST14
DZIP3,6,DZIP3
ELAVL4,7,ELAVL4
DERA,8,DERA
SYK,4,SYK
NCKAP1L,3,NCKAP1L
KCNH5,3,KCNH5
ZNF184,2,ZNF184
SAG,8,SAG
MAGEB4,1,MAGEB4
UCP2,5,UCP2
GSTT4,5,GSTT4
OSTC,3,OSTC
CLSPN,4,CLSPN
IL1RAPL1,2,IL1RAPL1
ELK3,5,ELK3
MED23,6,MED23
ZNF391,2,ZNF391
ADM,8,ADM
CNNM1,1,CNNM1
SLC41A1,1,SLC41A1
HNRNPL,14,HNRNPL
LRRC23,11,LRRC23
EXOC6B,4,EXOC6B
PCDHGB4,2,PCDHGB4
KRT19,3,KRT19
PCDHGA12,2,PCDHGA12
CD101,2,CD101
KCNMB3,7,KCNMB3
TRIM40,24,TRIM40
PCDHGB6,2,PCDHGB6
CD3EAP,4,CD3EAP
RANBP17,10,RANBP17
RCOR1,2,RCOR1
MGAT4D,6,MGAT4D
PCDHGB1,2,PCDHGB1
ATP5F1C,2,ATP5F1C
PCDHGA9,2,PCDHGA9
CACNA1C,54,CACNA1C
PCDHGA8,2,PCDHGA8
FOSB,11,FOSB
NIPA1,5,NIPA1
BBS2,7,BBS2
MLC1,3,MLC1
TTF2,2,TTF2
FBXO5,2,FBXO5
E4F1,5,E4F1
PIK3CA,4,PIK3CA
PCDHGA7,2,PCDHGA7
AC012314.13,1,AC012314.13
AC171558.,1,AC171558.
BCL7A,4,BCL7A
RUSC1,12,RUSC1
CC2D1A,4,CC2D1A
CLK2,6,CLK2
AC069257.3,1,AC069257.3
P2RX4,8,P2RX4
OR14A16,2,OR14A16
OR14A2,2,OR14A2
PLA2G1B,3,PLA2G1B
PFDN6,25,PFDN6
CHFR,12,CHFR
B3GALT4,5,B3GALT4
HLA-DQA1,30,HLA-DQA1
ZBTB39,1,ZBTB39
SMYD3,6,SMYD3
RPLP0,16,RPLP0
PJA2,2,PJA2
HSPA1L,5,HSPA1L
USF1,7,USF1
P2RX2,9,P2RX2
PBXIP1,4,PBXIP1
CEP295NL,3,CEP295NL
SHCBP1L,1,SHCBP1L
NIPSNAP3B,2,NIPSNAP3B
TJAP1,11,TJAP1
TEDDM1,1,TEDDM1
LRRC41,7,LRRC41
OPN3,4,OPN3
SLC25A34,1,SLC25A34
TMEM82,1,TMEM82
OR13C8,1,OR13C8
ASIC5,1,ASIC5
MR1,6,MR1
C1QTNF12,1,C1QTNF12
CYP46A1,5,CYP46A1
OR2I1P,1,OR2I1P
SHE,3,SHE
TMOD4,4,TMOD4
PSMB9,31,PSMB9
EDARADD,5,EDARADD
KCNK9,8,KCNK9
NID1,2,NID1
PRELID3B,3,PRELID3B
PRKAR2B,2,PRKAR2B
MVB12B,3,MVB12B
WWOX,11,WWOX
DENND6B,2,DENND6B
TBCE,77,TBCE
CACNA2D3,9,CACNA2D3
MYO1E,6,MYO1E
NTPCR,2,NTPCR
DNAJA3,13,DNAJA3
SLC25A33,1,SLC25A33
GSTM1,6,GSTM1
RBM19,4,RBM19
ZNF606,7,ZNF606
SHROOM1,5,SHROOM1
NUMB,19,NUMB
GPATCH3,3,GPATCH3
CFAP43,6,CFAP43
GALNT5,1,GALNT5
RAB13,2,RAB13
PIGH,10,PIGH
IL17RB,2,IL17RB
ATG9B,3,ATG9B
TCP10L2,3,TCP10L2
BBS10,2,BBS10
LCN8,2,LCN8
RPL3L,2,RPL3L
SRF,1,SRF
GNAT2,2,GNAT2
EXOSC5,4,EXOSC5
COG2,4,COG2
SPSB1,4,SPSB1
HDGFL2,10,HDGFL2
SFR1,2,SFR1
CD164,6,CD164
DUSP22,11,DUSP22
RAB4A,2,RAB4A
DTX1,1,DTX1
ZNF134,3,ZNF134
ZNF154,2,ZNF154
OPN1MW,2,OPN1MW
PPP3R2,2,PPP3R2
DDX55,6,DDX55
PRSS23,4,PRSS23
NTRK1,5,NTRK1
CLDND1,26,CLDND1
IBA57,1,IBA57
SH2D2A,3,SH2D2A
ACTA2,3,ACTA2
KRTAP15-1,1,KRTAP15-1
TIPARP,7,TIPARP
TIPRL,2,TIPRL
KRTAP26-1,1,KRTAP26-1
KRTAP25-1,1,KRTAP25-1
S100A13,4,S100A13
MAD2L1,3,MAD2L1
S100A2,6,S100A2
RNASET2,8,RNASET2
UGGT2,6,UGGT2
YEATS4,4,YEATS4
S100A7L2,1,S100A7L2
MGAT5,2,MGAT5
ELOVL6,5,ELOVL6
CPA6,3,CPA6
ZNF365,4,ZNF365
NASP,19,NASP
NXPE2,1,NXPE2
AIMP2,4,AIMP2
PLAUR,12,PLAUR
TERB2,3,TERB2
SFT2D1,1,SFT2D1
SEC16A,7,SEC16A
TMCO1,9,TMCO1
TMEM116,12,TMEM116
LARP4B,8,LARP4B
METTL3,6,METTL3
THEM4,3,THEM4
CCDC13,1,CCDC13
AC006059.2,2,AC006059.2
C2CD4D,1,C2CD4D
ABCA9,4,ABCA9
KRBOX1,3,KRBOX1
OGFOD2,12,OGFOD2
AURKC,8,AURKC
AC011841.,1,AC011841.
RHOF,6,RHOF
PUSL1,2,PUSL1
MTRNR2L6,2,MTRNR2L6
BICDL1,4,BICDL1
NPL,6,NPL
RGS8,5,RGS8
WASF1,10,WASF1
PLD5,7,PLD5
PTGR2,4,PTGR2
PFN3,1,PFN3
NCSTN,10,NCSTN
KIAA1614,4,KIAA1614
ARHGEF1,12,ARHGEF1
SLC44A2,10,SLC44A2
LALBA,2,LALBA
FAXC,2,FAXC
IGSF8,4,IGSF8
RPS5,6,RPS5
CEACAM4,4,CEACAM4
CFAP45,4,CFAP45
KIFC3,25,KIFC3
SLC15A4,3,SLC15A4
HDLBP,27,HDLBP
ATP5F1E,3,ATP5F1E
ZNF497,3,ZNF497
FCER1A,2,FCER1A
KCNRG,2,KCNRG
NDUFA1,1,NDUFA1
PCNX2,11,PCNX2
NDUFS5,2,NDUFS5
ZNF318,3,ZNF318
ZNF135,6,ZNF135
CCNL1,9,CCNL1
AK7,3,AK7
OR10K2,2,OR10K2
OVCH1,3,OVCH1
KHDC1,5,KHDC1
MEPE,7,MEPE
RFLNA,4,RFLNA
ZEB2,35,ZEB2
CCDC180,1,CCDC180
UXT,3,UXT
ELK1,3,ELK1
CCDC97,3,CCDC97
TPO,22,TPO
DDX54,5,DDX54
FCRL4,1,FCRL4
GNAI3,1,GNAI3
SRA1,2,SRA1
MMAB,8,MMAB
TMEM91,14,TMEM91
GPR88,1,GPR88
PLK5,4,PLK5
DYNLT1,1,DYNLT1
PALM,5,PALM
MYOCOS,4,MYOCOS
ANKRD46,9,ANKRD46
MYOC,2,MYOC
AL592183.,1,AL592183.
THBS3,5,THBS3
WDR45B,5,WDR45B
PGM1,4,PGM1
UBR7,14,UBR7
AL110118.2,2,AL110118.2
TMEM251,4,TMEM251
GON7,4,GON7
FEZ1,6,FEZ1
PGA3,4,PGA3
PGA5,3,PGA5
SLC6A13,6,SLC6A13
PIH1D1,15,PIH1D1
IL20RA,7,IL20RA
PKNOX2,5,PKNOX2
CCDC130,6,CCDC130
DEF8,20,DEF8
OR2T2,5,OR2T2
OR14C36,1,OR14C36
APOOL,3,APOOL
OR2T33,2,OR2T33
OR2M5,1,OR2M5
CCDC65,4,CCDC65
ZNF669,5,ZNF669
DND1,1,DND1
ZMAT2,3,ZMAT2
C5,1,C5
CNST,3,CNST
DBN1,7,DBN1
LSM2,6,LSM2
HNRNPU,19,HNRNPU
CLEC4A,5,CLEC4A
WRB-SH3BGR,2,WRB-SH3BGR
FBXW2,2,FBXW2
RGS16,1,RGS16
SLC39A7,18,SLC39A7
MAP1LC3C,1,MAP1LC3C
BECN2,1,BECN2
RGSL1,14,RGSL1
EXO1,9,EXO1
PRR7,4,PRR7
KMO,4,KMO
ADAR,14,ADAR
HEPN1,1,HEPN1
PLK2,2,PLK2
DCAF8,14,DCAF8
CD14,5,CD14
RGS14,2,RGS14
SYNGR3,5,SYNGR3
DCBLD2,3,DCBLD2
NEGR1,2,NEGR1
AMY2A,3,AMY2A
SLC12A7,6,SLC12A7
LURAP1,1,LURAP1
VPS72,3,VPS72
TNFAIP8L2,1,TNFAIP8L2
TMEM126B,11,TMEM126B
GGN,4,GGN
ZCCHC10,7,ZCCHC10
LMX1B,4,LMX1B
PIK3CD,5,PIK3CD
ZNF235,6,ZNF235
RNFT2,6,RNFT2
CYTH1,11,CYTH1
TMEFF2,3,TMEFF2
MLLT11,1,MLLT11
CLEC20A,2,CLEC20A
CYP27A1,3,CYP27A1
HHLA3,6,HHLA3
SPRYD4,1,SPRYD4
P2RY10,2,P2RY10
GSTO2,3,GSTO2
SOD2,12,SOD2
LRRC7,8,LRRC7
KBTBD2,6,KBTBD2
LY6G5B,12,LY6G5B
TSNAX,2,TSNAX
HEATR4,5,HEATR4
TPM3,14,TPM3
RPL39,1,RPL39
LRG1,1,LRG1
SOWAHD,1,SOWAHD
NANOG,3,NANOG
LTC4S,8,LTC4S
FCRL2,3,FCRL2
IQCD,3,IQCD
UNC93A,3,UNC93A
AC010326.2,1,AC010326.2
PIK3R4,4,PIK3R4
NOS3,5,NOS3
MEX3D,2,MEX3D
