Genes,Chromosome,Norm_Symbol
PTPRG,3,PTPRG
GTF2IRD1,7,GTF2IRD1
OPRD1,1,OPRD1
OR10A4,11,OR10A4
KRR1,12,KRR1
KCNJ12,17,KCNJ12
CCNL1,NAN,CCNL1
YWHAQ,2,YWHAQ
ALOX5AP,13,ALOX5AP
UTP15,5,UTP15
TBATA,10,TBATA
XRCC3,14,XRCC3
PRKAR2A,3,PRKAR2A
IPPK,9,IPPK
CR2,1,CR2
TAF9,5,TAF9
SDHC,1,SDHC
SMTNL2,17,SMTNL2
GABRG3,15,GABRG3
PCDHA13,5,PCDHA13
ASTN1,1,ASTN1
NPY4R,10,NPY4R
NOMO3,16,NOMO3
STK25,2,STK25
LAP3,4,LAP3
CRLF2,X,CRLF2
AKT3,1,AKT3
TSHB,1,TSHB
CXCR2,2,CXCR2
URGCP,7,URGCP
ATOH8,2,ATOH8
ZNF257,19,ZNF257
PDLIM2,8,PDLIM2
EFNA2,19,EFNA2
TBC1D32,6,TBC1D32
OVCA2,17,OVCA2
ZNF200,16,ZNF200
SLX1B,16,SLX1B
MCRS1,12,MCRS1
CSNK1D,17,CSNK1D
PMM1,22,PMM1
TRIB2,2,TRIB2
FOXK2,17,FOXK2
FBXL2,3,FBXL2
SMC4,3,SMC4
IGHV3-38,14,IGHV3-38
CIC,19,CIC
NDUFV1,11,NDUFV1
PIK3C2A,11,PIK3C2A
ASB9,X,ASB9
CBX5,12,CBX5
GAS2L1,22,GAS2L1
RAB33A,X,RAB33A
IGLV8-61,22,IGLV8-61
HJV,1,HJV
OR56A5,11,OR56A5
LAMC1,1,LAMC1
AKR7A3,1,AKR7A3
BCL11B,14,BCL11B
KIAA0391,14,KIAA0391
LDHB,12,LDHB
OCIAD2,4,OCIAD2
CDC5L,6,CDC5L
NCOA3,20,NCOA3
HAUS4,14,HAUS4
SRF,6,SRF
TAOK1,17,TAOK1
CPLX4,18,CPLX4
USP16,21,USP16
RAB7A,3,RAB7A
MAPK1,22,MAPK1
TLK2,17,TLK2
VDAC3,8,VDAC3
SLC24A1,15,SLC24A1
CHERP,19,CHERP
REM1,20,REM1
KITLG,12,KITLG
TSEN2,3,TSEN2
MYH8,17,MYH8
USP44,12,USP44
XKR8,1,XKR8
SPO11,20,SPO11
AQP5,12,AQP5
CADM4,19,CADM4
MAN1B1,9,MAN1B1
CEBPE,14,CEBPE
OAT,10,OAT
NKAP,X,NKAP
DNAJB1,19,DNAJB1
ANKHD1-EIF4EBP3,5,ANKHD1-EIF4EBP3
IL2RB,22,IL2RB
PRAF2,X,PRAF2
FAM50B,6,FAM50B
TCF7,5,TCF7
PSD3,8,PSD3
PLEC,8,PLEC
DNER,2,DNER
LAMP2,X,LAMP2
KLHL7,7,KLHL7
TRAF1,9,TRAF1
OR2T10,1,OR2T10
SLC44A2,19,SLC44A2
OOEP,6,OOEP
TBC1D3B,17,TBC1D3B
PEX1,7,PEX1
RTF1,15,RTF1
ZC3H10,12,ZC3H10
GYG1,3,GYG1
RALBP1,18,RALBP1
COL4A4,2,COL4A4
SNX6,14,SNX6
WNT2,7,WNT2
SMPD2,6,SMPD2
IL9R,X,IL9R
RAB3A,19,RAB3A
INPP1,2,INPP1
FRMD8,11,FRMD8
TSTA3,8,TSTA3
ANKRD26,10,ANKRD26
LSR,19,LSR
KLRB1,12,KLRB1
MRAP,21,MRAP
SPTSSA,14,SPTSSA
MTA1,14,MTA1
PPP6R3,11,PPP6R3
SORL1,11,SORL1
TRIM52,5,TRIM52
MEPE,4,MEPE
NDUFB2,7,NDUFB2
SLC25A31,4,SLC25A31
ZFP62,5,ZFP62
USP17L30,4,USP17L30
OR6C75,12,OR6C75
EYA3,1,EYA3
TRIM36,5,TRIM36
PRSS22,16,PRSS22
CAND1,12,CAND1
APOBEC3G,22,APOBEC3G
PLXNB3,X,PLXNB3
PAAF1,11,PAAF1
TARBP2,12,TARBP2
CCNB1IP1,14,CCNB1IP1
DYNC1I1,7,DYNC1I1
PSMA2,7,PSMA2
PAK6,15,PAK6
ZNF182,X,ZNF182
SEPT5,22,SEPT5
RNF213,17,RNF213
CRKL,22,CRKL
PCDHA4,5,PCDHA4
PAIP1,5,PAIP1
TUBA8,22,TUBA8
MON1B,16,MON1B
LSAMP,3,LSAMP
SCHIP1,3,SCHIP1
KCNK4,11,KCNK4
NEIL2,8,NEIL2
ASTL,2,ASTL
CHGB,20,CHGB
CELF6,15,CELF6
TMCC1,3,TMCC1
DBR1,3,DBR1
FOXE3,1,FOXE3
CDC16,13,CDC16
RPUSD4,11,RPUSD4
SCG5,15,SCG5
ZMYND10,3,ZMYND10
PRKRA,2,PRKRA
PDHB,3,PDHB
FAM92B,16,FAM92B
ATP6V1D,14,ATP6V1D
APH1A,1,APH1A
ARPP21,3,ARPP21
PLA2G4B,15,PLA2G4B
ARL5C,17,ARL5C
CCNE2,8,CCNE2
FCER2,19,FCER2
HMGN5,X,HMGN5
TACC3,4,TACC3
AJUBA,14,AJUBA
RSRC1,3,RSRC1
S1PR3,9,S1PR3
INCENP,11,INCENP
CAPG,2,CAPG
PRDM12,9,PRDM12
SPRR1B,1,SPRR1B
PPP2R2D,10,PPP2R2D
UNC119,17,UNC119
MAP6,11,MAP6
OR6K6,1,OR6K6
LRRC40,1,LRRC40
PDF,16,PDF
PI3,20,PI3
PDZD7,10,PDZD7
AGBL5,2,AGBL5
C11orf24,11,C11orf24
CD3G,11,CD3G
GJC1,17,GJC1
SLC25A6,X,SLC25A6
HNRNPL,19,HNRNPL
KRT15,17,KRT15
NMI,2,NMI
ZNF676,19,ZNF676
ZNF208,19,ZNF208
TTC7A,2,TTC7A
VPS16,20,VPS16
GBP2,1,GBP2
PRRC2C,1,PRRC2C
USPL1,13,USPL1
AQP7,9,AQP7
MANBA,4,MANBA
CHKA,11,CHKA
RPP21,6,RPP21
NDUFAF4,6,NDUFAF4
OGDH,7,OGDH
RPLP0,12,RPLP0
PIGY,4,PIGY
SLC16A8,22,SLC16A8
FGD1,X,FGD1
ZFAND1,8,ZFAND1
ATP6V0B,1,ATP6V0B
CLTCL1,22,CLTCL1
TMEM134,11,TMEM134
HFE,6,HFE
TMEM258,11,TMEM258
EDN3,20,EDN3
FXYD3,19,FXYD3
FBXL7,5,FBXL7
GRID2,4,GRID2
RAX,18,RAX
IGHV1OR15-1,15,IGHV1OR15-1
CCDC13,3,CCDC13
ZNF177,19,ZNF177
KCNIP3,2,KCNIP3
ATAD1,10,ATAD1
CHCHD7,8,CHCHD7
ST8SIA5,18,ST8SIA5
PPP2R3C,14,PPP2R3C
NRBF2,10,NRBF2
IGKV6-21,2,IGKV6-21
NEK7,1,NEK7
NR1H3,11,NR1H3
B4GAT1,11,B4GAT1
TIFA,4,TIFA
OR6M1,11,OR6M1
HOXC13,12,HOXC13
DAG1,3,DAG1
GIGYF2,2,GIGYF2
SCARF1,17,SCARF1
CALB1,8,CALB1
SPATC1,8,SPATC1
MYO1F,19,MYO1F
NSUN3,3,NSUN3
TMEM100,17,TMEM100
ARPP19,15,ARPP19
IRF4,6,IRF4
RTN4RL1,17,RTN4RL1
COL25A1,4,COL25A1
AIM2,1,AIM2
THOC7,3,THOC7
CHRNG,2,CHRNG
AHCY,20,AHCY
CBLIF,11,CBLIF
THAP7,22,THAP7
MTRNR2L5,10,MTRNR2L5
GTF2H2C,5,GTF2H2C
GYS1,19,GYS1
HYAL4,7,HYAL4
PFN2,3,PFN2
ROGDI,16,ROGDI
H2AFB2,X,H2AFB2
SCEL,13,SCEL
VSNL1,2,VSNL1
KCNK3,2,KCNK3
SLC25A24,1,SLC25A24
STEAP4,7,STEAP4
RGMA,15,RGMA
RIMBP3B,22,RIMBP3B
SEMA3E,7,SEMA3E
GCSH,16,GCSH
NRTN,19,NRTN
NPL,1,NPL
PFKFB4,3,PFKFB4
TLX3,5,TLX3
ATP8A1,4,ATP8A1
HEBP1,12,HEBP1
PDGFB,22,PDGFB
GOLGA7,8,GOLGA7
BHLHA15,7,BHLHA15
DHFR,5,DHFR
COX4I1,16,COX4I1
CD5L,1,CD5L
NOS2,17,NOS2
IDUA,4,IDUA
ADAM8,10,ADAM8
MYH7B,20,MYH7B
ALPL,1,ALPL
ARHGEF11,1,ARHGEF11
STAT1,2,STAT1
FSD1,19,FSD1
SYN2,3,SYN2
CEP95,17,CEP95
NAIP,5,NAIP
RALYL,8,RALYL
BIRC6,2,BIRC6
SLC9A5,16,SLC9A5
OR2B11,1,OR2B11
ZNRD1,6,ZNRD1
USP27X,X,USP27X
MLC1,22,MLC1
CIAO1,2,CIAO1
RTN4,2,RTN4
FBXO48,2,FBXO48
IFIT2,10,IFIT2
RBBP6,16,RBBP6
OR6C4,12,OR6C4
KCNQ3,8,KCNQ3
KLK2,19,KLK2
NMUR1,2,NMUR1
YIF1B,19,YIF1B
ZNF180,19,ZNF180
LRRC8C,1,LRRC8C
C17orf75,17,C17orf75
MRPL39,21,MRPL39
SLC38A4,12,SLC38A4
RPE,2,RPE
NNT,5,NNT
ETV6,12,ETV6
STAMBPL1,10,STAMBPL1
EIF2B5,3,EIF2B5
KRTAP5-10,11,KRTAP5-10
BLOC1S2,10,BLOC1S2
PIGX,3,PIGX
SHISA7,19,SHISA7
TRGV9,7,TRGV9
KNG1,3,KNG1
CDS1,4,CDS1
USP43,17,USP43
ATP6V1E2,2,ATP6V1E2
GRAMD4,22,GRAMD4
TMEM59,1,TMEM59
HELZ,17,HELZ
TMEM14C,6,TMEM14C
APOBR,16,APOBR
CDKN1A,6,CDKN1A
PIRT,17,PIRT
PTPRS,19,PTPRS
RHD,1,RHD
FUZ,19,FUZ
RPAP3,12,RPAP3
RPL13A,19,RPL13A
TIMP3,22,TIMP3
GMPS,3,GMPS
OR4D5,11,OR4D5
HSFX1,X,HSFX1
GP2,16,GP2
EDC3,15,EDC3
OR2T4,1,OR2T4
ITGB4,17,ITGB4
PIKFYVE,2,PIKFYVE
CCDC88C,14,CCDC88C
KIAA0753,17,KIAA0753
SAYSD1,6,SAYSD1
TRNP1,1,TRNP1
VPS52,6,VPS52
BEX1,X,BEX1
GID4,17,GID4
YRDC,1,YRDC
TREH,11,TREH
ITLN1,1,ITLN1
CLU,8,CLU
NRL,14,NRL
TBC1D26,17,TBC1D26
TRAV10,14,TRAV10
SCD5,4,SCD5
CHCHD1,10,CHCHD1
MYOZ3,5,MYOZ3
PCP4,21,PCP4
SCARB2,4,SCARB2
CELF1,11,CELF1
TNFAIP1,17,TNFAIP1
SLC22A18,11,SLC22A18
CD22,19,CD22
RITA1,12,RITA1
ZNF622,5,ZNF622
VAX2,2,VAX2
TRAK1,3,TRAK1
DCDC2,6,DCDC2
KLK7,19,KLK7
KLK8,19,KLK8
GNPAT,1,GNPAT
CIB1,15,CIB1
SLC2A5,1,SLC2A5
LGALS1,22,LGALS1
PDE8A,15,PDE8A
RAB13,1,RAB13
POU2AF1,11,POU2AF1
GNPDA1,5,GNPDA1
UBN2,7,UBN2
CD33,19,CD33
LRRC29,16,LRRC29
PXYLP1,3,PXYLP1
LY6H,8,LY6H
MSI1,12,MSI1
HS3ST3B1,17,HS3ST3B1
SKAP2,7,SKAP2
CFAP20,16,CFAP20
PEX14,1,PEX14
SSU72P3,11,SSU72P3
MUC20,3,MUC20
GATA6,18,GATA6
NDUFA1,X,NDUFA1
TOP2B,3,TOP2B
TAGAP,6,TAGAP
WDR66,12,WDR66
SYNGR3,16,SYNGR3
APOL2,22,APOL2
NOTO,2,NOTO
BBS5,2,BBS5
APEX1,14,APEX1
STT3B,3,STT3B
MMD,17,MMD
CDS2,20,CDS2
FEZ2,2,FEZ2
OR2T6,1,OR2T6
SCAND1,20,SCAND1
SF3B1,2,SF3B1
ANKRD16,10,ANKRD16
DMRTC1B,X,DMRTC1B
ZDHHC18,1,ZDHHC18
PLXDC1,17,PLXDC1
DEGS1,1,DEGS1
PHC3,3,PHC3
B3GNT4,12,B3GNT4
VSX2,14,VSX2
OR52B4,11,OR52B4
RANBP2,2,RANBP2
HIST1H4I,6,HIST1H4I
SETD9,5,SETD9
MRPL44,2,MRPL44
TNFSF10,3,TNFSF10
IGKV3-15,2,IGKV3-15
C2CD4C,19,C2CD4C
POLR2H,3,POLR2H
KCNU1,8,KCNU1
DUSP6,12,DUSP6
COLGALT1,19,COLGALT1
MPZL2,11,MPZL2
NKAPL,6,NKAPL
OR5H15,3,OR5H15
TUFT1,1,TUFT1
ATP6AP1L,5,ATP6AP1L
CYB5R4,6,CYB5R4
CLCC1,1,CLCC1
AUP1,2,AUP1
MAP3K14,17,MAP3K14
HARS,5,HARS
SLC25A28,10,SLC25A28
ATP9B,18,ATP9B
ABTB1,3,ABTB1
ZNF582,19,ZNF582
CBLL1,7,CBLL1
RIN3,14,RIN3
SP110,2,SP110
ZC3H18,16,ZC3H18
LRRC8A,9,LRRC8A
DYTN,2,DYTN
PFN4,2,PFN4
TRBV12-5,7,TRBV12-5
ARL8B,3,ARL8B
PDK2,17,PDK2
ZNF646,16,ZNF646
MT1A,16,MT1A
ZBTB14,18,ZBTB14
PSMD1,2,PSMD1
ZNF559,19,ZNF559
ANO8,19,ANO8
STMN1,1,STMN1
CPLANE1,5,CPLANE1
EN1,2,EN1
ZWINT,10,ZWINT
NAA50,3,NAA50
IRS1,2,IRS1
CES3,16,CES3
MAU2,19,MAU2
LDOC1,X,LDOC1
OR52K1,11,OR52K1
MIEF2,17,MIEF2
USP17L26,4,USP17L26
KNTC1,12,KNTC1
GJA5,1,GJA5
PRIM1,12,PRIM1
PXK,3,PXK
RASIP1,19,RASIP1
IGKV3D-11,2,IGKV3D-11
ELF3,1,ELF3
SLC4A8,12,SLC4A8
SCAPER,15,SCAPER
IGHV3-15,14,IGHV3-15
FGGY,1,FGGY
ICK,6,ICK
ZNF367,9,ZNF367
HEATR3,16,HEATR3
CCDC92,12,CCDC92
HMGN3,6,HMGN3
MXI1,10,MXI1
FAM169A,5,FAM169A
PRKCSH,19,PRKCSH
ANKRD1,10,ANKRD1
LYVE1,11,LYVE1
KCNJ18,17,KCNJ18
KMT2C,7,KMT2C
PRPF40A,2,PRPF40A
H3F3A,1,H3F3A
GNG13,16,GNG13
REEP5,5,REEP5
CIDEB,14,CIDEB
IGHV4-59,14,IGHV4-59
ZNF157,X,ZNF157
TYR,11,TYR
ATP1A2,1,ATP1A2
MYCBPAP,17,MYCBPAP
PREPL,2,PREPL
CTAG2,X,CTAG2
TGFB1,19,TGFB1
TMX1,14,TMX1
HMOX2,16,HMOX2
OSBPL10,3,OSBPL10
GPR146,7,GPR146
OR56A4,11,OR56A4
COL3A1,2,COL3A1
PHYH,10,PHYH
COL5A3,19,COL5A3
ZIC1,3,ZIC1
SLC7A7,14,SLC7A7
LY6G6C,6,LY6G6C
GALNT15,3,GALNT15
MICOS13,19,MICOS13
TRUB1,10,TRUB1
MUC7,4,MUC7
CXXC4,4,CXXC4
PRDM15,21,PRDM15
OR2T5,1,OR2T5
UGT1A6,2,UGT1A6
ABCA8,17,ABCA8
HAUS2,15,HAUS2
LAPTM5,1,LAPTM5
CGN,1,CGN
PVRIG,7,PVRIG
DHX58,17,DHX58
IVNS1ABP,1,IVNS1ABP
MTNR1A,4,MTNR1A
POLE2,14,POLE2
RBM27,5,RBM27
RASGRP1,15,RASGRP1
ECSIT,19,ECSIT
SYT4,18,SYT4
INIP,9,INIP
GTPBP6,X,GTPBP6
PAX2,10,PAX2
PHKG1,7,PHKG1
TRAF6,11,TRAF6
OR1L3,9,OR1L3
CNEP1R1,16,CNEP1R1
GEMIN6,2,GEMIN6
PAPOLA,14,PAPOLA
ERVW-1,7,ERVW-1
PLXNA3,X,PLXNA3
KIN,10,KIN
GPR107,9,GPR107
ACACA,17,ACACA
RBM47,4,RBM47
HMGXB4,22,HMGXB4
PIN1,19,PIN1
CD3EAP,19,CD3EAP
FFAR2,19,FFAR2
CFL1,11,CFL1
NPTX2,7,NPTX2
MSTO1,1,MSTO1
FAM160A2,11,FAM160A2
GNE,9,GNE
PEX13,2,PEX13
CST3,20,CST3
SPHK2,19,SPHK2
HMGN2,1,HMGN2
RILP,17,RILP
ANKLE1,19,ANKLE1
PTGDR,14,PTGDR
POC1A,3,POC1A
ARNTL,11,ARNTL
VAMP1,12,VAMP1
RRAD,16,RRAD
SCUBE2,11,SCUBE2
AGTRAP,1,AGTRAP
HYOU1,11,HYOU1
CDK5,7,CDK5
OR1J4,9,OR1J4
ACTR10,14,ACTR10
AKAP12,6,AKAP12
KIF22,16,KIF22
MTCH1,6,MTCH1
CD79B,17,CD79B
CXCL16,17,CXCL16
POLR2J3,7,POLR2J3
TRBV12-4,7,TRBV12-4
ABRA,8,ABRA
YTHDF2,1,YTHDF2
VAMP8,2,VAMP8
FUT11,10,FUT11
OLIG2,21,OLIG2
RCN2,15,RCN2
EXOC6,10,EXOC6
RNF125,18,RNF125
GPR75,2,GPR75
PGA3,11,PGA3
DTNBP1,6,DTNBP1
SLC2A11,22,SLC2A11
SPDYC,11,SPDYC
EFCAB6,22,EFCAB6
ZNF274,19,ZNF274
SYNDIG1,20,SYNDIG1
NR4A1,12,NR4A1
RAB15,14,RAB15
TTC37,5,TTC37
TMEM126B,11,TMEM126B
EOMES,3,EOMES
COX14,12,COX14
SDE2,1,SDE2
WNK3,X,WNK3
ZC3H15,2,ZC3H15
HIRIP3,16,HIRIP3
UTP20,12,UTP20
ATP6V1B1,2,ATP6V1B1
HGF,7,HGF
TAAR6,6,TAAR6
OR5B3,11,OR5B3
DHDDS,1,DHDDS
HDAC8,X,HDAC8
GPR141,7,GPR141
TAL1,1,TAL1
ALG9,11,ALG9
DPPA5,6,DPPA5
KIAA0319L,1,KIAA0319L
FAM185A,7,FAM185A
XRCC4,5,XRCC4
XCR1,3,XCR1
LYZ,12,LYZ
GPR176,15,GPR176
CBX2,17,CBX2
CLSTN3,12,CLSTN3
RABEP1,17,RABEP1
TAS2R60,7,TAS2R60
TMX2,11,TMX2
KLF16,19,KLF16
ORC5,7,ORC5
ARPIN,15,ARPIN
CPOX,3,CPOX
RYR2,1,RYR2
WDR90,16,WDR90
HMX2,10,HMX2
RAB43,3,RAB43
AGER,6,AGER
MCEMP1,19,MCEMP1
PRPF40B,12,PRPF40B
SIAH2,3,SIAH2
MAP2K3,17,MAP2K3
APCS,1,APCS
IQCA1,2,IQCA1
TMEM79,1,TMEM79
AJAP1,1,AJAP1
TAF6,7,TAF6
OR2M7,1,OR2M7
FCGRT,19,FCGRT
OGDHL,10,OGDHL
TUBGCP3,13,TUBGCP3
FAR2,12,FAR2
PRC1,15,PRC1
UNC5C,4,UNC5C
RBFA,18,RBFA
C10orf71,10,C10orf71
ATP8B3,19,ATP8B3
TSFM,12,TSFM
GMPPA,2,GMPPA
FMN1,15,FMN1
HORMAD2,22,HORMAD2
ARMCX1,X,ARMCX1
FUT6,19,FUT6
AKR1C4,10,AKR1C4
SLCO1B3,12,SLCO1B3
F10,13,F10
HRH2,5,HRH2
MAD2L1,4,MAD2L1
KIF6,6,KIF6
SGPP1,14,SGPP1
CENPI,X,CENPI
IARS,9,IARS
ME2,18,ME2
OR9A2,7,OR9A2
FNDC1,6,FNDC1
SPART,13,SPART
EPGN,4,EPGN
IGLV7-43,22,IGLV7-43
SERTM1,13,SERTM1
IGLV5-45,22,IGLV5-45
SERPINE1,7,SERPINE1
NTSR2,2,NTSR2
PDZD4,X,PDZD4
LRSAM1,9,LRSAM1
LSM7,19,LSM7
ZNF362,1,ZNF362
OR7C1,19,OR7C1
PLAG1,8,PLAG1
MAP3K19,2,MAP3K19
CYP8B1,3,CYP8B1
MYLPF,16,MYLPF
PAM16,16,PAM16
NKX2-3,10,NKX2-3
ZNF490,19,ZNF490
SH3D21,1,SH3D21
HTT,NAN,HTT
HOXA10,7,HOXA10
CNIH3,1,CNIH3
ATRAID,2,ATRAID
NDUFS2,1,NDUFS2
PKP3,11,PKP3
DPF3,14,DPF3
UPF2,10,UPF2
KCNJ9,1,KCNJ9
HNMT,2,HNMT
SLC25A40,7,SLC25A40
IL18R1,2,IL18R1
KPTN,19,KPTN
GNRHR,4,GNRHR
PRDM1,6,PRDM1
RRAGD,6,RRAGD
TAF7,5,TAF7
MMP15,16,MMP15
ZBTB17,1,ZBTB17
ILF2,1,ILF2
PDS5A,4,PDS5A
CCT7,2,CCT7
ASAP2,2,ASAP2
FHDC1,4,FHDC1
FLT3,13,FLT3
PNPLA4,X,PNPLA4
SCRN1,7,SCRN1
APOOL,X,APOOL
ZNF473,19,ZNF473
TMEM38A,19,TMEM38A
OR2AG1,11,OR2AG1
PAK2,3,PAK2
CHI3L1,1,CHI3L1
CCNA2,4,CCNA2
CNNM1,10,CNNM1
CRIP3,6,CRIP3
IQSEC1,3,IQSEC1
CTNS,17,CTNS
IFITM2,11,IFITM2
ZC4H2,X,ZC4H2
CTCF,16,CTCF
FBXO28,1,FBXO28
CCL1,17,CCL1
HEYL,1,HEYL
AMER3,2,AMER3
UNC119B,12,UNC119B
PKDCC,2,PKDCC
NRK,X,NRK
GCNT7,20,GCNT7
XK,X,XK
C16orf46,16,C16orf46
HTR3D,3,HTR3D
TARBP1,1,TARBP1
ZNF619,3,ZNF619
CLSPN,1,CLSPN
PRNP,20,PRNP
SEPT10,2,SEPT10
RAB3IL1,11,RAB3IL1
EIF4A1,17,EIF4A1
ASB3,2,ASB3
GET4,7,GET4
PAN2,12,PAN2
KLK13,19,KLK13
CPT1B,22,CPT1B
MAPKAP1,9,MAPKAP1
ARHGEF16,1,ARHGEF16
CYP3A4,7,CYP3A4
PRKAR1B,7,PRKAR1B
TMSB4X,X,TMSB4X
NEDD9,6,NEDD9
WDR1,4,WDR1
PPARGC1A,4,PPARGC1A
VGLL2,6,VGLL2
IFNL1,19,IFNL1
PIGZ,3,PIGZ
SH3GLB1,1,SH3GLB1
HIPK3,11,HIPK3
HSPBAP1,3,HSPBAP1
P2RX3,11,P2RX3
SLC9C2,1,SLC9C2
SLC35D2,9,SLC35D2
CYP7A1,8,CYP7A1
SCRG1,4,SCRG1
CATSPER1,11,CATSPER1
ARSE,X,ARSE
PRSS16,6,PRSS16
SLC16A1,1,SLC16A1
MAPT,17,MAPT
SELPLG,12,SELPLG
MED12L,3,MED12L
EDNRA,4,EDNRA
POLR3A,10,POLR3A
BLNK,10,BLNK
UBL3,13,UBL3
OR51B4,11,OR51B4
INSR,19,INSR
CD302,2,CD302
BATF3,1,BATF3
MMP11,22,MMP11
MYOZ1,10,MYOZ1
NGEF,2,NGEF
ATF7,12,ATF7
CD99L2,X,CD99L2
PTCHD3,10,PTCHD3
ACSM2B,16,ACSM2B
MGARP,4,MGARP
ISLR,15,ISLR
FAM72B,1,FAM72B
GPLD1,6,GPLD1
SAMD9L,7,SAMD9L
MTFMT,15,MTFMT
KRT83,12,KRT83
DLAT,11,DLAT
DEFB1,8,DEFB1
PCSK2,20,PCSK2
PTPN18,2,PTPN18
UBE2D4,7,UBE2D4
TRH,3,TRH
UCHL3,13,UCHL3
OR3A2,17,OR3A2
DPY19L3,19,DPY19L3
PKNOX2,11,PKNOX2
TBP,6,TBP
SPATS2,12,SPATS2
HMG20B,19,HMG20B
KCNN1,19,KCNN1
IL17RA,22,IL17RA
CLEC11A,19,CLEC11A
GAB1,4,GAB1
GC,4,GC
UPK3B,7,UPK3B
PSIP1,9,PSIP1
SERPING1,11,SERPING1
DNAH5,5,DNAH5
CPEB2,4,CPEB2
TMEM184A,7,TMEM184A
ACBD3,1,ACBD3
ABCA7,19,ABCA7
GPR31,6,GPR31
FBXL22,15,FBXL22
ACIN1,14,ACIN1
PTGES3L,17,PTGES3L
RBAK-RBAKDN,7,RBAK-RBAKDN
OR2A14,7,OR2A14
MARCH9,12,MARCH9
HEATR5A,14,HEATR5A
H6PD,1,H6PD
IGHA2,14,IGHA2
PLAA,9,PLAA
LMNTD1,12,LMNTD1
PHACTR4,1,PHACTR4
RUFY4,2,RUFY4
DYNLT3,X,DYNLT3
GAPDHS,19,GAPDHS
CASP7,10,CASP7
CD207,2,CD207
ZC3H6,2,ZC3H6
BBS2,16,BBS2
PIK3CA,3,PIK3CA
PRRG2,19,PRRG2
TMEM177,2,TMEM177
USP22,17,USP22
ACKR2,3,ACKR2
ENOPH1,4,ENOPH1
PDGFD,11,PDGFD
ZNF790,19,ZNF790
TTI2,8,TTI2
TRIP11,14,TRIP11
ZNF234,19,ZNF234
SERPINA3,14,SERPINA3
XRRA1,11,XRRA1
SLC5A9,1,SLC5A9
PAFAH1B3,19,PAFAH1B3
CEP76,18,CEP76
PEX12,17,PEX12
CYP2C8,10,CYP2C8
RFPL1,22,RFPL1
GFPT1,2,GFPT1
ACP2,11,ACP2
NPC2,14,NPC2
GABPB1,15,GABPB1
RHOC,1,RHOC
POLR2C,16,POLR2C
CYP2A6,19,CYP2A6
TMC5,16,TMC5
STAM2,2,STAM2
MYLK2,20,MYLK2
COL11A2,6,COL11A2
CALM2,2,CALM2
LAIR1,19,LAIR1
LRCH3,3,LRCH3
GPR18,13,GPR18
RND3,2,RND3
ZNF891,12,ZNF891
GLIPR2,9,GLIPR2
SIRT5,6,SIRT5
EXOSC5,19,EXOSC5
ZCCHC12,X,ZCCHC12
FGF2,4,FGF2
CAMSAP3,19,CAMSAP3
GOLGA8M,15,GOLGA8M
PET100,19,PET100
EML3,11,EML3
PREP,6,PREP
FKBP1C,6,FKBP1C
GDI2,10,GDI2
BDH2,4,BDH2
CALM1,14,CALM1
FOXRED1,11,FOXRED1
HNRNPH1,5,HNRNPH1
PRLHR,10,PRLHR
GPD1L,3,GPD1L
TMEM190,19,TMEM190
PIFO,1,PIFO
EPHA7,6,EPHA7
MED23,6,MED23
STXBP5,6,STXBP5
DYNLRB2,16,DYNLRB2
SGPL1,10,SGPL1
F5,1,F5
ST14,11,ST14
AC017083.3,NAN,AC017083.3
SLC8B1,12,SLC8B1
AK8,9,AK8
PIAS4,19,PIAS4
RRH,4,RRH
ALX4,11,ALX4
SSPN,12,SSPN
FDPS,1,FDPS
CYTH1,17,CYTH1
IP6K2,3,IP6K2
IGHV1-18,14,IGHV1-18
ANK2,4,ANK2
RDH14,2,RDH14
COL14A1,8,COL14A1
HSPA6,1,HSPA6
IFI27,14,IFI27
TUBB,6,TUBB
BEX2,X,BEX2
CRH,8,CRH
ATE1,10,ATE1
ZNF781,19,ZNF781
PEF1,1,PEF1
TCF19,6,TCF19
DDTL,22,DDTL
HIBADH,7,HIBADH
GPX1,3,GPX1
NAP1L1,12,NAP1L1
CHMP4C,8,CHMP4C
IGHV1-2,14,IGHV1-2
C16orf70,16,C16orf70
MAVS,20,MAVS
OR1L4,9,OR1L4
ELP3,8,ELP3
DCAF7,17,DCAF7
BAG1,9,BAG1
GFER,16,GFER
TEAD2,19,TEAD2
MACROD1,11,MACROD1
SLC5A11,16,SLC5A11
SMG8,17,SMG8
ZNF770,15,ZNF770
CRTAM,11,CRTAM
MARVELD2,5,MARVELD2
B3GAT2,6,B3GAT2
MYBPH,1,MYBPH
NCOA1,2,NCOA1
OR2A42,7,OR2A42
SPHKAP,2,SPHKAP
OR8H3,11,OR8H3
SFSWAP,12,SFSWAP
TRPA1,8,TRPA1
HBA1,16,HBA1
UNC5B,10,UNC5B
RASSF2,20,RASSF2
ANKRD2,10,ANKRD2
RUFY3,4,RUFY3
PSMA6,14,PSMA6
RNASE6,14,RNASE6
CMTR1,6,CMTR1
PLEKHH2,2,PLEKHH2
RABL2B,22,RABL2B
LARS2,3,LARS2
MEX3D,19,MEX3D
GABRG1,4,GABRG1
DUSP21,X,DUSP21
KRTAP4-2,17,KRTAP4-2
RAP2B,3,RAP2B
APOA5,11,APOA5
OR13A1,10,OR13A1
PTGFRN,1,PTGFRN
ADORA2B,17,ADORA2B
