Genes,Average Gene Length,Norm_Symbol
ZNF641,14234.0,ZNF641
LRRK1,158930.0,LRRK1
STAM,72673.0,STAM
EFR3B,117059.0,EFR3B
ERG,281753.0,ERG
FUOM,2867.0,FUOM
CHRNA1,40343.0,CHRNA1
UTP23,82958.0,UTP23
TRERF1,227120.0,TRERF1
RAB7A,88674.0,RAB7A
COPS8,14592.0,COPS8
ZMYM5,40167.0,ZMYM5
ANP32D,959.0,ANP32D
NAALADL2,1375335.5,NAALADL2
SCLY,38524.0,SCLY
ECHS1,10869.0,ECHS1
PEX5L,242095.0,PEX5L
C10orf82,6568.0,C10orf82
CEP55,32460.0,CEP55
KIF1A,107275.0,KIF1A
ZNF583,38069.0,ZNF583
ANKRD9,8032.0,ANKRD9
MAD2L1BP,11412.0,MAD2L1BP
ENO4,62276.0,ENO4
CCDC71,3796.0,CCDC71
HMGA2,142164.0,HMGA2
KLHDC8B,4888.0,KLHDC8B
NUP37,47017.0,NUP37
TECPR2,139536.0,TECPR2
FFAR4,37815.0,FFAR4
HSPA12A,179044.0,HSPA12A
ENG,39744.0,ENG
ZFP57,8637.212121212122,ZFP57
MAP1LC3B2,28492.0,MAP1LC3B2
ALDH1A3,38912.0,ALDH1A3
NCKAP1L,50491.0,NCKAP1L
ECM1,5727.0,ECM1
VPS26A,50900.0,VPS26A
RBP4,10057.0,RBP4
ADGRD1,187562.0,ADGRD1
SHTN1,245109.0,SHTN1
ITGA9,371392.0,ITGA9
ZNF528,20563.0,ZNF528
PTGES3L,12345.0,PTGES3L
RSPH9,27564.0,RSPH9
PIH1D3,37611.0,PIH1D3
MXI1,79760.0,MXI1
CDH24,10476.0,CDH24
IFI27,11862.0,IFI27
VSIG10L2,12591.0,VSIG10L2
VMP1,135063.0,VMP1
CDON,107539.0,CDON
C3orf84,14226.0,C3orf84
MRPS18A,16488.0,MRPS18A
NIT2,26896.0,NIT2
PROX1,58321.0,PROX1
CEP350,160102.0,CEP350
AL360181.3,40254.0,AL360181.3
XYLT1,369112.0,XYLT1
PAOX,12433.0,PAOX
DCAF8L1,3456.0,DCAF8L1
AARSD1,13972.0,AARSD1
MYBPHL,14646.0,MYBPHL
FBL,11921.0,FBL
SLC19A2,22035.0,SLC19A2
C12orf54,13888.0,C12orf54
UGT3A2,36337.0,UGT3A2
MFHAS1,109106.18181818182,MFHAS1
ILDR2,79829.0,ILDR2
DPP7,4631.0,DPP7
OR8U8,959.0,OR8U8
ZNF534,23128.0,ZNF534
OR8S1,2471.0,OR8S1
PTRH2,32990.0,PTRH2
NUPL2,19170.0,NUPL2
GGH,23727.0,GGH
PBXIP1,12047.0,PBXIP1
OR5BS1P,3074.0,OR5BS1P
IL21R,49868.0,IL21R
LALBA,2382.0,LALBA
UNC5D,561075.0,UNC5D
CLTC,77267.0,CLTC
AKAP8,26413.0,AKAP8
IL1RAPL1,1369324.0,IL1RAPL1
ADAMTS9,172346.0,ADAMTS9
CTU2,8913.0,CTU2
CEP152,98218.0,CEP152
C4orf3,8026.0,C4orf3
GNA11,29637.0,GNA11
PTGES3L-AARSD1,30002.0,PTGES3L-AARSD1
KANSL2,28837.0,KANSL2
PUF60,13220.930635838153,PUF60
TNNI1,26098.0,TNNI1
AKAP8L,39091.0,AKAP8L
CCDC74A,5991.0,CCDC74A
NOTUM,9333.0,NOTUM
SPRN,3906.0,SPRN
MTG1,28426.0,MTG1
WNT5A,24824.0,WNT5A
TMEM236,48667.0,TMEM236
CD3D,3790.0,CD3D
OR8U9,929.0,OR8U9
RUSC2,71787.0,RUSC2
OR9G1,3821.0,OR9G1
OR9G9,917.0,OR9G9
FABP2,5140.0,FABP2
KIAA0895L,8441.0,KIAA0895L
FAM166B,2068.0,FAM166B
OR9G4,6825.0,OR9G4
EN2,6702.0,EN2
HPS1,30749.0,HPS1
F5,74635.0,F5
MFAP5,25542.0,MFAP5
ERC2,960156.0,ERC2
UBE2A,16547.0,UBE2A
TBC1D4,198611.0,TBC1D4
ESRP1,66392.0,ESRP1
LYZL6,9188.0,LYZL6
AC074143.1,5581.0,AC074143.1
BIVM-ERCC5,76884.0,BIVM-ERCC5
LPA,132776.0,LPA
ZNF652,73267.0,ZNF652
NPAS1,25955.0,NPAS1
PIEZO1,69882.0,PIEZO1
POGLUT2,14695.0,POGLUT2
LFNG,16648.0,LFNG
PARPBP,77335.0,PARPBP
ZNF578,63329.0,ZNF578
CNPY1,81244.0,CNPY1
ANTXR2,224308.0,ANTXR2
GID4,29112.0,GID4
NID1,89279.0,NID1
SELP,41344.0,SELP
ERCC5,68855.0,ERCC5
FRG1,22353.25,FRG1
RBM33,137034.0,RBM33
SFSWAP,88656.0,SFSWAP
TMEM72,25694.0,TMEM72
RASSF4,36484.0,RASSF4
CCDC179,13495.0,CCDC179
FRMPD3,82801.0,FRMPD3
SVIP,16500.0,SVIP
IGF1,85870.0,IGF1
NKRF,18106.0,NKRF
GRSF1,24114.0,GRSF1
NPIPA8,18794.0,NPIPA8
CNTNAP3B,239196.0,CNTNAP3B
HMGCS2,20909.0,HMGCS2
HGF,71428.0,HGF
TSHZ2,522972.0,TSHZ2
IGSF11,245511.0,IGSF11
ST6GALNAC6,20087.0,ST6GALNAC6
THEMIS2,14142.0,THEMIS2
HLA-F,14252.259423503328,HLA-F
IFI27L2,2474.0,IFI27L2
SNAPC2,2912.0,SNAPC2
RGPD4,63904.0,RGPD4
DEPP1,7829.0,DEPP1
PDE1B,29638.0,PDE1B
CCDC36,59678.0,CCDC36
PMCH,1374.0,PMCH
RTP3,2974.0,RTP3
ZNF701,31717.0,ZNF701
TTPA,37500.0,TTPA
SARAF,20196.0,SARAF
PDE6C,53422.0,PDE6C
PPIP5K2,92650.0,PPIP5K2
GALNT16,97756.0,GALNT16
ZNF808,36812.0,ZNF808
MMP17,23390.0,MMP17
SLC5A7,27471.0,SLC5A7
BRAT1,17884.0,BRAT1
BIVM,42414.0,BIVM
CKLF-CMTM1,26548.0,CKLF-CMTM1
TEX55,13891.0,TEX55
ZMYM4,153091.0,ZMYM4
TOMM70,37967.0,TOMM70
TDGF1,7923.0,TDGF1
HLTF,56427.0,HLTF
EMC4,5143.0,EMC4
KNOP1,16298.0,KNOP1
RCOR1,137912.0,RCOR1
UPK1B,31626.0,UPK1B
TAS2R16,996.0,TAS2R16
LNP1,54787.0,LNP1
CKLF,13688.0,CKLF
MRC1,101816.0,MRC1
AC104304.1,36076.0,AC104304.1
PPP1R1A,13272.0,PPP1R1A
VPS35L,151553.0,VPS35L
LRRC2,64714.0,LRRC2
TMEM45A,84825.0,TMEM45A
CCL16,5003.5,CCL16
C3orf62,8636.0,C3orf62
PLG,51077.0,PLG
PTF1A,1925.0,PTF1A
SIRT4,10933.0,SIRT4
USP4,62881.0,USP4
ULK1,28528.0,ULK1
FAM240A,14108.0,FAM240A
AL157935.2,38172.0,AL157935.2
FRA10AC1,34709.0,FRA10AC1
SLC12A6,108064.0,SLC12A6
PPP4R4,133606.47422680413,PPP4R4
AKR1A1,19506.0,AKR1A1
CTXN1,1644.0,CTXN1
AC083800.1,40432.0,AC083800.1
PLA2G1B,5664.0,PLA2G1B
AUH,148098.0,AUH
TIMM44,16949.0,TIMM44
CMTM1,12744.0,CMTM1
FAM189A2,67991.0,FAM189A2
AK1,11189.0,AK1
BAG6,13680.32558139535,BAG6
MSI1,27834.0,MSI1
EXD2,52509.0,EXD2
PHLDA3,4854.0,PHLDA3
ADGRG7,85878.0,ADGRG7
FRG2,2897.0,FRG2
DPYD,917257.0,DPYD
AP000646.1,88983.0,AP000646.1
TECTA,90320.0,TECTA
ASTE1,13774.0,ASTE1
NFIL3,14787.0,NFIL3
EFCC1,39113.0,EFCC1
PUS1,16696.0,PUS1
TRPC6,420998.0,TRPC6
GDF5OS,2421.0,GDF5OS
LLPH,14195.0,LLPH
GDF5,21399.0,GDF5
KIAA1257,92824.0,KIAA1257
SAP30BP,40811.0,SAP30BP
SCN11A,206174.0,SCN11A
SRSF9,8076.0,SRSF9
TMBIM4,34226.0,TMBIM4
YTHDF3,44233.0,YTHDF3
SULT1C3,18156.0,SULT1C3
TBCEL,66703.0,TBCEL
NRBP2,7390.0,NRBP2
NEK11,323615.0,NEK11
GATC,17305.0,GATC
TMEM160,2715.0,TMEM160
SIN3B,50953.0,SIN3B
ERI1,114599.0,ERI1
SMYD2,56029.0,SMYD2
RBP5,13153.0,RBP5
COX6A1,2647.0,COX6A1
ACAD9,36471.0,ACAD9
TRIAP1,2420.0,TRIAP1
AL021546.1,21808.0,AL021546.1
C1R,12326.0,C1R
SAE1,97362.0,SAE1
GPR137B,79360.0,GPR137B
PTCHD3,16181.0,PTCHD3
TTYH1,21637.786150712836,TTYH1
CCDC155,29771.0,CCDC155
RPP21,15733.220858895706,RPP21
TASOR,63104.0,TASOR
ERO1B,66430.0,ERO1B
FRG2B,2900.0,FRG2B
FCGBP,81030.00884955753,FCGBP
C10orf67,142929.0,C10orf67
NEU1,5250.821052631579,NEU1
CYP2E1,40814.0,CYP2E1
TMC3,43125.0,TMC3
TFG,39633.0,TFG
SCAF11,72989.0,SCAF11
AC078927.1,46068.0,AC078927.1
ROR2,387137.0,ROR2
CCNT1,28540.0,CCNT1
AC008755.1,49589.0,AC008755.1
APBA1,146725.5,APBA1
ZNF667,38740.0,ZNF667
HPSE2,778785.0,HPSE2
OPA1,104667.0,OPA1
ZNF217,42842.0,ZNF217
GPRC5B,29476.0,GPRC5B
LACRT,4084.0,LACRT
SYCE1,15934.0,SYCE1
GLIPR1L2,41599.0,GLIPR1L2
RNF38,151152.0,RNF38
C1RL,19651.0,C1RL
TEX49,38351.0,TEX49
MYO18B,288897.0,MYO18B
CCDC66,64657.0,CCDC66
PRPS1,22602.0,PRPS1
DCD,3902.0,DCD
TRIM39,17254.571428571428,TRIM39
AP3M2,18727.0,AP3M2
SHC1,12097.0,SHC1
IQCK,142011.0,IQCK
TTC14,15665.0,TTC14
UNC45B,41528.0,UNC45B
CNNM1,64974.0,CNNM1
ADCY6,22843.0,ADCY6
GSDMC,38438.5,GSDMC
SUPV3L1,28865.0,SUPV3L1
SCART1,69630.0,SCART1
ZMYM2,133159.0,ZMYM2
GLIPR1,23110.0,GLIPR1
NXPH1,319352.0,NXPH1
BEGAIN,50266.0,BEGAIN
MCL1,5187.0,MCL1
MUCL1,65490.0,MUCL1
IKBKG,23847.0,IKBKG
GOT1,33754.0,GOT1
SOX5,1033040.0,SOX5
KRR1,20773.0,KRR1
HMOX1,13846.0,HMOX1
ATP2C1,166117.0,ATP2C1
ADAMTSL4,11568.0,ADAMTSL4
NKX2-3,3582.0,NKX2-3
DPP8,75241.0,DPP8
SLC39A12,91453.0,SLC39A12
CP,59419.0,CP
TRAF3,134024.0,TRAF3
SLC25A28,10087.0,SLC25A28
REG4,17563.0,REG4
PTPN14,203749.0,PTPN14
AARD,6288.0,AARD
KCNU1,151801.0,KCNU1
PTGR1,50171.0,PTGR1
SREK1,43644.0,SREK1
ELL2,76753.0,ELL2
GPNMB,39141.0,GPNMB
SMNDC1,14221.0,SMNDC1
SLC30A8,226441.0,SLC30A8
SPATA31A6,6223.0,SPATA31A6
CCDC39,82084.0,CCDC39
AP000311.1,346920.0,AP000311.1
SON,34476.0,SON
CAST,254328.0,CAST
GP9,1639.0,GP9
B4GALT4,29214.0,B4GALT4
KLRG2,31022.0,KLRG2
CD3G,10817.0,CD3G
NPIPA9,21245.0,NPIPA9
EXOC3L1,5806.0,EXOC3L1
FXR1,114612.0,FXR1
OTUD1,2932.0,OTUD1
NCAM2,544920.0,NCAM2
FAM49B,177536.0,FAM49B
FAM107B,256340.0,FAM107B
MED30,19549.0,MED30
MAEL,46632.0,MAEL
QSOX1,49161.0,QSOX1
SLC13A1,86441.0,SLC13A1
ANKRD35,19306.0,ANKRD35
ISY1-RAB43,73461.0,ISY1-RAB43
HPS3,44148.0,HPS3
AL162417.1,65793.0,AL162417.1
CEP126,86046.0,CEP126
RALGDS,51614.0,RALGDS
EXT1,317363.0,EXT1
G6PD,16181.0,G6PD
ISY1,33878.0,ISY1
SNX7,98799.0,SNX7
ANGPTL5,25848.0,ANGPTL5
MCM5,25297.0,MCM5
CDK5RAP2,191301.0,CDK5RAP2
KLHL8,80211.0,KLHL8
ZNF483,52685.0,ZNF483
DLK1,12519.0,DLK1
IGFBP6,4909.0,IGFBP6
PRDM8,20450.0,PRDM8
EED,34060.0,EED
KLF3,37320.0,KLF3
PAH,121521.0,PAH
RAB43,35232.0,RAB43
PTAR1,50489.0,PTAR1
APOM,5793.571428571428,APOM
HKDC1,47220.0,HKDC1
AIMP1,33682.0,AIMP1
SAMD12,432657.0,SAMD12
HLA-A,70999.6590106007,HLA-A
TESK1,4779.0,TESK1
SORT1,88350.0,SORT1
TBCK,279896.0,TBCK
CTDSPL,122589.0,CTDSPL
ST6GALNAC4,9155.0,ST6GALNAC4
CDC42BPB,125169.0,CDC42BPB
SDHB,35448.0,SDHB
COMMD6,24220.0,COMMD6
COX15,20256.0,COX15
DUSP5,13626.0,DUSP5
PCDHB2,4125.0,PCDHB2
HLA-G,4164.75,HLA-G
CD72,37277.0,CD72
ASCL1,2839.0,ASCL1
CPNE3,47063.0,CPNE3
PYGO2,6827.0,PYGO2
PCDHB1,8209.0,PCDHB1
ITSN1,257461.0,ITSN1
CUTC,53576.0,CUTC
PHLDA1,8485.0,PHLDA1
TNIP2,14728.0,TNIP2
ADM2,4897.0,ADM2
PHB,10856.0,PHB
SOAT2,21049.0,SOAT2
ENTPD7,51732.0,ENTPD7
ABCB11,97918.075,ABCB11
PPP1R3B,15319.5,PPP1R3B
IQSEC2,95522.0,IQSEC2
CNBP,14438.0,CNBP
NUP160,70468.0,NUP160
DYNLL1,28643.0,DYNLL1
AL133353.2,80517.0,AL133353.2
PTH2,1027.0,PTH2
SMARCAD1,83681.0,SMARCAD1
AMN,10940.0,AMN
OR13A1,13149.8,OR13A1
SULT1C2,21276.0,SULT1C2
C12orf42,258419.0,C12orf42
IRAK3,65743.0,IRAK3
CCL14,3714.5,CCL14
GFY,5069.0,GFY
ZNF83,96436.0,ZNF83
ZNF629,8749.0,ZNF629
SLC35G3,2003.0,SLC35G3
CFAP300,37117.0,CFAP300
CCL15,5360.5,CCL15
ZNF22,4403.0,ZNF22
EDARADD,154658.0,EDARADD
E2F4,6763.0,E2F4
MOB1B,120123.0,MOB1B
TRIM11,13162.0,TRIM11
ACBD6,233301.0,ACBD6
CCL15-CCL14,17966.5,CCL15-CCL14
ALOX5,71943.0,ALOX5
CNGB3,189698.0,CNGB3
YAP1,122977.0,YAP1
DCK,38376.0,DCK
LHX4,48720.0,LHX4
CPAMD8,133868.0,CPAMD8
SMC3,36945.0,SMC3
LUZP2,585668.0,LUZP2
TRIM17,8926.0,TRIM17
TESPA1,36747.0,TESPA1
PSMC4,10436.0,PSMC4
GRIN1,29602.0,GRIN1
COQ5,31155.0,COQ5
ADAM30,2962.0,ADAM30
C8orf86,50105.0,C8orf86
CD34,30430.0,CD34
GBGT1,10985.0,GBGT1
ADGRB2,37776.0,ADGRB2
SPATA31A5,6276.0,SPATA31A5
RBL1,99646.0,RBL1
TM4SF18,15916.0,TM4SF18
PLPPR5,114787.0,PLPPR5
CSRP1,25926.0,CSRP1
TNFRSF11B,28328.0,TNFRSF11B
RNF10,44108.0,RNF10
VPS36,38032.0,VPS36
ITGA10,18903.0,ITGA10
MAGEB2,4526.0,MAGEB2
CDT1,5469.0,CDT1
MAGEB3,7056.0,MAGEB3
CLEC2L,21300.0,CLEC2L
COLEC10,113003.0,COLEC10
RFC3,148489.0,RFC3
MAGEB4,2141.0,MAGEB4
MAGEB1,8310.0,MAGEB1
BBC3,11944.0,BBC3
LMF1,127684.0,LMF1
PIP5KL1,9904.0,PIP5KL1
F2RL3,3746.0,F2RL3
THSD1,39206.0,THSD1
EPPK1,21140.0,EPPK1
STAB2,179446.0,STAB2
GORASP1,11704.0,GORASP1
PCDHB3,3354.0,PCDHB3
LMBRD2,53480.0,LMBRD2
SETD6,5702.0,SETD6
EID1,2297.0,EID1
APRT,2605.0,APRT
PCDHB14,4827.0,PCDHB14
GJA3,22797.0,GJA3
RPLP1,3391.0,RPLP1
SHC4,140178.0,SHC4
PCDHB8,2739.0,PCDHB8
SLC27A3,5803.0,SLC27A3
SLC17A7,12959.0,SLC17A7
LGI1,48432.0,LGI1
NR0B1,5392.0,NR0B1
CCDC9,17721.0,CCDC9
AC244517.10,22489.0,AC244517.10
COPG1,28167.0,COPG1
PCDHB11,4197.0,PCDHB11
MAL2,80639.0,MAL2
CXorf21,19020.0,CXorf21
PCDHB9,4414.0,PCDHB9
SLFN5,30584.0,SLFN5
PCDHB10,3289.0,PCDHB10
PCDHB4,3824.0,PCDHB4
GNA15,27576.0,GNA15
HIST3H3,480.0,HIST3H3
FGFR1OP,95472.0,FGFR1OP
TM4SF1,8670.0,TM4SF1
PCDHB16,5000.0,PCDHB16
PCDHB15,3970.0,PCDHB15
MAGI1,685309.0,MAGI1
CCN3,7988.0,CCN3
POMC,8050.0,POMC
INTS3,46749.5,INTS3
CNOT1,109934.0,CNOT1
PCDHB13,5060.0,PCDHB13
DHRS9,31378.0,DHRS9
CDIP1,21519.379310344822,CDIP1
SLC38A1,86954.0,SLC38A1
HIST3H2A,894.0,HIST3H2A
PADI2,52690.0,PADI2
PCDHB7,3764.0,PCDHB7
SPTLC1,115326.0,SPTLC1
PCDHB5,3407.0,PCDHB5
MAP3K4,125658.0,MAP3K4
S1PR4,7986.0,S1PR4
NT5DC3,70781.0,NT5DC3
PCDHB12,3874.0,PCDHB12
RBM20,195132.0,RBM20
ADAM9,99090.14159292036,ADAM9
MALSU1,12990.0,MALSU1
TLR10,10752.0,TLR10
PCDHB6,3265.0,PCDHB6
IGF2BP3,160282.0,IGF2BP3
WDR48,44658.0,WDR48
FAM102A,40407.0,FAM102A
POP5,2634.0,POP5
CCR6,27889.0,CCR6
ARPP21,155551.0,ARPP21
DPM2,3385.0,DPM2
MARCH8,107035.64705882351,MARCH8
TLR1,66140.0,TLR1
SLC35G1,62089.0,SLC35G1
HSP90B1,23538.0,HSP90B1
TTC21A,31199.0,TTC21A
MIOX,3864.0,MIOX
CABP1,26772.0,CABP1
HIST3H2BB,2363.0,HIST3H2BB
PDCD4,28211.0,PDCD4
UBR2,129442.0,UBR2
TLR6,33102.0,TLR6
GJB2,5475.0,GJB2
RNF187,8806.0,RNF187
GTF2H4,5918.166666666668,GTF2H4
FOXJ1,4912.0,FOXJ1
ANKRD30BL,110378.0,ANKRD30BL
PLPPR4,45637.0,PLPPR4
BHLHE22,3261.0,BHLHE22
RNF157,98028.0,RNF157
ZNF546,36904.0,ZNF546
PLCE1,302011.0,PLCE1
CYP7B1,210974.0,CYP7B1
WDR54,4077.0,WDR54
C12orf73,24945.0,C12orf73
BBIP1,20473.0,BBIP1
C14orf119,4951.0,C14orf119
AL645922.1,24350.0,AL645922.1
NEUROD4,10043.0,NEUROD4
ACIN1,37050.0,ACIN1
OR9K2,6344.0,OR9K2
RAB11FIP4,146536.0,RAB11FIP4
C9orf135,85410.0,C9orf135
ZBTB12,2385.4,ZBTB12
TM4SF4,29307.0,TM4SF4
CFB,6280.349206349207,CFB
CACNA2D1,497333.0,CACNA2D1
ITGB7,15959.0,ITGB7
CLSTN3,29247.0,CLSTN3
POLR3GL,14158.0,POLR3GL
FAM189B,8278.0,FAM189B
PEX11B,7367.0,PEX11B
HMCES,27358.0,HMCES
WWTR1,219479.0,WWTR1
AC243547.3,50553.0,AC243547.3
MAMDC2,160780.58620689655,MAMDC2
ANKRD34A,5134.0,ANKRD34A
ZNRD1,6003.5,ZNRD1
TSC22D3,64121.0,TSC22D3
LIX1L,24594.0,LIX1L
RBM8A,9964.0,RBM8A
AHI1,214233.0,AHI1
C2,41835.20264681555,C2
IQUB,82884.0,IQUB
DNAJC19,6065.0,DNAJC19
COMMD2,14023.0,COMMD2
LYPD1,26726.0,LYPD1
CHCHD2,4903.0,CHCHD2
SPATA31A7,6277.0,SPATA31A7
PLXNA2,222142.0,PLXNA2
GPR39,229777.0,GPR39
MEX3B,4341.0,MEX3B
NUPR2,1736.0,NUPR2
FAM114A1,78062.0,FAM114A1
NCBP2L,20930.0,NCBP2L
RUNDC1,13125.0,RUNDC1
ZNF740,14438.0,ZNF740
FLRT3,14629.0,FLRT3
ALS2CL,24709.0,ALS2CL
CSAD,23246.0,CSAD
ELMO3,4918.0,ELMO3
H1FX,1515.0,H1FX
BCAS1,133817.0,BCAS1
SEL1L2,147196.0,SEL1L2
ABI3BP,244359.0,ABI3BP
DCTN6,27320.0,DCTN6
DHX16,19428.52564102564,DHX16
PRPF31,16334.5,PRPF31
DPY19L4,74133.0,DPY19L4
EFCAB12,27330.0,EFCAB12
SEPT6,77646.0,SEPT6
MBOAT4,12862.0,MBOAT4
LEPROTL1,81810.0,LEPROTL1
LMLN2,5927.0,LMLN2
HK1,131900.0,HK1
HSD17B13,19097.0,HSD17B13
PFN2,85884.0,PFN2
PLEKHG4,11989.0,PLEKHG4
NDUFA4,8210.0,NDUFA4
HSD17B11,54673.0,HSD17B11
GRM1,409955.0,GRM1
MACROD2,2057828.0,MACROD2
SERPINA10,12809.034482758621,SERPINA10
C5orf30,19897.0,C5orf30
C6orf136,6087.349090909091,C6orf136
WDR34,23126.0,WDR34
CENPF,61376.0,CENPF
PRPH2,25999.0,PRPH2
SPTAN1,81104.0,SPTAN1
RHOU,11185.0,RHOU
LTBP3,20125.0,LTBP3
RNF13,149431.0,RNF13
ANXA7,38975.0,ANXA7
ZNF780A,21786.0,ZNF780A
RRM1,44225.0,RRM1
AL929554.1,3130.0,AL929554.1
LRRC26,1293.0,LRRC26
TMEM210,1551.0,TMEM210
NDUFA3,6275.4299065420555,NDUFA3
SOX2,2511.0,SOX2
ARHGAP31,126341.0,ARHGAP31
ARMC1,31759.0,ARMC1
FGF5,70081.0,FGF5
MLEC,14710.0,MLEC
CFAP299,628036.0,CFAP299
FBXL2,126637.0,FBXL2
AP4S1,71344.0,AP4S1
KCTD19,37332.0,KCTD19
ZNF780B,27971.0,ZNF780B
SPATA12,14768.0,SPATA12
UNC119B,13182.0,UNC119B
ARHGEF3,351911.0,ARHGEF3
SPIRE2,53140.0,SPIRE2
ACADS,14234.0,ACADS
TMEM156,66178.0,TMEM156
ZFAND4,57279.0,ZFAND4
CRYZL1,54585.0,CRYZL1
VAX1,9780.0,VAX1
STRN3,132602.0,STRN3
KCNK18,12810.0,KCNK18
SPPL3,141848.0,SPPL3
ANKUB1,207285.0,ANKUB1
MBD4,9235.0,MBD4
SEPT2,38927.0,SEPT2
CNBD1,748777.0,CNBD1
MRPS14,12636.0,MRPS14
GJB6,10403.0,GJB6
SLC18A2,38337.0,SLC18A2
GK,78097.0,GK
CACYBP,12552.0,CACYBP
MSS51,9982.0,MSS51
TDG,23052.0,TDG
NCKAP5,896675.0,NCKAP5
HELB,45100.0,HELB
PSMA5,27406.0,PSMA5
MEGF9,113659.0,MEGF9
COCH,20551.0,COCH
RHOA,53853.0,RHOA
PDZD8,98166.0,PDZD8
ANO3,353690.0,ANO3
BCAT1,139077.0,BCAT1
TCTA,4269.0,TCTA
BIRC3,21953.0,BIRC3
GRIP1,721731.0,GRIP1
NOC3L,29733.0,NOC3L
CACNB3,15147.0,CACNB3
PALMD,48428.0,PALMD
IFT122,80471.0,IFT122
EMX2,7101.0,EMX2
FOXD4L5,3108.0,FOXD4L5
GLT8D2,75199.0,GLT8D2
SCAMP3,6451.0,SCAMP3
DNAJC25-GNG10,38843.0,DNAJC25-GNG10
GNG10,8621.0,GNG10
INAFM1,1254.0,INAFM1
DNAJC25,23017.0,DNAJC25
C5AR1,32043.0,C5AR1
SCYL1,13627.0,SCYL1
C5AR2,15180.0,C5AR2
HCFC2,41993.0,HCFC2
SMARCD2,10984.0,SMARCD2
MUC15,13231.0,MUC15
ATP5PO,12361.0,ATP5PO
HIKESHI,43732.0,HIKESHI
SKP2,32330.0,SKP2
ERAP1,47290.0,ERAP1
HNF1A,23969.0,HNF1A
SH3TC2,139524.0,SH3TC2
PADI1,40879.0,PADI1
NFYB,21155.0,NFYB
TRAPPC2L,6466.0,TRAPPC2L
UBP1,53035.0,UBP1
RAB11FIP2,42025.0,RAB11FIP2
SLFN11,23396.0,SLFN11
C17orf78,16728.0,C17orf78
FRRS1,57999.0,FRRS1
ADAM32,177940.0,ADAM32
NXPH4,9655.0,NXPH4
MID2,101438.0,MID2
ACACA,323415.0,ACACA
LAMA4,146182.0,LAMA4
TSC22D2,58096.0,TSC22D2
DONSON,29164.0,DONSON
RIBC1,8430.0,RIBC1
C16orf96,44224.0,C16orf96
AP001267.5,81135.0,AP001267.5
GALNS,43236.0,GALNS
TBCC,1615.0,TBCC
PCSK1,43810.0,PCSK1
RAB4A,34832.0,RAB4A
RAB32,11120.0,RAB32
ARCN1,30643.0,ARCN1
NOTCH2,189226.0,NOTCH2
SMC1A,48579.0,SMC1A
COPRS,7420.0,COPRS
FAM204A,44403.0,FAM204A
RTKN,16586.0,RTKN
MEPCE,5328.0,MEPCE
NADK,29225.0,NADK
SYPL2,15588.0,SYPL2
TYROBP,3894.0,TYROBP
SPHAR,191.0,SPHAR
ZCWPW1,28166.0,ZCWPW1
BIRC2,31459.0,BIRC2
CYP24A1,20540.0,CYP24A1
EID3,1466.0,EID3
TXNRD1,134528.0,TXNRD1
TMEM25,16239.0,TMEM25
CLDN3,1273.0,CLDN3
DUSP27,35120.0,DUSP27
DCAF4L2,3268.0,DCAF4L2
CLDN4,33151.0,CLDN4
GPA33,113643.0,GPA33
KCNK2,231318.0,KCNK2
NDUFA4L2,5812.0,NDUFA4L2
NAIF1,6973.0,NAIF1
TMEM39A,39881.0,TMEM39A
BMP3,26924.0,BMP3
TMSB4Y,2125.0,TMSB4Y
MTCH1,18157.0,MTCH1
SLC25A25,41044.0,SLC25A25
PRLHR,5651.0,PRLHR
SHMT2,5362.0,SHMT2
SERPINA6,19143.5,SERPINA6
CACUL1,81082.0,CACUL1
MMP16,296014.0,MMP16
LRFN3,10409.0,LRFN3
BICRAL,121602.0,BICRAL
UBALD1,6144.0,UBALD1
RPL27,4686.0,RPL27
NDUFA5,20907.0,NDUFA5
GART,34655.394736842114,GART
TXNL1,54391.0,TXNL1
TUBD1,33466.0,TUBD1
WASHC2C,65761.0,WASHC2C
NUDT12,13935.0,NUDT12
ABCC2,69954.0,ABCC2
ATXN7L2,9325.0,ATXN7L2
XAF1,20200.0,XAF1
EIF3A,47153.0,EIF3A
HCN3,12325.0,HCN3
WDR7,385263.0,WDR7
C12orf43,16016.0,C12orf43
TMEM123,74052.0,TMEM123
PTPRJ,190283.0,PTPRJ
NTRK3,397017.0,NTRK3
SULT1C4,11078.0,SULT1C4
CLK2,15623.0,CLK2
ZNF611,32260.0,ZNF611
TACR2,12964.0,TACR2
FFAR1,2310.0,FFAR1
EP400,131182.0,EP400
ENPP2,116367.0,ENPP2
POGLUT1,25745.0,POGLUT1
SOWAHD,1614.0,SOWAHD
SHOC1,108835.0,SHOC1
PKLR,11870.0,PKLR
SEZ6L,214135.0,SEZ6L
OR4B1,929.0,OR4B1
NANOS1,4016.0,NANOS1
SEC22B,25617.0,SEC22B
DHX34,33389.0,DHX34
TTC36,3725.0,TTC36
NCLN,24012.0,NCLN
NASP,35058.0,NASP
FAM45A,33898.0,FAM45A
OASL,20131.0,OASL
TNN,80208.0,TNN
UBE4A,39626.0,UBE4A
TIMMDC1,26558.0,TIMMDC1
SPOCD1,25629.0,SPOCD1
PADI3,35135.0,PADI3
AC092143.1,16927.0,AC092143.1
MC1R,8858.0,MC1R
AL365214.3,113288.0,AL365214.3
NOMO2,144886.0,NOMO2
