Genes,Average_GC,Norm_Symbol
HNRNPA1P48,40.9,HNRNPA1P48
PNLIPRP1,44.74,PNLIPRP1
AC270293.2,42.69,AC270293.2
TBL1X,45.26,TBL1X
THBS1,43.51,THBS1
CCDC68,39.73,CCDC68
DEFB129,39.94,DEFB129
SLC47A2,47.45000000000001,SLC47A2
HPGDS,38.55,HPGDS
GCM2,44.51,GCM2
SASS6,36.48,SASS6
KDM8,51.92000000000001,KDM8
ZNF799,41.86,ZNF799
SMN1,42.24999999999999,SMN1
AZIN1,40.81,AZIN1
MMP3,38.03,MMP3
MELTF,56.21,MELTF
POLQ,39.06,POLQ
ZNF384,46.35,ZNF384
NT5C1B,36.93,NT5C1B
PANX3,46.57,PANX3
KRTAP5-6,61.5,KRTAP5-6
HCFC1R1,63.71,HCFC1R1
IRF1,53.79,IRF1
KCNJ16,38.40999999999999,KCNJ16
CCDC58,39.16,CCDC58
CWF19L2,36.3,CWF19L2
MFSD14A,39.5,MFSD14A
CDH9,34.23,CDH9
SLCO2A1,47.83000000000001,SLCO2A1
PLIN1,52.04,PLIN1
ERO1B,37.47,ERO1B
HES3,65.97,HES3
KDF1,51.4,KDF1
PI4KB,48.46,PI4KB
AFF4,40.42,AFF4
S100A16,57.24,S100A16
GLRB,35.18,GLRB
JADE1,44.2,JADE1
MAP1LC3A,52.56,MAP1LC3A
UHRF1,52.99,UHRF1
MCOLN3,40.77,MCOLN3
PIGV,48.34,PIGV
FCN3,54.45,FCN3
STPG3,65.95,STPG3
STK26,36.6,STK26
GNAI3,39.95,GNAI3
AXIN1,54.38,AXIN1
FLYWCH2,51.45,FLYWCH2
ANKRD53,55.73,ANKRD53
TNFSF18,36.87,TNFSF18
OR2L2,35.53,OR2L2
TAAR6,44.51,TAAR6
TBC1D3E,60.15,TBC1D3E
P3H1,50.04,P3H1
SSU72P3,49.23,SSU72P3
NIP7,47.96,NIP7
API5,37.75,API5
NES,59.01,NES
SNX9,42.45,SNX9
PYDC2,52.04,PYDC2
LELP1,45.89,LELP1
DPF2,48.46,DPF2
AKAP17A,60.91,AKAP17A
GOSR1,39.72,GOSR1
PAX4,50.63,PAX4
CT47A2,49.47,CT47A2
BDNF,40.25,BDNF
CIB4,49.04,CIB4
CSAG3,40.94,CSAG3
TBXA2R,55.77,TBXA2R
FAM210B,49.24,FAM210B
TMEM82,58.77,TMEM82
SPRY2,49.06,SPRY2
CTRB2,62.24000000000001,CTRB2
CARS2,48.05,CARS2
FXYD7,52.39000000000001,FXYD7
PRICKLE1,41.36000000000001,PRICKLE1
UBE2D3,38.48,UBE2D3
C10orf99,48.35,C10orf99
CCR2,44.06,CCR2
NDUFB8,47.71,NDUFB8
ABI1,38.44,ABI1
AVPI1,48.89,AVPI1
OVCA2,58.97,OVCA2
KLHL40,58.47,KLHL40
NRDE2,44.1,NRDE2
DAZ1,35.99,DAZ1
RLN3,50.95,RLN3
PPP1R3A,36.17,PPP1R3A
MRPS11,45.95,MRPS11
SFPQ,41.82,SFPQ
BX276092.9,58.72,BX276092.9
IGFBP7,42.44,IGFBP7
ATP11A,50.32999999999999,ATP11A
MACROD1,58.06,MACROD1
WDR86,57.01000000000001,WDR86
HIST3H3,63.41,HIST3H3
LNX2,37.61,LNX2
MGAT3,57.01,MGAT3
AL603764.2,47.6,AL603764.2
STK39,40.12,STK39
SYT5,56.23,SYT5
SLIT2,36.12,SLIT2
ZNF772,42.84,ZNF772
BBS7,35.63,BBS7
TNFSF8,42.47,TNFSF8
RNF125,42.32,RNF125
PIP5K1A,45.21,PIP5K1A
BRD2,50.94820512820514,BRD2
NDUFA10,48.42,NDUFA10
MUSTN1,57.08,MUSTN1
INTS1,63.53,INTS1
INTS13,36.38,INTS13
UBALD2,58.09,UBALD2
TRMT44,49.1,TRMT44
TAF9,44.785,TAF9
ITGA4,36.03,ITGA4
SF3B4,47.69,SF3B4
SNTG1,35.87,SNTG1
KRTAP23-1,56.4,KRTAP23-1
PPM1K,39.9,PPM1K
CTU2,60.9,CTU2
INKA1,64.6,INKA1
HERC4,38.0,HERC4
TNC,41.85,TNC
CLP1,47.28,CLP1
FIBP,55.12,FIBP
RAD50,38.81,RAD50
ZNF490,45.8,ZNF490
KMT2B,59.77,KMT2B
AC012314.7,56.08,AC012314.7
PARP15,40.52,PARP15
ARMH3,42.35,ARMH3
AL132780.3,48.18,AL132780.3
EEF1B2,45.25,EEF1B2
ARPC1A,45.22,ARPC1A
NOD2,48.07,NOD2
AC092835.1,41.52,AC092835.1
EGFLAM,42.6,EGFLAM
ALX3,58.58,ALX3
NLRP6,63.52,NLRP6
POMC,51.16,POMC
GABRR2,45.84,GABRR2
DNAJB11,40.07,DNAJB11
NT5C1A,52.18,NT5C1A
CCDC144NL,38.77,CCDC144NL
GNPAT,41.78,GNPAT
AC139768.1,50.08000000000001,AC139768.1
ODC1,45.53,ODC1
VPS16,48.8,VPS16
CELF2,41.909999999999975,CELF2
C13orf42,41.97,C13orf42
SPTA1,37.55,SPTA1
ECHS1,55.55,ECHS1
GJB7,40.38,GJB7
AC239811.1,39.31,AC239811.1
DPM2,56.79,DPM2
EPAS1,46.71,EPAS1
GLI2,52.42,GLI2
FSTL3,64.93,FSTL3
DCAF7,43.95000000000001,DCAF7
PRR16,35.5,PRR16
EDC3,43.70000000000001,EDC3
CRYZ,39.61000000000001,CRYZ
KP420441.4,48.08,KP420441.4
TM4SF18,37.76,TM4SF18
AFF1,41.19,AFF1
PAK6,51.07,PAK6
PKD2L2,39.32999999999999,PKD2L2
VCX3A,57.5,VCX3A
CCT4,40.97,CCT4
FOXA3,53.2,FOXA3
KL,40.44,KL
NCSTN,46.8,NCSTN
SP8,54.29999999999999,SP8
TOR1A,52.21,TOR1A
MREG,42.54,MREG
COLGALT1,52.81,COLGALT1
CDC20B,39.64,CDC20B
IRS1,40.89,IRS1
ATG4C,35.44,ATG4C
DDX31,44.73,DDX31
HEMK1,53.84,HEMK1
SELENOT,37.86,SELENOT
KNSTRN,44.95,KNSTRN
FAM151A,51.79,FAM151A
UGDH,41.86,UGDH
KRTAP9-2,51.64000000000001,KRTAP9-2
TCF3,59.559999999999974,TCF3
ZNF341,49.23,ZNF341
TDRP,42.86,TDRP
AC011295.2,43.75,AC011295.2
TAB2,38.87,TAB2
AC012314.9,56.08,AC012314.9
PAXX,64.81,PAXX
RPS29,43.43,RPS29
USP11,48.33,USP11
FAM181A,52.61,FAM181A
UNC80,37.57,UNC80
ZNF655,42.73,ZNF655
DNMT3L,57.0,DNMT3L
VSTM2L,54.01,VSTM2L
SYCE1L,46.1,SYCE1L
ZBTB25,42.25,ZBTB25
C16orf86,64.35,C16orf86
USP17L21,51.64,USP17L21
TTC17,37.9,TTC17
PTPRG,40.79,PTPRG
MOGAT3,54.66,MOGAT3
DHX38,51.48,DHX38
TOMM20L,42.29,TOMM20L
KLK7,55.8,KLK7
DKK2,36.05,DKK2
RAB43,50.78,RAB43
MAP7D3,40.66,MAP7D3
AC275440.2,49.71,AC275440.2
ANKRD40CL,46.21,ANKRD40CL
AC027455.4,49.46,AC027455.4
PNLIPRP2,44.12,PNLIPRP2
KCNF1,66.97,KCNF1
APOF,49.17,APOF
USH1G,61.05,USH1G
OCM2,45.95,OCM2
CCDC66,39.8,CCDC66
CCND1,58.58,CCND1
ALB,34.86,ALB
PLOD2,36.22,PLOD2
DTL,38.44,DTL
PATE2,43.48,PATE2
PRLHR,48.81,PRLHR
REPS2,40.94,REPS2
ITIH1,54.93,ITIH1
CFAP100,50.89000000000001,CFAP100
TMEM179B,52.82,TMEM179B
CDC25A,45.04,CDC25A
NLGN2,59.54,NLGN2
LILRA1,50.8475,LILRA1
AC244197.3,47.29,AC244197.3
NDUFA13,53.15,NDUFA13
NXT2,37.4,NXT2
OSBPL1A,40.87,OSBPL1A
MS4A8,45.71,MS4A8
ANO6,39.44,ANO6
TRPV4,52.04,TRPV4
PPP1CC,41.52,PPP1CC
ZNF883,37.57,ZNF883
NR2C2AP,56.79,NR2C2AP
AC007244.1,70.06,AC007244.1
LMOD2,42.42,LMOD2
PRELID2,38.53,PRELID2
SH2D3A,51.73,SH2D3A
DOCK1,45.16,DOCK1
PPP2R3B,58.26000000000001,PPP2R3B
STX18,41.43,STX18
CXCL12,52.37,CXCL12
STAM,37.1,STAM
IRAK2,48.88,IRAK2
RBP3,55.02,RBP3
ADSL,44.97000000000001,ADSL
ORMDL3,57.09000000000001,ORMDL3
SPATA45,43.95,SPATA45
MRPL44,37.35,MRPL44
SLC1A3,40.36000000000001,SLC1A3
ABCA13,38.84,ABCA13
AGXT2,42.33,AGXT2
XPNPEP1,44.62,XPNPEP1
VPS4A,54.5,VPS4A
EBPL,45.54,EBPL
KRTAP20-2,47.14,KRTAP20-2
IFIT5,41.51,IFIT5
NECTIN4,52.52,NECTIN4
EMX1,55.10999999999999,EMX1
DPY30,39.0,DPY30
SRRM3,52.93,SRRM3
MFSD2B,48.5,MFSD2B
PHOSPHO2,37.24,PHOSPHO2
ZNF98,41.75,ZNF98
ACTRT2,61.51,ACTRT2
ZMYND11,37.8,ZMYND11
GPATCH8,40.95,GPATCH8
GCDH,51.37,GCDH
FMO4,40.13,FMO4
CEP131,59.72000000000001,CEP131
ZNF282,51.83,ZNF282
MARVELD2,43.333846153846146,MARVELD2
PHYHD1,51.56,PHYHD1
PQLC3,50.04,PQLC3
L1TD1,43.26,L1TD1
AGA,39.69,AGA
TYMP,64.41999999999999,TYMP
INO80E,57.0,INO80E
TIMP4,48.37,TIMP4
RAB4B,51.94,RAB4B
KANSL2,41.96999999999999,KANSL2
RHOBTB3,40.56,RHOBTB3
CHST3,51.37,CHST3
RGS16,50.79,RGS16
LAMC1,40.09,LAMC1
PRKD3,36.9,PRKD3
CWC25,47.72,CWC25
PSCA,56.09,PSCA
PDCD11,46.81,PDCD11
EPHA8,56.84,EPHA8
GAN,41.46,GAN
C1R,51.55,C1R
ASAH1,40.73,ASAH1
RPRD1A,38.63,RPRD1A
RNF169,39.49,RNF169
NBPF6,45.33000000000001,NBPF6
COL1A1,58.47,COL1A1
GPATCH11,38.7,GPATCH11
PPM1M,58.31,PPM1M
PRRT1,58.61739130434783,PRRT1
RMDN2,39.02,RMDN2
BMPR1B,36.7,BMPR1B
CHST10,48.92,CHST10
DYNLT1,45.31,DYNLT1
DFFB,51.66,DFFB
BCLAF1,35.59,BCLAF1
GU182351.4,48.16,GU182351.4
SYT15,52.36999999999999,SYT15
TCF20,48.84625,TCF20
FBXW7,35.40999999999999,FBXW7
DPPA2,43.89,DPPA2
VAV3,37.54,VAV3
SRP68,45.92,SRP68
RESF1,41.61,RESF1
DNAH2,48.43,DNAH2
OR5V1,36.54642857142857,OR5V1
WDR44,39.07,WDR44
MPHOSPH8,43.32,MPHOSPH8
ZMAT4,40.92,ZMAT4
CNTN3,36.9,CNTN3
RIPK4,53.49,RIPK4
NXF2B,42.22,NXF2B
C6orf47,56.967142857142846,C6orf47
PM20D2,39.6,PM20D2
CA4,54.97,CA4
EFNB2,41.29,EFNB2
TMPRSS13,52.17999999999999,TMPRSS13
RAB3D,51.11,RAB3D
AKT1S1,59.67,AKT1S1
C1orf210,53.9,C1orf210
KCNMB4,39.68,KCNMB4
HIST1H1D,54.35,HIST1H1D
AL512428.1,40.8,AL512428.1
PDP1,42.9,PDP1
DNAJC9,40.0,DNAJC9
EEF2KMT,53.82,EEF2KMT
ZSCAN25,48.45,ZSCAN25
RAB3C,37.99,RAB3C
CDC23,41.22,CDC23
SHPRH,35.43,SHPRH
RAB6D,42.55,RAB6D
AC023490.4,78.54,AC023490.4
DYNC1LI1,39.15,DYNC1LI1
ATXN7L1,45.57,ATXN7L1
LAMP2,38.79,LAMP2
RFPL4A,42.74,RFPL4A
ELF5,45.78,ELF5
RBM41,36.02,RBM41
LRPAP1,57.26,LRPAP1
NDST2,53.04,NDST2
ARFGEF2,43.25,ARFGEF2
PON2,38.28,PON2
CNTNAP3B,38.25,CNTNAP3B
NOTCH3,54.88,NOTCH3
ATG12,36.6,ATG12
MDFIC2,37.49,MDFIC2
ITGAX,52.20000000000001,ITGAX
ATP5PF,41.96,ATP5PF
ADH6,37.38,ADH6
GTF2IRD1,52.72000000000001,GTF2IRD1
SMIM20,45.19,SMIM20
DDX39B,47.22504,DDX39B
PIGM,39.88,PIGM
SERINC1,35.93,SERINC1
TRIM28,59.3,TRIM28
CTDSP2,51.21,CTDSP2
EEF2K,47.84,EEF2K
FOXO6,58.438,FOXO6
SH3RF3,48.6,SH3RF3
EVPL,59.48,EVPL
SELENOM,49.48,SELENOM
RAB10,40.63,RAB10
LGR6,49.61,LGR6
PRDM6,40.18,PRDM6
AC270291.5,51.34,AC270291.5
PCBP1,55.2,PCBP1
AURKAIP1,66.87,AURKAIP1
SLC4A4,37.95,SLC4A4
FCRL4,42.07,FCRL4
RPH3AL,53.82159090909092,RPH3AL
PLCD4,47.34,PLCD4
RACK1,52.35,RACK1
FAU,53.42,FAU
RING1,53.00999999999999,RING1
PLG,40.43,PLG
PPWD1,36.46,PPWD1
MUC13,42.72,MUC13
SPRY3,40.22,SPRY3
RIMS1,35.57,RIMS1
APOL2,49.58,APOL2
PTCHD4,36.75,PTCHD4
CNPY3,50.57,CNPY3
FDX1,39.76,FDX1
OR8S1,45.06,OR8S1
SSX2IP,37.23,SSX2IP
CYP4F12,45.95000000000001,CYP4F12
AL627230.1,56.43,AL627230.1
MYL3,53.82,MYL3
OR10H2,57.16,OR10H2
TAF11L11,52.12,TAF11L11
CALML3,58.56,CALML3
TMBIM6,43.42,TMBIM6
ZBTB43,41.82,ZBTB43
INIP,40.09,INIP
MMAB,52.08000000000001,MMAB
BLZF1,35.78,BLZF1
CALML6,63.13,CALML6
ELL2,38.08,ELL2
ZDHHC24,52.32,ZDHHC24
NEFL,44.93,NEFL
POC5,37.27,POC5
AC079597.3,49.34,AC079597.3
ZNF334,40.56,ZNF334
RAB23,37.65,RAB23
ORM1,55.09,ORM1
CENPO,43.93,CENPO
PNPLA3,49.4,PNPLA3
GNG13,65.52,GNG13
STAT3,45.02,STAT3
SLC39A13,60.59,SLC39A13
NPAT,40.27,NPAT
WRB-SH3BGR,41.92,WRB-SH3BGR
MACC1,36.44,MACC1
MBTPS1,45.15,MBTPS1
EGR1,56.52,EGR1
CUX2,49.27,CUX2
HP,47.67999999999999,HP
PLGRKT,39.9,PLGRKT
ATAD3A,59.86999999999999,ATAD3A
PPP1R12A,36.07,PPP1R12A
STXBP1,47.08,STXBP1
MED29,52.36,MED29
FBXO3,37.03000000000001,FBXO3
ZSCAN20,43.31,ZSCAN20
TNIK,39.52,TNIK
PRAMEF8,49.90181818181818,PRAMEF8
FBXO17,49.2,FBXO17
ZNF135,49.98,ZNF135
PADI2,51.75,PADI2
SEZ6L2,52.94,SEZ6L2
TIMM10,47.99,TIMM10
PIMREG,53.18,PIMREG
RCC1,50.0,RCC1
DDHD2,42.25,DDHD2
FASN,66.64999999999999,FASN
MUC7,38.43,MUC7
SDR9C7,47.72,SDR9C7
NRIP2,51.39000000000001,NRIP2
RSBN1L,39.26,RSBN1L
PYCR2,54.97000000000001,PYCR2
MGST2,43.46,MGST2
LTB,61.755555555555546,LTB
CAPS,57.1,CAPS
ARFIP2,52.8,ARFIP2
GU182353.2,48.24,GU182353.2
ZFYVE16,37.74,ZFYVE16
AR,39.68,AR
CNTNAP4,36.6,CNTNAP4
OR51T1,45.82,OR51T1
LGALS9B,52.95,LGALS9B
THBS2,49.53,THBS2
KIF15,41.47,KIF15
OR1K1,59.1,OR1K1
NOSTRIN,41.105,NOSTRIN
SLC12A9,51.93,SLC12A9
SYNGR1,55.76000000000001,SYNGR1
FAM20C,62.41333333333333,FAM20C
CPA4,46.73,CPA4
NUAK2,51.28,NUAK2
SLC25A32,36.96,SLC25A32
GRAP2,44.48,GRAP2
BSN,48.82,BSN
SOHLH1,61.99,SOHLH1
SNAPC5,44.44,SNAPC5
ASXL3,36.19,ASXL3
EXOSC6,45.77,EXOSC6
LMAN1L,56.54,LMAN1L
SPAG9,40.0,SPAG9
WDR92,39.84,WDR92
ATXN2,42.52,ATXN2
SLC35B2,58.07999999999999,SLC35B2
XPOT,39.72,XPOT
ZNF705E,36.63,ZNF705E
PKHD1L1,35.49,PKHD1L1
ZDHHC2,38.0,ZDHHC2
ISL2,59.44,ISL2
CFC1,53.01,CFC1
PCDHGB1,45.18,PCDHGB1
CCDC157,54.67999999999999,CCDC157
RTF2,43.71,RTF2
GPSM2,38.78,GPSM2
FXR2,48.07,FXR2
RBMS2,44.05,RBMS2
ADGRG3,52.35,ADGRG3
TBL1XR1,39.31,TBL1XR1
SPATA16,36.67,SPATA16
SFSWAP,46.45000000000001,SFSWAP
MYH7B,57.86000000000001,MYH7B
SUN1,52.69,SUN1
PSIP1,37.86000000000001,PSIP1
NAT8L,66.04,NAT8L
TNK1,57.99,TNK1
KIF13A,40.89,KIF13A
PILRA,48.68,PILRA
SLC35A2,52.04,SLC35A2
TNNI1,52.74,TNNI1
CDADC1,38.43,CDADC1
AC242842.3,41.53,AC242842.3
FBXO7,38.81,FBXO7
ATP5F1D,62.95,ATP5F1D
MTX1,55.87,MTX1
KRT2,49.91,KRT2
ATG2B,37.06,ATG2B
MS4A6A,40.17000000000001,MS4A6A
SETDB2,37.41,SETDB2
PML,47.82000000000001,PML
CLCF1,60.06,CLCF1
SORT1,42.26,SORT1
TRAPPC3,49.8,TRAPPC3
APOOL,37.14,APOOL
N4BP2L1,43.1,N4BP2L1
TIFA,40.42,TIFA
SLIRP,41.29,SLIRP
KRTAP10-8,65.87,KRTAP10-8
KRT9,50.11,KRT9
AC138696.1,59.4,AC138696.1
OR4Q2,32.96,OR4Q2
LRRTM1,44.28,LRRTM1
CYP4A22,48.61,CYP4A22
PPL,53.44,PPL
ULK2,41.45,ULK2
CYP3A5,40.47,CYP3A5
PYM1,45.5,PYM1
GPSM1,66.05,GPSM1
UBE2G2,44.85,UBE2G2
NDUFB5,39.72,NDUFB5
KIF2C,49.08,KIF2C
ALOXE3,51.81,ALOXE3
EIF2AK4,40.18,EIF2AK4
SGTB,39.79,SGTB
SOWAHB,60.65,SOWAHB
MEX3C,41.02,MEX3C
GCNT2,43.51,GCNT2
SLC8A3,43.55,SLC8A3
PRR26,48.43,PRR26
LRMP,38.540000000000006,LRMP
IQANK1,49.91,IQANK1
FER1L5,50.75,FER1L5
PRKG2,37.14,PRKG2
TSSK3,54.7,TSSK3
GTF3C6,45.08,GTF3C6
C17orf49,58.07000000000001,C17orf49
SPATA6L,41.45,SPATA6L
DDC,44.40999999999999,DDC
KERA,34.69,KERA
ZNF224,39.97,ZNF224
CMBL,46.38,CMBL
RBM11,35.7,RBM11
WDCP,43.29,WDCP
SLC13A4,46.81,SLC13A4
ZNF596,40.95,ZNF596
PLK4,36.28,PLK4
PLEKHG2,56.65999999999998,PLEKHG2
ZIM2,43.27,ZIM2
CRNN,49.09,CRNN
AC007383.6,48.94,AC007383.6
SLC28A1,48.91,SLC28A1
SAE1,47.18,SAE1
UQCR10,47.62,UQCR10
OBSCN,53.88,OBSCN
TFB2M,41.9,TFB2M
FKBP1B,48.23,FKBP1B
COL11A1,33.18,COL11A1
MORF4L1,45.39999999999999,MORF4L1
FOXQ1,63.17,FOXQ1
CLDN18,42.94,CLDN18
ARSD,48.88,ARSD
GGACT,45.71,GGACT
SAMM50,47.17,SAMM50
KLHL23,42.29,KLHL23
MROH8,45.32999999999999,MROH8
TPM2,54.9,TPM2
BHMT2,43.12,BHMT2
FBXL4,36.71,FBXL4
C9orf64,44.72,C9orf64
XKR5,49.79666666666666,XKR5
RNF4,47.38,RNF4
GJA5,46.17,GJA5
MRPS34,65.4,MRPS34
RAC2,57.65,RAC2
IGHV3-72,51.57,IGHV3-72
GPHB5,44.25,GPHB5
SAMD11,66.58000000000001,SAMD11
GRAP,56.69,GRAP
ZNF114,49.13,ZNF114
LHFPL3,40.02,LHFPL3
FAM234B,43.2,FAM234B
DKKL1,50.25,DKKL1
FGF3,61.22,FGF3
EFNB3,58.11,EFNB3
TEX45,54.07,TEX45
RIMBP3C,62.51,RIMBP3C
CCNB1IP1,39.52,CCNB1IP1
HSD3B1,44.53,HSD3B1
MFSD4B,43.27,MFSD4B
WDR35,36.9,WDR35
SMCHD1,36.8,SMCHD1
ADGRG5,47.09,ADGRG5
PLEKHA5,38.09,PLEKHA5
CHRNB1,51.90999999999999,CHRNB1
ARHGEF9,40.8,ARHGEF9
NPNT,38.07,NPNT
KHDRBS3,38.22,KHDRBS3
SPATA31D1,47.34,SPATA31D1
NEURL1B,50.74,NEURL1B
SNRPC,42.54,SNRPC
RAET1E,46.83,RAET1E
PPRC1,51.98,PPRC1
NOSIP,50.75,NOSIP
MGAT4C,34.59333333333333,MGAT4C
PIK3R3,40.27,PIK3R3
VGLL2,47.8,VGLL2
SLC38A8,52.85,SLC38A8
IKBKG,56.86000000000001,IKBKG
YWHAE,44.77,YWHAE
ALG14,40.49,ALG14
HNF1B,48.08500000000001,HNF1B
NOLC1,47.22,NOLC1
CD8B,46.84,CD8B
LONRF1,38.66,LONRF1
MRPS18C,38.68,MRPS18C
RCAN3,42.26,RCAN3
ARHGEF2,50.95,ARHGEF2
NFKBIA,56.53,NFKBIA
PGAM1,47.44,PGAM1
KLHL25,53.56,KLHL25
FMNL1,58.77,FMNL1
CLEC4C,45.19,CLEC4C
ZNF560,42.52,ZNF560
NT5C3A,37.98,NT5C3A
SMU1,41.17,SMU1
CXCL2,47.61,CXCL2
CDK9,57.43,CDK9
SERTM1,39.42,SERTM1
RPS6KA6,35.25,RPS6KA6
NEK3,39.71,NEK3
SYCP2L,40.47,SYCP2L
ECE1,52.21,ECE1
ENTPD5,44.47,ENTPD5
GSTM3,47.16,GSTM3
DRC3,50.24,DRC3
OR5M3,32.95,OR5M3
FAM83A,49.8,FAM83A
MRPL35,40.87,MRPL35
SLC38A2,38.31,SLC38A2
QPRT,51.63,QPRT
MDFI,58.13,MDFI
OLAH,43.07,OLAH
PTX4,64.18,PTX4
ZNF124,42.19,ZNF124
AC084121.11,58.95,AC084121.11
DROSHA,39.75,DROSHA
KCNJ9,54.82,KCNJ9
PPP2R5C,44.63,PPP2R5C
ASPM,34.66,ASPM
CDH13,42.22,CDH13
SOBP,41.61,SOBP
BANF2,47.87,BANF2
ZC3HAV1,43.41,ZC3HAV1
C6orf226,59.43,C6orf226
AC115220.1,37.96,AC115220.1
PLXNA4,46.94,PLXNA4
ZGPAT,49.61000000000001,ZGPAT
OSM,60.33000000000001,OSM
CNNM4,50.17,CNNM4
KRTAP3-3,48.58,KRTAP3-3
BMP2K,35.68,BMP2K
ERI1,41.64,ERI1
POP5,48.65,POP5
LFNG,62.82999999999999,LFNG
EPB41L1,49.98,EPB41L1
STAT5B,43.63,STAT5B
RAB36,55.45000000000001,RAB36
AKAP10,41.26,AKAP10
NPHP3-ACAD11,37.11,NPHP3-ACAD11
APOA1,62.5,APOA1
UQCR11,56.29,UQCR11
PLPP2,54.68,PLPP2
ANKS4B,42.41,ANKS4B
TET3,46.75,TET3
LAMB4,40.71,LAMB4
PCDHB16,44.75,PCDHB16
NBPF26,40.7,NBPF26
REXO2,39.61000000000001,REXO2
RANBP17,37.4,RANBP17
SIK3,40.48,SIK3
TSN,44.0,TSN
HIST1H3B,56.32,HIST1H3B
XPO5,43.77,XPO5
KRTAP1-4,64.22,KRTAP1-4
SLC35G6,58.2,SLC35G6
ARL14EPL,38.5,ARL14EPL
MAML1,47.635,MAML1
MTIF2,39.60000000000001,MTIF2
MAP4K3,36.89,MAP4K3
ZCCHC7,36.62,ZCCHC7
AL593848.2,42.78,AL593848.2
SLC18A2,45.79,SLC18A2
AGPAT1,50.584285714285706,AGPAT1
ALMS1,38.69,ALMS1
GGTLC2,59.03,GGTLC2
MCM3,43.17,MCM3
RGN,43.38,RGN
PSMC5,50.95,PSMC5
CBFA2T3,60.67,CBFA2T3
ZXDB,46.1,ZXDB
PNPLA7,54.8,PNPLA7
UBE2Q1,50.99,UBE2Q1
TRIO,43.38,TRIO
FKBP6,47.76,FKBP6
ALPK1,40.45,ALPK1
SLC35E3,43.37,SLC35E3
RNF24,40.49,RNF24
ZNF667,43.97,ZNF667
KBTBD7,42.21,KBTBD7
CCDC78,65.24,CCDC78
ZNF467,59.66,ZNF467
TRMT10A,35.05,TRMT10A
SPANXB1,49.96,SPANXB1
LMO3,35.63,LMO3
DRAM1,41.4,DRAM1
NKIRAS1,42.91,NKIRAS1
STAT6,50.56,STAT6
ABHD1,50.81,ABHD1
UBE2E3,35.61,UBE2E3
ZADH2,46.3,ZADH2
SNX4,40.09,SNX4
ISCA1,41.36,ISCA1
ZNF285,41.87,ZNF285
PEX19,46.35,PEX19
CEP250,47.9,CEP250
FAM71B,48.77,FAM71B
PRPS1L1,45.87,PRPS1L1
SLC6A12,52.8,SLC6A12
AC270272.1,58.04,AC270272.1
WASF1,36.64999999999999,WASF1
KLF7,41.5,KLF7
NCK1,39.32,NCK1
KATNB1,56.57999999999999,KATNB1
ZNF780A,38.52,ZNF780A
OCSTAMP,48.08,OCSTAMP
AGO4,41.67,AGO4
OVOL1,60.15,OVOL1
MMS22L,35.58,MMS22L
CCT8,38.32,CCT8
TRAF7,63.76,TRAF7
CD226,39.63999999999999,CD226
SMIM28,39.1,SMIM28
PRAMEF5,47.5625,PRAMEF5
USP5,52.77,USP5
UBR2,39.1,UBR2
SLC12A5,53.28999999999999,SLC12A5
DHX57,41.54,DHX57
PKM,48.38,PKM
MSH4,37.01,MSH4
LIN7A,36.73,LIN7A
NCBP2,44.02,NCBP2
OR13H1,45.33,OR13H1
C14orf177,46.05,C14orf177
GNLY,45.86,GNLY
AC270264.1,49.35,AC270264.1
NASP,42.9,NASP
ZNF691,47.25,ZNF691
AGPAT2,62.71,AGPAT2
NCAPG,35.36,NCAPG
KIAA2026,37.76,KIAA2026
NMNAT1,46.13,NMNAT1
LIPE,54.96,LIPE
WDR91,47.38,WDR91
PHYH,46.07,PHYH
AC013394.1,38.36,AC013394.1
PITX3,54.66,PITX3
CAPN3,46.85000000000001,CAPN3
ABHD12B,42.93,ABHD12B
CBLC,53.48,CBLC
SSTR2,47.17,SSTR2
ACAA1,51.46,ACAA1
PTN,38.25,PTN
TNPO1,37.25,TNPO1
SRSF8,43.87,SRSF8
OR52K1,39.88,OR52K1
ADAM20,37.22,ADAM20
ITIH4,55.65,ITIH4
WFDC11,39.66,WFDC11
PLXNC1,43.77,PLXNC1
IFNW1,36.39,IFNW1
GAS6,57.6,GAS6
ZNF195,41.43,ZNF195
PPP1R2,39.0,PPP1R2
SLC51B,47.76,SLC51B
REEP4,62.11,REEP4
OTOS,57.2,OTOS
TAC1,39.5,TAC1
CLEC20A,49.76,CLEC20A
POLA1,38.8,POLA1
CYBA,61.63,CYBA
TAB3,38.95,TAB3
BNIP3,49.42,BNIP3
CBLN1,56.88,CBLN1
CCDC185,62.95,CCDC185
ZNF721,41.11,ZNF721
GRIK1,38.04,GRIK1
PRR13,48.59000000000001,PRR13
FGF20,39.47,FGF20
RANBP10,49.73,RANBP10
OLIG2,58.85999999999999,OLIG2
ARSH,41.1,ARSH
MSN,44.63,MSN
CACNB3,57.6,CACNB3
OPRPN,35.93,OPRPN
SPATA48,37.62,SPATA48
AC012314.25,56.08,AC012314.25
WNT16,38.61,WNT16
SSR2,46.99,SSR2
C1QC,54.67,C1QC
OR9Q1,40.01,OR9Q1
RABL2B,50.05,RABL2B
AC012314.20,56.08,AC012314.20
LRP8,51.86,LRP8
SCYGR4,50.54,SCYGR4
COL3A1,33.8,COL3A1
KRT31,49.79,KRT31
SEC61A1,47.3,SEC61A1
FREM1,39.39,FREM1
