Genes,CDS_Length,Norm_Symbol
NEFM,2289.0,NEFM
FAM89B,522.0,FAM89B
TCEAL1,480.0,TCEAL1
AC008162.2,125.0,AC008162.2
BCAS4,488.0,BCAS4
MS4A18,1086.0,MS4A18
LTK,2268.507042253521,LTK
SPRR5,327.0,SPRR5
B3GNT4,789.0,B3GNT4
KRTAP3-3,297.0,KRTAP3-3
SMARCD3,994.0769230769232,SMARCD3
CTSH,540.12,CTSH
POF1B,1778.7272727272727,POF1B
ZNF781,984.0,ZNF781
CEACAM8,826.5,CEACAM8
TMEM159,424.2926829268293,TMEM159
ADAM28,1314.2317073170732,ADAM28
FAM209A,516.0,FAM209A
CSAG2,306.42857142857144,CSAG2
SRP72,1600.9811320754718,SRP72
CTAGE4,2334.0,CTAGE4
AK2,505.21153846153845,AK2
TEAD3,1059.162162162162,TEAD3
AC012314.24,2139.0,AC012314.24
NMRK2,560.4571428571429,NMRK2
ENOX2,1587.12987012987,ENOX2
NPAS2,1457.854166666667,NPAS2
FOLR2,626.2,FOLR2
MRPS30,1320.0,MRPS30
RNASE4,444.0,RNASE4
PUS7L,1432.9444444444446,PUS7L
ZDHHC7,860.3142857142857,ZDHHC7
PFKFB4,828.2857142857142,PFKFB4
MCM7,1464.546875,MCM7
FKRP,359.4675324675325,FKRP
PEF1,855.0,PEF1
AMELX,579.0,AMELX
DOCK11,5951.088607594937,DOCK11
ITIH6,3942.0,ITIH6
C14orf93,885.1466666666665,C14orf93
FAM170B,852.0,FAM170B
RASEF,2049.0,RASEF
TUBB2B,1338.0,TUBB2B
MDP1,457.3636363636364,MDP1
NT5C3B,515.047619047619,NT5C3B
KBTBD7,2055.0,KBTBD7
FOXD4L6,1254.0,FOXD4L6
RNF6,2058.0,RNF6
EMC3,605.5555555555555,EMC3
AL353572.3,234.0,AL353572.3
FGF21,630.0,FGF21
PTPN20,623.6213592233008,PTPN20
PITPNA,468.55172413793116,PITPNA
XPR1,1996.8620689655168,XPR1
WDR11,1556.2087912087911,WDR11
RESF1,3154.25,RESF1
ATAD3A,1630.428571428571,ATAD3A
SNAP25,540.047619047619,SNAP25
NKPD1,1833.0,NKPD1
BICRA,3822.375,BICRA
TMEM100,400.75,TMEM100
AC104532.1,207.0,AC104532.1
PMFBP1,1805.3529411764707,PMFBP1
FARP2,1970.4,FARP2
NCAM2,2487.771428571429,NCAM2
GCSAM,369.57142857142856,GCSAM
TAF1D,508.7945205479452,TAF1D
MAP3K10,1320.2592592592596,MAP3K10
SENP3,1049.34693877551,SENP3
R3HCC1L,1862.25,R3HCC1L
NDUFA10,873.6216216216217,NDUFA10
FOXE3,960.0,FOXE3
FAM83G,2179.714285714286,FAM83G
SARNP,516.5454545454545,SARNP
DBNL,721.7653631284917,DBNL
OR6K3,964.0,OR6K3
AMTN,628.5,AMTN
AGPAT1,852.0,AGPAT1
IQSEC3,2819.7735849056603,IQSEC3
HSPB9,480.0,HSPB9
WSCD2,1513.3030303030305,WSCD2
AC104534.3,189.0,AC104534.3
ABCG4,1817.25,ABCG4
EGFL8,849.0769230769231,EGFL8
PPP1R16B,1644.0,PPP1R16B
RNF40,2124.048780487805,RNF40
PTOV1,1003.96875,PTOV1
H1FNT,768.0,H1FNT
TSPAN9,579.921052631579,TSPAN9
TACSTD2,972.0,TACSTD2
TASP1,1006.0714285714287,TASP1
RPS6KB2,643.7213114754097,RPS6KB2
ACBD7,267.0,ACBD7
SPATC1L,817.6666666666665,SPATC1L
SACM1L,997.2659574468087,SACM1L
PRKAR2A,940.8571428571428,PRKAR2A
GSX2,660.0,GSX2
DDX20,1428.36,DDX20
PRR20C,666.0,PRR20C
EML6,5877.0,EML6
XK,1335.0,XK
HIVEP1,3360.196078431373,HIVEP1
CDCP2,1513.8,CDCP2
IGFL2,355.90909090909093,IGFL2
FBXO47,1359.0,FBXO47
CFHR5,1710.0,CFHR5
ZC2HC1C,731.6,ZC2HC1C
LGALS9B,716.4857142857143,LGALS9B
CT47A7,867.0,CT47A7
DAPK3,979.4137931034484,DAPK3
AC246795.3,315.0,AC246795.3
HDLBP,2086.7751937984494,HDLBP
ATP6V1B1,1266.4761904761906,ATP6V1B1
C12orf49,323.84615384615387,C12orf49
CERS2,891.6891891891893,CERS2
ACY3,790.6,ACY3
POLR1E,1015.6666666666665,POLR1E
ISLR2,1309.7941176470588,ISLR2
E2F2,1314.0,E2F2
KRT7,1047.857142857143,KRT7
RNASE1,451.0,RNASE1
SLC22A10,1128.0,SLC22A10
DEFB113,249.0,DEFB113
KHK,877.0,KHK
RPS24,439.6,RPS24
AC055811.2,288.0,AC055811.2
AC256236.2,588.0,AC256236.2
ADAMTS13,2708.245398773006,ADAMTS13
GABRE,757.05,GABRE
NXF2,1881.0,NXF2
PRDM8,1824.0625,PRDM8
OLFML2A,1501.5,OLFML2A
DHRS7C,829.8,DHRS7C
HHIPL1,2103.3529411764707,HHIPL1
PRAP1,442.5,PRAP1
IKBKE,1798.5405405405404,IKBKE
AMMECR1L,933.0,AMMECR1L
TMUB1,703.9090909090909,TMUB1
PPM1K,622.1612903225806,PPM1K
STRC,2871.048387096774,STRC
C12orf29,332.27586206896547,C12orf29
ACTN3,2499.0638297872338,ACTN3
APIP,653.8,APIP
CHI3L2,799.0095238095238,CHI3L2
ANKRD30B,3518.6504854368927,ANKRD30B
CAVIN1,1173.0,CAVIN1
ZDHHC22,425.0,ZDHHC22
RBBP9,561.0,RBBP9
TTC23,984.605504587156,TTC23
USP17L3,1593.0,USP17L3
RPA4,786.0,RPA4
RGS7,1337.8875,RGS7
PLGLB1,285.1666666666667,PLGLB1
RXFP2,2230.0285714285715,RXFP2
RARRES1,805.8,RARRES1
C2orf73,466.54545454545456,C2orf73
EXOC3L4,1105.6153846153843,EXOC3L4
RPL37,259.8,RPL37
HTR2A,1248.8181818181818,HTR2A
SYCE1L,628.3846153846154,SYCE1L
BAMBI,783.0,BAMBI
MUC2,9464.1166180758,MUC2
HEPACAM2,1396.026315789474,HEPACAM2
AC171558.1,951.0,AC171558.1
FBXL13,1973.9640287769785,FBXL13
CRELD1,1086.7407407407406,CRELD1
IVL,1758.0,IVL
LMAN2,852.3823529411765,LMAN2
LINGO2,1821.0,LINGO2
SPAG16,741.5454545454545,SPAG16
PRNP,730.5,PRNP
LY6K,352.09090909090907,LY6K
C15orf53,540.0,C15orf53
KATNAL2,1063.734375,KATNAL2
TAFA1,357.8181818181818,TAFA1
EFNA4,604.0,EFNA4
CD6,1459.2608695652175,CD6
VPS16,1850.7936507936508,VPS16
FILIP1L,2398.5172413793107,FILIP1L
DDX18,1602.3,DDX18
AL133414.2,1047.0,AL133414.2
ZIC1,877.0,ZIC1
KLF12,1209.0,KLF12
HIST1H2AK,393.0,HIST1H2AK
NPIPA2,1042.695652173913,NPIPA2
KRT17,865.7333333333332,KRT17
TIMD4,903.2727272727273,TIMD4
ESCO1,1960.2580645161293,ESCO1
CELA2B,665.6666666666666,CELA2B
POM121,3121.9285714285716,POM121
PLK3,1941.0,PLK3
RNF14,892.8395061728395,RNF14
AMDHD2,1063.780487804878,AMDHD2
AC241409.2,1632.0,AC241409.2
MICAL1,2781.597701149425,MICAL1
DCAF11,669.2535885167464,DCAF11
HNMT,594.0,HNMT
AHSP,240.0,AHSP
TNRC6A,3275.190476190476,TNRC6A
TOLLIP,623.7297297297298,TOLLIP
ABHD4,463.11428571428564,ABHD4
PRR15,222.0,PRR15
CXorf38,734.5263157894735,CXorf38
GNAI2,820.047619047619,GNAI2
AC098650.1,549.0,AC098650.1
HIST2H3A,411.0,HIST2H3A
FAM86C1,342.5357142857143,FAM86C1
RIPK4,2431.2352941176473,RIPK4
ZFHX3,10445.027027027028,ZFHX3
ANXA3,694.6290322580646,ANXA3
LCN15,555.0,LCN15
HOMER3,895.8888888888888,HOMER3
FAM3D,403.33333333333326,FAM3D
SHROOM1,2422.0,SHROOM1
C3orf20,2471.0,C3orf20
IGF2BP2,1727.7096774193549,IGF2BP2
BHLHE41,1449.0,BHLHE41
SEBOX,573.0,SEBOX
HS1BP3,533.2368421052631,HS1BP3
ADGRF1,1611.340909090909,ADGRF1
GPR39,1131.0,GPR39
SMYD1,1298.7272727272727,SMYD1
TMEM9B,364.7272727272728,TMEM9B
OR2T27,954.0,OR2T27
TRIM71,2607.0,TRIM71
XRCC5,1840.037037037037,XRCC5
TRPM6,5729.592,TRPM6
PPP4R4,1548.0652173913047,PPP4R4
FBXO39,568.4545454545455,FBXO39
USP17L21,1656.0,USP17L21
SCAPER,2477.20725388601,SCAPER
COLCA2,538.7297297297297,COLCA2
ENPP2,2282.5298507462685,ENPP2
PTX4,1146.0,PTX4
ORMDL3,419.44,ORMDL3
RHEX,486.27272727272725,RHEX
PPP3CB,1435.1,PPP3CB
LMNB1,1241.53125,LMNB1
SASS6,1974.0,SASS6
YY1,597.55,YY1
KBTBD8,1006.0,KBTBD8
THEM6,401.4,THEM6
ASTN2,2608.763157894737,ASTN2
CHTF18,2521.413223140496,CHTF18
MEAK7,547.1025641025641,MEAK7
KPNA6,1056.5675675675675,KPNA6
TTC33,490.0,TTC33
SPATA12,573.0,SPATA12
KU645198.1,597.0,KU645198.1
ADAMTS20,4689.0,ADAMTS20
PGRMC1,525.6,PGRMC1
RBP4,603.0,RBP4
PCDHB11,1664.0,PCDHB11
PSMB7,739.2666666666668,PSMB7
PLEKHA4,1301.5151515151515,PLEKHA4
PAX3,1278.5806451612902,PAX3
ZNF610,1197.5142857142855,ZNF610
SNX15,655.3714285714286,SNX15
TSHR,1297.8035714285713,TSHR
NPIPB3,704.6857142857143,NPIPB3
AC006059.2,1770.409090909091,AC006059.2
AC131160.1,1227.0,AC131160.1
ZNF180,890.5121951219513,ZNF180
ZBTB33,2019.0,ZBTB33
GAGE12B,23.0,GAGE12B
ENC1,1320.25,ENC1
SCN4A,5511.0,SCN4A
MMP10,1177.5714285714287,MMP10
IL7R,671.3333333333334,IL7R
CREB3L2,946.3653846153846,CREB3L2
TTYH1,1064.4942084942086,TTYH1
ZNF319,978.0,ZNF319
PCBP2,881.0136363636364,PCBP2
ROBO1,4439.984042553191,ROBO1
GU182349.2,803.3181818181819,GU182349.2
PDLIM2,893.6397058823529,PDLIM2
PAXIP1,2156.9411764705883,PAXIP1
FAM102B,1075.5,FAM102B
RBBP8NL,1995.0,RBBP8NL
PLAGL2,1491.0,PLAGL2
TEX13B,939.0,TEX13B
OR10W1,918.0,OR10W1
CCDC17,1396.6470588235293,CCDC17
BSN,11781.0,BSN
RIIAD1,298.2857142857143,RIIAD1
COMMD4,455.07142857142856,COMMD4
EHD2,1156.5,EHD2
KRT82,1542.0,KRT82
TUT1,1817.0,TUT1
SIKE1,630.0,SIKE1
CNPY3,634.5,CNPY3
NBPF20,13857.107784431138,NBPF20
OPN1LW,855.0,OPN1LW
GIMAP8,1998.0,GIMAP8
AC005697.1,480.0,AC005697.1
MTMR3,3282.029411764706,MTMR3
PCDH8,3067.5,PCDH8
NLE1,913.3898305084746,NLE1
HTRA1,1129.5,HTRA1
RTL3,1428.0,RTL3
RPS14,446.5,RPS14
TAX1BP3,341.57142857142856,TAX1BP3
PPIC,639.0,PPIC
DDX52,724.8,DDX52
LACRT,359.78571428571433,LACRT
CLU,836.0410958904109,CLU
SWAP70,1090.404761904762,SWAP70
DEFB124,216.0,DEFB124
XYLT2,1839.8684210526321,XYLT2
AL513523.9,423.0,AL513523.9
SLC12A8,1407.5172413793102,SLC12A8
SGTA,696.7272727272727,SGTA
APOBEC3B,1112.9,APOBEC3B
CYP2A6,970.2,CYP2A6
OR56B4,960.0,OR56B4
HIST1H4A,312.0,HIST1H4A
KRTAP5-9,510.0,KRTAP5-9
MED17,1107.9096385542168,MED17
NDUFB11,477.0,NDUFB11
ANKRA2,795.9285714285713,ANKRA2
SERTM2,270.0,SERTM2
TBL1X,1415.7432432432431,TBL1X
GPHN,1524.4390243902442,GPHN
PTK6,912.2,PTK6
ATAD2B,3031.8867924528304,ATAD2B
FFAR3,1041.0,FFAR3
CCDC150,1615.2906976744187,CCDC150
ZNF727,1500.0,ZNF727
REG1B,480.6,REG1B
MED24,1860.234432234432,MED24
DSP,7717.5,DSP
SENP1,1442.7307692307693,SENP1
IL22,540.0,IL22
NBL1,492.27272727272725,NBL1
SPATA17,731.0526315789474,SPATA17
CRYAA2,439.0,CRYAA2
SSX7,567.0,SSX7
GJD2,966.0,GJD2
UBE2D3,320.6935483870968,UBE2D3
IL1R1,1004.8272727272728,IL1R1
RAC3,466.5,RAC3
UMODL1,2908.8396946564885,UMODL1
PLPP1,702.5294117647059,PLPP1
PON2,599.5714285714286,PON2
MEP1B,1771.054054054054,MEP1B
CYP2F1,1015.3076923076924,CYP2F1
B3GNT5,665.1666666666666,B3GNT5
RSPO1,731.25,RSPO1
AC005154.5,312.0,AC005154.5
BARHL2,1164.0,BARHL2
TMEM232,906.5333333333333,TMEM232
HIST1H3J,411.0,HIST1H3J
DEFB118,372.0,DEFB118
ZSCAN21,1176.6666666666667,ZSCAN21
NPY1R,373.0,NPY1R
PGC,851.695652173913,PGC
IL24,410.2058823529412,IL24
MROH2B,4180.702702702703,MROH2B
ZNF182,1893.692307692308,ZNF182
CENPX,245.2592592592593,CENPX
BLZF1,943.0384615384617,BLZF1
IPMK,1251.0,IPMK
CLDN10,607.0,CLDN10
OXNAD1,769.59375,OXNAD1
CBX4,780.2307692307692,CBX4
PPM1N,582.2777777777778,PPM1N
LIMA1,1615.7012987012988,LIMA1
CPE,805.0833333333335,CPE
MAGEB17,1011.0,MAGEB17
RTL4,933.0,RTL4
AP1AR,775.9090909090909,AP1AR
TAS2R30,960.0,TAS2R30
SNX13,1566.1764705882354,SNX13
EPB41L5,1953.0280373831774,EPB41L5
ATXN1,2343.0,ATXN1
CHID1,806.2896551724137,CHID1
AKNA,3509.769230769231,AKNA
ORC2,1248.888888888889,ORC2
RHPN1,2013.0,RHPN1
CD320,510.3684210526316,CD320
KYAT3,1183.6666666666667,KYAT3
LIMS3,810.36,LIMS3
MNAT1,729.12,MNAT1
GRIK1,2747.2627118644073,GRIK1
PLEKHH1,2634.7291666666665,PLEKHH1
PRR29,472.0285714285714,PRR29
AKR7A3,996.0,AKR7A3
ADO,813.0,ADO
ZBED8,1785.0,ZBED8
LMF2,2086.5,LMF2
FLT3,2593.2244897959185,FLT3
ZNF449,1253.5714285714287,ZNF449
TMOD4,528.0689655172414,TMOD4
FAM166A,868.8,FAM166A
EPM2AIP1,506.83333333333326,EPM2AIP1
PNLIPRP1,961.1621621621623,PNLIPRP1
PLXNA1,5691.0,PLXNA1
SCN9A,4928.700483091788,SCN9A
DMP1,1520.1818181818182,DMP1
CLDN4,630.0,CLDN4
INTS14,1064.1512605042017,INTS14
OR56A5,806.0,OR56A5
COL23A1,1374.9107142857142,COL23A1
FBXO33,903.25,FBXO33
PSKH1,1189.8,PSKH1
GTF2F2,750.0,GTF2F2
ACTRT2,1134.0,ACTRT2
TBC1D26,549.7714285714286,TBC1D26
CES4A,1148.9756097560976,CES4A
GHRH,326.07692307692315,GHRH
DPYSL3,1384.2857142857142,DPYSL3
SIK1,1854.3684210526321,SIK1
ZNF286B,1569.0,ZNF286B
MAT2A,1052.4705882352941,MAT2A
C11orf96,1120.2,C11orf96
HIST1H2AG,393.0,HIST1H2AG
AR,1997.4375,AR
AC073082.1,627.0,AC073082.1
ZSWIM7,158.7236842105263,ZSWIM7
BUB1,2371.8214285714284,BUB1
RGPD3,5280.0,RGPD3
MTRR,903.6792452830188,MTRR
ZDHHC3,738.5909090909091,ZDHHC3
SMYD2,1100.8,SMYD2
TFAP4,574.4285714285714,TFAP4
VLDLR,2380.1463414634145,VLDLR
COX7B2,203.07142857142856,COX7B2
RAX,599.5714285714286,RAX
PAFAH1B2,542.4642857142857,PAFAH1B2
GSN,2003.9776119402984,GSN
FBRS,1897.25,FBRS
ASPRV1,1032.0,ASPRV1
SLC25A5,897.0,SLC25A5
ZNF576,513.0,ZNF576
ELOVL4,945.0,ELOVL4
ZNRF3,2614.846153846154,ZNRF3
PARP6,1297.0991379310346,PARP6
OR2M7,939.0,OR2M7
MCPH1,2124.1034482758623,MCPH1
PARP9,2068.7321428571427,PARP9
STOML3,861.6,STOML3
PCDHAC2,2950.2,PCDHAC2
PMIS2,430.5,PMIS2
CTSK,907.3076923076924,CTSK
MAST1,2954.6415094339623,MAST1
NOL4L,1001.3157894736843,NOL4L
HIST1H1A,648.0,HIST1H1A
TICRR,5307.541666666667,TICRR
AC008676.3,675.0,AC008676.3
BX276092.9,1376.0769230769229,BX276092.9
TCF20,3635.0,TCF20
MRPL45,851.0,MRPL45
RETREG3,613.8620689655173,RETREG3
IFI27L1,259.14,IFI27L1
TPTEP2-CSNK1E,1251.0,TPTEP2-CSNK1E
RBMX2,764.2941176470587,RBMX2
TMEM144,466.7710843373494,TMEM144
FAM92A,570.4,FAM92A
AP2M1,1055.3295454545455,AP2M1
LRRN2,2142.0,LRRN2
MTERF2,713.3125,MTERF2
AC092073.1,523.6666666666666,AC092073.1
TMED4,600.9230769230769,TMED4
CU633846.1,984.8823529411764,CU633846.1
AC145212.1,375.0,AC145212.1
CDC73,1101.157894736842,CDC73
AC004997.1,856.0615384615386,AC004997.1
SOX18,1155.0,SOX18
SOX21,831.0,SOX21
AC113554.1,2220.0,AC113554.1
TCF25,1310.7716535433071,TCF25
ELF3,1027.3333333333333,ELF3
APOC3,298.07142857142856,APOC3
EXD3,1020.1527777777777,EXD3
AC011476.5,764.125,AC011476.5
RNF17,3294.183908045977,RNF17
TMEM67,1921.972972972973,TMEM67
PRAMEF17,1425.0,PRAMEF17
CSRP3,503.8235294117647,CSRP3
LAPTM4A,702.0,LAPTM4A
NFE2L2,1087.482142857143,NFE2L2
SBSN,970.1538461538463,SBSN
ZNHIT3,221.88235294117646,ZNHIT3
PPEF2,1378.1454545454544,PPEF2
TMEM184A,678.3255813953489,TMEM184A
MTMR8,2115.0,MTMR8
DLEC1,4918.2531645569625,DLEC1
EFHB,1966.340909090909,EFHB
AZU1,621.3333333333334,AZU1
SOX6,2088.963963963964,SOX6
SYN3,1112.1818181818182,SYN3
SPACA1,885.0,SPACA1
USP17L27,1593.0,USP17L27
C20orf85,414.0,C20orf85
AC120114.4,254.0,AC120114.4
TGFA,466.7179487179488,TGFA
STX10,532.7391304347826,STX10
TTI1,3143.12,TTI1
TENT4A,1866.642857142857,TENT4A
GU182347.7,915.0,GU182347.7
GRAMD2B,986.8888888888887,GRAMD2B
NAMPT,1026.576923076923,NAMPT
ARSJ,868.0,ARSJ
RHBDF2,1343.4556962025315,RHBDF2
RAB22A,585.0,RAB22A
LST1,181.68545454545452,LST1
CLIC6,2090.076923076923,CLIC6
CT476828.4,1272.0,CT476828.4
RSPH10B,2135.7974683544307,RSPH10B
IQCJ-SCHIP1,1062.2179487179487,IQCJ-SCHIP1
RPL8,622.3409090909091,RPL8
DCUN1D4,475.5092592592592,DCUN1D4
NNAT,265.84615384615387,NNAT
GPR87,1077.0,GPR87
CYP8B1,1496.0,CYP8B1
C8orf76,1143.0,C8orf76
DHRS7B,613.2258064516128,DHRS7B
PTPN4,1249.1666666666667,PTPN4
CERS5,623.2429906542056,CERS5
ZNF444,496.1428571428572,ZNF444
GALNT5,2823.0,GALNT5
CABP5,522.0,CABP5
RHOF,343.14285714285717,RHOF
SUDS3,987.0,SUDS3
UQCRC1,786.8709677419354,UQCRC1
SH3GL2,1059.0,SH3GL2
OR9G9,918.0,OR9G9
AL355987.1,462.0,AL355987.1
BMI1,637.8928571428571,BMI1
AC012309.1,324.14285714285717,AC012309.1
PARP3,1224.5294117647059,PARP3
CDK5R2,1104.0,CDK5R2
BEX4,363.0,BEX4
PEX3,910.5263157894735,PEX3
STK16,867.8571428571429,STK16
GYS2,2112.0,GYS2
SYNDIG1,777.0,SYNDIG1
LAMTOR1,368.42307692307685,LAMTOR1
C10orf143,232.0,C10orf143
SMS,1006.7307692307692,SMS
TMEM98,570.3555555555556,TMEM98
SLC1A6,1049.155172413793,SLC1A6
PFKFB2,813.8307692307692,PFKFB2
IFIH1,2878.6363636363635,IFIH1
KRT77,1215.9473684210527,KRT77
ARL15,454.28571428571433,ARL15
ZSCAN31,685.7826086956521,ZSCAN31
CDK2AP2,293.72727272727275,CDK2AP2
RANBP9,2190.0,RANBP9
FAM110C,966.0,FAM110C
ZNF487,471.9,ZNF487
FBXO34,1935.0,FBXO34
KSR2,2809.5,KSR2
STXBP3,1779.0,STXBP3
ALDH2,975.0232558139536,ALDH2
MT-CO2,684.0,MT-CO2
CCR6,1008.529411764706,CCR6
ABCC11,3972.8536585365855,ABCC11
LIME1,602.0645161290323,LIME1
POLR1C,858.3018867924527,POLR1C
FAM57A,467.8571428571428,FAM57A
RAB3GAP1,2800.0263157894733,RAB3GAP1
ANKRD52,3231.0,ANKRD52
FST,813.1578947368422,FST
VSTM2A,784.5,VSTM2A
IKZF3,1143.3545454545454,IKZF3
DHRS4L2,492.8360655737705,DHRS4L2
LDHAL6B,1146.0,LDHAL6B
RIOK2,1191.3076923076926,RIOK2
RIPOR3,2847.0,RIPOR3
SCRIB,4380.8031496063,SCRIB
MTFMT,877.741935483871,MTFMT
NDRG1,671.5868263473054,NDRG1
LRIG2,3198.0,LRIG2
LRP12,2187.75,LRP12
INTS6,1551.1926605504584,INTS6
OR5P2,969.0,OR5P2
HIGD1C,294.0,HIGD1C
FOSL1,509.625,FOSL1
OR8I2,933.0,OR8I2
SCGN,399.7,SCGN
C22orf39,308.07692307692315,C22orf39
DUSP7,1087.2,DUSP7
INTS13,1222.8,INTS13
EGFR,2599.668874172185,EGFR
GJB3,813.0,GJB3
VPS18,1288.5,VPS18
ALDH18A1,2385.0,ALDH18A1
PDE4D,1647.07,PDE4D
MPP2,1298.3898305084747,MPP2
VPS50,1279.5705521472396,VPS50
PER3,3356.319587628866,PER3
TRPM1,3899.1915584415583,TRPM1
RRAS,657.0,RRAS
METTL22,631.0769230769231,METTL22
FBXL8,533.52,FBXL8
PDE6A,2424.857142857143,PDE6A
NPBWR1,987.0,NPBWR1
CEBPD,810.0,CEBPD
SETD6,1060.872340425532,SETD6
GU182353.2,915.0,GU182353.2
JCHAIN,438.6428571428572,JCHAIN
MRPL49,397.0,MRPL49
NEO1,4175.8705035971225,NEO1
CPNE9,1463.9130434782608,CPNE9
RC3H2,2457.114285714286,RC3H2
S1PR2,1062.0,S1PR2
CPT1B,2107.873786407767,CPT1B
PKD2,1954.6363636363642,PKD2
DSC2,2505.06,DSC2
ARL6IP4,839.7605633802817,ARL6IP4
HERC3,2212.8875,HERC3
SMC4,2572.9530201342277,SMC4
MRPL46,464.5,MRPL46
CCDC151,1207.8235294117646,CCDC151
PRDM9,1703.9230769230771,PRDM9
GCNA,2076.0,GCNA
ADPRM,840.2727272727273,ADPRM
MAP2K2,919.3571428571428,MAP2K2
NIPAL2,1128.5217391304348,NIPAL2
ARSB,1261.3478260869565,ARSB
AC090004.1,400.0,AC090004.1
NUDC,707.8571428571429,NUDC
UNC50,706.1363636363636,UNC50
GMCL1,1548.0,GMCL1
DEPDC1,1443.6829268292686,DEPDC1
SPTLC3,1050.76,SPTLC3
TCL1B,387.0,TCL1B
FNIP1,2982.892857142857,FNIP1
PPP2R2B,943.4426229508196,PPP2R2B
MMP21,929.7222222222223,MMP21
CDC42EP4,489.73333333333335,CDC42EP4
CDK5RAP1,1568.5645161290322,CDK5RAP1
SLC2A4,1241.8846153846155,SLC2A4
ZDHHC15,1001.0869565217392,ZDHHC15
WDR45B,598.2682926829267,WDR45B
FUS,1393.7796610169491,FUS
TRIM59,585.9565217391304,TRIM59
SBF1,5205.066666666667,SBF1
CEBPB,1038.0,CEBPB
MRAP,461.7272727272728,MRAP
IAPP,254.25,IAPP
MTA3,1450.024,MTA3
RPS6KA6,2238.0,RPS6KA6
TAS2R13,912.0,TAS2R13
TTLL4,2406.747826086957,TTLL4
GIMAP2,573.0,GIMAP2
SLC39A10,1229.6363636363635,SLC39A10
MAT1A,919.0714285714287,MAT1A
SESTD1,963.7241379310344,SESTD1
AC270289.2,1362.0,AC270289.2
FFAR2,993.0,FFAR2
IQCD,1236.2727272727273,IQCD
SEPT10,989.3255813953488,SEPT10
HM13,1002.2285714285713,HM13
HNRNPA3,993.3157894736843,HNRNPA3
FAM129C,1824.0895522388062,FAM129C
TRABD,1133.25,TRABD
MEGF11,2491.9726775956283,MEGF11
SPAG5,1558.3188405797105,SPAG5
MLLT11,273.0,MLLT11
NIPAL1,699.6,NIPAL1
JSRP1,996.0,JSRP1
AC275401.1,171.0,AC275401.1
AMD1,669.3,AMD1
KIF4B,3705.0,KIF4B
C2orf74,349.08,C2orf74
CARMIL3,4119.0,CARMIL3
LEMD3,2736.0,LEMD3
LRRC15,1756.8,LRRC15
SORCS2,3068.5263157894733,SORCS2
BTBD11,2372.653846153846,BTBD11
AC072022.2,117.0,AC072022.2
ODF3L2,823.7142857142858,ODF3L2
ZNF761,1494.571428571429,ZNF761
TMEM129,697.9473684210526,TMEM129
PGBD5,1471.5,PGBD5
NELFB,1887.0,NELFB
PRR23A,801.0,PRR23A
C2CD4A,1110.0,C2CD4A
PPT2,764.5598349381019,PPT2
SNX25,2165.2068965517237,SNX25
AL109811.3,503.0,AL109811.3
TGOLN2,1323.84,TGOLN2
DCUN1D5,314.1803278688525,DCUN1D5
NLK,1426.08,NLK
SLC25A15,588.2142857142858,SLC25A15
GAS2,626.64,GAS2
PPP3CA,1114.1153846153843,PPP3CA
NDUFV1,861.1134020618558,NDUFV1
SLC8A2,2011.25,SLC8A2
PCDHA1,2453.333333333333,PCDHA1
PIGB,1029.857142857143,PIGB
CP,2524.6984126984125,CP
TMCO2,549.0,TMCO2
TMEM121B,1027.0,TMEM121B
TNKS2,3501.0,TNKS2
TSPAN7,415.39024390243895,TSPAN7
NDUFA12,234.68,NDUFA12
PIH1D3,645.0,PIH1D3
GDAP1,711.0,GDAP1
ZNF3,681.4117647058823,ZNF3
TBPL1,439.7272727272728,TBPL1
HLA-DPA1,589.705035971223,HLA-DPA1
HOXC11,1026.0,HOXC11
AFDN,4663.799242424242,AFDN
ARHGEF10,3651.587837837838,ARHGEF10
VEZT,613.7558139534884,VEZT
NNT,2210.782608695652,NNT
OR1J1,969.0,OR1J1
VIP,471.10526315789474,VIP
RTCB,1518.0,RTCB
FZD9,1776.0,FZD9
MTERF4,782.1,MTERF4
AMPD2,1734.408906882591,AMPD2
NLRP10,1082.5,NLRP10
GPHB5,393.0,GPHB5
MRPL22,512.4193548387096,MRPL22
MRPL43,569.36,MRPL43
IQCF1,346.33333333333326,IQCF1
ATP5PB,694.75,ATP5PB
NDUFB4,286.0,NDUFB4
FAM218A,474.0,FAM218A
GCSAML-AS1,963.0,GCSAML-AS1
CHCHD6,601.5517241379309,CHCHD6
APOBR,3279.0,APOBR
NCR2,805.5882352941177,NCR2
ERVFRD-1,1617.0,ERVFRD-1
MAGEA2B,433.88571428571436,MAGEA2B
C2CD4B,1095.0,C2CD4B
EEF2K,1995.8059701492537,EEF2K
EXOC1,2670.535714285714,EXOC1
SAMD3,1121.5280898876404,SAMD3
SLC41A2,745.4333333333333,SLC41A2
IL3RA,931.0740740740739,IL3RA
FAM209B,516.0,FAM209B
RSPH10B2,2113.3703703703704,RSPH10B2
PABPC1,1056.0625,PABPC1
EXOC1L,340.5,EXOC1L
ZC3H18,2050.810344827586,ZC3H18
STAG3,3134.7908163265306,STAG3
KIF17,2989.0,KIF17
NPHS2,1056.8,NPHS2
CYB5A,311.1,CYB5A
DDX43,1947.0,DDX43
FAM71B,1818.0,FAM71B
TBCD,1689.7071129707115,TBCD
FBXO42,1636.0,FBXO42
OR10K2,939.0,OR10K2
