Genes,Average No. of Exons per Transcript,Norm_Symbol
SORCS3,20.0,SORCS3
OGT,8.454545454545455,OGT
PPP1R3C,2.0,PPP1R3C
TDRKH,9.733333333333333,TDRKH
CCL11,3.0,CCL11
MZT2A,3.1666666666666665,MZT2A
CNTN5,14.416666666666664,CNTN5
PRAMEF18,3.0,PRAMEF18
COMMD10,6.142857142857142,COMMD10
HNRNPCL4,1.25,HNRNPCL4
RTN4R,2.1666666666666665,RTN4R
AP1G1,9.045454545454543,AP1G1
CFAP73,5.333333333333333,CFAP73
PRAMEF9,4.0,PRAMEF9
FLVCR1,6.4,FLVCR1
TNKS2,27.0,TNKS2
CREBZF,3.333333333333333,CREBZF
ITGB8,8.4,ITGB8
CLC,4.0,CLC
TBL1XR1,5.277777777777779,TBL1XR1
DDX54,7.6,DDX54
PRAMEF25,4.0,PRAMEF25
BLZF1,5.2,BLZF1
SPATA19,7.0,SPATA19
HNRNPCL2,2.0,HNRNPCL2
DLGAP3,8.333333333333334,DLGAP3
RBM28,7.75,RBM28
SEMA6D,11.529411764705882,SEMA6D
CSN1S1,11.0,CSN1S1
PLCD1,6.888888888888888,PLCD1
ASB7,4.5,ASB7
CORO2B,12.0,CORO2B
COX8C,2.0,COX8C
PHB2,5.857142857142858,PHB2
ZNF771,2.75,ZNF771
CCDC181,5.0,CCDC181
DGCR6L,4.333333333333333,DGCR6L
SLC6A14,8.5,SLC6A14
LGR5,13.166666666666664,LGR5
CCR4,2.0,CCR4
DCTPP1,2.6,DCTPP1
SDR9C7,4.0,SDR9C7
CT83,2.0,CT83
RDH16,3.5,RDH16
LINS1,4.142857142857143,LINS1
USP41,7.75,USP41
LHFPL4,2.6666666666666665,LHFPL4
PGGT1B,5.6,PGGT1B
ATP1B1,5.666666666666668,ATP1B1
RITA1,3.0,RITA1
IL6,4.111111111111111,IL6
TRIM32,2.333333333333333,TRIM32
TMCO1,6.666666666666668,TMCO1
UXS1,6.533333333333332,UXS1
ARID3C,7.0,ARID3C
ASTN2,14.25,ASTN2
GALNTL5,7.909090909090909,GALNTL5
KIR2DS4,8.25,KIR2DS4
COL6A6,24.66666666666667,COL6A6
CCDC83,9.0,CCDC83
NME7,7.2142857142857135,NME7
CCDC166,2.0,CCDC166
CCL8,3.0,CCL8
BAK1,6.666666666666668,BAK1
ZNF707,4.793103448275862,ZNF707
STEAP1B,4.5555555555555545,STEAP1B
NDUFA2,2.5,NDUFA2
SP9,2.0,SP9
CCL13,2.5,CCL13
CRYBB3,5.5,CRYBB3
KIAA0319,20.166666666666668,KIAA0319
CBFB,4.615384615384615,CBFB
B4GALNT2,11.0,B4GALNT2
MMRN1,6.75,MMRN1
VAPB,4.5,VAPB
PRAMEF5,4.0,PRAMEF5
CRYBB2,6.0,CRYBB2
UCK2,4.888888888888889,UCK2
LCNL1,2.75,LCNL1
AL807752.7,10.0,AL807752.7
SRRM1,7.130434782608695,SRRM1
B3GALT1,1.0,B3GALT1
PRAMEF8,3.636363636363636,PRAMEF8
PTGDS,4.2,PTGDS
DCLRE1A,7.0,DCLRE1A
CLU,5.0588235294117645,CLU
CCDC89,1.0,CCDC89
PRAMEF33,4.0,PRAMEF33
TPCN1,10.782608695652176,TPCN1
AC114490.3,2.0,AC114490.3
CIR1,5.2,CIR1
FASLG,3.5,FASLG
CNN3,5.571428571428571,CNN3
AC114490.2,17.0,AC114490.2
IGSF9B,9.142857142857142,IGSF9B
ST20,2.6666666666666665,ST20
ZMYM6,6.4444444444444455,ZMYM6
TRIM41,4.777777777777779,TRIM41
TAB1,5.142857142857143,TAB1
MTHFS,3.0,MTHFS
CCL1,3.0,CCL1
JAML,7.0,JAML
TSPAN8,6.571428571428571,TSPAN8
OAZ3,4.818181818181818,OAZ3
LEUTX,3.0,LEUTX
LILRA5,5.130434782608695,LILRA5
PAXX,4.625,PAXX
DHTKD1,6.166666666666668,DHTKD1
HSD17B8,8.0,HSD17B8
ARHGEF28,17.714285714285715,ARHGEF28
TLNRD1,1.0,TLNRD1
TDO2,6.75,TDO2
NHLRC2,6.5,NHLRC2
PHYHIP,4.2,PHYHIP
ST20-MTHFS,3.6666666666666665,ST20-MTHFS
CCT6A,5.4444444444444455,CCT6A
SEPHS2,1.0,SEPHS2
TMEM35B,3.0,TMEM35B
LILRA4,6.75,LILRA4
CLIC3,5.0,CLIC3
AC093830.1,8.0,AC093830.1
TASP1,9.285714285714286,TASP1
ACTG2,6.111111111111112,ACTG2
DNTTIP2,3.7142857142857135,DNTTIP2
PIP4K2B,7.0,PIP4K2B
PIK3R4,6.25,PIK3R4
TMEFF1,10.0,TMEFF1
TUNAR,2.333333333333333,TUNAR
NOS1,20.5,NOS1
PLXNA1,11.5,PLXNA1
RASSF3,4.166666666666667,RASSF3
RPUSD1,5.2,RPUSD1
PRIMA1,5.0,PRIMA1
NSMCE1,5.214285714285714,NSMCE1
CSN2,7.0,CSN2
TNFSF18,3.0,TNFSF18
TENT5A,2.8,TENT5A
MSANTD3-TMEFF1,10.0,MSANTD3-TMEFF1
C14orf93,4.476190476190476,C14orf93
AC084121.7,4.0,AC084121.7
CNDP1,6.428571428571429,CNDP1
FAM181A,2.2,FAM181A
MSANTD3,3.1428571428571432,MSANTD3
PATE1,3.6666666666666665,PATE1
GCLM,5.25,GCLM
GPR182,1.6666666666666667,GPR182
GLB1L3,9.375,GLB1L3
CR1L,7.4,CR1L
ZBTB39,2.0,ZBTB39
BCL2A1,2.5,BCL2A1
FGFBP3,2.0,FGFBP3
ANP32A,4.363636363636363,ANP32A
TLE2,9.590909090909092,TLE2
C3orf56,2.0,C3orf56
UBL4A,3.1428571428571432,UBL4A
BTAF1,23.25,BTAF1
VIM,4.9,VIM
STATH,3.75,STATH
PRR20G,3.0,PRR20G
PVRIG,4.0,PVRIG
CHTF18,10.1,CHTF18
GLB1,6.473684210526316,GLB1
GRAMD1C,7.866666666666666,GRAMD1C
ZC3H18,6.416666666666668,ZC3H18
VSTM2A,4.25,VSTM2A
AC084121.5,4.0,AC084121.5
APCDD1L,3.333333333333333,APCDD1L
STAG3,15.578947368421053,STAG3
ADRB1,1.0,ADRB1
MFSD4A,5.363636363636363,MFSD4A
CSGALNACT2,8.0,CSGALNACT2
AC084121.13,4.0,AC084121.13
NARF,6.703703703703702,NARF
DPF2,6.25,DPF2
RING1,6.0,RING1
CUL1,20.0,CUL1
PRXL2A,5.833333333333332,PRXL2A
BEAN1,3.4545454545454546,BEAN1
GADD45G,3.333333333333333,GADD45G
SORCS1,14.3,SORCS1
PTGIR,2.5,PTGIR
SPESP1,2.0,SPESP1
NOX5,13.111111111111109,NOX5
TMEM132E,7.0,TMEM132E
PRRT4,4.428571428571429,PRRT4
GEM,3.2,GEM
LPP,4.5,LPP
CCDC186,7.428571428571429,CCDC186
TUBG2,7.333333333333332,TUBG2
AC093503.1,2.0,AC093503.1
IQCD,3.6666666666666665,IQCD
CARF,8.85,CARF
AC010542.3,5.0,AC010542.3
EOMES,6.0,EOMES
ELK4,4.8,ELK4
TK2,7.6190476190476195,TK2
CCDC112,7.142857142857142,CCDC112
IL18RAP,6.75,IL18RAP
CFAP161,5.333333333333333,CFAP161
CPEB3,10.0,CPEB3
NSUN6,4.0,NSUN6
SVEP1,27.6,SVEP1
P4HA1,13.0,P4HA1
SIGMAR1,3.0,SIGMAR1
KSR2,13.75,KSR2
KANTR,3.2,KANTR
SLC10A3,2.6666666666666665,SLC10A3
UBTD1,3.0,UBTD1
GNG13,3.0,GNG13
FNBP1,10.444444444444443,FNBP1
MARCH5,4.0,MARCH5
DACT3,3.6666666666666665,DACT3
PPP6R2,17.0,PPP6R2
KSR1,8.95,KSR1
SERPINA7,4.0,SERPINA7
CACNB2,10.642857142857142,CACNB2
SYT1,7.166666666666668,SYT1
AP1M2,6.0,AP1M2
ZNF250,5.6,ZNF250
RANBP10,10.555555555555557,RANBP10
SLC9A4,7.0,SLC9A4
EPM2A,3.7,EPM2A
PRKD2,9.117647058823527,PRKD2
TMPPE,2.0,TMPPE
UBAP1L,4.25,UBAP1L
ZSCAN20,5.333333333333333,ZSCAN20
ME1,14.0,ME1
PANK4,7.96,PANK4
ZDHHC13,8.625,ZDHHC13
ABI3,6.0,ABI3
SEC61G,3.571428571428572,SEC61G
CCL5,3.571428571428572,CCL5
AL121594.1,15.0,AL121594.1
AC036214.3,8.0,AC036214.3
TPRG1,4.4,TPRG1
OR7C2,1.0,OR7C2
KIAA0391,5.2727272727272725,KIAA0391
TPD52,4.931034482758621,TPD52
PWWP3B,4.0,PWWP3B
HSPA6,1.0,HSPA6
POLA1,21.166666666666668,POLA1
FCGR3A,5.0,FCGR3A
SKOR1,10.5,SKOR1
GNGT2,3.8333333333333335,GNGT2
COL28A1,12.0,COL28A1
RFC5,6.888888888888888,RFC5
TNIK,19.4,TNIK
HAMP,2.6666666666666665,HAMP
TAC3,7.636363636363638,TAC3
DDX50,10.166666666666666,DDX50
FOXN2,6.0,FOXN2
TMEM50B,4.9,TMEM50B
HMBOX1,7.125,HMBOX1
TIGD3,2.0,TIGD3
ATAT1,9.240963855421684,ATAT1
AC015688.4,3.0,AC015688.4
VASH2,5.083333333333333,VASH2
PROK2,3.5,PROK2
LAD1,5.142857142857143,LAD1
UBD,2.0,UBD
VPS52,8.472222222222221,VPS52
OR2H2,1.125,OR2H2
LGALS9,6.375,LGALS9
ANKRD2,8.5,ANKRD2
GABBR1,11.91919191919192,GABBR1
SLC25A45,5.466666666666668,SLC25A45
PSMA6,4.941176470588236,PSMA6
PDCD7,3.333333333333333,PDCD7
TDRD1,25.0,TDRD1
GPR107,12.875,GPR107
SPAG6,7.0,SPAG6
DYRK1B,8.375,DYRK1B
ARHGAP42,9.555555555555557,ARHGAP42
IFNGR2,6.083333333333332,IFNGR2
KLHL13,6.888888888888888,KLHL13
WSB2,6.0,WSB2
EPB41L1,11.68421052631579,EPB41L1
FCGR2A,4.071428571428571,FCGR2A
TNNT2,11.78125,TNNT2
NELL1,9.416666666666666,NELL1
FSBP,8.333333333333334,FSBP
CCND3,3.391304347826087,CCND3
GOLGA4,10.833333333333336,GOLGA4
CASTOR3,4.6923076923076925,CASTOR3
SLC35E2B,6.8,SLC35E2B
VWA2,12.333333333333336,VWA2
PUS7L,6.75,PUS7L
RAD54B,5.5,RAD54B
CCDC191,8.5,CCDC191
IL17C,2.5,IL17C
KRT2,6.5,KRT2
HTN3,4.666666666666667,HTN3
TDP2,4.4,TDP2
AOC2,4.0,AOC2
GALNT11,5.384615384615384,GALNT11
KRT1,6.5,KRT1
MYO1A,11.555555555555555,MYO1A
FAM78B,2.8,FAM78B
KRT77,7.0,KRT77
PRSS35,2.0,PRSS35
NAA11,2.333333333333333,NAA11
DBX2,4.0,DBX2
CDC16,14.0,CDC16
SBF1,14.125,SBF1
YWHAH,2.5,YWHAH
AOC3,3.7142857142857135,AOC3
TDRD5,15.25,TDRD5
ZDHHC23,4.25,ZDHHC23
FAM177A1,4.2727272727272725,FAM177A1
PSKH2,3.0,PSKH2
C14orf132,2.75,C14orf132
Z82190.2,21.0,Z82190.2
AC117457.1,5.0,AC117457.1
ATP6V0D2,5.0,ATP6V0D2
KRT76,9.0,KRT76
TPRA1,8.666666666666666,TPRA1
KRT3,9.0,KRT3
GLIPR2,4.0,GLIPR2
KCNMB2,4.4,KCNMB2
QTRT2,4.5,QTRT2
RMC1,9.714285714285714,RMC1
AGAP1,10.642857142857142,AGAP1
CYBA,4.8,CYBA
KRT4,5.2,KRT4
TSPAN14,7.7,TSPAN14
ALG11,3.0,ALG11
ZNF74,4.222222222222221,ZNF74
RGPD3,23.0,RGPD3
PPP2R3C,6.85,PPP2R3C
TMEM132C,9.0,TMEM132C
ITGAL,7.63157894736842,ITGAL
UTP14C,2.0,UTP14C
BDKRB1,2.75,BDKRB1
SLC15A4,4.75,SLC15A4
TJAP1,8.466666666666667,TJAP1
ELP1,21.25,ELP1
NMRAL1,4.388888888888889,NMRAL1
AL355102.2,3.5,AL355102.2
PPP1R12A,10.565217391304348,PPP1R12A
BDKRB2,3.333333333333333,BDKRB2
MAPK15,6.5,MAPK15
TUBA3C,5.5,TUBA3C
CCIN,1.0,CCIN
SLC1A6,5.636363636363638,SLC1A6
ANK1,15.857142857142858,ANK1
VSIG10,3.2307692307692313,VSIG10
NPC1,6.2857142857142865,NPC1
PRR23D2,4.0,PRR23D2
CSMD3,29.9,CSMD3
ZNF610,4.4444444444444455,ZNF610
ANO6,15.142857142857142,ANO6
GCNA,9.333333333333334,GCNA
HOGA1,4.25,HOGA1
ZMAT3,6.75,ZMAT3
FN3KRP,5.111111111111111,FN3KRP
ALG14,3.333333333333333,ALG14
WDR12,4.375,WDR12
IQANK1,5.6,IQANK1
TP63,10.285714285714286,TP63
TNFSF4,2.6666666666666665,TNFSF4
ZNF766,4.111111111111111,ZNF766
FAM83H,3.8,FAM83H
MORN4,3.6666666666666665,MORN4
FAM149B1,6.125,FAM149B1
HMOX2,5.388888888888888,HMOX2
CCDC105,7.0,CCDC105
ZNF407,4.375,ZNF407
PRDX6,3.6666666666666665,PRDX6
MRPS28,3.111111111111111,MRPS28
ZNF480,4.5,ZNF480
CLTA,5.7,CLTA
PLEKHH3,8.888888888888891,PLEKHH3
PI4K2A,9.0,PI4K2A
PEBP1,3.5,PEBP1
IDE,13.222222222222221,IDE
PATE2,3.5,PATE2
MIOS,5.4444444444444455,MIOS
MAGED1,8.1,MAGED1
CCP110,5.909090909090909,CCP110
C6orf62,5.0,C6orf62
PATE3,3.0,PATE3
ASB2,4.6,ASB2
AL355315.1,10.0,AL355315.1
SCARF2,9.0,SCARF2
PATE4,2.333333333333333,PATE4
C10orf62,1.0,C10orf62
CWC25,7.142857142857142,CWC25
DEFB107A,2.0,DEFB107A
CD55,8.714285714285714,CD55
CLIC4,5.25,CLIC4
DEFB105A,3.0,DEFB105A
ACOT13,3.333333333333333,ACOT13
GNS,9.777777777777779,GNS
AC138969.1,7.0769230769230775,AC138969.1
PUS3,3.2,PUS3
DNAJC9,3.25,DNAJC9
KIF11,22.0,KIF11
PCDHA13,3.333333333333333,PCDHA13
PIK3CA,10.6,PIK3CA
KLHL22,4.0,KLHL22
HYLS1,3.333333333333333,HYLS1
ATP9A,18.0,ATP9A
ESF1,12.5,ESF1
ECD,9.0,ECD
TARS2,8.857142857142858,TARS2
CXCR3,2.0,CXCR3
CTSO,8.0,CTSO
NCS1,6.333333333333332,NCS1
MUSK,9.857142857142858,MUSK
DEFB106A,2.0,DEFB106A
CBX5,3.8333333333333335,CBX5
RDH12,5.25,RDH12
GNE,10.0,GNE
HES5,2.333333333333333,HES5
PCDHA9,2.5,PCDHA9
ISX,4.5,ISX
ZFC3H1,8.0,ZFC3H1
ZFYVE26,19.181818181818183,ZFYVE26
PCDHA12,2.5,PCDHA12
HHEX,3.25,HHEX
AC007731.4,5.0,AC007731.4
KCNIP4,5.615384615384616,KCNIP4
SIX6,2.0,SIX6
COPZ1,7.277777777777778,COPZ1
DNAJC27,5.7142857142857135,DNAJC27
SH2D4B,5.4,SH2D4B
C17orf98,3.0,C17orf98
LGI4,7.0,LGI4
C14orf39,9.4,C14orf39
STK39,10.0,STK39
PAXIP1,12.333333333333336,PAXIP1
PCDHAC1,2.5,PCDHAC1
RADX,9.166666666666666,RADX
PHGDH,8.235294117647058,PHGDH
KCNMB3,3.7142857142857135,KCNMB3
EXOC6,12.285714285714285,EXOC6
PCDHA1,3.0,PCDHA1
UNC13B,32.72727272727273,UNC13B
TNFRSF14,5.3125,TNFRSF14
HMCN2,25.5,HMCN2
ANK3,10.375,ANK3
ATP13A2,11.533333333333333,ATP13A2
TMEM19,4.833333333333333,TMEM19
FXYD7,4.75,FXYD7
PCDHAC2,2.25,PCDHAC2
CLPX,7.5,CLPX
TLE5,4.5,TLE5
TMEM56-RWDD3,6.0,TMEM56-RWDD3
MED26,2.7142857142857144,MED26
DDX25,7.2,DDX25
AC073612.1,5.0,AC073612.1
RWDD3,3.571428571428572,RWDD3
THAP2,2.75,THAP2
FXYD1,6.727272727272728,FXYD1
ZNF16,2.888888888888889,ZNF16
AC010422.8,14.0,AC010422.8
WDR83OS,3.6666666666666665,WDR83OS
CFAP70,16.25,CFAP70
PCDHA2,2.333333333333333,PCDHA2
USP19,15.6,USP19
TAOK3,6.684210526315789,TAOK3
AC010422.5,5.0,AC010422.5
AC008764.1,12.0,AC008764.1
PCDHA4,3.0,PCDHA4
RAB21,4.0,RAB21
RAMACL,1.0,RAMACL
LRP5L,5.1,LRP5L
WDR83,7.454545454545454,WDR83
C19orf44,5.25,C19orf44
RNASET2,7.642857142857142,RNASET2
SHQ1,6.375,SHQ1
TMEM56,6.0,TMEM56
PCDHA8,2.5,PCDHA8
COL8A1,4.0,COL8A1
ATG2B,10.0,ATG2B
AVPI1,3.0,AVPI1
RASGEF1A,10.0,RASGEF1A
PCDHA10,3.0,PCDHA10
DEFB104A,2.0,DEFB104A
LRTOMT,5.0,LRTOMT
CASP14,5.0,CASP14
SEMA6A,7.2666666666666675,SEMA6A
NFE2,3.0,NFE2
MRPS16,3.0,MRPS16
PAWR,3.272727272727273,PAWR
HAX1,5.636363636363638,HAX1
MCM2,8.444444444444445,MCM2
NRG3,9.777777777777779,NRG3
HNRNPA1,6.2857142857142865,HNRNPA1
NUDT13,7.875,NUDT13
TMEM169,3.333333333333333,TMEM169
PCDHA7,2.5,PCDHA7
RNF122,6.0,RNF122
PCDHA3,2.5,PCDHA3
AC099850.2,3.0,AC099850.2
SLC39A11,4.0,SLC39A11
PCDHA11,3.333333333333333,PCDHA11
SMG8,3.333333333333333,SMG8
FBXL13,13.333333333333336,FBXL13
SMIM7,5.095238095238095,SMIM7
DUSP26,3.333333333333333,DUSP26
MAN2B1,7.1764705882352935,MAN2B1
SCRIB,17.625,SCRIB
ARX,2.6,ARX
PECR,5.5,PECR
PRR11,7.0,PRR11
AFAP1L2,10.5,AFAP1L2
CLIC1,7.0,CLIC1
E2F5,6.375,E2F5
PCDHA6,3.0,PCDHA6
ANKRD45,4.0,ANKRD45
AVEN,5.0,AVEN
FXYD4,7.5,FXYD4
SLC9C2,13.2,SLC9C2
MREG,5.0,MREG
GSKIP,3.4285714285714284,GSKIP
AL159163.1,8.0,AL159163.1
CHRM5,2.333333333333333,CHRM5
RPS6KA2,12.153846153846152,RPS6KA2
TOMM7,2.7142857142857144,TOMM7
SUDS3,5.75,SUDS3
PCDHA5,3.333333333333333,PCDHA5
CHODL,5.857142857142858,CHODL
NSD2,9.888888888888891,NSD2
DENND3,7.0,DENND3
MFAP2,6.333333333333332,MFAP2
SEC24D,10.071428571428571,SEC24D
TPTE2,18.0,TPTE2
AL139142.2,8.0,AL139142.2
TEX50,2.0,TEX50
CKMT1B,4.733333333333333,CKMT1B
CD8B2,6.0,CD8B2
RBIS,3.3846153846153846,RBIS
CXCR6,1.75,CXCR6
AP000812.4,3.0,AP000812.4
ZNF366,4.333333333333333,ZNF366
KRT79,6.0,KRT79
FYCO1,10.4,FYCO1
KIAA0753,9.0,KIAA0753
NUMA1,10.794117647058822,NUMA1
IL13RA1,8.75,IL13RA1
G6PC,4.0,G6PC
FAM163A,5.0,FAM163A
ZNF639,5.4,ZNF639
VPS26B,3.8571428571428568,VPS26B
DDAH2,5.6,DDAH2
KRT78,5.8,KRT78
C16orf70,7.8181818181818175,C16orf70
AL160272.2,5.0,AL160272.2
DHPS,5.521739130434782,DHPS
CCDC163,5.25,CCDC163
KCNJ15,4.318181818181818,KCNJ15
TLR4,2.75,TLR4
ANO7,7.5555555555555545,ANO7
SLC7A13,4.333333333333333,SLC7A13
XPNPEP1,7.758620689655173,XPNPEP1
MGAT3,2.333333333333333,MGAT3
FBN1,17.75,FBN1
MYC,2.583333333333333,MYC
PLEKHA2,6.5555555555555545,PLEKHA2
ANGEL2,5.125,ANGEL2
TXNDC17,3.4,TXNDC17
FEZF1,3.6666666666666665,FEZF1
NCAPD3,10.071428571428571,NCAPD3
STRC,14.461538461538463,STRC
FPGS,8.857142857142858,FPGS
TTC26,13.3,TTC26
DNA2,12.125,DNA2
AC004706.3,3.0,AC004706.3
SRRM4,5.571428571428571,SRRM4
ABLIM1,14.647058823529413,ABLIM1
FAM90A1,5.666666666666668,FAM90A1
MED31,3.25,MED31
HNRNPF,3.7142857142857135,HNRNPF
ABCA2,18.0,ABCA2
PPP4R2,5.428571428571429,PPP4R2
TOR1AIP2,3.8333333333333335,TOR1AIP2
LRRC17,3.4,LRRC17
CERS6,10.5,CERS6
B3GNT9,2.0,B3GNT9
RMDN1,5.894736842105262,RMDN1
IL7R,4.1,IL7R
OR1I1,1.5,OR1I1
HSPB8,3.0,HSPB8
UPF3A,5.583333333333332,UPF3A
NEK3,9.636363636363637,NEK3
ASB8,4.0,ASB8
FAM180B,3.0,FAM180B
C1QTNF4,2.0,C1QTNF4
IL16,9.461538461538463,IL16
EBLN2,1.0,EBLN2
NFE4,3.0,NFE4
GXYLT2,4.666666666666667,GXYLT2
SPC25,5.777777777777778,SPC25
SBNO2,14.238095238095234,SBNO2
HTRA4,9.0,HTRA4
CADPS,9.65,CADPS
PCDH10,3.0,PCDH10
AC010422.3,5.0,AC010422.3
BX276092.9,6.5,BX276092.9
ZMYM1,8.454545454545455,ZMYM1
PLBD2,7.25,PLBD2
SYDE1,5.4,SYDE1
PRKAB1,4.1,PRKAB1
NOSTRIN,8.84,NOSTRIN
RUNX3,5.2,RUNX3
KLHL20,4.8,KLHL20
GLB1L2,14.4,GLB1L2
ASS1,9.0,ASS1
TOR1AIP1,8.416666666666666,TOR1AIP1
COQ10B,4.0,COQ10B
GBA,6.366666666666666,GBA
MAGEB18,3.0,MAGEB18
ANO5,17.0,ANO5
CXorf49,5.5,CXorf49
MAGEB6B,1.0,MAGEB6B
SULT4A1,6.0,SULT4A1
CTNNAL1,10.4,CTNNAL1
SLC8B1,8.125,SLC8B1
ILVBL,7.357142857142858,ILVBL
MAGEB6,2.0,MAGEB6
JAM3,5.5,JAM3
NEK5,18.0,NEK5
FBXO30,3.0,FBXO30
TMEM233,3.5,TMEM233
CCDC60,5.6,CCDC60
CCSER1,5.642857142857142,CCSER1
SHPRH,19.454545454545453,SHPRH
AC011330.3,9.0,AC011330.3
DDR1,8.319767441860465,DDR1
SPAG11A,3.2222222222222223,SPAG11A
CXorf49B,5.5,CXorf49B
CATSPER2,7.25,CATSPER2
SLC35E1,3.363636363636364,SLC35E1
ZADH2,2.0,ZADH2
SPATA2L,3.333333333333333,SPATA2L
CAPN10,7.25,CAPN10
SIX1,2.2,SIX1
SLC9A2,6.666666666666668,SLC9A2
DNAJC28,2.25,DNAJC28
MFN1,9.333333333333334,MFN1
ABITRAM,4.25,ABITRAM
AC008764.4,6.2857142857142865,AC008764.4
ZCCHC12,4.0,ZCCHC12
GHITM,9.0,GHITM
CCDC197,6.5,CCDC197
RNF128,6.666666666666668,RNF128
PRKCG,9.25,PRKCG
CYP26C1,6.0,CYP26C1
WWP1,9.272727272727273,WWP1
CYP26A1,4.666666666666667,CYP26A1
ATXN1L,3.0,ATXN1L
CCR10,2.0,CCR10
TM2D2,3.2,TM2D2
CHERP,7.7142857142857135,CHERP
PODXL2,8.0,PODXL2
FAM160B1,10.0,FAM160B1
CNTNAP1,13.0,CNTNAP1
ACTN1,9.285714285714286,ACTN1
IST1,6.185185185185184,IST1
STARD5,4.0,STARD5
NEMP1,7.0,NEMP1
C10orf99,2.5,C10orf99
ATPAF2,4.769230769230768,ATPAF2
PRR36,6.0,PRR36
PLD1,7.294117647058822,PLD1
LARP1B,10.846153846153848,LARP1B
ABTB1,6.866666666666666,ABTB1
DDX24,6.363636363636362,DDX24
GLCCI1,4.666666666666667,GLCCI1
IRAK4,9.357142857142858,IRAK4
PDZK1,6.428571428571429,PDZK1
ZNHIT2,1.5,ZNHIT2
SLC45A4,5.333333333333333,SLC45A4
FAM126A,6.4444444444444455,FAM126A
MFSD9,5.0,MFSD9
G6PC2,3.6,G6PC2
MYADML2,3.0,MYADML2
LRRC8E,3.0,LRRC8E
AK7,6.2,AK7
FAM3A,7.045454545454546,FAM3A
TRUB1,6.0,TRUB1
PSMC6,6.0,PSMC6
PYCR1,6.117647058823528,PYCR1
LPAR1,4.8,LPAR1
PIP4K2A,6.0,PIP4K2A
UMAD1,4.333333333333333,UMAD1
DRC3,6.333333333333332,DRC3
CALR3,5.333333333333333,CALR3
ATRNL1,10.181818181818182,ATRNL1
CMSS1,6.222222222222222,CMSS1
DHX57,10.272727272727273,DHX57
RPA3,3.8571428571428568,RPA3
IL17RB,10.333333333333334,IL17RB
CEP164,10.285714285714286,CEP164
RNF115,7.5,RNF115
FEM1C,3.0,FEM1C
NPDC1,4.5,NPDC1
GPR35,3.4,GPR35
FUBP3,8.571428571428571,FUBP3
DTWD2,5.25,DTWD2
COPS7A,5.909090909090909,COPS7A
GNB4,6.8,GNB4
OTUB2,4.5,OTUB2
POLR3C,8.5,POLR3C
GK2,1.0,GK2
TRADD,3.0,TRADD
CILP,9.0,CILP
MVD,4.647058823529412,MVD
DGUOK,4.75,DGUOK
CRTAP,6.0,CRTAP
AL807752.6,4.5,AL807752.6
KCNG4,2.5,KCNG4
TBC1D15,8.764705882352942,TBC1D15
LONRF3,11.0,LONRF3
SALL4,3.4,SALL4
FUT7,2.0,FUT7
RHOG,2.0,RHOG
SCRN3,4.857142857142857,SCRN3
FILIP1L,3.4,FILIP1L
CAVIN4,2.0,CAVIN4
RBM6,10.15,RBM6
SYVN1,8.6,SYVN1
MARVELD1,3.25,MARVELD1
WFDC1,4.0,WFDC1
YTHDC1,8.857142857142858,YTHDC1
EMC7,4.0,EMC7
CD160,3.8,CD160
GFRA1,8.6,GFRA1
PARP16,4.833333333333333,PARP16
PDZRN3,6.166666666666668,PDZRN3
IL4R,5.526315789473684,IL4R
KRT18,4.857142857142857,KRT18
ASB18,3.333333333333333,ASB18
MAGEB5,2.0,MAGEB5
MPHOSPH8,5.6,MPHOSPH8
PLPPR1,5.4,PLPPR1
TMEM212,4.8,TMEM212
GBX2,2.333333333333333,GBX2
MTCH2,8.333333333333334,MTCH2
CCDC172,5.0,CCDC172
TMED7,3.0,TMED7
GRID2,7.888888888888888,GRID2
ATXN3,7.9824561403508785,ATXN3
TMED7-TICAM2,3.333333333333333,TMED7-TICAM2
RNF214,9.75,RNF214
DDX21,15.0,DDX21
KRT8,5.411764705882354,KRT8
CIT,13.894736842105265,CIT
PNLIPRP3,12.0,PNLIPRP3
GDPD1,8.0,GDPD1
DISP3,9.333333333333334,DISP3
GTF3C5,6.6,GTF3C5
TICAM2,2.0,TICAM2
SLC45A3,4.0,SLC45A3
SDSL,5.333333333333333,SDSL
ZFYVE27,7.909090909090909,ZFYVE27
KIF13B,16.166666666666668,KIF13B
DMXL1,10.266666666666667,DMXL1
GLE1,12.0,GLE1
STIM1,5.8,STIM1
CDHR1,8.428571428571429,CDHR1
OTOGL,28.88888888888889,OTOGL
NCR3LG1,5.5,NCR3LG1
PDS5B,11.333333333333336,PDS5B
SLC7A5,7.666666666666668,SLC7A5
SDS,4.666666666666667,SDS
FAU,3.6666666666666665,FAU
PSPC1,5.875,PSPC1
HMGXB4,5.5,HMGXB4
FBXL8,3.0,FBXL8
TBC1D8B,10.142857142857142,TBC1D8B
OR2K2,1.5,OR2K2
TMPRSS15,12.333333333333336,TMPRSS15
BACE1,6.833333333333332,BACE1
ST6GAL2,4.6,ST6GAL2
LHX5,3.5,LHX5
CENPT,6.4,CENPT
MRPL49,3.333333333333333,MRPL49
SNAI3,3.0,SNAI3
ACTR8,7.333333333333332,ACTR8
FAM169A,9.285714285714286,FAM169A
FBXO44,5.666666666666668,FBXO44
SLC25A16,5.7142857142857135,SLC25A16
HSF4,7.36,HSF4
