Genes,Phosphosite_hu_no,Norm_Symbol
EGFL7,3,EGFL7
EGFL8,4,EGFL8
EGFLAM,9,EGFLAM
EGFR,74,EGFR
EGLN1,8,EGLN1
EGLN2,12,EGLN2
EGLN3,4,EGLN3
EGR1,9,EGR1
EGR2,6,EGR2
EGR3,2,EGR3
EGR4,2,EGR4
EHBP1,69,EHBP1
EHBP1L1,50,EHBP1L1
EHD1,16,EHD1
EHD2,15,EHD2
EHD3,9,EHD3
EHD4,17,EHD4
EHF,3,EHF
EHHADH,21,EHHADH
EPB41L4B,34,EPB41L4B
EHMT1,30,EHMT1
EHMT2,64,EHMT2
TRAPPC10,28,TRAPPC10
EI24,9,EI24
EID1,2,EID1
EID2,2,EID2
EID3,4,EID3
EIF1,7,EIF1
EIF1AD,10,EIF1AD
EIF1AX,6,EIF1AX
EIF1AY,6,EIF1AY
EIF1B,5,EIF1B
EIF2S1,20,EIF2S1
EIF2S2,19,EIF2S2
EIF2S3,15,EIF2S3
EIF2A,28,EIF2A
EIF2B1,7,EIF2B1
EIF2B2,6,EIF2B2
EIF2B4,18,EIF2B4
EIF2B5,20,EIF2B5
EIF2B3,7,EIF2B3
EIF2D,10,EIF2D
EIF3J,16,EIF3J
EIF3I,12,EIF3I
EIF3G,21,EIF3G
EIF3F,11,EIF3F
EIF3B,41,EIF3B
EIF3A,44,EIF3A
CLUH,21,CLUH
EIF3D,23,EIF3D
EIF3C,43,EIF3C
EIF3CL,42,EIF3CL
EIF3E,11,EIF3E
EIF3K,5,EIF3K
EIF3M,14,EIF3M
EIF3H,13,EIF3H
EIF3L,29,EIF3L
EIF4A1,14,EIF4A1
EIF4A2,15,EIF4A2
EIF4B,94,EIF4B
EIF4E,14,EIF4E
EIF4E1B,4,EIF4E1B
EIF4E2,3,EIF4E2
EIF4G1,79,EIF4G1
EIF4G2,37,EIF4G2
EIF4G3,44,EIF4G3
EIF4H,24,EIF4H
EIF5,25,EIF5
EIF5A,11,EIF5A
EIF5A2,5,EIF5A2
EIF5AL1,7,EIF5AL1
EIF5B,52,EIF5B
EIF6,14,EIF6
ELAC1,4,ELAC1
ELAC2,17,ELAC2
PI3,3,PI3
ELANE,1,ELANE
ELN,3,ELN
ELAVL2,8,ELAVL2
ELAVL3,8,ELAVL3
ELAVL4,11,ELAVL4
ELF1,24,ELF1
ELF2,33,ELF2
ELF3,10,ELF3
ELF4,13,ELF4
ELFN1,19,ELFN1
ELFN2,32,ELFN2
NCBP3,42,NCBP3
ELK1,17,ELK1
ELK3,12,ELK3
ELK4,15,ELK4
ELL,29,ELL
ELL2,18,ELL2
ELMO1,25,ELMO1
ELMO2,15,ELMO2
ELMO3,3,ELMO3
ELMOD2,2,ELMOD2
ELMOD3,8,ELMOD3
ELMSAN1,43,ELMSAN1
ELOF1,1,ELOF1
ELOVL3,3,ELOVL3
ELOVL4,2,ELOVL4
ELOVL5,4,ELOVL5
ELOVL6,1,ELOVL6
ELP2,4,ELP2
ELP3,9,ELP3
ELP4,7,ELP4
ELSPBP1,2,ELSPBP1
ADGRL4,5,ADGRL4
AHCTF1,127,AHCTF1
MPP1,26,MPP1
EMB,3,EMB
EMC1,15,EMC1
EMC10,2,EMC10
EMC7,9,EMC7
EMCN,5,EMCN
EME1,18,EME1
EMD,50,EMD
EMID1,3,EMID1
COL26A1,6,COL26A1
EMILIN1,8,EMILIN1
EMILIN2,5,EMILIN2
EMILIN3,4,EMILIN3
EML1,30,EML1
EML2,8,EML2
EML3,27,EML3
EML4,72,EML4
EML5,11,EML5
EML6,25,EML6
EMP2,1,EMP2
EMP3,3,EMP3
ADGRE1,5,ADGRE1
ADGRE2,7,ADGRE2
ADGRE3,11,ADGRE3
EMSY,58,EMSY
EMX2,2,EMX2
EN2,4,EN2
EN1,2,EN1
SCNN1A,8,SCNN1A
SCNN1B,7,SCNN1B
SCNN1D,12,SCNN1D
SCNN1G,7,SCNN1G
ENAM,4,ENAM
ENC1,14,ENC1
OPN3,2,OPN3
ENDOD1,9,ENDOD1
ZFYVE16,58,ZFYVE16
ENDOG,2,ENDOG
EXOG,1,EXOG
SH3GL2,3,SH3GL2
SH3GL1,11,SH3GL1
SH3GL3,10,SH3GL3
SH3GLB1,5,SH3GLB1
SH3GLB2,13,SH3GLB2
ENDOV,10,ENDOV
ENG,9,ENG
ENGASE,8,ENGASE
ENHO,2,ENHO
ERVK-18,2,ERVK-18
ENKD1,9,ENKD1
ENKUR,7,ENKUR
ENO1,42,ENO1
ENO2,14,ENO2
ENO3,23,ENO3
ENO4,5,ENO4
ENOPH1,1,ENOPH1
NOS3,24,NOS3
ENOSF1,3,ENOSF1
ENOX2,7,ENOX2
ENPEP,3,ENPEP
ENPP1,4,ENPP1
ENPP2,17,ENPP2
ENPP3,6,ENPP3
ENPP4,7,ENPP4
ENPP5,5,ENPP5
ENPP6,1,ENPP6
ENSA,19,ENSA
CLINT1,47,CLINT1
ENTHD1,9,ENTHD1
TEPSIN,10,TEPSIN
ENTPD1,3,ENTPD1
ENTPD2,2,ENTPD2
ENTPD3,2,ENTPD3
ENTPD5,2,ENTPD5
ENTPD6,2,ENTPD6
ENTPD7,3,ENTPD7
ENTPD8,1,ENTPD8
ERVK-21,2,ERVK-21
ERVK6,2,ERVK6
ERVK-8,2,ERVK-8
EVPL,48,EVPL
ENY2,4,ENY2
EOMES,15,EOMES
EP400NL,27,EP400NL
RAPGEF3,6,RAPGEF3
EPB42,14,EPB42
EPB41,68,EPB41
EPB41L1,83,EPB41L1
EPB41L2,84,EPB41L2
EPB41L3,66,EPB41L3
EPB41L4A,26,EPB41L4A
EPB41L5,25,EPB41L5
EPC1,15,EPC1
EPC2,20,EPC2
EPCAM,3,EPCAM
PROCR,2,PROCR
EPG5,20,EPG5
EPHA1,16,EPHA1
EPHA10,3,EPHA10
EPHA2,46,EPHA2
EPHA3,23,EPHA3
EPHA4,16,EPHA4
EPHA5,25,EPHA5
EPHA6,13,EPHA6
EPHA7,24,EPHA7
EPHA8,19,EPHA8
EPHB1,22,EPHB1
EPHB2,29,EPHB2
EPHB3,29,EPHB3
EPHB4,36,EPHB4
EPHB6,9,EPHB6
NGEF,16,NGEF
ARHGEF15,16,ARHGEF15
EPHX1,17,EPHX1
EPHX2,5,EPHX2
EPHX4,5,EPHX4
EREG,1,EREG
LIMA1,94,LIMA1
EPM2AIP1,4,EPM2AIP1
EPO,3,EPO
EPOP,6,EPOP
EPOR,14,EPOR
EPPK1,222,EPPK1
EPR1,1,EPR1
EPRS,58,EPRS
EPS15,39,EPS15
EPS15L1,61,EPS15L1
EPS8,71,EPS8
EPS8L1,32,EPS8L1
EPS8L2,39,EPS8L2
EPS8L3,21,EPS8L3
EPN1,28,EPN1
EPN2,41,EPN2
EPN3,29,EPN3
EPSTI1,9,EPSTI1
EPX,8,EPX
EPYC,1,EPYC
ESR1,26,ESR1
ESR2,10,ESR2
ERAL1,3,ERAL1
ERAP2,5,ERAP2
ERBIN,106,ERBIN
DNTTIP2,73,DNTTIP2
ERC1,35,ERC1
ERC2,13,ERC2
ERCC1,3,ERCC1
ERCC2,5,ERCC2
ERCC4,13,ERCC4
ERCC6,32,ERCC6
ERCC8,5,ERCC8
ERF,40,ERF
ERG,19,ERG
ERG28,1,ERG28
ERGIC1,7,ERGIC1
ERH,9,ERH
ERI2,8,ERI2
ERI3,2,ERI3
ERICH1,13,ERICH1
ERICH3,12,ERICH3
ERICH5,5,ERICH5
MAPK3,15,MAPK3
MAPK1,21,MAPK1
MAPK6,25,MAPK6
MAPK4,15,MAPK4
MAPK7,31,MAPK7
MAPK15,10,MAPK15
ERLEC1,3,ERLEC1
ETV5,6,ETV5
ERMAP,9,ERMAP
ERMARD,5,ERMARD
ERMN,6,ERMN
ERMP1,11,ERMP1
ERO1A,13,ERO1A
ERO1B,4,ERO1B
ERP29,11,ERP29
ERP44,3,ERP44
ESRRA,7,ESRRA
ESRRB,2,ESRRB
ESRRG,9,ESRRG
ERV3-1,1,ERV3-1
ERVFRD-1,2,ERVFRD-1
ERVK-19,1,ERVK-19
ERVK-5,4,ERVK-5
ERVV-2,1,ERVV-2
ERVW-1,3,ERVW-1
ESAM,8,ESAM
ESCO1,21,ESCO1
ESCO2,16,ESCO2
ESF1,46,ESF1
ESM1,1,ESM1
ESPN,13,ESPN
ESPNL,12,ESPNL
SMG6,45,SMG6
ESD,9,ESD
ESX1,2,ESX1
ESYT1,52,ESYT1
ESYT2,35,ESYT2
ESYT3,5,ESYT3
ETAA1,27,ETAA1
EDNRB,14,EDNRB
FAF2,12,FAF2
ETF1,11,ETF1
ETFA,21,ETFA
ETFB,10,ETFB
ETFDH,10,ETFDH
ETHE1,6,ETHE1
BMX,18,BMX
ETNK2,4,ETNK2
ETNPPL,8,ETNPPL
ETS1,32,ETS1
ETS2,17,ETS2
ETV1,10,ETV1
ETV2,6,ETV2
ETV3,18,ETV3
ETV3L,1,ETV3L
ETV4,6,ETV4
C21ORF91,6,C21ORF91
EVA1C,1,EVA1C
EVC,6,EVC
EVC2,12,EVC2
MECOM,37,MECOM
EVI2A,6,EVI2A
EVI2B,6,EVI2B
EVI5,20,EVI5
EVI5L,16,EVI5L
EVL,31,EVL
EWSR1,10,EWSR1
EXD3,9,EXD3
EXD1,3,EXD1
EXD2,8,EXD2
EXO1,37,EXO1
EXOC1,31,EXOC1
EXOC3L1,7,EXOC3L1
EXOC3L2,4,EXOC3L2
EXOC3L4,8,EXOC3L4
EXOC4,32,EXOC4
EXOC5,8,EXOC5
EXOC6,11,EXOC6
EXOC7,17,EXOC7
EXOC8,18,EXOC8
EXPH5,78,EXPH5
EXOSC1,8,EXOSC1
EXOSC10,28,EXOSC10
EXOSC3,2,EXOSC3
EXOSC4,4,EXOSC4
EXOSC5,2,EXOSC5
EXOSC6,1,EXOSC6
EXOSC7,7,EXOSC7
EXOSC8,2,EXOSC8
EXOSC9,14,EXOSC9
XPOT,3,XPOT
XPO1,22,XPO1
CSE1L,25,CSE1L
XPO4,16,XPO4
XPO5,23,XPO5
XPO6,22,XPO6
XPO7,19,XPO7
EXT1,3,EXT1
EXT2,1,EXT2
EXTL1,2,EXTL1
EXTL2,3,EXTL2
EXTL3,5,EXTL3
EYA1,5,EYA1
EYA2,2,EYA2
EYA3,13,EYA3
EYA4,16,EYA4
EYS,16,EYS
EZH1,8,EZH1
EZH2,35,EZH2
EZR,37,EZR
F10,2,F10
F11,10,F11
F12,8,F12
F13A1,14,F13A1
F13B,5,F13B
LIN37,14,LIN37
F2RL1,13,F2RL1
F3,4,F3
F7,1,F7
F8,21,F8
F8A1,2,F8A1
F9,2,F9
FA2H,2,FA2H
FAAH,10,FAAH
FAAH2,5,FAAH2
FAAP100,3,FAAP100
FAAP20,6,FAAP20
FAAP24,1,FAAP24
FABP1,5,FABP1
FABP12,7,FABP12
FABP2,2,FABP2
FABP3,5,FABP3
FABP4,5,FABP4
FABP5,5,FABP5
FABP7,6,FABP7
FABP9,6,FABP9
F5,40,F5
FADD,11,FADD
FADS2,1,FADS2
FADS6,5,FADS6
FAF1,15,FAF1
FAH,8,FAH
FAHD1,4,FAHD1
FAHD2A,1,FAHD2A
FAHD2B,1,FAHD2B
FAIM2,3,FAIM2
FCMR,5,FCMR
PTK2,69,PTK2
BPTF,141,BPTF
UBALD1,4,UBALD1
UBALD2,1,UBALD2
RFLNB,15,RFLNB
FAM102A,23,FAM102A
FAM102B,19,FAM102B
FAM103A1,6,FAM103A1
FAM104A,4,FAM104A
FAM105A,9,FAM105A
OTULIN,6,OTULIN
FAM107B,2,FAM107B
ABHD17B,3,ABHD17B
ABHD17C,4,ABHD17C
FAM109A,2,FAM109A
FAM109B,12,FAM109B
FAM110A,17,FAM110A
FAM110B,17,FAM110B
FAM110C,13,FAM110C
FAM111A,12,FAM111A
FAM111B,17,FAM111B
PCED1A,5,PCED1A
FAM114A1,25,FAM114A1
FAM114A2,12,FAM114A2
TCAF1,3,TCAF1
TCAF2,3,TCAF2
FAM117A,29,FAM117A
FAM117B,51,FAM117B
FAM118A,5,FAM118A
FAM118B,6,FAM118B
FAM120A,67,FAM120A
FAM120AOS,3,FAM120AOS
FAM120B,20,FAM120B
FAM120C,12,FAM120C
FAM122A,33,FAM122A
FAM122B,47,FAM122B
FAM122C,4,FAM122C
AMER2,7,AMER2
AMER3,12,AMER3
FAM124A,6,FAM124A
FAM124B,7,FAM124B
MVB12A,20,MVB12A
MVB12B,18,MVB12B
FAM126A,25,FAM126A
FAM126B,31,FAM126B
RTL8C,2,RTL8C
RTL8B,1,RTL8B
FAM129A,30,FAM129A
FAM129B,42,FAM129B
FAM129C,7,FAM129C
EDDM3A,6,EDDM3A
EDDM3B,3,EDDM3B
CSRNP3,8,CSRNP3
FAM131A,2,FAM131A
FAM131B,11,FAM131B
FAM131C,1,FAM131C
ERFE,2,ERFE
FAM133A,9,FAM133A
FAM133B,26,FAM133B
RETREG2,18,RETREG2
RETREG1,18,RETREG1
RETREG3,32,RETREG3
FAM135A,21,FAM135A
FAM135B,13,FAM135B
FAM136A,2,FAM136A
FAM13A,30,FAM13A
FAM13B,7,FAM13B
FAM13C,1,FAM13C
C2CD4A,9,C2CD4A
FAM149A,10,FAM149A
FAM149B1,10,FAM149B1
FAM151A,3,FAM151A
FAM151B,2,FAM151B
DESI1,1,DESI1
FAM153A,3,FAM153A
FAM153B,6,FAM153B
SAXO1,3,SAXO1
SAXO2,3,SAXO2
FAM155B,1,FAM155B
FAM156A,3,FAM156A
FAM157A,5,FAM157A
FAM157B,1,FAM157B
FAM157C,1,FAM157C
EMC9,3,EMC9
SHISAL2B,2,SHISAL2B
FAM160A1,4,FAM160A1
FAM160A2,30,FAM160A2
FAM160B1,14,FAM160B1
FAM160B2,8,FAM160B2
FAM161A,19,FAM161A
FAM161B,9,FAM161B
FAM162A,4,FAM162A
FAM162B,1,FAM162B
FAM163A,2,FAM163A
FAM163B,1,FAM163B
ZC2HC1C,4,ZC2HC1C
FAM166A,1,FAM166A
FAM166B,4,FAM166B
FAM167A,2,FAM167A
FAM167B,1,FAM167B
FAM168A,5,FAM168A
FAM168B,6,FAM168B
FAM169A,34,FAM169A
FAM170A,5,FAM170A
FAM170B,1,FAM170B
FAM171A1,42,FAM171A1
FAM171A2,20,FAM171A2
FAM171B,16,FAM171B
FAM172A,10,FAM172A
FAM173A,3,FAM173A
FAM174A,3,FAM174A
FAM174B,4,FAM174B
FAM175B,24,FAM175B
EVA1B,10,EVA1B
FAM177A1,14,FAM177A1
SLF2,47,SLF2
FAM178B,5,FAM178B
TOGARAM2,16,TOGARAM2
TOGARAM1,17,TOGARAM1
FAM180B,1,FAM180B
FAM181A,5,FAM181A
FAM181B,5,FAM181B
FAM182A,1,FAM182A
FAM183BP,1,FAM183BP
FAM184A,5,FAM184A
FAM184B,19,FAM184B
FAM185A,4,FAM185A
FAM186A,24,FAM186A
FAM186B,11,FAM186B
MINDY3,5,MINDY3
MINDY4,20,MINDY4
MINDY4B,1,MINDY4B
FAM189A1,3,FAM189A1
FAM189A2,7,FAM189A2
FAM189B,13,FAM189B
TVP23A,1,TVP23A
CCSER1,24,CCSER1
CCSER2,29,CCSER2
FAM193A,34,FAM193A
FAM193B,20,FAM193B
ERICH6,3,ERICH6
ERICH6B,6,ERICH6B
MCRIP2,6,MCRIP2
MCRIP1,12,MCRIP1
FAM196A,11,FAM196A
FAM196B,2,FAM196B
FAM198A,4,FAM198A
FAM198B,6,FAM198B
FAM199X,9,FAM199X
FAM19A1,1,FAM19A1
FAM19A5,1,FAM19A5
FAM200A,11,FAM200A
FAM200B,8,FAM200B
FAM204A,1,FAM204A
FAM205A,4,FAM205A
FAM206A,3,FAM206A
FAM207A,12,FAM207A
FAM208B,58,FAM208B
FAM20A,1,FAM20A
FAM20B,4,FAM20B
FAM20C,6,FAM20C
FAM210A,4,FAM210A
FAM210B,3,FAM210B
LRRC75A,1,LRRC75A
FAM212A,1,FAM212A
FAM212B,4,FAM212B
FAM213A,3,FAM213A
FAM213B,8,FAM213B
FAM214A,15,FAM214A
FAM214B,5,FAM214B
FAM216A,5,FAM216A
FAM217A,7,FAM217A
FAM217B,4,FAM217B
FAM218A,4,FAM218A
FAM219A,14,FAM219A
FAM219B,10,FAM219B
FAM21A,108,FAM21A
FAM221A,7,FAM221A
FAM221B,2,FAM221B
FAM222A,8,FAM222A
FAM222B,2,FAM222B
FAM227A,8,FAM227A
FAM227B,9,FAM227B
FAM228A,4,FAM228A
FAM228B,1,FAM228B
FAM229A,1,FAM229A
FAM229B,1,FAM229B
NUTM2A,9,NUTM2A
NUTM2B,6,NUTM2B
NUTM2F,3,NUTM2F
NUTM2G,6,NUTM2G
FAM234B,13,FAM234B
TMEM236,2,TMEM236
FAM241A,4,FAM241A
FAM241B,4,FAM241B
FAM24A,1,FAM24A
CALHM3,3,CALHM3
CALHM5,1,CALHM5
CALHM6,3,CALHM6
FAM27A,1,FAM27A
FAM27E3,3,FAM27E3
FAM32A,4,FAM32A
FAM35A,11,FAM35A
COX20,2,COX20
PIEZO2,28,PIEZO2
FAM3A,1,FAM3A
FAM3B,2,FAM3B
FAM3C,2,FAM3C
FAM3D,5,FAM3D
STRIP2,15,STRIP2
FAM43A,4,FAM43A
FAM43B,4,FAM43B
BOD1L1,107,BOD1L1
BOD1L2,2,BOD1L2
FAM45A,4,FAM45A
FAM46A,4,FAM46A
TENT5C,1,TENT5C
FAM46D,4,FAM46D
FAM47A,21,FAM47A
FAM47B,7,FAM47B
FAM47C,12,FAM47C
SUPT20H,18,SUPT20H
SUPT20HL1,1,SUPT20HL1
SUPT20HL2,4,SUPT20HL2
FAM49A,1,FAM49A
FAM49B,7,FAM49B
FAM50A,12,FAM50A
FAM50B,10,FAM50B
FAM53A,5,FAM53A
FAM53B,29,FAM53B
FAM53C,20,FAM53C
MTFR2,14,MTFR2
MTFR1L,19,MTFR1L
NXPE1,5,NXPE1
NXPE3,5,NXPE3
NXPE4,9,NXPE4
FAM57A,2,FAM57A
FAM57B,1,FAM57B
CCNQ,3,CCNQ
GAREM2,12,GAREM2
BRINP2,2,BRINP2
BRINP3,7,BRINP3
SINHCAF,2,SINHCAF
MINDY1,6,MINDY1
MINDY,1,MINDY
MINDY2,6,MINDY2
PIMREG,24,PIMREG
RIPOR1,32,RIPOR1
RIPOR2,36,RIPOR2
FAM65C,12,FAM65C
FAM69A,6,FAM69A
FAM69B,5,FAM69B
TMEM255A,2,TMEM255A
TMEM255B,2,TMEM255B
FAM71A,7,FAM71A
FAM71B,12,FAM71B
FAM71D,5,FAM71D
FAM71E2,11,FAM71E2
FAM71F1,2,FAM71F1
MIGA1,13,MIGA1
MIGA2,15,MIGA2
FAM74A1,1,FAM74A1
FAM74A4,1,FAM74A4
SPATA31A1,9,SPATA31A1
SPATA31A3,6,SPATA31A3
SPATA31A5,5,SPATA31A5
SPATA31A7,11,SPATA31A7
SPATA31C1,8,SPATA31C1
SPATA31C2,10,SPATA31C2
SPATA31D3,3,SPATA31D3
SPATA31D4,3,SPATA31D4
FAM76A,11,FAM76A
FAM76B,16,FAM76B
NKAIN1,3,NKAIN1
FAM78A,4,FAM78A
TPRG1L,3,TPRG1L
TPRG1,3,TPRG1
RIMKLA,6,RIMKLA
FAM81A,2,FAM81A
FAM81B,6,FAM81B
RMDN2,20,RMDN2
RMDN3,27,RMDN3
RMDN1,9,RMDN1
FAM83A,34,FAM83A
FAM83B,99,FAM83B
FAM83C,8,FAM83C
FAM83D,28,FAM83D
FAM83E,14,FAM83E
FAM83F,19,FAM83F
FAM83G,27,FAM83G
FAM83H,88,FAM83H
FAM84A,10,FAM84A
FAM84B,10,FAM84B
EEF2KMT,5,EEF2KMT
FAM86B1,6,FAM86B1
FAM86B2,7,FAM86B2
FAM86C1,6,FAM86C1
FAM89A,9,FAM89A
FAM89B,4,FAM89B
FAM8A1,18,FAM8A1
FAM90A1,5,FAM90A1
FAM90A10P,9,FAM90A10P
FAM90A14P,2,FAM90A14P
FAM90A15P,2,FAM90A15P
FAM90A16P,2,FAM90A16P
FAM90A18P,3,FAM90A18P
FAM90A26,3,FAM90A26
FAM90A5P,2,FAM90A5P
FAM90A7P,7,FAM90A7P
FAM90A9P,3,FAM90A9P
FAM91A1,18,FAM91A1
FAM92A,7,FAM92A
FAM96A,5,FAM96A
FAM96B,3,FAM96B
FAM98A,13,FAM98A
FAM98B,8,FAM98B
FAM98C,6,FAM98C
FAN1,20,FAN1
FANCA,20,FANCA
FANCB,9,FANCB
FANCC,1,FANCC
FANCD2,38,FANCD2
FANCD2OS,4,FANCD2OS
FANCE,11,FANCE
FANCF,2,FANCF
FANCG,4,FANCG
FANCI,28,FANCI
FANCL,4,FANCL
FANCM,33,FANCM
FANK1,1,FANK1
FAP,6,FAP
FARP1,44,FARP1
FARP2,44,FARP2
FARS2,3,FARS2
FARSA,18,FARSA
FARSB,10,FARSB
FAS,19,FAS
FSCN1,24,FSCN1
FASLG,2,FASLG
FASN,86,FASN
FASTK,5,FASTK
FASTKD1,16,FASTKD1
FASTKD2,15,FASTKD2
FASTKD3,5,FASTKD3
FASTKD5,15,FASTKD5
FAT1,68,FAT1
UBD,8,UBD
FAT2,34,FAT2
FAT3,31,FAT3
FAT4,35,FAT4
FAXC,5,FAXC
FAXDC2,2,FAXDC2
FBF1,27,FBF1
ZBTB7A,16,ZBTB7A
FBL,8,FBL
FBLIM1,7,FBLIM1
FBLN1,13,FBLN1
FBLN2,5,FBLN2
FBLN5,2,FBLN5
FBLN7,4,FBLN7
FBN1,22,FBN1
FBN2,12,FBN2
FBN3,10,FBN3
FUBP1,35,FUBP1
FUBP3,27,FUBP3
FBP1,16,FBP1
FBP2,9,FBP2
FBRSL1,33,FBRSL1
FBRS,25,FBRS
FBXW11,10,FBXW11
FBXO38,35,FBXO38
FBXO43,14,FBXO43
FBXO46,14,FBXO46
FBXO5,16,FBXO5
KDM2B,53,KDM2B
KDM2A,34,KDM2A
FBXL12,1,FBXL12
FBXL13,5,FBXL13
FBXL14,2,FBXL14
FBXL15,1,FBXL15
FBXL16,4,FBXL16
FBXL17,8,FBXL17
FBXL18,6,FBXL18
FBXL19,13,FBXL19
FBXL2,2,FBXL2
FBXL20,5,FBXL20
FBXL21,2,FBXL21
FBXL3,3,FBXL3
FBXL4,6,FBXL4
FBXL5,3,FBXL5
FBXL6,5,FBXL6
FBXL7,4,FBXL7
FBXO10,9,FBXO10
FBXO11,4,FBXO11
FBXO15,6,FBXO15
FBXO16,2,FBXO16
FBXO18,6,FBXO18
FBXO2,2,FBXO2
FBXO21,6,FBXO21
FBXO22,2,FBXO22
FBXO24,7,FBXO24
FBXO25,6,FBXO25
FBXO27,1,FBXO27
FBXO28,13,FBXO28
FBXO3,3,FBXO3
FBXO30,10,FBXO30
FBXO31,12,FBXO31
FBXO32,5,FBXO32
FBXO33,4,FBXO33
FBXO34,10,FBXO34
FBXO39,3,FBXO39
FBXO4,9,FBXO4
FBXO40,8,FBXO40
FBXO41,14,FBXO41
FBXO42,21,FBXO42
FBXO44,3,FBXO44
FBXO47,6,FBXO47
FBXO48,2,FBXO48
FBXO6,3,FBXO6
FBXO7,2,FBXO7
FBXO8,1,FBXO8
FBXO9,9,FBXO9
FBXW10,14,FBXW10
FBXW2,2,FBXW2
FBXW5,5,FBXW5
FBXW7,14,FBXW7
FBXW8,5,FBXW8
FBXW9,18,FBXW9
FCAMR,7,FCAMR
FCAR,1,FCAR
MS4A2,1,MS4A2
FCER1G,9,FCER1G
FCER2,3,FCER2
FCF1,4,FCF1
FCGBP,7,FCGBP
FCGR1A,8,FCGR1A
FCGR1B,6,FCGR1B
FCGR1CP,6,FCGR1CP
FCGR2A,8,FCGR2A
FCGR2B,4,FCGR2B
FCGR2C,4,FCGR2C
FCGR3A,4,FCGR3A
FCGR3B,4,FCGR3B
FCGRT,2,FCGRT
FCHO1,24,FCHO1
FCHO2,33,FCHO2
FCHSD1,9,FCHSD1
FCHSD2,26,FCHSD2
FKTN,4,FKTN
FCN3,1,FCN3
FCRL1,9,FCRL1
FCRL2,5,FCRL2
FCRL3,11,FCRL3
FCRL4,10,FCRL4
FCRL5,6,FCRL5
FCRL6,3,FCRL6
FCRLA,2,FCRLA
FCRLB,8,FCRLB
FDCSP,2,FDCSP
FDFT1,6,FDFT1
FDPS,9,FDPS
FDX1L,5,FDX1L
FDXACB1,5,FDXACB1
FDXR,7,FDXR
APBB1,17,APBB1
FECH,6,FECH
FEM1A,2,FEM1A
FEM1B,6,FEM1B
FEM1C,5,FEM1C
FEN1,19,FEN1
FER,26,FER
FER1L5,6,FER1L5
FER1L6,18,FER1L6
FTH1,10,FTH1
FES,23,FES
AHSG,13,AHSG
FETUB,3,FETUB
FEV,1,FEV
FEZ1,8,FEZ1
FEZ2,22,FEZ2
FEZF1,1,FEZF1
FEZF2,3,FEZF2
FFAR1,2,FFAR1
FFAR2,3,FFAR2
VPS51,22,VPS51
FGA,52,FGA
FGB,28,FGB
FGD1,30,FGD1
FGD2,15,FGD2
FGD3,18,FGD3
FGD4,20,FGD4
FGD5,38,FGD5
FGD6,54,FGD6
FGF1,3,FGF1
FGF10,1,FGF10
FGF12,3,FGF12
FGF13,6,FGF13
FGF14,5,FGF14
FGF16,2,FGF16
FGF17,1,FGF17
FGF18,2,FGF18
FGF19,2,FGF19
FGF2,15,FGF2
FGF20,1,FGF20
FGF22,1,FGF22
FGF23,9,FGF23
FGF3,6,FGF3
FGF4,2,FGF4
FGF5,3,FGF5
FGF7,4,FGF7
FGF8,3,FGF8
FGF9,3,FGF9
FGFBP1,1,FGFBP1
FGFBP2,1,FGFBP2
FGFBP3,4,FGFBP3
FGFR1,31,FGFR1
FGFR1OP2,7,FGFR1OP2
FGFR2,29,FGFR2
FGFR3,22,FGFR3
FGFR4,16,FGFR4
FGFRL1,3,FGFRL1
FGG,12,FGG
FGGY,4,FGGY
FGL1,1,FGL1
FGL2,1,FGL2
FGR,20,FGR
FHAD1,7,FHAD1
FHDC1,30,FHDC1
FHIT,2,FHIT
FHL1,16,FHL1
FHL2,17,FHL2
FHL3,5,FHL3
FHOD1,33,FHOD1
FHOD3,21,FHOD3
FIBCD1,3,FIBCD1
FIBIN,7,FIBIN
FICD,2,FICD
FIGLA,2,FIGLA
FIGN,14,FIGN
FIGNL1,8,FIGNL1
FIGNL2,7,FIGNL2
FILIP1,25,FILIP1
FILIP1L,27,FILIP1L
FIP1L1,51,FIP1L1
PUF60,24,PUF60
FIS1,6,FIS1
FITM1,1,FITM1
FIZ1,8,FIZ1
FJX1,2,FJX1
FKBP10,4,FKBP10
FKBP11,2,FKBP11
FKBP1A,3,FKBP1A
FKBP15,54,FKBP15
FKBP1C,1,FKBP1C
FKBP2,5,FKBP2
FKBP3,13,FKBP3
FKBP4,29,FKBP4
FKBP5,9,FKBP5
FKBP6,3,FKBP6
FKBP7,4,FKBP7
FKBP8,11,FKBP8
FKBPL,2,FKBPL
FOXS1,2,FOXS1
FKRP,2,FKRP
TPT1P8,1,TPT1P8
POTEKP,13,POTEKP
FLAD1,6,FLAD1
FLCN,13,FLCN
FLG,189,FLG
FLG2,33,FLG2
FLII,26,FLII
FLI1,23,FLI1
FLJ12988,3,FLJ12988
FLJ32154,1,FLJ32154
FLJ35816,1,FLJ35816
FLJ44635,3,FLJ44635
LOC400867,1,LOC400867
LOC400576,2,LOC400576
LOC401478,2,LOC401478
TRAFD1,28,TRAFD1
FLNA,205,FLNA
FLNB,176,FLNB
FLNC,92,FLNC
FLOT1,18,FLOT1
FLOT2,13,FLOT2
FLRT1,7,FLRT1
FLRT2,11,FLRT2
FLRT3,14,FLRT3
FLT3,20,FLT3
FLVCR1,8,FLVCR1
FLVCR2,4,FLVCR2
FLYWCH1,14,FLYWCH1
