Genes,Domains,Norm_Symbol
CDC26,['PF10471'],CDC26
IGSF22,"['PF00041', 'PF18362', 'PF07679']",IGSF22
TESK1,['PF07714'],TESK1
SLC31A1,['PF04145'],SLC31A1
PKD2L1,"['PF08016', 'PF18109']",PKD2L1
NPPB,['PF00212'],NPPB
MED19,['PF10278'],MED19
LBX1,['PF00046'],LBX1
EHMT2,"['PF00856', 'PF05033', 'PF12796']",EHMT2
KIF5C,['PF00225'],KIF5C
ABHD17B,['PF12146'],ABHD17B
GFPT2,"['PF01380', 'PF13522', 'PF13537']",GFPT2
C11orf24,['PF17823'],C11orf24
SOCS6,"['PF07525', 'PF00017']",SOCS6
HIBCH,['PF16113'],HIBCH
CNGA3,"['PF16526', 'PF00027', 'PF00520']",CNGA3
VSIG4,"['PF07686', 'PF13927']",VSIG4
AP1S3,['PF01217'],AP1S3
ANKRD20A2,"['PF14915', 'PF12796']",ANKRD20A2
GPC6,['PF01153'],GPC6
TENM1,"['PF15636', 'PF06484']",TENM1
CAVIN3,['PF15237'],CAVIN3
SUN5,['PF07738'],SUN5
TPBG,"['PF13855', 'PF01463', 'PF01462']",TPBG
NDST4,"['PF00685', 'PF12062']",NDST4
ARRDC2,"['PF00339', 'PF02752']",ARRDC2
ARPC2,['PF04045'],ARPC2
ERRFI1,['PF11555'],ERRFI1
SLC7A10,['PF13520'],SLC7A10
MEMO1,['PF01875'],MEMO1
MSGN1,['PF00010'],MSGN1
ASB2,"['PF13606', 'PF07525', 'PF12796', 'PF13637']",ASB2
WDFY1,"['PF01363', 'PF00400']",WDFY1
FAM214A,"['PF13915', 'PF13889']",FAM214A
C2orf88,['PF15127'],C2orf88
BCL6B,"['PF00096', 'PF00651']",BCL6B
LRP3,"['PF00057', 'PF00431']",LRP3
MSTN,"['PF00688', 'PF00019']",MSTN
CD180,"['PF18831', 'PF13855', 'PF00560']",CD180
CRYAA2,"['PF00011', 'PF00525']",CRYAA2
INSM1,['PF00096'],INSM1
PMS2,"['PF01119', 'PF08676', 'PF13589']",PMS2
GTF2F2,"['PF17683', 'PF02270']",GTF2F2
CTSV,"['PF08246', 'PF00112']",CTSV
CLASP2,['PF12348'],CLASP2
KCTD4,['PF02214'],KCTD4
RRM2,['PF00268'],RRM2
SPAG4,['PF07738'],SPAG4
CLMN,['PF00307'],CLMN
ZBTB40,"['PF00096', 'PF12874', 'PF00651']",ZBTB40
LMAN2,['PF03388'],LMAN2
TGM5,"['PF00868', 'PF01841', 'PF00927']",TGM5
RTEL1,"['PF13307', 'PF06733', 'PF04851']",RTEL1
WDR7,['PF00400'],WDR7
KLHL14,"['PF07707', 'PF00651', 'PF01344']",KLHL14
RAB11FIP2,"['PF00168', 'PF09457']",RAB11FIP2
GP6,"['PF13895', 'PF13927']",GP6
EXOC1L,['PF15277'],EXOC1L
PSMD8,['PF10075'],PSMD8
INPP1,['PF00459'],INPP1
NCBP3,['PF10309'],NCBP3
LILRB2,['PF13895'],LILRB2
AGAP4,"['PF12796', 'PF01412']",AGAP4
SH3GL3,"['PF03114', 'PF07653']",SH3GL3
WDR82,['PF00400'],WDR82
RNF138,"['PF18574', 'PF13923', 'PF13445', 'PF05605']",RNF138
GUSB,"['PF02836', 'PF02837', 'PF00703']",GUSB
CLEC4M,['PF00059'],CLEC4M
TGM7,"['PF00868', 'PF01841', 'PF00927']",TGM7
NCR3LG1,"['PF01140', 'PF07654']",NCR3LG1
CNOT6,"['PF13855', 'PF03372']",CNOT6
TXNL1,"['PF00085', 'PF06201']",TXNL1
TRA2A,['PF00076'],TRA2A
RDH13,['PF00106'],RDH13
YWHAE,['PF00244'],YWHAE
GLYCTK,"['PF05161', 'PF13660']",GLYCTK
MEP1B,"['PF01400', 'PF00629']",MEP1B
SLC16A13,['PF07690'],SLC16A13
CNMD,['PF04089'],CNMD
BPIFB2,"['PF01273', 'PF02886']",BPIFB2
KCNS3,"['PF02214', 'PF00520']",KCNS3
IDH1,['PF00180'],IDH1
NDUFA6,['PF05347'],NDUFA6
SLC16A11,['PF07690'],SLC16A11
DPY19L4,['PF10034'],DPY19L4
SMDT1,['PF10161'],SMDT1
PRKCE,"['PF00168', 'PF00433', 'PF00130', 'PF00069']",PRKCE
CXXC1,"['PF02008', 'PF00628', 'PF12269']",CXXC1
LCMT2,"['PF04072', 'PF13964']",LCMT2
BCS1L,"['PF08740', 'PF00004']",BCS1L
GABPA,"['PF02198', 'PF00178', 'PF11620']",GABPA
RNF125,"['PF18574', 'PF13923', 'PF05605']",RNF125
IL1RAPL1,"['PF18452', 'PF00047', 'PF01582']",IL1RAPL1
OR6M1,['PF13853'],OR6M1
HMBS,"['PF03900', 'PF01379']",HMBS
NLRP6,"['PF17779', 'PF17776', 'PF02758', 'PF05729']",NLRP6
ZGPAT,"['PF01585', 'PF18044']",ZGPAT
DEFB136,['PF17333'],DEFB136
DEFB135,['PF13841'],DEFB135
GAREM1,['PF12736'],GAREM1
MSH3,"['PF01624', 'PF00488', 'PF05188', 'PF05192']",MSH3
GPX1,['PF00255'],GPX1
ZCCHC2,['PF00098'],ZCCHC2
DEFB134,['PF13841'],DEFB134
APBB2,"['PF00397', 'PF00640']",APBB2
BCAP31,"['PF18035', 'PF05529']",BCAP31
H2AFV,"['PF16211', 'PF00125']",H2AFV
OR8D4,['PF13853'],OR8D4
KIR2DS4,['PF00047'],KIR2DS4
CABLES1,['PF00134'],CABLES1
KIAA2013,['PF10222'],KIAA2013
DEFB130B,['PF00711'],DEFB130B
TBL1Y,"['PF08513', 'PF00400']",TBL1Y
NR2F1,"['PF00104', 'PF00105']",NR2F1
LIME1,['PF15332'],LIME1
TRIB1,['PF00069'],TRIB1
POU6F2,"['PF00157', 'PF00046']",POU6F2
KLRG2,['PF00059'],KLRG2
IL17RC,"['PF15037', 'PF08357']",IL17RC
SLK,"['PF00069', 'PF12474']",SLK
AMELY,['PF02948'],AMELY
C9orf85,['PF10217'],C9orf85
EPHA8,"['PF00041', 'PF00536', 'PF14575', 'PF07714', 'PF01404']",EPHA8
KCND1,"['PF00520', 'PF02214', 'PF11879', 'PF11601']",KCND1
KIF16B,"['PF00787', 'PF00498', 'PF00225']",KIF16B
ATP5PF,['PF05511'],ATP5PF
AL121845.2,['PF15332'],AL121845.2
DHFR,['PF00186'],DHFR
ZNF705D,"['PF00096', 'PF01352']",ZNF705D
KCNJ11,"['PF01007', 'PF17655']",KCNJ11
FBXL12,"['PF12937', 'PF00646']",FBXL12
TNFRSF6B,['PF00020'],TNFRSF6B
HS3ST1,['PF00685'],HS3ST1
TXNDC11,['PF00085'],TXNDC11
KCNIP1,"['PF13499', 'PF13833']",KCNIP1
CCDC126,['PF15027'],CCDC126
CLEC2L,['PF00059'],CLEC2L
ASCC2,['PF02845'],ASCC2
JPH2,['PF02493'],JPH2
UBE3D,['PF09814'],UBE3D
ZNF169,"['PF00096', 'PF01352']",ZNF169
MAGEB2,"['PF01454', 'PF12440']",MAGEB2
SNN,"['PF09051', 'PF09049', 'PF09050']",SNN
ALOX5AP,['PF01124'],ALOX5AP
SHLD1,['PF15021'],SHLD1
RGS14,"['PF02196', 'PF00615', 'PF02188']",RGS14
USP17L2,"['PF00443', 'PF04774']",USP17L2
KCNMB1,['PF03185'],KCNMB1
UBE2E3,['PF00179'],UBE2E3
ZDHHC2,['PF01529'],ZDHHC2
USP17L7,['PF00443'],USP17L7
IREB2,"['PF00330', 'PF00694']",IREB2
CHGB,['PF01271'],CHGB
BRICD5,['PF04089'],BRICD5
SARM1,"['PF13676', 'PF07647']",SARM1
POLR2J2,['PF13656'],POLR2J2
SALL2,"['PF00096', 'PF13912']",SALL2
ACAD8,"['PF02770', 'PF00441', 'PF02771']",ACAD8
JAM2,"['PF07686', 'PF13927']",JAM2
AC002094.3,['PF00045'],AC002094.3
SNRPB2,['PF00076'],SNRPB2
SF3B1,['PF08920'],SF3B1
TMEM37,['PF15108'],TMEM37
SPDYE2,['PF11357'],SPDYE2
MAGEB3,"['PF01454', 'PF12440']",MAGEB3
CHRM2,['PF00001'],CHRM2
GET4,['PF04190'],GET4
SLC46A1,['PF07690'],SLC46A1
SLC28A2,"['PF07662', 'PF07670', 'PF01773']",SLC28A2
POLR2J3,['PF13656'],POLR2J3
TTLL3,['PF03133'],TTLL3
MAGEB1,"['PF01454', 'PF12440']",MAGEB1
MAGEB4,"['PF01454', 'PF12440']",MAGEB4
PURB,['PF04845'],PURB
MAGED1,['PF01454'],MAGED1
FLOT2,"['PF01145', 'PF15975']",FLOT2
SPDYE2B,['PF11357'],SPDYE2B
MUC22,['PF14654'],MUC22
TMEM199,['PF11712'],TMEM199
HLA-DQB1,"['PF00969', 'PF07654']",HLA-DQB1
AC093668.1,['PF00779'],AC093668.1
ZNF142,"['PF00096', 'PF13909']",ZNF142
DECR2,"['PF00106', 'PF13561']",DECR2
SEBOX,['PF00046'],SEBOX
TRAPPC2,['PF04628'],TRAPPC2
ARFRP1,['PF00025'],ARFRP1
STAG2,['PF08514'],STAG2
C1QA,"['PF01391', 'PF00386']",C1QA
GSTK1,['PF01323'],GSTK1
FGF13,['PF00167'],FGF13
THRB,"['PF00104', 'PF00105']",THRB
GPBAR1,['PF00001'],GPBAR1
VTN,"['PF00045', 'PF01033']",VTN
C9orf153,['PF17673'],C9orf153
C9orf57,['PF15851'],C9orf57
RIPK1,"['PF07714', 'PF12721', 'PF00531']",RIPK1
CAMK1,['PF00069'],CAMK1
BTRC,"['PF12937', 'PF12125', 'PF00400']",BTRC
CECR2,['PF00439'],CECR2
C1QC,"['PF01391', 'PF00386']",C1QC
MTRNR2L13,['PF15040'],MTRNR2L13
SLC10A5,['PF01758'],SLC10A5
ZNF100,"['PF00096', 'PF01352']",ZNF100
CEBPA,['PF07716'],CEBPA
CFLAR,"['PF00656', 'PF01335']",CFLAR
PLXDC2,['PF01437'],PLXDC2
HUNK,['PF00069'],HUNK
SELENOH,['PF10262'],SELENOH
SKP2,['PF12937'],SKP2
NUTM2F,['PF12881'],NUTM2F
RDM1,"['PF00076', 'PF04098']",RDM1
SKOR2,"['PF02437', 'PF08782']",SKOR2
SNRNP25,['PF18036'],SNRNP25
ZBTB46,"['PF13909', 'PF00651']",ZBTB46
C1QB,"['PF01391', 'PF00386']",C1QB
POLR3K,"['PF02150', 'PF01096']",POLR3K
AL121845.3,['PF15332'],AL121845.3
BLK,"['PF07714', 'PF00018', 'PF00017']",BLK
SLC25A18,['PF00153'],SLC25A18
TMX2,['PF00085'],TMX2
NR0B1,"['PF00104', 'PF14046']",NR0B1
SOGA3,['PF11365'],SOGA3
TRMT6,['PF04189'],TRMT6
CXorf21,['PF15133'],CXorf21
PAQR4,['PF03006'],PAQR4
PHLPP1,"['PF00169', 'PF13516', 'PF00481', 'PF13855', 'PF00560']",PHLPP1
BTBD18,['PF00651'],BTBD18
RHOG,['PF00071'],RHOG
KIAA0408,['PF14818'],KIAA0408
CEP170B,"['PF15308', 'PF00498']",CEP170B
STK19,['PF10494'],STK19
OSER1,['PF05604'],OSER1
TLCD2,['PF03798'],TLCD2
SUN1,"['PF07738', 'PF09387', 'PF18580']",SUN1
OCA2,['PF03600'],OCA2
RBMX2,['PF00076'],RBMX2
USP50,['PF00443'],USP50
LTBP4,"['PF07645', 'PF12662', 'PF00008', 'PF00683', 'PF12661']",LTBP4
STK10,"['PF00069', 'PF12474']",STK10
LYPD6B,['PF16975'],LYPD6B
KAT6A,"['PF00628', 'PF01853', 'PF17772']",KAT6A
INS-IGF2,['PF00049'],INS-IGF2
AKR1B1,['PF00248'],AKR1B1
SUMO1,['PF11976'],SUMO1
ZNF875,"['PF00096', 'PF01352']",ZNF875
RASA4,"['PF00169', 'PF00616', 'PF00168', 'PF00779']",RASA4
DXO,['PF08652'],DXO
FAM221A,['PF14753'],FAM221A
UBA1,"['PF16191', 'PF00899', 'PF09358', 'PF10585', 'PF16190']",UBA1
SCGN,"['PF13202', 'PF13499']",SCGN
HDDC2,['PF13023'],HDDC2
MAT2A,"['PF02773', 'PF00438', 'PF02772']",MAT2A
UBL5,['PF00240'],UBL5
KREMEN2,"['PF00051', 'PF01822', 'PF00431']",KREMEN2
SREBF1,['PF00010'],SREBF1
ACTA2,['PF00022'],ACTA2
SYNE3,"['PF10541', 'PF00435']",SYNE3
BPIFB6,"['PF01273', 'PF02886']",BPIFB6
IGF2,"['PF00049', 'PF08365']",IGF2
APH1B,['PF06105'],APH1B
WDR37,['PF00400'],WDR37
STUB1,"['PF18391', 'PF12895', 'PF04564']",STUB1
OGG1,"['PF00730', 'PF07934']",OGG1
MLST8,['PF00400'],MLST8
USP8,"['PF00581', 'PF08969', 'PF00443']",USP8
AFG3L2,"['PF01434', 'PF06480', 'PF17862', 'PF00004']",AFG3L2
B3GALT5,['PF01762'],B3GALT5
LMAN2L,['PF03388'],LMAN2L
CSNK2A1,"['PF07714', 'PF00069']",CSNK2A1
EMC9,['PF03665'],EMC9
MFSD14B,['PF07690'],MFSD14B
INS,['PF00049'],INS
TPD52L1,['PF04201'],TPD52L1
STIM1,"['PF16533', 'PF07647']",STIM1
TREH,['PF01204'],TREH
TIMM23,['PF02466'],TIMM23
BCL2,"['PF02180', 'PF00452']",BCL2
RAI1,['PF13771'],RAI1
ADARB2,"['PF00035', 'PF02137']",ADARB2
GGCX,['PF05090'],GGCX
SCUBE3,"['PF07645', 'PF12662', 'PF12947', 'PF07699', 'PF14670', 'PF00431']",SCUBE3
RPS2,"['PF03719', 'PF00333']",RPS2
FAM86B1,"['PF14904', 'PF10294']",FAM86B1
RAB33B,['PF00071'],RAB33B
FBP2,['PF00316'],FBP2
JMJD8,['PF13621'],JMJD8
GAD1,['PF00282'],GAD1
TADA3,['PF10198'],TADA3
PKMYT1,['PF00069'],PKMYT1
MGARP,['PF14962'],MGARP
C5orf22,['PF12640'],C5orf22
TBC1D20,['PF00566'],TBC1D20
PNMA5,['PF14893'],PNMA5
FBP1,['PF00316'],FBP1
TUBB6,"['PF03953', 'PF00091']",TUBB6
TRIM27,"['PF13765', 'PF15227', 'PF00622', 'PF00643']",TRIM27
DDR1,"['PF07714', 'PF00754']",DDR1
NDUFC1,['PF15088'],NDUFC1
NHLRC1,['PF14634'],NHLRC1
MIS18A,['PF03226'],MIS18A
PNMA3,['PF14893'],PNMA3
BIN3,['PF03114'],BIN3
STAMBPL1,"['PF01398', 'PF08969']",STAMBPL1
GLB1L3,['PF01301'],GLB1L3
SP5,['PF00096'],SP5
LRRC74B,['PF13516'],LRRC74B
PIAS1,"['PF14324', 'PF02891']",PIAS1
PSME1,"['PF02251', 'PF02252']",PSME1
AL159163.1,['PF00445'],AL159163.1
PNMA6A,['PF14893'],PNMA6A
GPR26,['PF00001'],GPR26
RPUSD3,['PF00849'],RPUSD3
MAGEA1,"['PF01454', 'PF12440']",MAGEA1
ZNF43,"['PF00096', 'PF01352']",ZNF43
ATG16L2,"['PF00400', 'PF08614']",ATG16L2
SRPK3,['PF00069'],SRPK3
CRK,"['PF07653', 'PF00018', 'PF00017']",CRK
PPARG,"['PF12577', 'PF00105', 'PF00104']",PPARG
CNNM4,"['PF01595', 'PF00571']",CNNM4
ARSH,"['PF00884', 'PF14707']",ARSH
EVI5L,['PF00566'],EVI5L
TRPM2,"['PF18139', 'PF00520']",TRPM2
Z82190.2,['PF12257'],Z82190.2
SMPD1,['PF00149'],SMPD1
HPCAL1,"['PF13499', 'PF13833']",HPCAL1
OR5P3,['PF13853'],OR5P3
CYP2D7,['PF00067'],CYP2D7
MAP3K8,['PF00069'],MAP3K8
PGP,"['PF13242', 'PF13344']",PGP
URB1,"['PF16201', 'PF11707']",URB1
ABCD1,"['PF06472', 'PF00005']",ABCD1
OVCH2,"['PF00089', 'PF00431']",OVCH2
OR4D5,['PF13853'],OR4D5
LANCL2,['PF05147'],LANCL2
OR6T1,['PF13853'],OR6T1
OR5P2,['PF13853'],OR5P2
ADAL,['PF00962'],ADAL
OR10S1,['PF13853'],OR10S1
OTUB2,['PF10275'],OTUB2
OR10G6,['PF13853'],OR10G6
MRAP,['PF15183'],MRAP
ARPC4-TTLL3,"['PF03133', 'PF05856']",ARPC4-TTLL3
OR10G4,['PF13853'],OR10G4
OTOR,['PF07653'],OTOR
HLA-DQA2,"['PF00993', 'PF07654']",HLA-DQA2
NAA15,"['PF12569', 'PF13181']",NAA15
TCTA,['PF15128'],TCTA
BRD8,['PF00439'],BRD8
IGSF5,['PF07679'],IGSF5
ARPC4,['PF05856'],ARPC4
BPIFB3,"['PF01273', 'PF02886']",BPIFB3
SH2D1A,['PF00017'],SH2D1A
IMPG1,['PF01390'],IMPG1
MRPS33,['PF08293'],MRPS33
PHLDB1,['PF00169'],PHLDB1
CALML4,['PF13499'],CALML4
TEX13D,['PF15186'],TEX13D
AC135068.1,['PF13853'],AC135068.1
KIF13B,"['PF01302', 'PF12473', 'PF12423', 'PF00498', 'PF00225', 'PF16183']",KIF13B
PLXNB3,"['PF01437', 'PF18020', 'PF01833', 'PF01403', 'PF17960', 'PF08337']",PLXNB3
RHOA,['PF00071'],RHOA
LINC02203,['PF13853'],LINC02203
AC135068.3,['PF13853'],AC135068.3
OR10G9,['PF13853'],OR10G9
SLC10A2,['PF01758'],SLC10A2
PNMA6F,['PF14893'],PNMA6F
OR10G8,['PF13853'],OR10G8
ATIC,"['PF01808', 'PF02142']",ATIC
MICALL1,"['PF12130', 'PF00307', 'PF00412']",MICALL1
GDAP1L1,"['PF13417', 'PF13410', 'PF00043']",GDAP1L1
SOD2,"['PF02777', 'PF00081']",SOD2
NSMAF,"['PF02138', 'PF02893', 'PF00400']",NSMAF
TMEM178B,['PF13903'],TMEM178B
TRIP10,"['PF00018', 'PF00611']",TRIP10
IL3RA,"['PF18611', 'PF09240']",IL3RA
MYO1G,"['PF06017', 'PF00063']",MYO1G
RPS6KA2,"['PF00433', 'PF00069']",RPS6KA2
EPHB2,"['PF07699', 'PF00041', 'PF00536', 'PF14575', 'PF07714', 'PF01404']",EPHB2
ZNF25,"['PF00096', 'PF01352']",ZNF25
PCSK2,"['PF16470', 'PF01483', 'PF00082']",PCSK2
NCOA4,['PF12489'],NCOA4
CPXM2,"['PF13620', 'PF00754', 'PF00246']",CPXM2
NT5C3A,['PF05822'],NT5C3A
ZNF275,['PF00096'],ZNF275
LRP5,"['PF14670', 'PF00058', 'PF00057']",LRP5
FITM2,['PF10261'],FITM2
ISCA1,['PF01521'],ISCA1
MCF2L,"['PF00169', 'PF07653', 'PF00435', 'PF13716', 'PF00621']",MCF2L
PSD,"['PF15410', 'PF01369']",PSD
SEMA4F,"['PF01437', 'PF01403']",SEMA4F
LYZL2,['PF00062'],LYZL2
NRP2,"['PF11980', 'PF00754', 'PF00629', 'PF00431']",NRP2
CDC23,"['PF13414', 'PF04049', 'PF13181']",CDC23
PNMA6E,['PF14893'],PNMA6E
ETNPPL,['PF00202'],ETNPPL
NADSYN1,"['PF00795', 'PF02540']",NADSYN1
BOD1L2,['PF05205'],BOD1L2
R3HDML,['PF00188'],R3HDML
PGGHG,['PF03632'],PGGHG
HTR1B,['PF00001'],HTR1B
PROSER1,['PF14771'],PROSER1
ST8SIA3,['PF00777'],ST8SIA3
FBXL15,"['PF13516', 'PF00646']",FBXL15
ADAMTSL3,"['PF07679', 'PF00090', 'PF08686']",ADAMTSL3
OR10G7,['PF13853'],OR10G7
GLYAT,"['PF06021', 'PF08444']",GLYAT
TBXAS1,['PF00067'],TBXAS1
CCAR2,"['PF14444', 'PF14443']",CCAR2
PLA2G4E,"['PF00168', 'PF01735', 'PF18695']",PLA2G4E
TPMT,['PF05724'],TPMT
ONECUT2,"['PF02376', 'PF00046']",ONECUT2
FCHSD2,"['PF00018', 'PF00611', 'PF14604']",FCHSD2
KIF20A,['PF00225'],KIF20A
WTAP,['PF17098'],WTAP
COA5,['PF10203'],COA5
SPATA5L1,"['PF17862', 'PF00004']",SPATA5L1
NFKB1,"['PF00554', 'PF00531', 'PF12796', 'PF00023', 'PF16179']",NFKB1
PDHB,"['PF02779', 'PF02780']",PDHB
CNNM3,['PF00571'],CNNM3
GNAT1,['PF00503'],GNAT1
DSN1,['PF08202'],DSN1
WNT8B,['PF00110'],WNT8B
AL669918.1,"['PF00969', 'PF00005', 'PF00664', 'PF07654']",AL669918.1
AP000646.1,['PF14580'],AP000646.1
ACAT2,"['PF02803', 'PF00108']",ACAT2
AAMP,"['PF12894', 'PF00400']",AAMP
RNASET2,['PF00445'],RNASET2
ZNF311,"['PF00096', 'PF01352', 'PF13912']",ZNF311
HYKK,['PF01636'],HYKK
HIBADH,"['PF14833', 'PF03446']",HIBADH
OR10A6,['PF13853'],OR10A6
FOXD4L4,['PF00250'],FOXD4L4
OR10A3,['PF13853'],OR10A3
CARS,['PF01406'],CARS
PTN,"['PF01091', 'PF05196']",PTN
ANKRD23,"['PF13606', 'PF12796']",ANKRD23
ODC1,"['PF02784', 'PF00278']",ODC1
OR2W1,['PF13853'],OR2W1
TECTA,"['PF12714', 'PF00094', 'PF00100', 'PF01826', 'PF06119', 'PF08742']",TECTA
SLC25A6,['PF00153'],SLC25A6
IL12RB1,['PF00041'],IL12RB1
ZNF208,"['PF00096', 'PF01352', 'PF13912']",ZNF208
TTC17,"['PF09295', 'PF13181']",TTC17
C16orf91,['PF15013'],C16orf91
NLRP10,"['PF17779', 'PF05729', 'PF02758']",NLRP10
ANKRD39,"['PF13637', 'PF12796']",ANKRD39
ENPP1,"['PF01033', 'PF01663', 'PF01223']",ENPP1
HIPK2,['PF00069'],HIPK2
MEI4,['PF13971'],MEI4
PLA2R1,"['PF00040', 'PF00059']",PLA2R1
RAMACL,['PF15320'],RAMACL
ZFP92,"['PF00096', 'PF01352']",ZFP92
SEL1L3,['PF08238'],SEL1L3
MYO3A,"['PF00612', 'PF00063', 'PF00069']",MYO3A
KDSR,['PF00106'],KDSR
MAST3,"['PF17820', 'PF08926', 'PF00069']",MAST3
MZT2A,['PF12926'],MZT2A
CCDC154,['PF15450'],CCDC154
API5,['PF05918'],API5
THUMPD2,"['PF02926', 'PF01170']",THUMPD2
GPBP1,['PF15337'],GPBP1
TBCEL,"['PF14560', 'PF14580']",TBCEL
SMIM20,['PF15061'],SMIM20
RWDD2A,"['PF05773', 'PF06544']",RWDD2A
TUBA3D,"['PF03953', 'PF00091']",TUBA3D
TCP1,['PF00118'],TCP1
SLC45A1,['PF07690'],SLC45A1
COQ10B,['PF03364'],COQ10B
MGAM2,"['PF16863', 'PF00088', 'PF13802', 'PF01055']",MGAM2
OFD1,['PF16045'],OFD1
RER1,['PF03248'],RER1
CLEC10A,"['PF00059', 'PF03954']",CLEC10A
DAZ3,['PF00076'],DAZ3
LOXL4,"['PF01186', 'PF00530']",LOXL4
YAE1,['PF09811'],YAE1
DDX24,"['PF00270', 'PF00271']",DDX24
WDR81,"['PF02138', 'PF00400']",WDR81
AGK,['PF00781'],AGK
PCNT,['PF10495'],PCNT
FNIP1,"['PF14636', 'PF14638', 'PF14637']",FNIP1
GSTT2B,"['PF02798', 'PF00043']",GSTT2B
UBXN1,"['PF00627', 'PF00789']",UBXN1
CPA6,"['PF02244', 'PF00246']",CPA6
GK,"['PF02782', 'PF00370']",GK
DNAH1,"['PF08393', 'PF17852', 'PF03028', 'PF12777', 'PF18199', 'PF12780', 'PF12775', 'PF12774', 'PF18198', 'PF12781', 'PF17857']",DNAH1
ZNF257,"['PF00096', 'PF01352']",ZNF257
TAF1,"['PF09247', 'PF12157', 'PF15288', 'PF00439']",TAF1
PEX10,"['PF13920', 'PF04757', 'PF14447']",PEX10
SH3KBP1,['PF14604'],SH3KBP1
CAMKK1,['PF00069'],CAMKK1
WNK3,"['PF00069', 'PF12202']",WNK3
GALC,"['PF02057', 'PF17387']",GALC
POTEB,"['PF12796', 'PF14915']",POTEB
PIK3R1,"['PF00620', 'PF16454', 'PF00017']",PIK3R1
ZNF527,"['PF00096', 'PF01352']",ZNF527
RARS,"['PF05746', 'PF00750', 'PF03485']",RARS
DHRS13,"['PF00106', 'PF13561']",DHRS13
SLC6A20,['PF00209'],SLC6A20
DOP1A,['PF04118'],DOP1A
IFITM5,['PF04505'],IFITM5
AQP3,['PF00230'],AQP3
GABRP,"['PF02931', 'PF02932']",GABRP
LACTBL1,['PF00144'],LACTBL1
TEX46,['PF17671'],TEX46
POTED,"['PF14915', 'PF12796']",POTED
MTMR3,"['PF06602', 'PF01363']",MTMR3
DDTL,['PF01187'],DDTL
UBTD2,"['PF16455', 'PF00240']",UBTD2
DDX39B,"['PF00270', 'PF00271']",DDX39B
FADD,"['PF01335', 'PF00531']",FADD
TOX,['PF00505'],TOX
LRRC3,"['PF13855', 'PF00560', 'PF01462']",LRRC3
CHID1,['PF00704'],CHID1
PRR36,['PF15363'],PRR36
TCF20,['PF13771'],TCF20
EXOC1,"['PF09763', 'PF15277']",EXOC1
ARSF,"['PF00884', 'PF14707']",ARSF
SLC34A1,['PF02690'],SLC34A1
PCIF1,"['PF12237', 'PF00397']",PCIF1
GLB1L2,['PF01301'],GLB1L2
GSTT2,"['PF02798', 'PF00043']",GSTT2
SV2C,"['PF13599', 'PF00083', 'PF07690']",SV2C
SLC8A1,"['PF03160', 'PF16494', 'PF01699']",SLC8A1
NT5C1B,['PF06189'],NT5C1B
AC253536.7,['PF01187'],AC253536.7
RAB11FIP3,['PF09457'],RAB11FIP3
LRRC8E,"['PF13855', 'PF12534']",LRRC8E
RHBDF1,"['PF01694', 'PF12595']",RHBDF1
AKR1B10,['PF00248'],AKR1B10
DDT,['PF01187'],DDT
HORMAD2,['PF02301'],HORMAD2
PFN3,['PF00235'],PFN3
CNOT7,['PF04857'],CNOT7
PRAG1,['PF00069'],PRAG1
CEP72,['PF14580'],CEP72
CYP3A5,['PF00067'],CYP3A5
TPPP,['PF05517'],TPPP
MICU2,['PF13833'],MICU2
FOCAD,"['PF11229', 'PF12530']",FOCAD
ZNF569,"['PF00096', 'PF13465', 'PF01352']",ZNF569
PYROXD2,"['PF13450', 'PF01593']",PYROXD2
GATA4,"['PF00320', 'PF05349']",GATA4
ARHGEF39,['PF00621'],ARHGEF39
DPCD,['PF14913'],DPCD
CLPTM1L,['PF05602'],CLPTM1L
ZNF570,"['PF00096', 'PF01352']",ZNF570
CLDN23,['PF00822'],CLDN23
GALNTL5,['PF00535'],GALNTL5
NADK2,['PF01513'],NADK2
NOL6,"['PF17404', 'PF03813', 'PF17405', 'PF17407', 'PF17403', 'PF17406']",NOL6
CIB3,['PF13499'],CIB3
AKR1B15,['PF00248'],AKR1B15
CA9,['PF00194'],CA9
FBLL1,['PF01269'],FBLL1
CLN6,['PF15156'],CLN6
MFHAS1,"['PF13855', 'PF08477']",MFHAS1
KCNE2,['PF02060'],KCNE2
NT5C1B-RDH14,"['PF06189', 'PF00106']",NT5C1B-RDH14
LRATD2,['PF04970'],LRATD2
FAS,"['PF00020', 'PF00531']",FAS
SLC5A3,['PF00474'],SLC5A3
IRAK1BP1,['PF04402'],IRAK1BP1
BPGM,['PF00300'],BPGM
POLL,"['PF14791', 'PF14792', 'PF10391', 'PF14716']",POLL
ASMTL,"['PF00891', 'PF02545', 'PF16864']",ASMTL
AOPEP,"['PF01433', 'PF09127', 'PF17900']",AOPEP
GNB2,['PF00400'],GNB2
SMAD2,"['PF03166', 'PF03165']",SMAD2
RAPGEF6,"['PF00617', 'PF00595', 'PF00027', 'PF00618', 'PF00788']",RAPGEF6
MRPS6,['PF01250'],MRPS6
PANK3,['PF03630'],PANK3
RDH14,['PF00106'],RDH14
GOLGA8F,['PF15070'],GOLGA8F
POU5F1B,"['PF00157', 'PF00046']",POU5F1B
IFITM2,['PF04505'],IFITM2
NDUFAF6,['PF00494'],NDUFAF6
PHKA1,['PF00723'],PHKA1
MPG,['PF02245'],MPG
