Genes,Transcript_Length,Norm_Symbol
SLC16A9,3912.0,SLC16A9
IQCF5,529.0,IQCF5
C6orf203,1241.3333333333333,C6orf203
RELCH,6780.666666666668,RELCH
PNPT1,2382.5,PNPT1
DYNLT3,1263.3333333333333,DYNLT3
PSD,2924.0,PSD
NAP1L1,2132.0,NAP1L1
XAGE3,500.5,XAGE3
MCCC1,2372.0,MCCC1
COX19,4839.0,COX19
PHOSPHO1,1200.7142857142858,PHOSPHO1
GLT1D1,2497.333333333333,GLT1D1
LZTR1,1777.333333333333,LZTR1
MTR,6646.0,MTR
CBY1,975.8,CBY1
OR4B1,930.0,OR4B1
CLEC4D,1278.0,CLEC4D
DRD2,1833.0,DRD2
THAP9,3825.0,THAP9
TAF1,4475.4,TAF1
GRWD1,3226.0,GRWD1
HMCN2,6152.0,HMCN2
PHACTR1,2016.142857142857,PHACTR1
TNRC6B,10128.5,TNRC6B
TET1,9612.0,TET1
MLLT6,3833.333333333334,MLLT6
SMIM15,1736.0,SMIM15
FXYD2,584.0,FXYD2
NOD1,1453.8,NOD1
USP24,5707.0,USP24
HMGN5,932.8333333333335,HMGN5
TRPV5,2365.6666666666665,TRPV5
SLC33A1,3203.8,SLC33A1
IQCC,2139.5,IQCC
SNAPC3,2404.0,SNAPC3
TMPRSS3,2299.6,TMPRSS3
MRPL54,549.5,MRPL54
LRFN3,3101.0,LRFN3
TSNAX,1697.0,TSNAX
ROMO1,399.6,ROMO1
NYAP2,5025.5,NYAP2
TENT4A,2511.6666666666665,TENT4A
SGO1,1665.8181818181818,SGO1
CCNK,1719.25,CCNK
HORMAD1,1400.0,HORMAD1
DHRS3,1188.6666666666667,DHRS3
YTHDC1,2321.333333333333,YTHDC1
AKTIP,1077.3333333333333,AKTIP
IMPA1,1130.125,IMPA1
MEF2A,3199.333333333333,MEF2A
CHIT1,1923.0,CHIT1
NBL1,1311.357142857143,NBL1
EPS8L2,1766.0,EPS8L2
CNGA3,3107.5,CNGA3
TEX37,798.0,TEX37
CEP295NL,1555.666666666667,CEP295NL
RETN,388.33333333333326,RETN
BTG3,854.6666666666665,BTG3
FSCN2,1608.0,FSCN2
ZNF688,1041.8,ZNF688
SLC7A8,2118.375,SLC7A8
DDO,2041.5,DDO
TMEM259,1764.2,TMEM259
ANKRD61,1257.0,ANKRD61
ARPP19,1722.333333333333,ARPP19
MRPS26,1016.0,MRPS26
REV1,3331.333333333333,REV1
AC092042.3,554.0,AC092042.3
PIK3IP1,1604.5,PIK3IP1
TMEM38B,1835.0,TMEM38B
REXO1,3251.5,REXO1
JMJD7-PLA2G4B,3148.5,JMJD7-PLA2G4B
SLC16A7,4387.857142857143,SLC16A7
THRA,1849.7777777777774,THRA
CLDN5,2009.75,CLDN5
DCAF12L1,3345.0,DCAF12L1
S1PR4,1565.0,S1PR4
PPARA,3831.5,PPARA
ZNF625,1231.6666666666667,ZNF625
CYP4B1,1473.166666666667,CYP4B1
THAP11,2114.0,THAP11
TBC1D3D,2116.0,TBC1D3D
NCF1,794.6666666666665,NCF1
TGM6,2225.0,TGM6
LINC00634,917.5,LINC00634
ZEB1,3193.666666666666,ZEB1
ZBTB48,1295.5,ZBTB48
POTEJ,3383.0,POTEJ
CD79B,967.0,CD79B
RFXAP,2304.0,RFXAP
EIF3B,2024.5,EIF3B
APOM,796.8571428571429,APOM
PNMA2,4730.0,PNMA2
TUBD1,1435.9,TUBD1
KDM6B,4491.333333333333,KDM6B
CD58,925.25,CD58
MRPL39,1069.6666666666667,MRPL39
ANKRD1,1979.0,ANKRD1
CIAPIN1,1213.0,CIAPIN1
LGSN,2345.5,LGSN
REEP2,1553.4,REEP2
TRAPPC6A,693.0,TRAPPC6A
FZD7,3859.0,FZD7
SH3PXD2A,8654.666666666666,SH3PXD2A
FOXM1,2853.0,FOXM1
RTL3,2648.0,RTL3
NLN,4942.5,NLN
ASPH,2011.3809523809525,ASPH
NUSAP1,2270.428571428572,NUSAP1
OR6C74,1105.0,OR6C74
NTRK3,3672.857142857143,NTRK3
SLC9A5,1495.5,SLC9A5
RASEF,3675.0,RASEF
AC022966.1,1779.9230769230771,AC022966.1
CT47A5,1298.0,CT47A5
SCG2,1189.0,SCG2
HYOU1,2094.3571428571427,HYOU1
KP420440.1,849.75,KP420440.1
ITIH3,2755.0,ITIH3
MRPS18B,1392.4615384615383,MRPS18B
PCDH19,6447.25,PCDH19
ISM2,1752.666666666667,ISM2
ZSCAN4,2112.5,ZSCAN4
NUGGC,2152.0,NUGGC
CD72,1288.2,CD72
DDX49,1793.0,DDX49
RERE,3319.0,RERE
RFTN2,2331.6666666666665,RFTN2
FAM72D,2423.0,FAM72D
MPP3,2589.0,MPP3
ZNF580,936.5,ZNF580
NSD1,3403.090909090909,NSD1
GPR17,1604.5,GPR17
RNF121,1871.5,RNF121
ASTE1,1194.8333333333333,ASTE1
PACSIN1,4275.0,PACSIN1
UFC1,888.0,UFC1
MKNK2,1728.125,MKNK2
KAT6B,4215.148148148148,KAT6B
TNIP1,1951.0,TNIP1
EIF3G,793.2,EIF3G
INSC,2381.6666666666665,INSC
CSNK2A1,2591.733333333333,CSNK2A1
CD70,788.0,CD70
ZNF70,6940.0,ZNF70
ENG,2970.333333333333,ENG
HAND2,2058.5,HAND2
APOLD1,4685.0,APOLD1
ZDHHC20,3033.8,ZDHHC20
PRKRIP1,2157.6666666666665,PRKRIP1
SLC16A4,2166.0,SLC16A4
SNRNP48,4174.0,SNRNP48
RTN4,2617.333333333333,RTN4
NFE2L3,2017.0,NFE2L3
AC270107.7,369.0,AC270107.7
CC2D2A,2501.1,CC2D2A
PPARGC1A,2769.0,PPARGC1A
TSPAN31,1731.4,TSPAN31
TNIP3,1615.5,TNIP3
C1orf109,923.125,C1orf109
C1orf105,683.0,C1orf105
NDUFS1,3404.625,NDUFS1
CNTNAP5,5284.0,CNTNAP5
OR14A16,1148.5,OR14A16
C6orf132,3639.5,C6orf132
OR5J2,939.0,OR5J2
ALDH16A1,2581.0,ALDH16A1
AIFM2,2983.666666666666,AIFM2
SLC9A3R1,1373.0,SLC9A3R1
H3F3A,1030.0,H3F3A
AC245033.1,2012.0,AC245033.1
NPIPB5,1935.857142857143,NPIPB5
TMEM200A,3586.5,TMEM200A
TRIP10,1799.4,TRIP10
PPP1R42,1183.0,PPP1R42
RBX1,1188.0,RBX1
DECR2,843.6,DECR2
KRT19,919.6666666666665,KRT19
MT-ND4,1378.0,MT-ND4
SLAMF1,1906.333333333333,SLAMF1
LSM14B,1355.6,LSM14B
IMP4,1073.4,IMP4
AC008676.3,4266.0,AC008676.3
SP9,2554.0,SP9
HIST1H4K,312.0,HIST1H4K
IVL,2152.0,IVL
RUFY4,2664.5,RUFY4
ADGRF1,2981.333333333333,ADGRF1
STOX1,2473.6,STOX1
REELD1,2127.0,REELD1
GRAMD1A,2212.75,GRAMD1A
ZNF214,3727.0,ZNF214
PHF1,1343.3636363636365,PHF1
CCL21,731.5,CCL21
PAPPA,10971.0,PAPPA
C12orf4,1898.75,C12orf4
IGF1R,6518.25,IGF1R
OR6M1,1053.0,OR6M1
SLC4A7,5142.272727272727,SLC4A7
AP000350.4,788.0,AP000350.4
TPT1,1693.7777777777776,TPT1
OTOF,4770.285714285715,OTOF
AP5M1,3649.0,AP5M1
COL18A1,4422.0,COL18A1
YTHDF2,2006.2,YTHDF2
SEC31A,2319.25,SEC31A
SCEL,3123.666666666666,SCEL
RAB15,3306.166666666666,RAB15
DEFB123,354.0,DEFB123
TMEM59,1901.375,TMEM59
AC000120.2,556.0,AC000120.2
C1QL4,2073.0,C1QL4
ESPNL,3370.6,ESPNL
NRBP2,1895.333333333333,NRBP2
IGFBP6,860.0,IGFBP6
JUP,1556.6,JUP
WDR49,1711.2857142857142,WDR49
AP000295.1,1000.0,AP000295.1
TRIML2,1472.0,TRIML2
BCL2A1,794.5,BCL2A1
UBE2D1,2622.0,UBE2D1
TMEM251,1106.0,TMEM251
PELI3,1874.571428571429,PELI3
LRPPRC,2431.6,LRPPRC
DOCK4,4603.7,DOCK4
MLXIPL,2501.714285714286,MLXIPL
PRR23D1,1587.0,PRR23D1
VEZT,1651.5,VEZT
ATP7A,4582.5,ATP7A
LAMA3,4521.5,LAMA3
ATP1A3,2520.333333333333,ATP1A3
AL160272.2,931.0,AL160272.2
C4orf36,707.3333333333335,C4orf36
C10orf53,1858.5,C10orf53
RNASE3,720.0,RNASE3
TMEM199,2026.5,TMEM199
QDPR,1128.4,QDPR
VSIG10L2,2772.0,VSIG10L2
SELENOV,1703.0,SELENOV
COLGALT2,3659.75,COLGALT2
APOL4,1467.375,APOL4
ZNF605,7749.0,ZNF605
MAP2K4,3817.0,MAP2K4
MX1,1619.3636363636365,MX1
DOC2A,1204.0,DOC2A
GCK,2110.1666666666665,GCK
HCAR1,4768.0,HCAR1
SLC30A9,6164.0,SLC30A9
STARD13,4095.8,STARD13
SENP6,3542.6,SENP6
WDR55,4080.0,WDR55
BRD4,3030.666666666666,BRD4
SCGB1D4,439.0,SCGB1D4
TRMT1L,2548.0,TRMT1L
GRID1,6154.0,GRID1
C15orf62,2370.0,C15orf62
ZNF155,1595.571428571429,ZNF155
PRSS57,1057.5,PRSS57
ACP1,1096.6,ACP1
GET4,1700.6,GET4
AFDN,3466.4,AFDN
SI,6012.0,SI
ALS2CL,4192.0,ALS2CL
TBC1D22A,2758.8,TBC1D22A
PRRG4,5543.0,PRRG4
PAK5,4631.0,PAK5
SSTR5,1362.0,SSTR5
NAA50,1784.888888888889,NAA50
GPR149,5527.0,GPR149
CRTC1,4506.5,CRTC1
GOLGA8H,1899.0,GOLGA8H
SUMF2,1574.2307692307693,SUMF2
ZNF675,978.7142857142856,ZNF675
FBL,755.0,FBL
ADAM15,2670.6,ADAM15
MARCH4,4903.0,MARCH4
CACNA1F,4645.5,CACNA1F
SPATS1,972.0,SPATS1
ZDBF2,7198.857142857143,ZDBF2
MYL2,716.5,MYL2
RBM38,1279.6666666666667,RBM38
DUX4,1311.8333333333333,DUX4
HSPA12A,3195.75,HSPA12A
OOSP4B,937.0,OOSP4B
C10orf88,2913.0,C10orf88
ATP2B2,5794.727272727273,ATP2B2
NUFIP2,5718.0,NUFIP2
ANXA10,1417.0,ANXA10
RPRM,1425.0,RPRM
GALE,1026.142857142857,GALE
PAX1,3346.666666666666,PAX1
PGAM2,837.0,PGAM2
SYCN,573.0,SYCN
DNAJC11,1935.75,DNAJC11
CCDC182,832.0,CCDC182
GTF2H1,1856.142857142857,GTF2H1
MT1A,396.0,MT1A
HAPLN1,1498.7142857142858,HAPLN1
AMER1,8407.0,AMER1
HERPUD2,1456.166666666667,HERPUD2
EPB42,1731.0,EPB42
AMY2A,1374.0,AMY2A
ANP32E,1520.2,ANP32E
ELOB,674.6,ELOB
B4GALNT1,1826.125,B4GALNT1
FGD5,3731.25,FGD5
VPS4B,1944.0,VPS4B
SYNDIG1,2092.0,SYNDIG1
FAM187A,2572.5,FAM187A
TUT7,3349.5,TUT7
SKAP1,1237.0,SKAP1
ZDHHC17,2139.6666666666665,ZDHHC17
ENHO,1028.0,ENHO
CNTN6,3939.5,CNTN6
MYLIP,2934.0,MYLIP
KIF22,1993.0,KIF22
GNS,2659.1666666666665,GNS
TP63,2268.4166666666665,TP63
NPIPB13,1678.0,NPIPB13
MRPS9,1414.0,MRPS9
C16orf46,1313.6666666666667,C16orf46
AP000781.2,681.0,AP000781.2
TMEM108,1850.555555555556,TMEM108
CORO7,1185.142857142857,CORO7
GAB2,3318.0,GAB2
HSPA8,1286.1764705882354,HSPA8
FRMD7,2720.6666666666665,FRMD7
SCIMP,1580.25,SCIMP
AL132671.2,930.0,AL132671.2
CHAMP1,2231.6,CHAMP1
MVD,1334.5,MVD
ZNF337,3925.0,ZNF337
MPV17L2,1408.0,MPV17L2
CNGB3,2423.5,CNGB3
TYROBP,533.2,TYROBP
HEG1,4740.666666666667,HEG1
PIGR,4275.0,PIGR
L2HGDH,2215.0,L2HGDH
OR10S1,1121.0,OR10S1
AKAP6,3686.75,AKAP6
HAPLN2,1266.0,HAPLN2
AC012314.5,353.0,AC012314.5
ASPSCR1,1196.4444444444443,ASPSCR1
SMLR1,2512.0,SMLR1
RPAP2,16899.0,RPAP2
PRDX5,639.6666666666666,PRDX5
TEKT4,1512.0,TEKT4
BIRC3,4001.5,BIRC3
MAN2B1,1860.25,MAN2B1
INTS3,4094.166666666666,INTS3
ZNF461,1660.333333333333,ZNF461
PREP,3994.333333333334,PREP
SNX6,1913.2,SNX6
CMTM3,1097.1538461538462,CMTM3
UBXN6,1435.0,UBXN6
SFTPB,2090.6666666666665,SFTPB
CU464060.1,1574.0,CU464060.1
CENPS-CORT,897.2,CENPS-CORT
FOXD4L6,2034.0,FOXD4L6
ADGRE3,1815.4,ADGRE3
SLC25A29,1920.7142857142856,SLC25A29
WBP2,1285.3,WBP2
CYP27C1,3082.0,CYP27C1
IL1R1,1891.7272727272727,IL1R1
TGFBR3L,1260.0,TGFBR3L
ANHX,2608.5,ANHX
TAP1,2776.777777777778,TAP1
MRPL40,1387.0,MRPL40
ALKBH8,2745.0,ALKBH8
HIST1H1C,642.0,HIST1H1C
LRIG2,11566.0,LRIG2
DLGAP5,1821.0,DLGAP5
FTSJ1,1851.333333333333,FTSJ1
TSKU,1998.0,TSKU
AC256236.2,588.0,AC256236.2
NOMO3,2856.333333333333,NOMO3
OVOL2,1583.0,OVOL2
CD47,1657.2,CD47
GALNT3,1447.7142857142858,GALNT3
ARSA,2316.2,ARSA
CCNY,3335.833333333333,CCNY
HAS3,2618.5,HAS3
C11orf97,701.0,C11orf97
GBE1,2727.0,GBE1
TMPRSS11F,2088.0,TMPRSS11F
KCNMB1,3237.5,KCNMB1
SLC35D1,6193.0,SLC35D1
ANKRD31,6121.5,ANKRD31
MVP,1007.7777777777777,MVP
ACTL6A,1490.5,ACTL6A
OR8H1,1371.4,OR8H1
XXYLT1,1573.0,XXYLT1
EZH1,2154.333333333333,EZH1
LUZP1,4567.4,LUZP1
AC270301.3,855.0,AC270301.3
MTHFS,927.5,MTHFS
TUBAL3,1649.0,TUBAL3
CSF2RA,1530.6363636363635,CSF2RA
MTRR,1447.0,MTRR
WASHC4,2189.0,WASHC4
PRNP,1714.25,PRNP
AURKB,902.1111111111113,AURKB
ULK4,2281.6666666666665,ULK4
CALU,3050.0,CALU
SDC1,2156.25,SDC1
SPX,1981.5,SPX
CDYL,2598.4,CDYL
HIST1H1A,648.0,HIST1H1A
CALM2,1051.8181818181818,CALM2
SLC35F4,1765.0,SLC35F4
DPYS,1041.3333333333333,DPYS
OR10A7,951.0,OR10A7
ADAM11,3571.5,ADAM11
SEC24A,3246.333333333333,SEC24A
CELA3B,946.5,CELA3B
SLC25A26,1597.333333333333,SLC25A26
TMED3,5169.75,TMED3
ZNF532,2095.5625,ZNF532
FAM171A2,3160.0,FAM171A2
PSMA6,759.3333333333335,PSMA6
LYPD3,1642.0,LYPD3
SLC6A14,4536.0,SLC6A14
GPR52,1472.0,GPR52
LIME1,783.6666666666665,LIME1
AL133414.6,1470.0,AL133414.6
SYNGAP1,4520.538461538462,SYNGAP1
BMS1,7759.0,BMS1
MRGPRG,870.0,MRGPRG
NEK4,3339.25,NEK4
LRP1B,5951.25,LRP1B
RIC8B,2017.857142857143,RIC8B
ITGB2,1588.0,ITGB2
RBM43,2377.5,RBM43
GADD45A,950.2,GADD45A
HPDL,1629.0,HPDL
FAM184A,2153.9166666666665,FAM184A
IGF2R,7403.0,IGF2R
TBC1D3,2063.0,TBC1D3
GUCA2A,597.0,GUCA2A
CASC3,2216.5,CASC3
CHST7,2289.0,CHST7
NT5DC3,7244.0,NT5DC3
CCDC163,1810.5,CCDC163
CDK3,1131.25,CDK3
CXCL3,1075.0,CXCL3
GFPT2,1429.333333333333,GFPT2
GRHL2,2536.0,GRHL2
MAG,1468.333333333333,MAG
FANCC,1821.75,FANCC
EGFL8,1146.7142857142858,EGFL8
FAM160B2,4316.0,FAM160B2
PPP1R3D,3643.0,PPP1R3D
ZNF257,1877.6,ZNF257
LIN37,586.0,LIN37
OR51D1,2342.5,OR51D1
GPRC6A,2597.333333333333,GPRC6A
HES4,868.6666666666665,HES4
SLC29A3,2438.5,SLC29A3
MEDAG,1372.0,MEDAG
ATP11B,2400.1666666666665,ATP11B
NAT14,876.75,NAT14
CBL,4574.2,CBL
PEPD,1675.333333333333,PEPD
MSANTD3-TMEFF1,2069.0,MSANTD3-TMEFF1
DNASE1L2,1348.0,DNASE1L2
SLC16A5,1478.625,SLC16A5
LCMT2,4251.0,LCMT2
MED19,1038.5,MED19
HSDL2,3078.5,HSDL2
TRIM71,8704.0,TRIM71
ZNF83,2012.5454545454545,ZNF83
FAM13C,2215.909090909091,FAM13C
ZNF451,2874.1111111111113,ZNF451
ZNF160,2741.875,ZNF160
TEK,3687.6,TEK
DNAJB7,2578.0,DNAJB7
ZNF511-PRAP1,1044.0,ZNF511-PRAP1
CCDC168,21466.0,CCDC168
SRP9,898.5714285714287,SRP9
AC083800.1,246.0,AC083800.1
PRKAA2,9317.5,PRKAA2
ARHGEF16,1732.8,ARHGEF16
TMEM30A,2857.25,TMEM30A
HAL,2141.833333333333,HAL
RASGRP4,2913.583333333333,RASGRP4
ABAT,2041.7777777777774,ABAT
ATN1,4526.5,ATN1
AC024592.3,468.5,AC024592.3
PANK1,4064.0,PANK1
MICALL1,1886.0,MICALL1
EPRS,3915.0,EPRS
PTPRZ1,6109.538461538462,PTPRZ1
POLD1,2340.555555555556,POLD1
S100A7,435.5,S100A7
PPP3CB,2559.0,PPP3CB
PCDHA13,4239.666666666667,PCDHA13
SLC5A7,3592.0,SLC5A7
ZCCHC13,842.0,ZCCHC13
OR2AJ1,1873.0,OR2AJ1
AKAP11,9915.0,AKAP11
CHAD,1346.0,CHAD
TAS2R19,1002.0,TAS2R19
SLC39A11,798.6071428571429,SLC39A11
AC093512.2,1675.142857142857,AC093512.2
BTG4,1055.3333333333333,BTG4
CTDSPL2,2388.6666666666665,CTDSPL2
TMEM165,1442.0,TMEM165
ZNF570,2708.333333333333,ZNF570
EXOC2,2588.0,EXOC2
MRPL30,2498.5,MRPL30
NUMBL,1475.571428571429,NUMBL
DCAF4L1,4710.0,DCAF4L1
IFT52,1678.0,IFT52
PRSS8,1083.0,PRSS8
CFAP73,943.0,CFAP73
PTPN3,7732.75,PTPN3
CHMP4B,1602.0,CHMP4B
ABCB5,3111.75,ABCB5
SMIM4,855.0,SMIM4
LDHC,1023.4285714285713,LDHC
ACKR3,1364.0,ACKR3
SMCP,770.0,SMCP
NBPF19,5085.6,NBPF19
ACTB,854.6,ACTB
OR52E5,2244.0,OR52E5
AC006449.4,366.0,AC006449.4
MBL2,3569.0,MBL2
SLC41A2,1016.1111111111113,SLC41A2
ZNF7,1336.1,ZNF7
MTRNR2L7,1535.0,MTRNR2L7
AL163636.2,1498.0,AL163636.2
MTX3,5910.5,MTX3
C1orf43,1352.7142857142858,C1orf43
SLC34A2,2003.5,SLC34A2
TMOD1,3028.666666666666,TMOD1
WASHC2C,3944.857142857143,WASHC2C
KLHL26,1604.0,KLHL26
DNAJA1,2319.0,DNAJA1
S100A6,564.75,S100A6
GPR6,1517.0,GPR6
OR2W1,1028.0,OR2W1
SLC38A6,1073.0,SLC38A6
TMEM63A,1860.333333333333,TMEM63A
C1QTNF6,1838.333333333333,C1QTNF6
NPTXR,3666.5,NPTXR
RABGEF1,3052.5714285714284,RABGEF1
WDR93,2191.333333333333,WDR93
BMX,2546.6666666666665,BMX
OR2A5,4847.0,OR2A5
EEF1AKMT3,1711.5,EEF1AKMT3
MAP9,2930.5714285714284,MAP9
STAC2,3430.0,STAC2
AC242843.1,2662.333333333333,AC242843.1
RHAG,1477.5,RHAG
RNF5,1059.5,RNF5
KIF3B,6116.0,KIF3B
TBC1D3I,1711.888888888889,TBC1D3I
LMCD1,2639.8,LMCD1
BLOC1S2,2021.4,BLOC1S2
QRICH1,1603.857142857143,QRICH1
RNF6,3400.0,RNF6
PRSS16,1435.5,PRSS16
C14orf39,1273.3333333333333,C14orf39
CDK17,1511.142857142857,CDK17
NOS3,2813.4,NOS3
DMRTC1B,853.8,DMRTC1B
DDI1,2609.0,DDI1
ZNF354A,1643.5,ZNF354A
EARS2,2884.25,EARS2
ALS2,2620.5,ALS2
ZBTB20,5203.555555555556,ZBTB20
SMIM10L1,4795.0,SMIM10L1
CSPG5,2619.25,CSPG5
MFN2,3186.333333333333,MFN2
TULP1,1659.25,TULP1
RAI1,3367.2,RAI1
CD5L,2204.0,CD5L
RPS17,1224.5,RPS17
HTR2B,2170.0,HTR2B
HIST1H2AD,393.0,HIST1H2AD
CHCHD5,1981.5,CHCHD5
ZNF837,1988.5,ZNF837
ZCCHC17,1541.375,ZCCHC17
CNKSR1,2582.0,CNKSR1
CYHR1,1298.0,CYHR1
C12orf40,2216.0,C12orf40
RGP1,7018.0,RGP1
CFAP46,2870.0,CFAP46
SIK1B,4705.0,SIK1B
OR52D1,1065.0,OR52D1
PGBD1,3100.0,PGBD1
OPRK1,3525.8,OPRK1
GGA1,1180.4,GGA1
SLC7A6,2433.8888888888887,SLC7A6
MEOX1,1790.25,MEOX1
AC034102.1,1754.2857142857142,AC034102.1
FDCSP,566.0,FDCSP
TBX1,1772.5,TBX1
CT47A9,1298.0,CT47A9
SLC17A2,2095.6666666666665,SLC17A2
AKAP13,3743.857142857143,AKAP13
SPAG6,1948.0,SPAG6
CAMK2G,2797.333333333333,CAMK2G
AC022414.1,3397.0,AC022414.1
KIR3DS1,1155.4666666666667,KIR3DS1
NXPH1,1683.75,NXPH1
DEPDC1B,2036.5,DEPDC1B
FOXP1,2044.6279069767445,FOXP1
RORC,2286.333333333333,RORC
PDCD1,1235.75,PDCD1
RYR2,8361.6,RYR2
AC004156.1,1297.0,AC004156.1
SP6,3812.0,SP6
MRPS33,1423.4,MRPS33
ZNF460,2147.333333333333,ZNF460
KLHL22,1024.5714285714287,KLHL22
NFE2,1575.6,NFE2
METTL6,1435.428571428571,METTL6
APOA5,1450.666666666667,APOA5
SCN3B,5301.2,SCN3B
TMEM240,964.6666666666665,TMEM240
JAK2,2742.333333333333,JAK2
TMEM45B,1936.5,TMEM45B
TAOK3,1271.2142857142858,TAOK3
PTP4A3,1839.5454545454545,PTP4A3
ZNF497,2172.6666666666665,ZNF497
GDPGP1,1684.0,GDPGP1
PRICKLE4,1292.1666666666667,PRICKLE4
FAM25A,357.0,FAM25A
IFITM2,625.2,IFITM2
OR5M10,1052.0,OR5M10
SLC7A10,1946.0,SLC7A10
MARK4,2459.833333333333,MARK4
KIF2B,2313.0,KIF2B
C11orf53,1195.5,C11orf53
SMARCA2,1858.7142857142856,SMARCA2
ANKRD24,3541.75,ANKRD24
AC270107.9,1260.0,AC270107.9
SWT1,2490.6666666666665,SWT1
IGLON5,2606.0,IGLON5
KP420441.2,849.75,KP420441.2
IL1RL1,2572.2,IL1RL1
OGG1,1509.5,OGG1
GRK3,6075.0,GRK3
NIPAL3,3400.0,NIPAL3
TMEM50A,2266.0,TMEM50A
MEF2B,1465.2,MEF2B
FGF13,3379.25,FGF13
ZNF146,3553.0,ZNF146
KRT17,979.4,KRT17
ELOVL2,3988.0,ELOVL2
CNOT9,2198.4,CNOT9
CANX,1375.6153846153845,CANX
CES3,3617.666666666666,CES3
ANKHD1-EIF4EBP3,5244.5,ANKHD1-EIF4EBP3
SLC26A8,2710.5,SLC26A8
AC270277.2,330.0,AC270277.2
CHGA,1749.0,CHGA
DDX6,4274.75,DDX6
PCDH12,3567.0,PCDH12
NPIPA5,974.5,NPIPA5
TRIM54,1997.0,TRIM54
TTC14,1981.666666666667,TTC14
ZNF785,2238.333333333333,ZNF785
KHDC4,2871.666666666666,KHDC4
SLC25A24,3336.666666666666,SLC25A24
HDAC3,1316.0,HDAC3
BIRC2,2008.4444444444446,BIRC2
KBTBD2,1202.3333333333333,KBTBD2
ACSL4,2336.875,ACSL4
HACD4,8277.0,HACD4
SPATA6,3270.5,SPATA6
CAT,2291.0,CAT
PITPNM2,3866.833333333334,PITPNM2
UPK3A,855.5,UPK3A
OR4A47,1064.0,OR4A47
TMEM86B,1637.0,TMEM86B
ASCL4,2260.0,ASCL4
TMEM206,2297.0,TMEM206
BASP1,1306.3333333333333,BASP1
AP001458.2,577.0,AP001458.2
FIBCD1,2424.6,FIBCD1
TTYH3,2984.2,TTYH3
OMA1,1112.2857142857142,OMA1
COL20A1,3555.75,COL20A1
FANK1,855.0,FANK1
UBE2L3,2989.0,UBE2L3
AC090517.4,5049.0,AC090517.4
SCML2,2360.5,SCML2
ENTHD1,2710.0,ENTHD1
MTRF1L,2881.4,MTRF1L
ALCAM,3301.0,ALCAM
STOML1,1852.333333333333,STOML1
METAP2,1545.75,METAP2
OR5C1,963.0,OR5C1
ITIH2,2253.6666666666665,ITIH2
GMNC,3422.0,GMNC
MCCC2,1224.75,MCCC2
ERBB2,2734.090909090909,ERBB2
STX19,1149.0,STX19
PIGQ,1716.0,PIGQ
TMEM53,1406.333333333333,TMEM53
CYP2C9,1996.0,CYP2C9
IGFALS,1660.666666666667,IGFALS
OR8U9,930.0,OR8U9
RAD54L,1369.0,RAD54L
SPRR2G,589.0,SPRR2G
PRF1,2024.0,PRF1
SPATA3,818.5555555555555,SPATA3
UBE3D,1019.5,UBE3D
CPLX3,2002.0,CPLX3
BICDL2,2349.25,BICDL2
TRPS1,3400.916666666666,TRPS1
KIR3DL3,1594.7209302325582,KIR3DL3
CPSF4L,961.0,CPSF4L
PKIA,2095.333333333333,PKIA
F8A1,1713.0,F8A1
PID1,2126.0,PID1
CFAP97,2141.4,CFAP97
SYNCRIP,4211.5,SYNCRIP
POU4F2,3144.0,POU4F2
HNRNPF,2256.6666666666665,HNRNPF
LSM11,6567.0,LSM11
ZNF74,2603.5,ZNF74
RBM45,1760.75,RBM45
IKZF5,4548.5,IKZF5
FLOT1,776.8113207547169,FLOT1
MIF4GD,1073.5384615384612,MIF4GD
DIRAS3,1760.0,DIRAS3
ADAMTS16,3830.5,ADAMTS16
FCHSD2,2435.125,FCHSD2
NUB1,1936.166666666667,NUB1
YAF2,2561.4,YAF2
MLF1,1556.6470588235293,MLF1
KCNT2,4265.0,KCNT2
KLHL21,2570.6666666666665,KLHL21
TRIM26,1901.5925925925928,TRIM26
BCAT1,3674.5,BCAT1
RNPEPL1,2625.0,RNPEPL1
PLEKHB1,987.9375,PLEKHB1
GPR119,1316.0,GPR119
PODNL1,1328.7272727272727,PODNL1
PIGT,1420.2631578947367,PIGT
HYAL3,1250.142857142857,HYAL3
MX2,1211.0,MX2
MYOZ1,1541.0,MYOZ1
HCAR2,2051.0,HCAR2
RRAGB,1426.0,RRAGB
GPHA2,600.0,GPHA2
CANT1,1505.2727272727273,CANT1
RNASE9,1419.7272727272727,RNASE9
EMILIN2,5944.0,EMILIN2
METTL7B,1342.0,METTL7B
TSHB,505.5,TSHB
KIF27,4295.0,KIF27
ZCCHC4,1879.333333333333,ZCCHC4
SLC37A4,2376.5,SLC37A4
CCDC169-SOHLH2,2051.0,CCDC169-SOHLH2
HIST1H3A,411.0,HIST1H3A
GARNL3,1679.5,GARNL3
ANKS6,4016.0,ANKS6
H2BFWT,711.0,H2BFWT
SINHCAF,1500.833333333333,SINHCAF
FHAD1,2356.555555555556,FHAD1
KCNA5,2800.0,KCNA5
PRCD,1309.5,PRCD
MROH2A,2266.2,MROH2A
PPP4R3A,1856.142857142857,PPP4R3A
LRRFIP1,3221.2,LRRFIP1
POMGNT2,2539.0,POMGNT2
PRDM7,2695.5,PRDM7
TXNDC9,980.0,TXNDC9
ZNF263,1589.5,ZNF263
ZNF286B,5328.0,ZNF286B
LRP4,4409.0,LRP4
