Genes,Phosphosite_mouse_no,Norm_Symbol
OLFR1412,4,OLFR1412
OLFR142,3,OLFR142
OLFR143,2,OLFR143
OLFR1443,2,OLFR1443
OLFR1447,2,OLFR1447
OLFR1458,3,OLFR1458
OLFR146,1,OLFR146
OLFR1472,1,OLFR1472
OLFR1475,1,OLFR1475
OLFR148,3,OLFR148
OLFR1487,1,OLFR1487
OLFR1495,1,OLFR1495
OLFR1499,1,OLFR1499
OLFR150,1,OLFR150
OLFR1508,1,OLFR1508
OLFR1513,1,OLFR1513
OLFR190,2,OLFR190
OLFR194,3,OLFR194
OLFR203,3,OLFR203
OLFR282,1,OLFR282
OLFR293,1,OLFR293
OLFR299,1,OLFR299
OLFR307,1,OLFR307
OLFR324,1,OLFR324
OLFR33,1,OLFR33
OLFR344,4,OLFR344
OLFR371,1,OLFR371
OLFR372,2,OLFR372
OLFR38,1,OLFR38
OLFR380,2,OLFR380
OLFR389,4,OLFR389
OLFR418-PS1,1,OLFR418-PS1
OLFR426,1,OLFR426
OLFR427,1,OLFR427
OLFR455,2,OLFR455
OLFR458,1,OLFR458
OLFR471,1,OLFR471
OLFR473,2,OLFR473
OLFR477,2,OLFR477
OLFR478,2,OLFR478
OLFR51,2,OLFR51
OLFR512,1,OLFR512
OLFR533,1,OLFR533
OLFR549,3,OLFR549
OLFR551,3,OLFR551
OLFR583,1,OLFR583
OLFR59,2,OLFR59
OLFR594,2,OLFR594
OLFR60,1,OLFR60
OLFR608,2,OLFR608
OLFR609,5,OLFR609
OLFR610,1,OLFR610
OLFR617,1,OLFR617
OLFR62,1,OLFR62
OLFR622,2,OLFR622
OLFR630,2,OLFR630
OLFR633,3,OLFR633
OLFR652,3,OLFR652
OLFR663,1,OLFR663
OLFR67,1,OLFR67
OLFR693,2,OLFR693
OLFR699,1,OLFR699
OLFR716,1,OLFR716
OLFR725,1,OLFR725
OLFR727,1,OLFR727
OLFR731,1,OLFR731
OLFR733,5,OLFR733
OLFR741,1,OLFR741
OLFR766,3,OLFR766
OLFR767,1,OLFR767
OLFR769,2,OLFR769
OLFR784,1,OLFR784
OLFR792,3,OLFR792
OLFR801,1,OLFR801
OLFR805,1,OLFR805
OLFR810,2,OLFR810
OLFR812,1,OLFR812
OLFR814,1,OLFR814
OLFR815,2,OLFR815
OLFR816,1,OLFR816
OLFR818,1,OLFR818
OLFR829,2,OLFR829
OLFR843,1,OLFR843
OLFR847,1,OLFR847
OLFR859,1,OLFR859
OLFR866,1,OLFR866
OLFR877,4,OLFR877
OLFR891,6,OLFR891
OLFR895,3,OLFR895
OLFR908,2,OLFR908
OLFR913,1,OLFR913
OLFR917,1,OLFR917
OLFR922,4,OLFR922
OLFR930,2,OLFR930
OLFR936,2,OLFR936
OLFR965,2,OLFR965
OLFR968,1,OLFR968
OLFR969,3,OLFR969
OLFR97,3,OLFR97
OLFR983,2,OLFR983
OLFR988,1,OLFR988
OLIG1,1,OLIG1
OLIG2,5,OLIG2
OLFR803,2,OLFR803
OLFR648,1,OLFR648
OLFR1501,2,OLFR1501
OOG4,1,OOG4
OPA1,11,OPA1
OPAL1,6,OPAL1
OPA3,2,OPA3
OPALIN,3,OPALIN
OPCML,2,OPCML
OPHN1,3,OPHN1
OPLAH,5,OPLAH
OPTN,13,OPTN
OLFR516,4,OLFR516
OLFR63,1,OLFR63
OLFR1490,1,OLFR1490
OLFR211,1,OLFR211
OLFR270,3,OLFR270
OLFR275,2,OLFR275
OLFR71,2,OLFR71
OLFR362,2,OLFR362
OLFR3,2,OLFR3
OLFR365,1,OLFR365
OLFR1496,2,OLFR1496
OLFR441,1,OLFR441
OLFR13,2,OLFR13
OLFR1360,1,OLFR1360
OLFR707,4,OLFR707
OLFR166,2,OLFR166
OLFR1396,2,OLFR1396
OLFR263-PS1,1,OLFR263-PS1
OLFR1239,1,OLFR1239
OLFR1256,2,OLFR1256
OLFR1211,2,OLFR1211
OLFR1199,1,OLFR1199
OLFR1423,1,OLFR1423
OLFR1428,2,OLFR1428
OLFR1425,1,OLFR1425
OLFR1509,1,OLFR1509
OLFR1298,2,OLFR1298
OLFR576,1,OLFR576
OLFR65,2,OLFR65
OLFR557,1,OLFR557
OLFR577,3,OLFR577
OLFR641,2,OLFR641
OLFR589,2,OLFR589
OLFR666,1,OLFR666
OLFR688,1,OLFR688
OLFR76,3,OLFR76
OLFR1020,2,OLFR1020
OLFR221,1,OLFR221
OLFR1465,4,OLFR1465
OLFR1162,1,OLFR1162
OLFR152,2,OLFR152
OLFR1052,3,OLFR1052
OLFR1022,2,OLFR1022
OLFR1023,1,OLFR1023
OLFR1038,3,OLFR1038
OLFR449,1,OLFR449
OLFR1414,1,OLFR1414
OLFR786,4,OLFR786
OLFR231,4,OLFR231
OLFR57,2,OLFR57
OLFR834,1,OLFR834
OLFR160,1,OLFR160
OLFR147,2,OLFR147
OLFR974,1,OLFR974
OLFR44,1,OLFR44
OLFR967,1,OLFR967
OLFR1047,1,OLFR1047
OLFR459,3,OLFR459
OLFR1014,6,OLFR1014
OLFR1502,2,OLFR1502
ORAI1,3,ORAI1
ORAOV1,1,ORAOV1
ORC1L,9,ORC1L
ORC1,1,ORC1
ORC2L,2,ORC2L
ORC5L,1,ORC5L
ORC6L,4,ORC6L
ORM3,1,ORM3
RP1,4,RP1
OS9,1,OS9
OSAP,2,OSAP
OSBP,20,OSBP
OSBP2,8,OSBP2
OSBPL10,8,OSBPL10
OSBPL11,15,OSBPL11
OSBPL3,26,OSBPL3
OSBPL5,13,OSBPL5
OSBPL6,9,OSBPL6
OSBPL7,8,OSBPL7
OSBPL8,27,OSBPL8
OSBPL9,6,OSBPL9
3230401D17RIK,3,3230401D17RIK
OSGEPL1,3,OSGEPL1
OSGIN1,2,OSGIN1
OXSR1,10,OXSR1
OSR2,1,OSR2
SPP1,35,SPP1
SP7,3,SP7
OSTF1,7,OSTF1
OSTM1,6,OSTM1
OTC,5,OTC
OTOA,2,OTOA
OTOF,1,OTOF
OTOG,2,OTOG
OTOL1,6,OTOL1
OTOP1,1,OTOP1
OTOP3,2,OTOP3
SERPINB6D,3,SERPINB6D
GM12185,1,GM12185
OTUB1,4,OTUB1
OTUD1,2,OTUD1
OTUD3,4,OTUD3
OTUD4,17,OTUD4
OTUD5,7,OTUD5
OTUD6A,4,OTUD6A
OTUD6B,2,OTUD6B
OTUD7A,13,OTUD7A
OTX1,2,OTX1
OVGP1,1,OVGP1
OVOL1,1,OVOL1
OVOL2,1,OVOL2
OVOS,3,OVOS
OXCT1,1,OXCT1
OXNAD1,2,OXNAD1
OXR1,28,OXR1
OXTR,2,OXTR
BCAR1,32,BCAR1
CDKN2B,1,CDKN2B
RPRD1A,7,RPRD1A
CDKN2A,6,CDKN2A
SFRS12IP1,10,SFRS12IP1
CDKN1A,5,CDKN1A
CDKN1B,13,CDKN1B
P2RY1,4,P2RY1
P2RY14,4,P2RY14
LPAR6,2,LPAR6
P2RX3,4,P2RX3
P2RX4,1,P2RX4
P2RX6,3,P2RX6
P2RX7,2,P2RX7
P2RY12,2,P2RY12
P2RY2,4,P2RY2
EP300,26,EP300
MAPK14,9,MAPK14
MAPK11,3,MAPK11
MAPK13,4,MAPK13
MAPK12,5,MAPK12
EP400,30,EP400
NCF4,5,NCF4
NCF1,6,NCF1
P4HA1,4,P4HA1
P4HA3,2,P4HA3
TP53,18,TP53
TRP53,2,TRP53
CDKN1C,4,CDKN1C
TP63,5,TP63
NCF2,14,NCF2
RPS6KB1,15,RPS6KB1
RPS6KB2,12,RPS6KB2
TP73,1,TP73
RPS6KA1,20,RPS6KA1
PA1,8,PA1
PABPC1,19,PABPC1
PABPC4,15,PABPC4
PABPC1L2B,3,PABPC1L2B
PABPC2,5,PABPC2
PABPC6,9,PABPC6
PABPC4L,3,PABPC4L
PABPC5,6,PABPC5
PABPN1,6,PABPN1
PACRGL,5,PACRGL
PACS1,35,PACS1
PACS2,16,PACS2
PACSIN1,12,PACSIN1
PACSIN2,13,PACSIN2
PACSIN3,11,PACSIN3
PRKRA,6,PRKRA
PADI2,3,PADI2
PADI3,1,PADI3
PADI4,1,PADI4
PCLAF,1,PCLAF
PAF1,11,PAF1
PAFAH1B1,6,PAFAH1B1
PAFAH1B2,5,PAFAH1B2
PAFAH1B3,2,PAFAH1B3
PAG1,27,PAG1
PAH,9,PAH
SERBP1,32,SERBP1
PAICS,5,PAICS
PAIP1,2,PAIP1
PAK1,25,PAK1
PAK1IP1,4,PAK1IP1
PAK2,27,PAK2
PAK3,10,PAK3
PAK4,16,PAK4
PAK7,16,PAK7
PAK6,7,PAK6
PALB2,7,PALB2
PALD,4,PALD
PALLD,40,PALLD
PALM3,12,PALM3
PALMD,18,PALMD
PAM,9,PAM
PAMR1,1,PAMR1
PAN3,6,PAN3
PANK1,8,PANK1
PANK2,7,PANK2
PANK3,3,PANK3
PANK4,5,PANK4
PANX1,4,PANX1
PANX2,4,PANX2
PANX3,2,PANX3
PAPOLA,12,PAPOLA
PAPOLG,9,PAPOLG
LPPR5,1,LPPR5
PAPD5,4,PAPD5
PAPL,1,PAPL
PAPLN,2,PAPLN
PAPOLB,1,PAPOLB
PAPPA,6,PAPPA
PAPPA2,2,PAPPA2
PAPSS1,1,PAPSS1
PAPSS2,3,PAPSS2
PAQR4,4,PAQR4
PAQR7,1,PAQR7
PAQR8,2,PAQR8
PAQR9,4,PAQR9
PAWR,8,PAWR
F2R,3,F2R
F2RL2,1,F2RL2
PARD3,51,PARD3
PARD3B,22,PARD3B
F2RL3,1,F2RL3
PALM,37,PALM
PARD6A,3,PARD6A
PARD6B,4,PARD6B
PARD6G,4,PARD6G
PARG,17,PARG
ZFP746,4,ZFP746
PARK2,2,PARK2
PARN,5,PARN
PARP1,6,PARP1
PARP10,4,PARP10
PARP12,5,PARP12
PARP14,6,PARP14
PARP2,1,PARP2
PARP3,7,PARP3
PARP4,5,PARP4
PARP8,16,PARP8
PARP9,7,PARP9
PARVA,10,PARVA
PARVB,6,PARVB
PARVG,2,PARVG
PASK,11,PASK
PATL1,10,PATL1
PATZ1,2,PATZ1
PAX2,1,PAX2
PAX3,3,PAX3
PAX6,6,PAX6
PAX7,2,PAX7
PAX8,1,PAX8
PAX9,1,PAX9
PAXIP1,5,PAXIP1
PAXX,3,PAXX
PBDC1,2,PBDC1
NAMPT,9,NAMPT
PBK,9,PBK
PBLD1,3,PBLD1
PBLD2,3,PBLD2
PBSN,3,PBSN
PBX1,4,PBX1
PBX2,6,PBX2
PBX3,1,PBX3
PBXIP1,7,PBXIP1
PC,23,PC
SUB1,11,SUB1
KAT2B,5,KAT2B
PCBP3,5,PCBP3
PCBP4,5,PCBP4
PCCA,4,PCCA
PCCB,1,PCCB
PCDHB11,2,PCDHB11
PCDHB8,1,PCDHB8
PCDH1,29,PCDH1
PCDH10,5,PCDH10
PCDH11X,6,PCDH11X
PCDH12,4,PCDH12
PCDH15,9,PCDH15
PCDH17,4,PCDH17
PCDH18,9,PCDH18
PCDH19,8,PCDH19
PCDH20,1,PCDH20
PCDH21,1,PCDH21
CDHR2,3,CDHR2
PCDH7,14,PCDH7
PCDH8,7,PCDH8
PCDH9,8,PCDH9
PCDHA1,1,PCDHA1
PCDHA11,2,PCDHA11
PCDHA10,2,PCDHA10
PCDHA12,2,PCDHA12
PCDHA2,2,PCDHA2
PCDHA3,1,PCDHA3
PCDHA4,2,PCDHA4
PCDHA5,2,PCDHA5
PCDHA6,1,PCDHA6
PCDHA7,3,PCDHA7
PCDHA8,2,PCDHA8
PCDHA9,2,PCDHA9
PCDHAC1,2,PCDHAC1
PCDHAC2,8,PCDHAC2
PCDHB19,1,PCDHB19
PCDHB18,1,PCDHB18
PCDHB20,3,PCDHB20
PCDHB5,1,PCDHB5
PCDHB7,1,PCDHB7
PCDHGA1,6,PCDHGA1
PCDHGA10,8,PCDHGA10
PCDHGA11,5,PCDHGA11
PCDHGA12,6,PCDHGA12
PCDHGA2,9,PCDHGA2
PCDHGA3,6,PCDHGA3
PCDHGA4,6,PCDHGA4
PCDHGA5,9,PCDHGA5
PCDHGA6,6,PCDHGA6
PCDHGA7,5,PCDHGA7
PCDHGA8,5,PCDHGA8
PCDHGA9,5,PCDHGA9
PCDHGB1,7,PCDHGB1
PCDHGB2,5,PCDHGB2
PCDHGB8,5,PCDHGB8
PCDHGB4,5,PCDHGB4
PCDHGB5,6,PCDHGB5
PCDHGB6,5,PCDHGB6
PCDHGB7,9,PCDHGB7
PCDHGC3,15,PCDHGC3
PCDHGC4,2,PCDHGC4
PCDHGC5,2,PCDHGC5
GM101,2,GM101
PCF11,21,PCF11
PCGF1,1,PCGF1
PCGF2,10,PCGF2
PCGF5,4,PCGF5
PCID2,1,PCID2
PCIF1,13,PCIF1
PCK1,2,PCK1
PCK2,5,PCK2
PID1,8,PID1
PCM1,74,PCM1
PCMTD1,2,PCMTD1
PCMTD2,5,PCMTD2
PCNA,1,PCNA
PCNP,13,PCNP
PCNT,15,PCNT
PCNX,9,PCNX
PCNXL2,5,PCNXL2
PCNXL3,23,PCNXL3
PCOLCE,4,PCOLCE
PCP2,4,PCP2
PCP4,2,PCP4
PCP4L1,1,PCP4L1
MED15,3,MED15
PCSK1N,4,PCSK1N
PCSK2,3,PCSK2
PCSK5,6,PCSK5
PCSK6,3,PCSK6
PCSK7,1,PCSK7
PCYT1A,22,PCYT1A
PCYT1B,11,PCYT1B
PCYT2,12,PCYT2
PDCD1,3,PDCD1
CD274,1,CD274
PDAP1,13,PDAP1
PDCD11,18,PDCD11
PDCD2L,1,PDCD2L
PDCD4,14,PDCD4
PDCD5,2,PDCD5
AIFM1,17,AIFM1
PDCL3,4,PDCL3
PDE10A,5,PDE10A
PDE11A,4,PDE11A
PDE12,2,PDE12
PDE1A,7,PDE1A
PDE1B,6,PDE1B
PDE1C,6,PDE1C
PDE2A,6,PDE2A
PDE3A,11,PDE3A
PDE3B,28,PDE3B
PDE4A,19,PDE4A
PDE4B,18,PDE4B
PDE4C,7,PDE4C
PDE4D,28,PDE4D
PDE4DIP,18,PDE4DIP
PDE5A,3,PDE5A
PDE6A,4,PDE6A
PDE6C,1,PDE6C
PDE6G,3,PDE6G
PDE6H,2,PDE6H
PDE7A,3,PDE7A
PDE7B,4,PDE7B
PDE8A,11,PDE8A
PDE8B,4,PDE8B
PDGFB,5,PDGFB
PDGFRA,24,PDGFRA
PDGFRB,20,PDGFRB
PDGFRL,2,PDGFRL
PDHA1,12,PDHA1
PDHA2,5,PDHA2
PDHB,1,PDHB
PDK1,5,PDK1
PDK2,2,PDK2
PDK4,1,PDK4
PDHX,3,PDHX
P4HB,5,P4HB
PDIA4,3,PDIA4
PDIA6,7,PDIA6
PDPK1,16,PDPK1
PDLIM2,20,PDLIM2
PDLIM3,2,PDLIM3
PDLIM5,31,PDLIM5
PDLIM7,13,PDLIM7
PDP2,3,PDP2
PDPN,1,PDPN
PDPR,4,PDPR
PDRG1,2,PDRG1
PDX1,9,PDX1
PDXDC1,22,PDXDC1
PDXK,2,PDXK
PDXP,4,PDXP
PDYN,4,PDYN
PDZD11,2,PDZD11
PDZD2,42,PDZD2
PDZD4,5,PDZD4
PDZD7,3,PDZD7
PDZD8,17,PDZD8
PDZK1,13,PDZK1
PDZK1IP1,1,PDZK1IP1
PDZPH1,2,PDZPH1
PDZRN3,15,PDZRN3
PDZRN4,3,PDZRN4
PEA15,8,PEA15
PEAK1,62,PEAK1
PEAR1,4,PEAR1
PECAM1,7,PECAM1
PECI,6,PECI
PECR,7,PECR
PEG10,7,PEG10
PEG12,3,PEG12
PEG3,6,PEG3
PELI2,4,PELI2
PELO,7,PELO
PELP1,8,PELP1
PENK,2,PENK
TWNK,3,TWNK
PEPD,2,PEPD
PER1,9,PER1
PER2,54,PER2
PER3,4,PER3
BRPF1,27,BRPF1
PLIN1,40,PLIN1
PLIN3,4,PLIN3
PLIN4,21,PLIN4
PLIN5,8,PLIN5
PRPH,25,PRPH
PPL,7,PPL
EIF2AK3,17,EIF2AK3
PERM1,7,PERM1
GIGYF1,21,GIGYF1
PES1,3,PES1
PET112L,1,PET112L
PET117,3,PET117
PET2,4,PET2
PEX1,18,PEX1
PEX10,4,PEX10
PEX11A,2,PEX11A
PEX11B,2,PEX11B
PEX11G,2,PEX11G
PEX13,5,PEX13
PEX14,13,PEX14
PEX16,2,PEX16
PEX19,4,PEX19
PEX3,3,PEX3
PEX5,7,PEX5
PEX5L,18,PEX5L
PEX6,1,PEX6
PF4,2,PF4
PFAS,8,PFAS
PFDN2,1,PFDN2
PFDN4,2,PFDN4
PFDN5,3,PFDN5
PFKFB1,6,PFKFB1
PFKFB2,9,PFKFB2
PFKFB3,13,PFKFB3
PFKFB4,1,PFKFB4
PFKL,7,PFKL
PFKM,5,PFKM
PFKP,8,PFKP
PGAM1,12,PGAM1
PGAM2,12,PGAM2
PGAM5,5,PGAM5
PGAP1,2,PGAP1
PGBD5,3,PGBD5
PPARGC1A,21,PPARGC1A
PPARGC1B,8,PPARGC1B
PGD,4,PGD
PGGT1B,2,PGGT1B
PGK1,16,PGK1
PGK2,4,PGK2
PGLS,6,PGLS
PGLYRP4,1,PGLYRP4
PGM1,12,PGM1
PGM2,7,PGM2
PGM2L1,2,PGM2L1
PGM3,2,PGM3
PGM5,8,PGM5
PGP,2,PGP
PGRMC1,7,PGRMC1
PGRMC2,8,PGRMC2
PGS1,2,PGS1
P4HTM,3,P4HTM
PHACTR1,12,PHACTR1
PHACTR2,11,PHACTR2
PHACTR3,4,PHACTR3
PHACTR4,33,PHACTR4
PHB,9,PHB
PHC1,6,PHC1
PHC2,7,PHC2
PHC3,16,PHC3
PHEX,1,PHEX
PHF1,7,PHF1
PHF10,8,PHF10
PHF11D,8,PHF11D
PHF11,4,PHF11
PHF12,13,PHF12
PHF13,1,PHF13
PHF14,21,PHF14
PHF2,33,PHF2
PHF20,9,PHF20
PHF20L1,11,PHF20L1
PHF21A,3,PHF21A
INTS12,16,INTS12
PHF23,17,PHF23
PHF24,8,PHF24
PHF3,29,PHF3
PHF5A,1,PHF5A
PHF6,6,PHF6
PHF8,20,PHF8
PHGDH,2,PHGDH
PHIP,23,PHIP
PHKA1,11,PHKA1
PHKA2,20,PHKA2
PHKB,14,PHKB
PHKG2,2,PHKG2
PHLDA1,2,PHLDA1
PHLDA3,1,PHLDA3
PHLDB1,57,PHLDB1
PHLDB2,62,PHLDB2
PHLDB3,2,PHLDB3
PDCL,11,PDCL
PHLPP1,7,PHLPP1
PHLPP2,8,PHLPP2
PDC,3,PDC
PHOX2A,1,PHOX2A
PHPT1,4,PHPT1
PHRF1,27,PHRF1
PHTF1,8,PHTF1
PHTF2,4,PHTF2
PHXR5,1,PHXR5
PHYH,1,PHYH
PHYHD1,2,PHYHD1
PHYHIP,2,PHYHIP
PHYHIPL,8,PHYHIPL
PI4K2A,12,PI4K2A
PI4K2B,6,PI4K2B
INPP5J,14,INPP5J
PIANP,1,PIANP
PIAS1,11,PIAS1
PIAS2,8,PIAS2
PIBF1,2,PIBF1
PICALM,16,PICALM
PCLO,165,PCLO
ERCC6L,34,ERCC6L
PICK1,3,PICK1
LRDD,2,LRDD
PIEZO1,13,PIEZO1
FAM38A,1,FAM38A
PIF1,1,PIF1
ENOX1,5,ENOX1
PIGA,2,PIGA
PIGB,3,PIGB
PIGM,2,PIGM
PIGN,1,PIGN
PIGP,2,PIGP
PIGR,8,PIGR
PIGS,1,PIGS
PIGU,2,PIGU
PIGYL,1,PIGYL
PIGZ,1,PIGZ
PIH1D1,4,PIH1D1
E230019M04RIK,1,E230019M04RIK
PIK3C2A,14,PIK3C2A
PIK3C2B,2,PIK3C2B
PIK3C2G,6,PIK3C2G
PIK3C3,11,PIK3C3
PIK3CA,3,PIK3CA
PIK3CB,5,PIK3CB
PIK3CD,7,PIK3CD
PIK3CG,3,PIK3CG
PIK3R1,15,PIK3R1
PIK3R2,13,PIK3R2
PIK3R3,6,PIK3R3
PIK3R4,13,PIK3R4
PIK3R5,9,PIK3R5
PIK3R6,2,PIK3R6
PI4KA,19,PI4KA
PI4KB,17,PI4KB
PIKFYVE,42,PIKFYVE
PIM1,8,PIM1
TGS1,11,TGS1
PIN1,3,PIN1
PIN4,1,PIN4
PINK1,1,PINK1
PINLYP,2,PINLYP
PINX1,7,PINX1
IPCEF1,1,IPCEF1
PIP4K2A,4,PIP4K2A
PIP4K2B,10,PIP4K2B
PIP4K2C,2,PIP4K2C
PIP5K1A,8,PIP5K1A
PIP5K1B,6,PIP5K1B
PIP5K1C,15,PIP5K1C
PIPOX,3,PIPOX
PIR,1,PIR
PIRA2,2,PIRA2
LILRA6,4,LILRA6
LILRB3,6,LILRB3
PISD,1,PISD
GOPC,6,GOPC
PITPNA,3,PITPNA
PITPNB,3,PITPNB
PITPNC1,6,PITPNC1
PITPNM1,21,PITPNM1
PITPNM2,27,PITPNM2
PITPNM3,19,PITPNM3
PITRM1,2,PITRM1
PITX2,1,PITX2
PIWIL1,2,PIWIL1
PIWIL2,2,PIWIL2
PIWIL4,3,PIWIL4
PJA1,11,PJA1
PJA2,7,PJA2
PRKACA,13,PRKACA
PRKACB,14,PRKACB
PRKAR1A,7,PRKAR1A
PRKAR1B,10,PRKAR1B
PRKAR2A,17,PRKAR2A
PRKAR2B,8,PRKAR2B
PRKCA,20,PRKCA
PRKCB,21,PRKCB
PRKCD,23,PRKCD
PRKCE,18,PRKCE
PRKCG,27,PRKCG
PRKCH,11,PRKCH
PRKCI,12,PRKCI
PRKCQ,8,PRKCQ
PRKCZ,9,PRKCZ
PKD1,4,PKD1
PKD1L1,2,PKD1L1
PKD1L2,6,PKD1L2
PKD1L3,2,PKD1L3
PKD2,16,PKD2
PKDCC,3,PKDCC
PKDREJ,5,PKDREJ
PRKG1,14,PRKG1
PRKG2,11,PRKG2
PKHD1,7,PKHD1
PKHD1L1,7,PKHD1L1
PLEKHF1,1,PLEKHF1
PKLR,3,PKLR
PKM2,24,PKM2
PKN1,24,PKN1
PKN2,22,PKN2
PKN3,2,PKN3
PKNOX1,2,PKNOX1
PKNOX2,1,PKNOX2
EIF2AK2,6,EIF2AK2
PLA2G16,2,PLA2G16
PLA2G2F,3,PLA2G2F
PLA2G4B,1,PLA2G4B
PLA2G4C,1,PLA2G4C
PLA2G4D,2,PLA2G4D
PLA2G4E,2,PLA2G4E
PLA2G6,2,PLA2G6
PLA2G7,3,PLA2G7
PLAA,5,PLAA
PLAC1,1,PLAC1
PLAGL1,2,PLAGL1
PLAGL2,3,PLAGL2
PKP1,20,PKP1
PKP2,36,PKP2
PKP3,17,PKP3
PKP4,100,PKP4
PLG,2,PLG
PLAT,1,PLAT
PLN,2,PLN
PLB1,2,PLB1
PLBD1,1,PLBD1
PLBD2,3,PLBD2
PLCB1,18,PLCB1
PLCB2,3,PLCB2
PLCB3,10,PLCB3
PLCB4,7,PLCB4
PLCD1,8,PLCD1
PLCD3,15,PLCD3
PLCD4,2,PLCD4
PLCE1,6,PLCE1
PLCG1,23,PLCG1
PLCG2,20,PLCG2
PLCH1,8,PLCH1
PLCL1,10,PLCL1
PLCL2,13,PLCL2
PLCH2,15,PLCH2
PLCXD2,1,PLCXD2
PLCXD3,3,PLCXD3
PLD1,10,PLD1
PLD2,6,PLD2
PLD3,1,PLD3
PLD5,1,PLD5
PLEK,13,PLEK
PLEC1,83,PLEC1
PLEK2,1,PLEK2
PLEKHA1,8,PLEKHA1
PLEKHA2,12,PLEKHA2
PLEKHA3,1,PLEKHA3
PLEKHA4,5,PLEKHA4
PLEKHA5,41,PLEKHA5
PLEKHA6,47,PLEKHA6
PLEKHA7,42,PLEKHA7
PLEKHA8,3,PLEKHA8
PLEKHB1,4,PLEKHB1
PLEKHF2,7,PLEKHF2
PLEKHG1,18,PLEKHG1
PLEKHG2,6,PLEKHG2
PLEKHG3,57,PLEKHG3
PLEKHG4,1,PLEKHG4
PLEKHG5,15,PLEKHG5
PLEKHG6,3,PLEKHG6
PLEKHH1,15,PLEKHH1
PLEKHH2,12,PLEKHH2
PLEKHH3,5,PLEKHH3
PLEKHJ1,1,PLEKHJ1
PLEKHM1,16,PLEKHM1
PLEKHM2,9,PLEKHM2
PLEKHM3,5,PLEKHM3
PLEKHN1,5,PLEKHN1
PLEKHO1,10,PLEKHO1
PLEKHO2,22,PLEKHO2
9930023K05RIK,2,9930023K05RIK
PLK1,4,PLK1
PLK2,1,PLK2
PLK3,3,PLK3
PLK4,15,PLK4
PLLP,2,PLLP
FXYD1,5,FXYD1
PLOD2,2,PLOD2
PLOD3,3,PLOD3
PLP1,5,PLP1
PLP2,2,PLP2
MYT1,20,MYT1
PLRG1,1,PLRG1
PLS1,3,PLS1
PLS3,5,PLS3
PLSCR5,1,PLSCR5
PLTP,2,PLTP
PLVAP,2,PLVAP
PLXDC1,2,PLXDC1
PLXDC2,3,PLXDC2
PLXNA1,18,PLXNA1
PLXNA2,11,PLXNA2
PLXNA3,9,PLXNA3
PLXNA4,10,PLXNA4
PLXNB1,7,PLXNB1
PLXNB2,14,PLXNB2
PLXNB3,4,PLXNB3
PLXNC1,10,PLXNC1
PLXND1,3,PLXND1
ZBTB16,3,ZBTB16
PM20D1,2,PM20D1
PM20D2,1,PM20D2
ATP2B1,30,ATP2B1
ATP2B4,12,ATP2B4
PMF1,3,PMF1
PMFBP1,6,PMFBP1
PML,23,PML
PMM1,3,PMM1
PMM2,1,PMM2
PMP2,4,PMP2
PMS1,1,PMS1
PMS2,4,PMS2
PMVK,1,PMVK
PNKP,2,PNKP
PNKD,5,PNKD
PNLIP,1,PNLIP
PNMA3,2,PNMA3
PNMA5,2,PNMA5
PNMAL1,2,PNMAL1
PNMAL2,1,PNMAL2
PNMT,4,PNMT
PNN,27,PNN
PNO1,1,PNO1
PNOC,5,PNOC
PNPLA2,12,PNPLA2
PNPLA5,4,PNPLA5
PNPLA7,6,PNPLA7
PNPLA8,7,PNPLA8
PNPO,2,PNPO
PNPT1,3,PNPT1
PNRC2,1,PNRC2
PPP1R10,10,PPP1R10
POC5,6,POC5
PODNL1,4,PODNL1
PODXL2,1,PODXL2
POF1B,8,POF1B
POGZ,17,POGZ
POLA1,10,POLA1
POLA2,12,POLA2
POLD1,2,POLD1
POLD2,1,POLD2
POLD3,7,POLD3
POLDIP2,3,POLDIP2
POLE,2,POLE
POLE4,1,POLE4
POLH,4,POLH
POLI,3,POLI
POLK,1,POLK
POLL,5,POLL
POLM,3,POLM
POLQ,8,POLQ
POLR1A,5,POLR1A
POLR1B,2,POLR1B
POLR1D,1,POLR1D
POLR1E,2,POLR1E
POLR2A,77,POLR2A
POLR2B,5,POLR2B
POLR2C,2,POLR2C
POLR2D,3,POLR2D
POLR2E,1,POLR2E
POLR2F,1,POLR2F
POLR2G,2,POLR2G
POLR3A,1,POLR3A
POLR3C,3,POLR3C
POLR3D,1,POLR3D
POLR3E,5,POLR3E
POLR3F,2,POLR3F
POLR3G,1,POLR3G
POLR3GL,5,POLR3GL
POLRMT,3,POLRMT
PAPD7,4,PAPD7
PBRM1,33,PBRM1
POM121,45,POM121
POM121L12,3,POM121L12
POMGNT1,2,POMGNT1
POMK,1,POMK
POMP,1,POMP
POMT2,1,POMT2
PON1,1,PON1
POP1,4,POP1
POP4,1,POP4
POP5,2,POP5
POPDC2,10,POPDC2
POPDC3,2,POPDC3
POR,7,POR
POSTN,1,POSTN
POT1B,4,POT1B
POTEG,1,POTEG
POU2AF1,1,POU2AF1
4921523A10RIK,3,4921523A10RIK
PPA1,2,PPA1
PPA2,1,PPA2
PPAP2A,8,PPAP2A
PPAP2B,3,PPAP2B
PPAP2C,1,PPAP2C
PPAPDC1A,1,PPAPDC1A
PPAPDC2,5,PPAPDC2
PPAPDC3,2,PPAPDC3
PPARA,3,PPARA
