,genes,description,avg_scores,syngo,syndb,synsysnet,cortex,striatum,fetal,ngn2,Lit Sum,Exp Sum,All Sum,SynSig,Synapse_Status,Synapse Percentile
2875,FLNB,filamin B [Source:HGNC Symbol;Acc:HGNC:3755],4.56410522733357,0,0,0,0,0,0,1,0,1,1,yes,new,92.34269885239416
7070,RICTOR,RPTOR independent companion of MTOR complex 2 [Source:HGNC Symbol;Acc:HGNC:28611],4.563992431609392,0,0,0,1,0,0,1,0,2,2,yes,new,92.33280569845668
719,ATRN,attractin [Source:HGNC Symbol;Acc:HGNC:885],4.563844001505792,0,0,0,1,0,0,1,0,2,2,yes,new,92.3229125445192
8492,TCF3,transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:11633],4.563644376207236,0,0,0,0,0,0,0,0,0,0,yes,new,92.31301939058173
5332,NEDD9,"neural precursor cell expressed, developmentally down-regulated 9 [Source:HGNC Symbol;Acc:HGNC:7733]",4.5633752717292655,0,0,0,0,0,0,0,0,0,0,yes,new,92.30312623664423
149,ADAM11,ADAM metallopeptidase domain 11 [Source:HGNC Symbol;Acc:HGNC:189],4.563191026680801,0,1,0,1,0,0,1,1,2,3,yes,old,92.29323308270676
9203,UCHL5,ubiquitin C-terminal hydrolase L5 [Source:HGNC Symbol;Acc:HGNC:19678],4.562380039206492,0,0,0,0,0,0,1,0,1,1,yes,new,92.28333992876931
2408,EIF1B,eukaryotic translation initiation factor 1B [Source:HGNC Symbol;Acc:HGNC:30792],4.561869777516272,0,0,0,0,0,0,0,0,0,0,yes,new,92.2734467748318
1926,DAB1,DAB adaptor protein 1 [Source:HGNC Symbol;Acc:HGNC:2661],4.561401089049613,0,0,0,1,0,0,0,0,1,1,yes,new,92.26355362089434
6080,PHGDH,phosphoglycerate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:8923],4.561049008686055,0,1,1,1,1,1,1,2,4,6,yes,old,92.25366046695686
8030,SP100,SP100 nuclear antigen [Source:HGNC Symbol;Acc:HGNC:11206],4.560726870464329,0,0,0,0,0,0,0,0,0,0,yes,new,92.2437673130194
740,AXIN1,axin 1 [Source:HGNC Symbol;Acc:HGNC:903],4.560547165453903,1,0,0,0,0,0,0,1,0,1,yes,old,92.23387415908192
4502,LRP2,LDL receptor related protein 2 [Source:HGNC Symbol;Acc:HGNC:6694],4.560490872067278,0,0,0,0,0,0,0,0,0,0,yes,new,92.22398100514444
2252,DPYSL2,dihydropyrimidinase like 2 [Source:HGNC Symbol;Acc:HGNC:3014],4.5602794056251055,1,1,1,1,1,1,1,3,4,7,yes,old,92.21408785120695
6680,PTPRC,protein tyrosine phosphatase receptor type C [Source:HGNC Symbol;Acc:HGNC:9666],4.560162301116028,0,0,0,0,0,0,0,0,0,0,yes,new,92.20419469726947
3848,ILK,integrin linked kinase [Source:HGNC Symbol;Acc:HGNC:6040],4.560081042773951,0,0,0,1,0,0,1,0,2,2,yes,new,92.19430154333202
6477,PRDX1,peroxiredoxin 1 [Source:HGNC Symbol;Acc:HGNC:9352],4.559832064363069,0,1,1,1,1,1,1,2,4,6,yes,old,92.1844083893945
8862,TPM3,tropomyosin 3 [Source:HGNC Symbol;Acc:HGNC:12012],4.559638944325567,0,1,0,1,1,1,1,1,4,5,yes,old,92.17451523545706
636,ASPM,assembly factor for spindle microtubules [Source:HGNC Symbol;Acc:HGNC:19048],4.559573776304811,0,1,0,0,0,0,0,1,0,1,yes,old,92.16462208151958
8571,TFRC,transferrin receptor [Source:HGNC Symbol;Acc:HGNC:11763],4.559502903792176,0,0,0,0,0,0,1,0,1,1,yes,new,92.15472892758213
4416,LIG4,DNA ligase 4 [Source:HGNC Symbol;Acc:HGNC:6601],4.559495035640112,0,0,0,0,0,0,0,0,0,0,yes,new,92.14483577364464
6798,RACGAP1,Rac GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:9804],4.559167108564232,0,1,0,0,0,0,0,1,0,1,yes,old,92.13494261970716
2559,ERC2,ELKS/RAB6-interacting/CAST family member 2 [Source:HGNC Symbol;Acc:HGNC:31922],4.5591265012562365,1,1,1,1,1,0,1,3,3,6,yes,old,92.12504946576969
783,BASP1,brain abundant membrane attached signal protein 1 [Source:HGNC Symbol;Acc:HGNC:957],4.55911308611209,0,1,1,1,1,1,1,2,4,6,yes,old,92.1151563118322
7638,SIPA1L1,signal induced proliferation associated 1 like 1 [Source:HGNC Symbol;Acc:HGNC:20284],4.55894522909859,1,1,0,1,1,0,0,2,2,4,yes,old,92.10526315789473
8742,TMOD2,tropomodulin 2 [Source:HGNC Symbol;Acc:HGNC:11872],4.558859778843968,0,1,1,1,1,1,1,2,4,6,yes,old,92.09537000395727
6529,PRMT5,protein arginine methyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:10894],4.558797274104942,0,1,0,1,0,1,1,1,3,4,yes,old,92.0854768500198
8306,SUPT16H,"SPT16 homolog, facilitates chromatin remodeling subunit [Source:HGNC Symbol;Acc:HGNC:11465]",4.558563216986316,0,0,0,0,0,1,1,0,2,2,yes,new,92.0755836960823
724,ATXN2,ataxin 2 [Source:HGNC Symbol;Acc:HGNC:10555],4.558021064592233,0,0,0,1,1,0,1,0,3,3,yes,new,92.06569054214485
7297,RUVBL2,RuvB like AAA ATPase 2 [Source:HGNC Symbol;Acc:HGNC:10475],4.5573405157009805,0,0,0,1,0,1,1,0,3,3,yes,new,92.05579738820735
6610,PSMD2,"proteasome 26S subunit, non-ATPase 2 [Source:HGNC Symbol;Acc:HGNC:9559]",4.557332472395523,0,1,0,1,0,1,1,1,3,4,yes,old,92.04590423426987
531,ARHGAP33,Rho GTPase activating protein 33 [Source:HGNC Symbol;Acc:HGNC:23085],4.556878517544475,0,0,0,1,1,1,1,0,4,4,yes,new,92.03601108033241
7282,RTN1,reticulon 1 [Source:HGNC Symbol;Acc:HGNC:10467],4.556803993758519,0,1,1,1,1,1,1,2,4,6,yes,old,92.02611792639492
825,BCR,BCR activator of RhoGEF and GTPase [Source:HGNC Symbol;Acc:HGNC:1014],4.556685055400446,1,0,0,1,1,1,1,1,4,5,yes,old,92.01622477245745
1325,CDK4,cyclin dependent kinase 4 [Source:HGNC Symbol;Acc:HGNC:1773],4.556532967418266,0,0,0,0,1,0,0,0,1,1,yes,new,92.00633161852
7405,SCN1A,sodium voltage-gated channel alpha subunit 1 [Source:HGNC Symbol;Acc:HGNC:10585],4.55635808757721,1,1,1,0,0,0,0,3,0,3,yes,old,91.99643846458252
434,AP3B2,adaptor related protein complex 3 subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:567],4.556092567439296,0,1,0,1,1,1,1,1,4,5,yes,old,91.98654531064504
5251,NCAPH2,non-SMC condensin II complex subunit H2 [Source:HGNC Symbol;Acc:HGNC:25071],4.555824116945564,0,0,0,0,0,0,0,0,0,0,yes,new,91.97665215670756
9021,TSPAN7,tetraspanin 7 [Source:HGNC Symbol;Acc:HGNC:11854],4.55573032687236,0,0,0,0,0,0,0,0,0,0,yes,new,91.96675900277008
3602,HNRNPR,heterogeneous nuclear ribonucleoprotein R [Source:HGNC Symbol;Acc:HGNC:5047],4.555486319957598,0,0,0,0,0,1,1,0,2,2,yes,new,91.95686584883259
3685,HSPA1B,heat shock protein family A (Hsp70) member 1B [Source:HGNC Symbol;Acc:HGNC:5233],4.555444813837678,0,1,0,1,1,0,0,1,2,3,yes,old,91.94697269489514
3210,GNAI1,G protein subunit alpha i1 [Source:HGNC Symbol;Acc:HGNC:4384],4.554669218081983,0,1,1,1,0,1,1,2,3,5,yes,old,91.93707954095764
2150,DNAH14,dynein axonemal heavy chain 14 [Source:HGNC Symbol;Acc:HGNC:2945],4.554636034154605,0,0,0,0,0,0,0,0,0,0,yes,new,91.9271863870202
4398,LGALS3BP,galectin 3 binding protein [Source:HGNC Symbol;Acc:HGNC:6564],4.554538936565155,0,0,0,0,0,0,1,0,1,1,yes,new,91.91729323308269
2280,DTNA,dystrobrevin alpha [Source:HGNC Symbol;Acc:HGNC:3057],4.554482599204503,0,1,0,1,1,0,0,1,2,3,yes,old,91.90740007914525
1274,CDC42BPB,CDC42 binding protein kinase beta [Source:HGNC Symbol;Acc:HGNC:1738],4.554401124043962,0,1,0,1,1,1,1,1,4,5,yes,old,91.89750692520776
2434,EIF4A1,eukaryotic translation initiation factor 4A1 [Source:HGNC Symbol;Acc:HGNC:3282],4.55388805101776,0,0,0,1,0,1,1,0,3,3,yes,new,91.88761377127028
3225,GNB5,G protein subunit beta 5 [Source:HGNC Symbol;Acc:HGNC:4401],4.553876303780749,1,1,1,0,0,1,1,3,2,5,yes,old,91.8777206173328
9136,UBA6,ubiquitin like modifier activating enzyme 6 [Source:HGNC Symbol;Acc:HGNC:25581],4.5537633053547735,0,0,0,0,0,0,1,0,1,1,yes,new,91.86782746339532
1504,CIRBP,cold inducible RNA binding protein [Source:HGNC Symbol;Acc:HGNC:1982],4.553682105134033,0,0,0,0,0,1,1,0,2,2,yes,new,91.85793430945786
4225,KMT2B,lysine methyltransferase 2B [Source:HGNC Symbol;Acc:HGNC:15840],4.553450974365137,0,0,0,0,0,0,0,0,0,0,yes,new,91.84804115552038
451,APEX1,apurinic/apyrimidinic endodeoxyribonuclease 1 [Source:HGNC Symbol;Acc:HGNC:587],4.55188244365183,0,0,0,0,0,1,1,0,2,2,yes,new,91.83814800158292
2014,DDX21,DExD-box helicase 21 [Source:HGNC Symbol;Acc:HGNC:2744],4.551579951069622,0,0,0,0,0,0,1,0,1,1,yes,new,91.82825484764544
4713,MBP,myelin basic protein [Source:HGNC Symbol;Acc:HGNC:6925],4.55156425165364,0,1,1,1,1,0,0,2,2,4,yes,old,91.81836169370796
2105,DIAPH2,diaphanous related formin 2 [Source:HGNC Symbol;Acc:HGNC:2877],4.5511313661485975,0,0,0,1,0,0,0,0,1,1,yes,new,91.80846853977049
5830,PATZ1,POZ/BTB and AT hook containing zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:13071],4.550974108820983,0,0,0,0,0,0,0,0,0,0,yes,new,91.79857538583299
9522,XRN2,5'-3' exoribonuclease 2 [Source:HGNC Symbol;Acc:HGNC:12836],4.550927483036274,0,0,0,0,0,0,1,0,1,1,yes,new,91.78868223189554
6736,RAB10,"RAB10, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9759]",4.550567381695345,1,1,1,1,1,1,1,3,4,7,yes,old,91.77878907795805
1678,COPA,COPI coat complex subunit alpha [Source:HGNC Symbol;Acc:HGNC:2230],4.550245195207243,0,1,0,1,0,1,1,1,3,4,yes,old,91.76889592402058
1043,CAPN1,calpain 1 [Source:HGNC Symbol;Acc:HGNC:1476],4.550239202029736,0,1,0,0,0,1,1,1,2,3,yes,old,91.7590027700831
3017,G3BP1,G3BP stress granule assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:30292],4.550208354350491,0,0,0,0,0,1,1,0,2,2,yes,new,91.74910961614565
5468,NONO,non-POU domain containing octamer binding [Source:HGNC Symbol;Acc:HGNC:7871],4.5501687931135,0,0,0,1,0,1,1,0,3,3,yes,new,91.73921646220816
526,ARHGAP26,Rho GTPase activating protein 26 [Source:HGNC Symbol;Acc:HGNC:17073],4.549954476924865,0,1,0,1,0,0,0,1,1,2,yes,old,91.72932330827068
4085,KCTD17,potassium channel tetramerization domain containing 17 [Source:HGNC Symbol;Acc:HGNC:25705],4.549734818738277,0,0,0,0,0,0,0,0,0,0,yes,new,91.71943015433321
3973,ITK,IL2 inducible T cell kinase [Source:HGNC Symbol;Acc:HGNC:6171],4.549418387934209,0,0,0,0,0,0,0,0,0,0,yes,new,91.70953700039571
7199,RPL32,ribosomal protein L32 [Source:HGNC Symbol;Acc:HGNC:10336],4.548637487035732,1,0,0,1,1,1,0,1,3,4,yes,old,91.69964384645823
1561,CLIP3,CAP-Gly domain containing linker protein 3 [Source:HGNC Symbol;Acc:HGNC:24314],4.547654127016356,0,0,0,1,0,0,1,0,2,2,yes,new,91.68975069252079
8242,STOM,stomatin [Source:HGNC Symbol;Acc:HGNC:3383],4.5476121808786765,0,1,0,0,0,0,1,1,1,2,yes,old,91.67985753858329
3240,GNPTAB,N-acetylglucosamine-1-phosphate transferase subunits alpha and beta [Source:HGNC Symbol;Acc:HGNC:29670],4.547520334462868,0,0,0,0,0,0,0,0,0,0,yes,new,91.66996438464581
284,AKT2,AKT serine/threonine kinase 2 [Source:HGNC Symbol;Acc:HGNC:392],4.546513836090562,0,0,0,0,0,0,0,0,0,0,yes,new,91.66007123070835
6526,PRMT1,protein arginine methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:5187],4.546393426057759,0,0,0,0,0,1,1,0,2,2,yes,new,91.65017807677087
3895,IPO13,importin 13 [Source:HGNC Symbol;Acc:HGNC:16853],4.546050105957541,0,0,0,0,0,0,1,0,1,1,yes,new,91.6402849228334
3475,HDAC2,histone deacetylase 2 [Source:HGNC Symbol;Acc:HGNC:4853],4.54570105876922,0,0,0,0,0,0,1,0,1,1,yes,new,91.63039176889593
5152,MYO1B,myosin IB [Source:HGNC Symbol;Acc:HGNC:7596],4.545396900079163,0,1,0,1,0,1,1,1,3,4,yes,old,91.62049861495844
1317,CDK16,cyclin dependent kinase 16 [Source:HGNC Symbol;Acc:HGNC:8749],4.5450909723584525,0,0,0,0,0,0,1,0,1,1,yes,new,91.61060546102095
903,BRCA2,BRCA2 DNA repair associated [Source:HGNC Symbol;Acc:HGNC:1101],4.544757954988762,0,0,0,0,0,0,0,0,0,0,yes,new,91.6007123070835
6666,PTPN11,protein tyrosine phosphatase non-receptor type 11 [Source:HGNC Symbol;Acc:HGNC:9644],4.544468651704508,0,1,0,1,1,0,1,1,3,4,yes,old,91.59081915314604
8009,SORBS3,sorbin and SH3 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:30907],4.54403307190355,0,0,0,0,0,0,0,0,0,0,yes,new,91.58092599920856
8826,TOP2A,DNA topoisomerase II alpha [Source:HGNC Symbol;Acc:HGNC:11989],4.543972305507263,0,0,0,0,0,0,1,0,1,1,yes,new,91.57103284527108
5350,NEO1,neogenin 1 [Source:HGNC Symbol;Acc:HGNC:7754],4.543905481928942,0,1,1,1,0,1,1,2,3,5,yes,old,91.5611396913336
319,ALK,ALK receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:427],4.543865216638242,1,0,0,1,0,0,1,1,2,3,yes,old,91.55124653739612
1421,CFLAR,CASP8 and FADD like apoptosis regulator [Source:HGNC Symbol;Acc:HGNC:1876],4.5436142192777895,0,0,0,0,0,0,0,0,0,0,yes,new,91.54135338345863
6674,PTPN3,protein tyrosine phosphatase non-receptor type 3 [Source:HGNC Symbol;Acc:HGNC:9655],4.543494574410387,0,0,0,1,0,0,0,0,1,1,yes,new,91.53146022952116
1230,CD4,CD4 molecule [Source:HGNC Symbol;Acc:HGNC:1678],4.543460658327381,0,0,0,0,0,0,0,0,0,0,yes,new,91.52156707558369
1698,CORO1C,coronin 1C [Source:HGNC Symbol;Acc:HGNC:2254],4.543349636031505,0,1,0,1,1,1,1,1,4,5,yes,old,91.5116739216462
6478,PRDX2,peroxiredoxin 2 [Source:HGNC Symbol;Acc:HGNC:9353],4.542943134363064,0,1,1,1,1,1,1,2,4,6,yes,old,91.50178076770877
1364,CELF2,CUGBP Elav-like family member 2 [Source:HGNC Symbol;Acc:HGNC:2550],4.542636386884338,0,0,0,1,0,1,0,0,2,2,yes,new,91.49188761377128
3682,HSP90B1,heat shock protein 90 beta family member 1 [Source:HGNC Symbol;Acc:HGNC:12028],4.5424049456125335,0,1,1,1,1,1,1,2,4,6,yes,old,91.4819944598338
4052,KCND3,potassium voltage-gated channel subfamily D member 3 [Source:HGNC Symbol;Acc:HGNC:6239],4.541988871052176,1,0,0,0,0,0,0,1,0,1,yes,old,91.47210130589632
4393,LETMD1,LETM1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24241],4.540402863494504,0,0,0,0,0,0,0,0,0,0,yes,new,91.46220815195885
44,ABCE1,ATP binding cassette subfamily E member 1 [Source:HGNC Symbol;Acc:HGNC:69],4.540327810766153,0,0,0,1,1,0,1,0,3,3,yes,new,91.45231499802135
7306,RYR1,ryanodine receptor 1 [Source:HGNC Symbol;Acc:HGNC:10483],4.540069588372691,0,0,1,0,0,0,0,1,0,1,yes,old,91.4424218440839
2106,DIAPH3,diaphanous related formin 3 [Source:HGNC Symbol;Acc:HGNC:15480],4.539483263826432,0,0,0,0,0,0,0,0,0,0,yes,new,91.43252869014641
686,ATP13A2,ATPase cation transporting 13A2 [Source:HGNC Symbol;Acc:HGNC:30213],4.539157415163718,0,0,0,0,0,0,1,0,1,1,yes,new,91.42263553620893
3704,HSPH1,heat shock protein family H (Hsp110) member 1 [Source:HGNC Symbol;Acc:HGNC:16969],4.539057141384589,0,1,1,1,1,1,1,2,4,6,yes,old,91.41274238227147
3600,HNRNPL,heterogeneous nuclear ribonucleoprotein L [Source:HGNC Symbol;Acc:HGNC:5045],4.538857727297051,0,0,0,1,1,1,1,0,4,4,yes,new,91.402849228334
9627,ZDHHC17,zinc finger DHHC-type palmitoyltransferase 17 [Source:HGNC Symbol;Acc:HGNC:18412],4.538596874923956,0,0,0,0,0,0,0,0,0,0,yes,new,91.39295607439651
5334,NEFM,neurofilament medium [Source:HGNC Symbol;Acc:HGNC:7734],4.538571159235351,1,1,1,1,1,1,1,3,4,7,yes,old,91.38306292045904
1268,CDC27,cell division cycle 27 [Source:HGNC Symbol;Acc:HGNC:1728],4.537641490695114,0,0,0,0,0,0,1,0,1,1,yes,new,91.37316976652157
9608,ZC3H15,zinc finger CCCH-type containing 15 [Source:HGNC Symbol;Acc:HGNC:29528],4.537639415526867,0,0,0,1,0,0,0,0,1,1,yes,new,91.36327661258407
7545,SFPQ,splicing factor proline and glutamine rich [Source:HGNC Symbol;Acc:HGNC:10774],4.537200343518052,0,1,0,1,1,1,1,1,4,5,yes,old,91.35338345864662
8844,TP53BP1,tumor protein p53 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:11999],4.537195702825868,0,1,0,0,0,1,1,1,2,3,yes,old,91.34349030470915
6037,PFKP,"phosphofructokinase, platelet [Source:HGNC Symbol;Acc:HGNC:8878]",4.537115324423046,0,1,1,0,0,1,1,2,2,4,yes,old,91.3335971507717
1708,COX4I1,cytochrome c oxidase subunit 4I1 [Source:HGNC Symbol;Acc:HGNC:2265],4.536793117772123,0,1,0,1,1,1,1,1,4,5,yes,old,91.3237039968342
726,ATXN3,ataxin 3 [Source:HGNC Symbol;Acc:HGNC:7106],4.5363487175088695,0,0,0,1,0,0,1,0,2,2,yes,new,91.31381084289671
6549,PRPF6,pre-mRNA processing factor 6 [Source:HGNC Symbol;Acc:HGNC:15860],4.53531854216507,0,0,0,0,0,0,1,0,1,1,yes,new,91.30391768895923
2203,DNMBP,dynamin binding protein [Source:HGNC Symbol;Acc:HGNC:30373],4.535202368194714,0,0,0,0,0,0,0,0,0,0,yes,new,91.29402453502176
3058,GAN,gigaxonin [Source:HGNC Symbol;Acc:HGNC:4137],4.535032325327216,0,0,0,0,0,0,1,0,1,1,yes,new,91.2841313810843
6828,RALBP1,ralA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9841],4.534873256185243,0,0,0,1,0,0,1,0,2,2,yes,new,91.2742382271468
6779,RAB5C,"RAB5C, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9785]",4.534815663692693,1,1,1,1,1,0,1,3,3,6,yes,old,91.26434507320934
4025,KAT2B,lysine acetyltransferase 2B [Source:HGNC Symbol;Acc:HGNC:8638],4.534725989757899,0,0,0,0,0,0,0,0,0,0,yes,new,91.25445191927184
7149,RNF4,ring finger protein 4 [Source:HGNC Symbol;Acc:HGNC:10067],4.534281372409478,0,0,0,0,0,0,0,0,0,0,yes,new,91.24455876533442
494,ARAP1,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1 [Source:HGNC Symbol;Acc:HGNC:16925]",4.533895034111027,0,0,0,0,0,0,0,0,0,0,yes,new,91.23466561139692
4415,LIG3,DNA ligase 3 [Source:HGNC Symbol;Acc:HGNC:6600],4.53294597426029,0,0,0,0,0,0,1,0,1,1,yes,new,91.22477245745944
3340,GRIA1,glutamate ionotropic receptor AMPA type subunit 1 [Source:HGNC Symbol;Acc:HGNC:4571],4.532718255941725,1,1,1,1,0,1,0,3,2,5,yes,old,91.21487930352195
1865,CUL4B,cullin 4B [Source:HGNC Symbol;Acc:HGNC:2555],4.532232747271447,0,0,0,0,0,0,1,0,1,1,yes,new,91.20498614958449
421,AP1B1,adaptor related protein complex 1 subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:554],4.531947415487688,0,1,1,1,1,1,1,2,4,6,yes,old,91.19509299564702
1968,DCLK1,doublecortin like kinase 1 [Source:HGNC Symbol;Acc:HGNC:2700],4.531287655564435,0,1,1,1,1,1,1,2,4,6,yes,old,91.18519984170952
1871,CX3CL1,C-X3-C motif chemokine ligand 1 [Source:HGNC Symbol;Acc:HGNC:10647],4.5312560066964975,0,0,0,1,0,0,0,0,1,1,yes,new,91.17530668777206
4363,LCK,"LCK proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6524]",4.531124632564855,1,1,0,0,0,0,0,2,0,2,yes,old,91.16541353383457
6546,PRPF40A,pre-mRNA processing factor 40 homolog A [Source:HGNC Symbol;Acc:HGNC:16463],4.531007016179147,0,0,0,0,0,0,1,0,1,1,yes,new,91.15552037989711
9343,VAV1,vav guanine nucleotide exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:12657],4.530235136410157,0,0,0,0,0,0,0,0,0,0,yes,new,91.14562722595964
9121,TYRO3,TYRO3 protein tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:12446],4.529581959359359,0,0,0,0,0,0,0,0,0,0,yes,new,91.13573407202215
178,ADCYAP1R1,ADCYAP receptor type I [Source:HGNC Symbol;Acc:HGNC:242],4.529438189902961,0,0,0,1,0,0,0,0,1,1,yes,new,91.12584091808468
348,AMIGO1,adhesion molecule with Ig like domain 1 [Source:HGNC Symbol;Acc:HGNC:20824],4.5288063604758815,0,0,0,0,0,0,0,0,0,0,yes,new,91.11594776414721
1805,CSNK2A2,casein kinase 2 alpha 2 [Source:HGNC Symbol;Acc:HGNC:2459],4.5286503670749365,0,1,0,1,1,1,1,1,4,5,yes,old,91.10605461020974
8376,TAF1,TATA-box binding protein associated factor 1 [Source:HGNC Symbol;Acc:HGNC:11535],4.528300041771289,0,0,0,0,0,0,0,0,0,0,yes,new,91.09616145627226
7358,SARM1,sterile alpha and TIR motif containing 1 [Source:HGNC Symbol;Acc:HGNC:17074],4.5280559383682215,0,0,0,1,0,1,1,0,3,3,yes,new,91.0862683023348
8820,TOMM20,translocase of outer mitochondrial membrane 20 [Source:HGNC Symbol;Acc:HGNC:20947],4.527856881287617,0,1,0,0,1,0,0,1,1,2,yes,old,91.07637514839729
6212,PLD3,phospholipase D family member 3 [Source:HGNC Symbol;Acc:HGNC:17158],4.527742336891324,0,0,0,1,0,1,1,0,3,3,yes,new,91.06648199445983
6788,RABGAP1,RAB GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:17155],4.527531575350966,0,0,0,1,0,1,1,0,3,3,yes,new,91.05658884052237
6583,PSMA3,proteasome 20S subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:9532],4.527133444812769,0,0,0,1,0,1,1,0,3,3,yes,new,91.04669568658487
899,BRAF,"B-Raf proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:1097]",4.52710615430216,0,0,0,1,1,0,1,0,3,3,yes,new,91.0368025326474
4305,KSR2,kinase suppressor of ras 2 [Source:HGNC Symbol;Acc:HGNC:18610],4.526999391316199,0,0,0,1,0,0,1,0,2,2,yes,new,91.02690937870993
7094,RIT2,Ras like without CAAX 2 [Source:HGNC Symbol;Acc:HGNC:10017],4.526563800266172,0,0,0,0,0,0,0,0,0,0,yes,new,91.01701622477245
7292,RUNX1,RUNX family transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:10471],4.526498699679351,0,0,0,0,0,0,0,0,0,0,yes,new,91.00712307083498
1292,CDH10,cadherin 10 [Source:HGNC Symbol;Acc:HGNC:1749],4.526273597796711,1,1,1,1,1,0,1,3,3,6,yes,old,90.99722991689751
6668,PTPN13,protein tyrosine phosphatase non-receptor type 13 [Source:HGNC Symbol;Acc:HGNC:9646],4.526255819465797,0,0,0,0,0,0,0,0,0,0,yes,new,90.98733676296006
3785,IGF1R,insulin like growth factor 1 receptor [Source:HGNC Symbol;Acc:HGNC:5465],4.526125002868811,0,0,0,0,0,0,1,0,1,1,yes,new,90.97744360902256
9161,UBE2M,ubiquitin conjugating enzyme E2 M [Source:HGNC Symbol;Acc:HGNC:12491],4.525709035453705,0,0,0,1,0,0,1,0,2,2,yes,new,90.96755045508509
2128,DLST,dihydrolipoamide S-succinyltransferase [Source:HGNC Symbol;Acc:HGNC:2911],4.525120933403015,0,1,0,1,1,1,1,1,4,5,yes,old,90.95765730114759
1022,CALR,calreticulin [Source:HGNC Symbol;Acc:HGNC:1455],4.524893292471127,0,1,1,1,1,1,1,2,4,6,yes,old,90.94776414721014
6603,PSMC6,"proteasome 26S subunit, ATPase 6 [Source:HGNC Symbol;Acc:HGNC:9553]",4.524467846507563,0,0,0,1,0,1,1,0,3,3,yes,new,90.93787099327265
6277,PNKP,polynucleotide kinase 3'-phosphatase [Source:HGNC Symbol;Acc:HGNC:9154],4.523901827210408,0,0,0,0,0,0,0,0,0,0,yes,new,90.9279778393352
7901,SMARCD1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1 [Source:HGNC Symbol;Acc:HGNC:11106]",4.523682545070597,0,0,0,0,0,0,1,0,1,1,yes,new,90.9180846853977
3435,HADHA,hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha [Source:HGNC Symbol;Acc:HGNC:4801],4.523356616038304,0,1,0,1,1,1,1,1,4,5,yes,old,90.90819153146023
4167,KIFC3,kinesin family member C3 [Source:HGNC Symbol;Acc:HGNC:6326],4.5228380851951435,0,0,0,0,0,0,0,0,0,0,yes,new,90.89829837752278
2429,EIF3I,eukaryotic translation initiation factor 3 subunit I [Source:HGNC Symbol;Acc:HGNC:3272],4.522614037938415,0,0,0,1,0,1,1,0,3,3,yes,new,90.88840522358528
7532,SF1,splicing factor 1 [Source:HGNC Symbol;Acc:HGNC:12950],4.522555522166044,0,0,0,1,0,0,0,0,1,1,yes,new,90.87851206964778
4237,KPNA6,karyopherin subunit alpha 6 [Source:HGNC Symbol;Acc:HGNC:6399],4.522243109512479,0,0,0,0,0,1,1,0,2,2,yes,new,90.86861891571031
224,AGO4,argonaute RISC component 4 [Source:HGNC Symbol;Acc:HGNC:18424],4.5222159956569765,0,0,0,1,0,0,0,0,1,1,yes,new,90.85872576177286
8503,TCOF1,treacle ribosome biogenesis factor 1 [Source:HGNC Symbol;Acc:HGNC:11654],4.5219529637560525,0,0,0,1,0,0,0,0,1,1,yes,new,90.84883260783536
7907,SMC3,structural maintenance of chromosomes 3 [Source:HGNC Symbol;Acc:HGNC:2468],4.521879230868172,0,1,0,1,0,1,1,1,3,4,yes,old,90.83893945389792
4700,MAVS,mitochondrial antiviral signaling protein [Source:HGNC Symbol;Acc:HGNC:29233],4.521852178425763,0,0,0,0,0,0,1,0,1,1,yes,new,90.82904629996042
6687,PTPRM,protein tyrosine phosphatase receptor type M [Source:HGNC Symbol;Acc:HGNC:9675],4.521577596342364,0,0,0,0,0,0,0,0,0,0,yes,new,90.81915314602296
3116,GFAP,glial fibrillary acidic protein [Source:HGNC Symbol;Acc:HGNC:4235],4.521399887069199,0,1,0,1,0,1,0,1,2,3,yes,old,90.80925999208547
